GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREAFUE,G16PREOWRI
44003443528,44,003,443528,376,272,28,8,0,17
44003443529,44,003,443529,631.01,593.15,35.6,14.31,2,35.48
44003443530,44,003,443530,1064.47,968.34,58.55,18.24,1.29,44.19
44003443531,44,003,443531,1069.77,892.46,58.12,15.02,2,50.1
44003443532,44,003,443532,358.32,335.56,33.09,8.05,2,8.05
44003443533,44,003,443533,368,358,23,12,1,9
44003443701,44,003,443701,379.54,594.46,48.53,19.8,1.98,26.75
44003443702,44,003,443702,301.93,443.95,32.24,7.37,1.85,13.73
44003443703,44,003,443703,227,444,36,5,2,13
44003443704,44,003,443704,219.23,419.58,29.43,6.86,1.96,8.92
44003443801,44,003,443801,551.09,555.96,31.38,21.47,4.04,19.8
44003443802,44,003,443802,374.01,352.49,34.53,11.19,0.2,15.62
44003443803,44,003,443803,244.92,241.99,21.47,6.83,0,18.54
44003443804,44,003,443804,928.03,1033.49,58.48,27.8,3.83,35.47
44003443805,44,003,443805,372.49,404.37,15.72,12.85,1.16,15.08
44003443806,44,003,443806,327.48,363.94,25.18,7.09,1.01,6.09
44003443807,44,003,443807,936.4,859.92,67.76,27.15,0.07,39.37
44003443808,44,003,443808,738.42,849.8,62.29,18.1,3.02,28.18
44003443809,44,003,443809,445.48,435.66,20.32,7.7,0.7,14.71
44003443810,44,003,443810,469.36,472.54,32.94,11.25,3.04,28.65
44005441501,44,005,441501,1103.89,548.78,50.18,20.67,3.9,38.19
44005441502,44,005,441502,1070.97,596.84,68.67,25.3,2.08,33.69
44005441801,44,005,441801,1123.22,794.59,101.86,39.47,5.71,47.19
44005441901,44,005,441901,721.13,475.45,44.39,10.05,1.99,26.14
44005441902,44,005,441902,878,552,47,16,4,33
44005441903,44,005,441903,876.12,468.39,50.1,18.56,1,35.15
44005441904,44,005,441904,1099.39,707.16,88.89,35.97,3,44.96
44005441905,44,005,441905,730.75,557.65,53.4,34.6,0.99,22.75
44005442101,44,005,442101,663.29,262.75,26.64,18.37,0,26.64
44005442102,44,005,442102,656.43,222.6,29.13,16.39,1.37,20.94
44005442103,44,005,442103,466.88,143.01,22.99,11,2,12
44005442104,44,005,442104,347,114,8,7,1,21
44005442105,44,005,442105,888,380,48,20,1,38
44005442106,44,005,442106,1011,487,60,26,0,30
44005442107,44,005,442107,900,580,68,16,5,43
44005442108,44,005,442108,529,165,32,9,2,18
44005442109,44,005,442109,793.61,272.2,35.35,19.72,1.66,25.41
44005442701,44,005,442701,53,40,6,3,0,5
44005442702,44,005,442702,140,118,13,10,1,4
44005442703,44,005,442703,815.41,557.82,57.69,27.24,2.02,30.34
44005442704,44,005,442704,1055.37,856.19,87.21,30.72,1.98,42.62
44005442705,44,005,442705,353.53,286.15,34.18,4.07,0,25.13
44005442706,44,005,442706,349.12,309.2,22.95,7.98,0,21.95
44005442707,44,005,442707,1049.57,872.08,80.39,25.47,1.96,66.61
44005442708,44,005,442708,1150.53,890.73,106.82,20.88,2.06,54.5
44005443301,44,005,443301,772.28,654.02,52.79,20.53,0,34.22
44005443302,44,005,443302,739.12,745.85,51.9,21.15,1.92,38.45
44005443303,44,005,443303,455,421,21,16,0,21
44005443304,44,005,443304,638.6,577.13,42.31,16.33,2.08,34.34
44005443305,44,005,443305,148,129,12,3,0,6
44005443306,44,005,443306,717.97,767.13,60.08,27.58,0,34.47
44005443307,44,005,443307,618.81,532.28,51.06,16.96,2.29,12.34
44005ZZZZZZ,44,005,ZZZZZZ,0,0,0,0,0,0
44007440301,44,007,440301,468.39,700.39,58.37,22.81,2.96,24.7
44007440302,44,007,440302,443.98,751.34,49.95,22.71,4.06,22.79
44007440303,44,007,440303,580.88,908.97,59.97,23.38,1.07,36.32
44007440304,44,007,440304,312.09,463.08,40.24,14.92,0.91,14.92
44007440305,44,007,440305,367.08,611.56,43.29,16.36,1.08,26.84
44007440306,44,007,440306,390.02,701.84,43.01,8.8,3.91,29.32
44007440401,44,007,440401,603.74,93.91,16.99,5.37,1.79,12.52
44007440402,44,007,440402,283,64,5,3,0,5
44007440403,44,007,440403,670.28,92.58,14.7,13.7,0.98,5.92
44007440404,44,007,440404,564,81,14,2,0,12
44007440405,44,007,440405,248.12,41.01,7,4,0,1
44007440406,44,007,440406,304.19,138.72,11.89,1.98,0,6.94
44007440407,44,007,440407,155,32,3,1,0,1
44007440408,44,007,440408,484.7,98.92,10.88,7.91,0,9.89
44007440701,44,007,440701,961.98,414.99,24.21,19.24,1.99,16.26
44007440702,44,007,440702,681.36,354.86,34.18,12.1,1.01,17.08
44007440703,44,007,440703,401.64,461.14,21.82,11.9,0.99,9.92
44007440704,44,007,440704,195.49,108.39,9.04,5.04,0,3.04
44007440705,44,007,440705,181,132,7,5,0,5
44007440706,44,007,440706,628.38,1142.41,41.04,9.77,0.98,26.39
44007440707,44,007,440707,670.39,926.23,40.47,16.22,3.03,35.28
44007440708,44,007,440708,760.2,902.49,54.73,27.86,1.99,28.86
44007440709,44,007,440709,942,1145,68,25,4,59
44007440710,44,007,440710,841.4,511.12,38.71,19.99,1.21,46.36
44007440711,44,007,440711,597.2,722.34,32.19,20.12,2.01,24.1
44007440712,44,007,440712,743,904,39,13,1,24
44007440713,44,007,440713,696.14,741.76,37.68,17.85,0.99,20.82
44007440714,44,007,440714,170.28,130.91,11.81,3.94,1.97,5.91
44007440715,44,007,440715,532.41,404.55,21.98,10.99,0,23.97
44007440716,44,007,440716,665.43,700.24,30.76,18.11,1.02,15.52
44007440717,44,007,440717,349,205,15,9,0,8
44007440718,44,007,440718,372,325,19,11,1,12
44007440719,44,007,440719,592,650,28,8,3,17
44007440720,44,007,440720,211,226,10,5,0,5
44007440721,44,007,440721,916.2,519.76,46.4,22.13,3.06,31.6
44007440722,44,007,440722,468,314,22,12,4,15
44007440723,44,007,440723,1302.28,345.06,40.97,31,8.99,47.99
44007440724,44,007,440724,1047,300,38,24,5,41
44007440725,44,007,440725,1280.69,555.04,54.72,27.79,2,35.83
44007440726,44,007,440726,605.96,345.84,33.27,15.74,0.92,22.21
44007440727,44,007,440727,495.99,224.4,17.34,9.63,0,14.45
44007440728,44,007,440728,9,2,2,0,0,1
44007440729,44,007,440729,0,0,0,0,0,0
44007440730,44,007,440730,837.35,1376.27,41,21.83,2.01,41.74
44007440731,44,007,440731,708,890,46,14,2,28
44007440801,44,007,440801,521.47,447.95,37.99,13.02,1.99,22.91
44007440802,44,007,440802,755.28,610.61,59.17,14.03,1,28.08
44007440803,44,007,440803,831,744,51,22,1,25
44007440804,44,007,440804,151,185,12,5,1,13
44007440805,44,007,440805,868,734,45,23,3,32
44007440806,44,007,440806,851.92,645.82,51.04,13.74,0.98,20.61
44007440807,44,007,440807,983.11,1009.19,102.44,22.45,2.06,49.73
44007440808,44,007,440808,956,954,85,18,6,41
44007440809,44,007,440809,286.59,321.3,16.86,5.95,1.98,13.88
44007440810,44,007,440810,744.19,387.7,36.57,9.85,0.99,19.66
44007440811,44,007,440811,779.87,628.14,54.84,14.19,0.04,29.27
44007440812,44,007,440812,688.52,501.44,37.55,11.87,2.96,17.78
44007440813,44,007,440813,266,286,31,7,0,4
44007441001,44,007,441001,941.33,612.59,47.75,28.84,3.01,39.75
44007441002,44,007,441002,741.69,380.14,38.65,14.46,1.02,18.93
44007441003,44,007,441003,514,228,16,11,1,21
44007441004,44,007,441004,858.71,545.4,41.12,17.62,1.96,29.37
44007441005,44,007,441005,823.12,383.34,49.62,9.73,0,27.24
44007441006,44,007,441006,73.04,44.62,3.34,0.34,0.17,1.67
44007441007,44,007,441007,83.72,47.26,1.66,1.66,0.83,3.32
44007441008,44,007,441008,964,412.21,44.71,30.87,2.98,28.83
44007441009,44,007,441009,1048.83,587.58,58.26,17.55,3.02,33.24
44007441010,44,007,441010,1005,434,50,15,5,34
44007441011,44,007,441011,900.8,578.45,36.59,12.85,1.98,31.64
44007441012,44,007,441012,447.15,302.43,22.96,14.97,1,15.97
44007441013,44,007,441013,849.27,512.28,49.09,20.61,3.12,37.7
44007441014,44,007,441014,809.29,600.08,57.18,20.09,3.01,45.14
44007441015,44,007,441015,374,222,14,5,0,12
44007441016,44,007,441016,460.75,396.03,41.28,12.48,0.04,33.78
44007441017,44,007,441017,843.98,646.08,53.61,20.54,0.08,26
44007441018,44,007,441018,322.79,252.71,12.24,13.08,2.01,13.2
44007441201,44,007,441201,508.93,691.03,53.67,16.29,0.96,28.75
44007441202,44,007,441202,457.54,679.2,45.08,19.6,2.03,26.1
44007441301,44,007,441301,631.25,1014.82,61.64,30.42,1.06,25.47
44007441302,44,007,441302,736,1048,72,32,1,39
44007441303,44,007,441303,136.75,235.57,12.98,5.99,1,13.97
44007441304,44,007,441304,535.51,683.12,36.64,23.24,2.24,21.95
44007441601,44,007,441601,485.93,543.95,19.31,7.34,1.29,12.9
44007441602,44,007,441602,472.97,634.61,40.91,4.99,2,8.98
44007441603,44,007,441603,564.03,617.39,37.09,18.01,3,15.02
44007441604,44,007,441604,522.74,767.92,20.03,7.01,1,18.02
44007441605,44,007,441605,493,646,28,5,2,13
44007441606,44,007,441606,98,132,4,7,0,4
44007441607,44,007,441607,185.11,219.62,2.8,4.3,1.06,7.42
44007441608,44,007,441608,575.76,757.48,41.9,16.57,1.96,19.5
44007441609,44,007,441609,439.26,620.77,19.23,8.09,3,11.09
44007441610,44,007,441610,694.32,857.33,42.34,14.76,1.97,20.69
44007441611,44,007,441611,397.9,436.89,18,5,3,14
44007441612,44,007,441612,370.1,599.11,16,12,2,12
44007441613,44,007,441613,400.33,708.61,26.39,9.11,3.01,14.13
44007441701,44,007,441701,748.1,1110.54,41.56,18.36,2.9,40.59
44007441702,44,007,441702,446.54,356.51,26.03,13.01,0,10.01
44007441703,44,007,441703,566,571,51,26,4,29
44007441704,44,007,441704,786.9,784.32,55.17,23.29,0,41.64
44007441705,44,007,441705,579.36,591.3,53.02,14.01,1,27.01
44007441706,44,007,441706,190.5,178.45,10.15,6.06,2.01,5.07
44007441707,44,007,441707,180,191,10,2,0,3
44007441708,44,007,441708,808.19,756.97,47.78,18.86,2.01,20.93
44007441709,44,007,441709,299,315,23,5,1,11
44007441710,44,007,441710,351.14,284.34,21.65,6.02,0.03,8.92
44007441711,44,007,441711,321.61,231.24,21.04,4.79,0.94,6.71
44007442401,44,007,442401,381.19,341.21,25.96,6.86,0.93,10.03
44007442402,44,007,442402,600.18,432.86,27.63,11.89,1,24.71
44007442403,44,007,442403,539,510,31,9,0,17
44007442404,44,007,442404,287.08,269.32,24.66,4.93,2.96,7.89
44007442405,44,007,442405,445.88,348.65,14.34,12.07,3.04,6.11
44007442406,44,007,442406,606,532,27,13,4,15
44007442407,44,007,442407,594,608,25,15,1,20
44007442408,44,007,442408,534.94,425.31,43.37,18.13,3.02,22.18
44007442409,44,007,442409,285.99,223.21,12.95,2.99,1,9.96
44007442410,44,007,442410,445.74,420.43,19.32,6.2,2,17.2
44007442411,44,007,442411,535.45,652.11,19.94,6.98,1.99,15.95
44007442412,44,007,442412,538.48,487.02,30.32,9.19,1.84,26.65
44007442413,44,007,442413,327.98,274.64,13.1,9.78,0.03,10.06
44007442414,44,007,442414,331.86,299.84,13.27,8.23,0.03,8.14
44007442415,44,007,442415,466.65,292.37,15.07,8.99,1.02,14.03
44007442416,44,007,442416,863.06,789.55,35.78,18.54,4.11,19.56
44007442501,44,007,442501,566.76,771.6,68.23,16.15,1.01,30.11
44007442502,44,007,442502,590.32,869.36,46.66,13.22,5.03,31.42
44007442503,44,007,442503,563.81,612.25,42.2,19.04,1.02,25.14
44007442504,44,007,442504,565.29,609.62,44.46,10.87,1.98,29.64
44007442505,44,007,442505,294.88,384.62,24.66,15.77,0.99,11.85
44007442601,44,007,442601,235.16,95.42,6.96,5.95,0,4.97
44007442602,44,007,442602,553.31,76.53,7.47,4.67,0.93,8.4
44007442603,44,007,442603,870.11,356.87,19.98,9.01,2.98,16
44007442604,44,007,442604,460.31,245.22,20.16,6.73,0.96,15.37
44007442605,44,007,442605,462,70,6,3,1,3
44007442606,44,007,442606,509.88,58.99,9,6,0,8
44007442607,44,007,442607,1285.33,239.52,29.57,17.74,0.99,22.67
44007442608,44,007,442608,1109.37,237.2,25.28,24.39,2,23.28
44007442609,44,007,442609,120.72,34.12,0.87,3.5,0,0.87
44007442610,44,007,442610,137,19,1,3,0,2
44007442611,44,007,442611,533.05,99.1,6.51,3.75,1.03,7.27
44007442612,44,007,442612,546,356,36,10,0,25
44007442613,44,007,442613,918.21,271.29,34.92,18.68,3.2,19.42
44007442614,44,007,442614,793,238,23,7,2,21
44007442615,44,007,442615,291,86,15,7,0,7
44007442616,44,007,442616,98.88,75.61,7.75,0.97,0.97,0.97
44007442617,44,007,442617,204.12,62.39,8.25,7.03,1.03,4.03
44007442618,44,007,442618,896,540,49,17,2,25
44007442619,44,007,442619,483,364,25,8,2,13
44007442620,44,007,442620,912,487,55,20,2,36
44007442621,44,007,442621,241,206,10,6,0,11
44007442622,44,007,442622,171,107,9,6,1,9
44007442623,44,007,442623,243,128,9,1,2,7
44007442624,44,007,442624,249,199,15,4,0,8
44007442625,44,007,442625,280,81,10,8,4,8
44007442626,44,007,442626,146.9,13.62,0.97,0.97,0.97,0.97
44007442627,44,007,442627,642.32,216.68,19.33,15.2,0.01,9.25
44007442628,44,007,442628,743.29,534.6,33.88,15.38,1.04,15.63
44007442629,44,007,442629,952.07,590.37,31.03,18.03,2.03,30.03
44007442630,44,007,442630,89.67,47.41,4.25,2.16,0.99,2.25
44007442631,44,007,442631,497,98,6,9,1,6
44007442801,44,007,442801,123.33,25.21,3.6,0.9,0,0.9
44007442802,44,007,442802,203,29,7,3,1,5
44007442803,44,007,442803,1216,150,47,19,0,18
44007442804,44,007,442804,540,18,10,19,1,9
44007442805,44,007,442805,1606,201,46,24,1,29
44007442806,44,007,442806,108,11,4,1,0,4
44007442807,44,007,442807,1.26,0.42,0,0,0,0
44007442808,44,007,442808,1030.9,123.12,36.15,31.27,0,22.47
44007442809,44,007,442809,1264.46,168.6,27.61,57.13,1.98,25.28
44007442810,44,007,442810,54.18,3.8,0.95,0.95,0,1.9
44007442811,44,007,442811,955.61,107.84,13.98,10.98,2,10.98
44007442812,44,007,442812,762.65,184.53,19.63,11.78,0,20.61
44007442813,44,007,442813,610.39,78.16,13.02,13.02,2,8.02
44007442814,44,007,442814,421,97,3,6,3,4
44007442815,44,007,442815,828.36,220.81,21.1,6.06,0,21.08
44007442816,44,007,442816,1719.87,262.46,31.56,40.4,0.99,30.57
44007442817,44,007,442817,1707.76,201.33,57.16,33.21,1.01,30.16
44007442818,44,007,442818,1041.85,105.67,36.94,22.96,0.99,19.17
44007442819,44,007,442819,1041.89,458.51,39.63,20.13,2.07,26.54
44007442820,44,007,442820,157.63,97.04,7.94,1.28,0.06,2.82
44007442821,44,007,442821,785.39,178.74,20.41,14.57,0.97,11.67
44007442822,44,007,442822,216,18,4,8,0,4
44007442823,44,007,442823,1169,100,23,6,1,14
44007442824,44,007,442824,1306.66,210.51,22.21,21.97,1.01,21.07
44007442825,44,007,442825,195,21,3,6,1,3
44007442826,44,007,442826,1111,96,19,15,1,10
44007442827,44,007,442827,1189,78,14,18,1,7
44007442828,44,007,442828,744,90,11,21,3,16
44007442829,44,007,442829,831,81,13,11,3,16
44007442830,44,007,442830,64,6,4,0,0,0
44007442831,44,007,442831,841.93,46.06,4.01,8.01,2,9.01
44007442832,44,007,442832,1035,94,19,11,1,11
44007442833,44,007,442833,541.2,29.28,8.06,7.06,1,4.1
44007442834,44,007,442834,246.81,27.21,5.03,5.02,1.01,2.03
44007442835,44,007,442835,123.86,31,4.33,2.07,0,1.41
44007442836,44,007,442836,5.51,0.61,0,0,0,0
44007442837,44,007,442837,337.86,79.35,13.65,8.53,0,14.5
44007442838,44,007,442838,232,55,2,4,1,2
44007442839,44,007,442839,571.32,94.61,22.42,19.14,0.1,11.06
44007442840,44,007,442840,345.34,18.08,5.42,0,0.9,4.52
44007442841,44,007,442841,282,33,11,7,0,10
44007442842,44,007,442842,166,32,0,5,0,7
44007442843,44,007,442843,210,70,6,3,2,28
44007442844,44,007,442844,691,277,27,12,1,30
44007442845,44,007,442845,389.81,216.79,20.04,8.14,0.07,16.97
44007442846,44,007,442846,449.03,218.03,11,12,0,17
44007442847,44,007,442847,436.56,57.07,7.08,6.78,3.01,9.63
44007442848,44,007,442848,99.96,18.39,3.06,0.3,1.99,3.21
44007442849,44,007,442849,716.59,264.05,19.37,15.1,2,23.28
44007442850,44,007,442850,324.34,80.07,6.47,4.04,0,3.24
44007442851,44,007,442851,617,237,23,19,2,26
44007442852,44,007,442852,220,46,6,6,0,4
44007442853,44,007,442853,191,42,4,4,0,6
44007442854,44,007,442854,1249.58,367.6,39.95,21.98,2,36.96
44007442855,44,007,442855,1135.65,238.48,43.05,29.03,0,9.05
44007442856,44,007,442856,53.41,11.57,0,0,0,0.89
44007442857,44,007,442857,93,8,1,3,1,0
44007442858,44,007,442858,288.88,51.78,7.58,4.36,2,3.72
44007442859,44,007,442859,98,12,6,5,1,4
44007442860,44,007,442860,133,20,0,1,0,0
44007442861,44,007,442861,913,175,21,38,0,26
44007442862,44,007,442862,947,177,36,27,4,23
44007442863,44,007,442863,577,81,10,9,0,14
44007442864,44,007,442864,309,23,5,5,0,2
44007442865,44,007,442865,188.78,11.76,1.62,0.78,0.02,0.84
44007442866,44,007,442866,723,62,13,26,1,14
44007442867,44,007,442867,107.56,7.72,1.22,3.56,0,2.72
44007442868,44,007,442868,853,39,10,9,2,8
44007442869,44,007,442869,128,11,2,2,0,3
44007442870,44,007,442870,750.46,88.69,9.1,9.23,0.01,10.15
44007442871,44,007,442871,409.69,81.23,10.97,8.93,0.99,6.99
44007442872,44,007,442872,47.61,12.5,0.09,1.01,0,1.03
44007442873,44,007,442873,93,12,1,2,0,1
44007442874,44,007,442874,767.43,294.96,27.23,9.03,3.67,18.29
44007442875,44,007,442875,923,164,22,12,1,14
44007442876,44,007,442876,562,109,9,5,2,12
44007442877,44,007,442877,305,85,5,4,0,5
44007442878,44,007,442878,33.14,6.63,0.74,0.74,0,0.74
44007442879,44,007,442879,718.43,45.84,6.98,6.98,1,3.99
44007442880,44,007,442880,662.22,61.5,18.05,12.96,1.02,18.85
44007443001,44,007,443001,643.05,1182.47,67.47,18.89,1.01,35.75
44007443002,44,007,443002,545.54,983.58,67.81,17.36,4.07,41.13
44007443003,44,007,443003,736.53,1146.2,57.01,37.71,4.95,41.85
44007443101,44,007,443101,733.47,970.85,56.01,18.12,4.09,42.09
44007443102,44,007,443102,681.46,745.44,74.64,23.26,0.97,37.8
44007443103,44,007,443103,705.69,916.09,63.31,17.13,2.01,21.22
44007443104,44,007,443104,815.05,987.13,71.5,26.11,1.03,44.32
44007443105,44,007,443105,799.49,853.88,57.36,20.76,3.76,31.05
44007443106,44,007,443106,655.25,772.9,53.91,12.02,3,34.98
44007443901,44,007,443901,142,85,6,8,1,14
44007443902,44,007,443902,402.72,229.98,16.78,9.87,1.97,12.83
44007443903,44,007,443903,310.36,168.15,9.38,12.13,0.03,7.16
44007443904,44,007,443904,770.81,362.62,31.96,16.97,3.99,19.98
44007443905,44,007,443905,550.74,461.37,39.88,19.13,1.11,13.53
44007443906,44,007,443906,512.74,386.32,38.74,19.39,1.95,21.35
44007443907,44,007,443907,606.92,679.4,56.09,26.99,0.13,21.17
44007443908,44,007,443908,466.66,601.05,43.87,14,1.87,30.8
44007443909,44,007,443909,714,794,54,18,2,16
44007443910,44,007,443910,684.91,754.47,67.61,18.62,1.96,34.29
44007443911,44,007,443911,690,471,46,21,4,24
44007443912,44,007,443912,511.89,450.44,36.68,17.9,1.98,16.87
44009440501,44,009,440501,598.23,542.19,69.91,15.31,0.08,15.72
44009440502,44,009,440502,631,542,50,17,2,31
44009440503,44,009,440503,577.76,481.81,39.37,17.42,2.02,29.31
44009440504,44,009,440504,427.41,366.09,25.77,6.94,0.99,11.88
44009441101,44,009,441101,489.48,474.51,43.85,22.19,6.01,25.55
44009441102,44,009,441102,423.22,584.51,32.13,19.04,2,24.06
44009441103,44,009,441103,580.48,770.65,69.35,15.5,0.99,37.4
44009441401,44,009,441401,735.02,999.41,62.47,22.91,1.99,43.75
44009441402,44,009,441402,740.18,794.5,64.25,29.08,4.01,37.1
44009441403,44,009,441403,291.98,334.94,33.87,10.96,0.99,12.96
44009442001,44,009,442001,149.83,112.92,7.79,2.9,0.15,4.92
44009442002,44,009,442002,1022.45,776.08,86.81,27.99,4.81,59.83
44009442003,44,009,442003,1059.72,752,64.4,25.11,1.03,54.24
44009442004,44,009,442004,1043.68,795.61,60.04,26.01,4,37.02
44009442005,44,009,442005,946.32,855.39,55.96,17.99,2,28.98
44009442201,44,009,442201,610,214,19,16,0,33
44009442301,44,009,442301,652.92,680.62,62.88,13.28,0.02,26.49
44009442302,44,009,442302,852.93,716.42,71.64,43.55,2.9,42.59
44009442303,44,009,442303,954.8,864.79,72.85,21.55,1.09,68.6
44009442304,44,009,442304,956.48,795.6,80.95,30.98,2,42.99
44009442305,44,009,442305,531.89,465.9,53.19,12.8,0.98,35.46
44009442306,44,009,442306,540,447,47,10,3,35
44009442307,44,009,442307,1123.47,682.64,75.12,37.54,1.92,52.94
44009442308,44,009,442308,1110.33,782.54,105.03,37.51,3.08,55.14
44009442309,44,009,442309,1083.79,712.16,92.22,31.76,0.99,43.64
44009442901,44,009,442901,876.4,1018.68,97.82,30.63,6.92,64.22
44009442902,44,009,442902,827.62,1026.05,85.75,26.92,1,40.88
44009443201,44,009,443201,326,275,25,7,0,15
44009443202,44,009,443202,947,525,57,34,0,43
44009443203,44,009,443203,978,553,63,34,3,50
44009443204,44,009,443204,939.79,340.8,77.07,51.05,0.98,25.21
44009443205,44,009,443205,1141.98,442.89,76.46,49.65,2.98,47.67
44009443206,44,009,443206,689.43,391.16,47.92,29.34,0,35.2
44009443207,44,009,443207,1273.21,581.79,74.03,49.34,5.92,56.01
44009443208,44,009,443208,1167.51,740.19,75.41,35.94,6.11,50.1
44009443209,44,009,443209,495.82,318.11,40.11,15.96,0.04,31.4
44009443210,44,009,443210,721.67,450.2,30.92,27.05,0.97,39.61
44009443601,44,009,443601,336.87,375.2,22.47,7.81,0.01,32.08
44009443602,44,009,443602,985.87,797.43,57.84,17.93,2.06,47.78
44009443603,44,009,443603,959.35,757.33,57.88,35.31,1.96,53.95
44009443604,44,009,443604,822.6,862.02,52.47,17.49,1.94,53.39
44009443605,44,009,443605,885.7,820.24,62.36,21.12,2.02,51.5
44009443606,44,009,443606,721.98,754.59,48.53,31.09,3.01,48.25
44009443607,44,009,443607,582.82,660.03,46.12,13.04,1,32.17
