GEOID,G16PREDCLI,G16PRERTRU,G16PREGSTE,G16PRELJOH,G16HALDROC,G16HALRREI,G16HALGPER,G16HALLGES,G16GOVDCAR,G16GOVRBON,G16GOVGGRO,G16GOVLGOW,G16LTGDHAL,G16LTGRGUN,G16INSDNAV,G16INSRCRA
100010411001014,16.6,9.7,0.8,2.3,16.5,9.7,0.8,0.9,16.7,10.2,0.4,0.7,16.2,11.4,16.7,10
100010411001007,9.9,5.8,0.5,1.4,9.8,5.8,0.5,0.5,10,6.1,0.3,0.4,9.7,6.8,10,6
100010411001018,2.2,1.3,0.1,0.3,2.2,1.3,0.1,0.1,2.2,1.4,0.1,0.1,2.2,1.5,2.2,1.3
100010432021103,1.8,3.6,0,0.3,1.8,3.4,0.1,0.1,1.9,3.4,0.1,0.1,2.3,3.1,1.9,3.5
100010409001039,10.1,6.7,0.4,1.1,9.4,7.3,0.4,0.3,10.3,7.3,0.3,0.1,11.1,6.2,10,7.1
100010409001032,2.6,1.7,0.1,0.3,2.4,1.9,0.1,0.1,2.6,1.9,0.1,0,2.8,1.6,2.5,1.8
100010410002045,5.7,3.1,0.2,0.4,5.7,2.8,0.2,0.2,5.7,3.1,0.1,0.1,5.6,3.2,5.9,2.8
100010414002012,12.2,3.6,0.2,0.6,12,3.6,0.2,0.1,12.2,3.5,0.2,0.1,11.4,4.3,11.8,3.6
100010407003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010416001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001092,1.8,1.1,0.1,0.1,1.7,1.1,0.1,0.1,1.8,1.2,0.1,0,1.9,1.1,1.8,1.1
100010419001016,20.6,59,1.3,3.1,24.2,52.4,2.1,1.8,29,50.8,1,1.1,34.2,45.6,25.4,53.6
100010419001043,0.4,1.2,0,0.1,0.5,1.1,0,0,0.6,1.1,0,0,0.7,0.9,0.5,1.1
100010409001016,3.2,2.1,0.1,0.3,3,2.3,0.1,0.1,3.2,2.3,0.1,0,3.5,1.9,3.1,2.2
100010422012004,1.8,2.3,0,0.2,1.8,2.3,0.1,0.1,1.9,2.3,0,0,2,2.1,1.8,2.3
100010421002077,19,34.3,1.2,2.6,18.8,33.8,1.8,0.7,22.1,33.7,0.3,0.7,25.4,29.6,22.3,32.1
100010422013004,4.8,6.1,0.1,0.4,4.6,6.1,0.1,0.2,5,5.9,0.1,0.1,5.4,5.4,4.8,5.8
100010421002053,1.1,1.5,0,0.1,1,1.4,0.1,0,1.1,1.5,0,0,1.2,1.3,1.1,1.5
100010422013017,6.7,8.6,0.2,0.6,6.5,8.6,0.2,0.2,7,8.4,0.2,0.2,7.6,7.7,6.8,8.2
100010422012032,8.4,10.8,0.3,0.8,8.2,10.7,0.2,0.3,8.7,10.5,0.2,0.2,9.5,9.6,8.6,10.3
100010422012017,4.8,5.9,0.1,0.4,4.6,5.9,0.2,0.2,4.8,6,0.1,0.1,5.3,5.5,4.8,5.9
100010422021036,41.8,48.3,1.2,4.7,42,48.5,1.2,1.4,43.3,50,0.4,1.1,44.4,48.9,43.2,49.1
100010422013034,1.7,1.8,0.1,0.2,1.6,1.8,0,0.1,1.8,1.8,0,0,1.7,1.9,1.8,1.8
100010422022033,9.5,15.6,0.3,1.3,9.7,15.4,0.5,0.2,10.2,15.8,0.2,0.2,11.7,13.7,10.3,15.1
100010422022020,1.5,2.5,0,0.2,1.6,2.5,0.1,0,1.7,2.6,0,0,1.9,2.2,1.7,2.5
100010422011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421001061,10.4,14.8,0.3,1,10.3,13.8,0.3,0.6,12.2,13.2,0.3,0.2,10.8,14,10.8,14
100010422012027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002046,4,7.7,0.2,0.4,4.2,7.2,0.2,0.2,4.7,7,0.2,0.1,5.1,6.6,4.3,7.4
100010421002060,11.5,20.8,0.7,1.6,11.4,20.5,1.1,0.4,13.4,20.5,0.2,0.4,15.4,17.9,13.5,19.5
100010421002048,1.3,1.9,0,0.1,1.3,1.8,0.1,0,1.4,1.8,0,0,1.5,1.6,1.4,1.8
100010422022079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417012039,23.3,23.1,0.7,2.1,22.1,22.2,1,0.9,24.1,22,0.5,0.7,24.4,21.8,23.7,21.5
100010417012071,68.4,98.6,2.4,5.6,64.9,91.9,4,1.9,72.3,93.8,1.9,1.3,79.2,84.5,69.7,93.3
100010411002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001058,12.1,9.4,0.3,1,11.7,9.8,0.2,0.3,12.1,9.9,0.1,0.2,12.8,9.4,12.3,9.4
100010411001006,20.9,12.1,1.1,2.9,20.7,12.1,1,1.1,21,12.8,0.6,0.9,20.4,14.3,20.9,12.6
100010418011108,1.7,2.7,0,0.1,1.6,2.7,0.1,0,1.9,2.5,0.1,0,2.1,2.3,1.8,2.5
100010405011073,11.2,3.4,0.4,0.6,10.9,3.2,0.5,0.4,10.9,3.7,0.3,0.2,10.1,4.6,10.9,3.7
100010405022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010433001036,13.3,5,0.4,1.4,12.1,6.2,0.7,0.6,12.3,6,0.3,0.8,13,6.1,13.5,5.6
100010433001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012033,23.2,7.7,0.5,0.7,21.7,7.4,0.7,0.4,21.9,7.7,0.5,0.5,20.4,9.5,22,7.6
100010433002009,17.4,9.8,0.5,1.4,16.1,10.1,0.7,0.3,16.5,10.7,0.5,0.2,16.9,10.4,16.8,9.9
100010433003001,2.7,1,0.1,0.2,2.7,1.1,0,0,2.9,1,0,0,2.7,1.2,2.8,1.1
100010433003003,3,1.1,0.1,0.2,3,1.2,0,0,3.2,1.1,0,0,2.9,1.3,3,1.2
100010433003006,3.6,1.4,0.1,0.2,3.6,1.4,0,0,3.7,1.4,0,0,3.5,1.6,3.6,1.4
100010405011064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011003,26.5,15.5,0.7,1.7,25.3,14.4,1.1,0.7,26.3,15.3,0.5,0.5,26,15.3,26.5,14.8
100010418022022,63.1,109.5,1.6,8.5,52.9,119.7,3.8,1.2,72.9,105.4,1.8,1.5,80.9,96.1,65.9,110
100010419002028,1,4.4,0.1,0.2,1.1,4.3,0.1,0.1,1.3,4.2,0,0.1,1.8,3.6,1.3,4.1
100010419002040,0.8,3.5,0,0.2,0.9,3.4,0,0.1,1.1,3.3,0,0.1,1.4,2.9,1,3.3
100010419002045,0.2,0.9,0,0,0.2,0.9,0,0,0.3,0.8,0,0,0.4,0.7,0.3,0.8
100010410001035,2.5,1,0,0.1,2.3,1,0.1,0.1,2.4,1,0.1,0,2.3,1.1,2.5,1
100010433001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010419002057,0.4,1.8,0,0.1,0.4,1.7,0,0,0.5,1.7,0,0,0.7,1.5,0.5,1.7
100010410001081,0.4,0.1,0,0,0.3,0.1,0,0,0.3,0.1,0,0,0.3,0.2,0.4,0.1
100010412002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402011093,0.7,0.6,0,0.1,0.7,0.5,0,0,0.7,0.5,0,0,0.8,0.4,0.7,0.5
100010402022041,30.4,20.3,0.9,1.5,29.7,17.5,1.4,0.8,32.4,17,0.7,0.5,30.8,18.7,32.2,16.5
100010402031051,25.7,20.6,0.7,1.6,25.6,18.4,1.1,1.1,27.5,18.2,0.8,0.9,28.9,17.3,28.8,17.1
100010402022227,10.5,6.1,0.3,0.7,10,5.7,0.4,0.3,10.4,6,0.2,0.2,10.3,6,10.4,5.8
100010402022189,17.8,14.4,0.4,0.8,17.5,13.9,0.4,0.3,19,13.1,0.2,0.2,19.3,12.8,18.6,13
100010402022188,30.9,24.9,0.7,1.4,30.3,24,0.8,0.5,32.9,22.7,0.4,0.4,33.4,22.2,32.2,22.4
100010402021068,1.6,2.1,0.1,0.1,1.7,1.9,0.1,0,2,1.7,0.1,0,2.1,1.6,1.9,1.8
100010402011042,16.3,13.8,0.6,1.7,16.8,12.3,0.9,0.6,18.3,11.7,0.5,0.4,19.9,10.6,18.1,12.3
100010402022104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022075,0.4,0.3,0,0,0.4,0.2,0,0,0.5,0.2,0,0,0.4,0.3,0.5,0.2
100010402021150,22.2,16,0.4,1.4,21.7,14.5,0.7,0.6,23.9,13.3,0.4,0.4,23.7,13.8,24.3,13.1
100010402011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021139,9.3,6.7,0.2,0.6,9.1,6.1,0.3,0.3,10.1,5.6,0.2,0.2,10,5.8,10.3,5.5
100010402021145,5.2,3.8,0.1,0.3,5.1,3.4,0.2,0.1,5.7,3.2,0.1,0.1,5.6,3.3,5.8,3.1
100010402022138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022126,27.4,30.1,0.8,1.4,26.7,28.6,1.2,0.9,30.3,26.7,0.5,0.8,31.7,25.4,29.3,27.3
100010402022163,0.8,0.8,0,0,0.8,0.8,0,0,0.9,0.8,0,0,0.9,0.7,0.8,0.8
100010402022221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010420002045,0.7,1.4,0,0.1,0.8,1.3,0,0,0.9,1.3,0,0,0.9,1.2,0.8,1.3
100010420002042,0.4,0.7,0,0,0.4,0.7,0,0,0.4,0.6,0,0,0.5,0.6,0.4,0.7
100010421001005,10.1,33.1,0.7,2.6,11.3,30.8,1.4,0.5,12.8,31,0.8,0.2,18.3,25.1,12,31.2
100010420001024,3,13.3,0.2,0.7,3.3,12.8,0.2,0.2,4,12.5,0.1,0.2,5.3,10.9,3.8,12.4
100010420001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002091,0.3,0.4,0,0,0.3,0.4,0,0,0.3,0.4,0,0,0.4,0.4,0.3,0.4
100010409001014,1.4,0.9,0.1,0.1,1.3,1,0.1,0,1.4,1,0,0,1.5,0.9,1.4,1
100010413001020,1.4,0.8,0.1,0.1,1.4,0.8,0.1,0.1,1.4,0.8,0.1,0,1.4,0.8,1.4,0.8
100010419001039,16,45.9,1,2.4,18.8,40.8,1.6,1.4,22.6,39.5,0.8,0.8,26.6,35.5,19.8,41.7
100010419001024,11.9,34,0.8,1.8,13.9,30.2,1.2,1,16.7,29.3,0.6,0.6,19.7,26.3,14.7,30.9
100010419001044,4.4,12.7,0.3,0.7,5.2,11.3,0.4,0.4,6.3,10.9,0.2,0.2,7.4,9.8,5.5,11.5
100010419001031,20.2,67,1.3,4.1,23.3,63.2,2.1,1.8,28.7,60.7,1.2,1.6,35.5,54.5,26.7,63.1
100010419002019,2.6,8.7,0.2,0.5,3,8.2,0.3,0.2,3.7,7.8,0.2,0.2,4.6,7,3.4,8.1
100010417012064,7.6,7.5,0.2,0.7,7.2,7.2,0.3,0.3,7.8,7.1,0.2,0.2,7.9,7.1,7.7,7
100010411002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010433003032,3.6,1.4,0.1,0.2,3.6,1.4,0,0,3.7,1.4,0,0,3.5,1.6,3.6,1.4
100010433003033,9.1,3.4,0.2,0.6,9,3.6,0.1,0.1,9.5,3.4,0.1,0.1,8.8,4,9.1,3.7
100010433003068,0.8,0.3,0,0.1,0.8,0.3,0,0,0.9,0.3,0,0,0.8,0.4,0.8,0.3
100010413001034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001035,3,1.9,0.1,0.2,2.9,1.9,0.1,0.1,3,1.9,0.1,0.1,3.2,1.8,3,1.9
100010413001060,11.8,7.2,0.5,0.7,11.3,7.3,0.4,0.5,11.8,7.6,0.3,0.2,12.3,7.1,11.9,7.3
100010413001046,6.1,3.7,0.2,0.4,5.8,3.7,0.2,0.2,6.1,3.9,0.2,0.1,6.3,3.7,6.1,3.7
100010418013028,4.2,7.1,0.2,0.4,4.3,7.1,0.2,0.2,5,6.7,0.1,0.2,5.1,6.5,4.3,7.1
100010413001055,8.5,5.2,0.3,0.5,8.1,5.2,0.3,0.3,8.5,5.5,0.2,0.2,8.8,5.1,8.5,5.2
100010414001049,5.7,3.3,0.2,0.3,5.4,3.4,0.2,0.2,5.5,3.4,0.2,0.1,5.7,3.4,5.7,3.1
100010414001032,7.7,4.5,0.3,0.4,7.3,4.5,0.3,0.3,7.5,4.6,0.3,0.2,7.6,4.6,7.6,4.1
100010411002068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001086,3.3,2,0.1,0.2,3.2,2.1,0.1,0.1,3.3,2.1,0.1,0.1,3.5,2,3.3,2.1
100010412001016,7,6.2,0.2,0.6,6.7,6.4,0.2,0.1,7,6.3,0.2,0.2,7.6,5.8,7.1,6
100010415001007,24.8,19.2,0.7,2,23.9,19.9,0.5,0.5,24.6,20.2,0.3,0.5,26,19.1,25.1,19.2
100010412002006,8.3,1.1,0.2,0.2,8,0.9,0.3,0.1,7.8,1.4,0.2,0.1,6.6,2.6,8,1.3
100010415001016,16.1,11.6,0.5,1.1,14.8,11.9,0.5,0.4,16,11.7,0.2,0.3,16.2,11.4,15.7,11.7
100010413001102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010415002002,20.4,9.1,0.4,1,19.1,9.4,0.5,0.4,19.3,10.1,0,0.2,18.4,10.1,19.3,8.5
100010412001061,18.4,16.3,0.6,1.6,17.6,16.9,0.6,0.3,18.6,16.7,0.5,0.4,20,15.3,18.8,15.9
100010415002013,4.7,2.1,0.1,0.2,4.4,2.2,0.1,0.1,4.5,2.3,0,0.1,4.3,2.4,4.5,2
100010407003002,155.6,68.3,4.1,8.6,150.5,68.8,4.1,4.5,155.4,72,1.6,3.6,153.6,76,151.1,73.3
100010418013017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418013015,0.7,0.4,0,0,0.7,0.4,0,0,0.7,0.4,0,0,0.7,0.4,0.7,0.4
100010418021049,28,10.3,1.1,1.4,27.4,9.8,0.7,0.8,28.6,9.8,0.6,0.6,26.3,12.5,28.1,10.5
100010418011033,2.3,2.5,0.1,0.1,2.3,2.4,0.1,0.1,2.6,2.3,0,0.1,2.7,2.1,2.5,2.3
100010415001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417011039,4.5,5.3,0.2,0.5,4.3,5.5,0.2,0.2,5,5.1,0.1,0.2,5.4,4.7,4.9,5.2
100010418021013,15.5,5.7,0.6,0.8,15.1,5.4,0.4,0.4,15.8,5.4,0.4,0.3,14.5,6.9,15.5,5.8
100010432021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011104,12,13.1,0.4,0.6,11.6,12.5,0.5,0.4,13.2,11.6,0.2,0.3,13.8,11.1,12.8,11.9
100010418011098,4,6.4,0.1,0.3,3.9,6.4,0.1,0.1,4.5,6,0.1,0.1,5,5.4,4.2,6
100010433001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417011026,2.4,2.8,0.1,0.3,2.3,2.9,0.1,0.1,2.7,2.7,0.1,0.1,2.9,2.5,2.6,2.8
100010428002080,2.8,8.1,0.1,0.2,2.9,7.3,0.2,0.2,3.4,7.2,0.1,0.1,4.4,6.2,3,7.5
100010428002015,2,3.9,0.1,0.2,2.1,3.6,0.1,0.1,2.4,3.5,0.1,0.1,2.6,3.3,2.1,3.7
100010428002112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002007,2.8,4.1,0.2,0.3,3.1,3.6,0.2,0.1,3.2,3.7,0.1,0.1,3.5,3.4,3.1,3.8
100010430003022,2.5,3.8,0.1,0.3,2.8,3.3,0.2,0.1,2.9,3.4,0.1,0.1,3.3,3.1,2.8,3.5
100010431002105,1.1,4.6,0.1,0.2,1.4,4,0.2,0.1,1.6,4.2,0.1,0,1.9,3.7,1.4,4.3
100010430002054,1.3,1.9,0.1,0.1,1.4,1.6,0.1,0.1,1.5,1.7,0.1,0,1.6,1.6,1.4,1.7
100010430002107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002059,1.7,2.5,0.1,0.2,1.9,2.2,0.1,0.1,1.9,2.3,0.1,0,2.2,2.1,1.9,2.3
100010431002115,1,4.1,0.1,0.1,1.3,3.6,0.2,0.1,1.4,3.8,0.1,0,1.7,3.3,1.2,3.8
100010431001041,3.6,21,0.1,0.6,4.5,18.8,0.6,0.4,6.4,17.7,0.3,0.2,7.6,16.1,5.2,18.8
100010429001031,12.4,38.9,0.5,1.7,13.4,36.8,0.9,0.7,17,35.4,0.6,0.4,17.2,34.8,14.7,37.2
100010431002068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431001007,3.6,15.9,0.3,0.7,4.5,14.3,0.4,0.3,5.6,14,0.3,0.3,7.1,12.3,5.2,14.1
100010430003011,6.7,13.1,0.4,0.7,7,11.9,0.4,0.3,7.8,12,0.3,0.2,8.9,10.8,7.2,12
100010431002047,0.5,1.8,0,0.1,0.6,1.6,0.1,0,0.6,1.7,0,0,0.8,1.5,0.5,1.7
100010431002089,0.5,1.8,0,0.1,0.6,1.6,0.1,0,0.6,1.7,0,0,0.8,1.5,0.5,1.7
100010431002127,0.2,0.9,0,0,0.3,0.8,0,0,0.3,0.8,0,0,0.4,0.7,0.3,0.9
100010431002125,0.8,3.2,0.1,0.1,1,2.8,0.1,0.1,1.1,2.9,0.1,0,1.4,2.6,1,3
100010430001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002049,0.6,2.3,0,0.1,0.7,2,0.1,0.1,0.8,2.1,0,0,1,1.8,0.7,2.1
100010431002062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002132,0.2,0.9,0,0,0.3,0.8,0,0,0.3,0.8,0,0,0.4,0.7,0.3,0.9
100010429001052,4.8,15.1,0.2,0.7,5.2,14.3,0.3,0.3,6.6,13.8,0.2,0.1,6.7,13.5,5.7,14.5
100010432023047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432023035,1.3,3.1,0,0.1,1.4,2.8,0.1,0.1,1.5,2.9,0.1,0,1.8,2.5,1.5,2.7
100010434001028,3.2,4.2,0.1,0.3,3.3,3.9,0.1,0.1,3.3,4,0.1,0.1,3.7,3.7,3.4,4
100019900000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010434001023,10.6,13.9,0.4,0.9,10.9,13.1,0.5,0.5,11.1,13.5,0.3,0.4,12.2,12.4,11.2,13.2
100010432023015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432024004,8.5,20.6,0.2,0.9,9.2,18.6,0.7,0.5,9.7,19.4,0.3,0.2,11.9,16.8,10.1,18.2
100010432024015,1.3,3.1,0,0.1,1.4,2.8,0.1,0.1,1.5,2.9,0.1,0,1.8,2.5,1.5,2.7
100010434002045,9,14.7,0.2,0.7,9.1,13.8,0.3,0.3,9.9,13.8,0.2,0.1,10.9,12.5,8.9,14.4
100010432023017,3.4,8.2,0.1,0.3,3.6,7.4,0.3,0.2,3.8,7.7,0.1,0.1,4.7,6.7,4,7.2
100010434001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010425002040,4,3.6,0.1,0.3,3.9,3.4,0.2,0.1,4.2,3.5,0.1,0.1,4.3,3.3,4,3.6
100010434002064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010432022025,0.5,0.7,0,0,0.5,0.7,0,0,0.6,0.7,0,0,0.6,0.6,0.6,0.7
100010434001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402011035,2.3,1.9,0.1,0.2,2.4,1.7,0.1,0.1,2.6,1.6,0.1,0.1,2.8,1.5,2.5,1.7
100010402011027,11.4,9.6,0.4,1.2,11.8,8.6,0.6,0.4,12.8,8.2,0.4,0.3,14,7.4,12.7,8.6
100010402031062,9.7,12.6,0,0.1,10.2,10.6,0,0.3,10.6,10.9,0,0.3,11.4,10.2,10.5,11.4
100010402031005,17.4,7.8,0.6,0.9,17.2,6.5,0.8,0.3,18.1,6.3,0.5,0.3,18,6.9,18.2,6.3
100010402031086,0.3,0.2,0,0,0.3,0.1,0,0,0.4,0.1,0,0,0.4,0.1,0.4,0.1
100010402012007,27,18.3,1,2,27.6,16.2,1.5,1.1,29.7,15,1,1.3,31.1,15.2,29.3,16
100010402021000,0.5,0.7,0,0,0.6,0.6,0,0,0.7,0.6,0,0,0.7,0.5,0.6,0.6
100010402012027,5,3.4,0.2,0.4,5.1,3,0.3,0.2,5.5,2.8,0.2,0.2,5.8,2.8,5.4,3
100010402021011,9.8,12.7,0.3,0.7,10.1,11.3,0.7,0.3,12,10.3,0.3,0.2,12.9,9.6,11.2,11
100010402011077,26.2,18.9,0.5,1.7,25.7,17.2,0.8,0.7,28.3,15.8,0.5,0.5,28.1,16.3,28.8,15.5
100010402011100,11.7,8.4,0.2,0.7,11.4,7.7,0.4,0.3,12.6,7,0.2,0.2,12.5,7.3,12.8,6.9
100010402021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021108,97.9,70.6,1.8,6.2,95.9,64.3,3,2.7,105.8,58.9,1.9,1.8,104.9,60.9,107.6,57.7
100010402021027,7.3,9.5,0.2,0.5,7.6,8.5,0.5,0.2,9,7.7,0.2,0.2,9.7,7.2,8.4,8.2
100010402021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402031027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022151,2.3,1.7,0,0.1,2.3,1.5,0.1,0.1,2.5,1.4,0,0,2.5,1.5,2.6,1.4
100010402022215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022197,61.3,35.8,1.7,3.9,58.5,33.4,2.5,1.6,60.7,35.3,1.1,1.1,60.1,35.3,61.2,34.2
100010402022194,16.1,9.4,0.5,1,15.3,8.7,0.6,0.4,15.9,9.3,0.3,0.3,15.8,9.3,16,9
100010402022088,25.1,20.2,0.6,1.1,24.7,19.5,0.6,0.4,26.7,18.4,0.3,0.3,27.1,18.1,26.1,18.2
100010402022251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402022086,2.4,1.9,0.1,0.1,2.4,1.9,0.1,0,2.6,1.8,0,0,2.6,1.7,2.5,1.8
100010402011017,5.9,5,0.2,0.6,6.1,4.4,0.3,0.2,6.6,4.2,0.2,0.2,7.2,3.8,6.5,4.4
100010402022263,1,0.8,0,0,0.9,0.8,0,0,1,0.7,0,0,1,0.7,1,0.7
100010432021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010402021135,5.8,4.2,0.1,0.4,5.7,3.8,0.2,0.2,6.3,3.5,0.1,0.1,6.2,3.6,6.4,3.4
100010402022112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011087,8.3,5.4,0.3,0.7,7.9,5.4,0.3,0.2,7.8,5.7,0.2,0.3,7.8,5.9,7.9,5.6
100010421002017,13.3,45.3,0.8,4.1,13,46.1,0.3,1.7,18.8,42,0.6,0.8,23.7,36.7,16.6,43.9
100010422012038,13.2,16.8,0.4,1.2,12.8,16.8,0.3,0.4,13.7,16.4,0.3,0.4,14.9,15,13.4,16.1
100010421002082,9.3,13.4,0.3,0.8,8.8,12.5,0.5,0.3,9.9,12.8,0.3,0.2,10.8,11.5,9.5,12.7
100010422012050,35,43.2,0.6,2.9,33.5,43.4,1.4,1.6,35.3,44.1,0.6,0.8,38.8,40.2,34.9,43.4
100010422011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422023005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010421002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021022,56.2,92,1.7,7.7,57.1,90.8,2.8,1.4,60.3,92.9,1.1,1.4,69.2,80.5,60.8,89.1
100010422011002,16.2,10.6,0.6,1.3,15.4,10.5,0.6,0.5,15.2,11.2,0.5,0.5,15.3,11.5,15.5,11
100010422022068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011008,24.9,16.3,0.9,2.1,23.7,16.2,1,0.7,23.3,17.2,0.7,0.8,23.5,17.6,23.8,16.9
100010421002021,10.7,19.3,0.7,1.5,10.6,19,1,0.4,12.4,19,0.2,0.4,14.3,16.6,12.5,18
100010421002027,0.3,0.4,0,0,0.3,0.4,0,0,0.3,0.4,0,0,0.3,0.3,0.3,0.4
100010421002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417022024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010419001001,18.9,40.7,1.1,2.3,21.1,36.1,2,1.2,23.3,36.5,0.9,0.2,27.1,32.8,21.4,37.5
100010418012034,14.2,22.5,0.3,1.2,13.8,22.6,0.5,0.4,15.8,21,0.4,0.2,17.6,19.1,14.8,21.2
100010419001045,3.7,10.7,0.2,0.6,4.4,9.5,0.4,0.3,5.2,9.2,0.2,0.2,6.2,8.2,4.6,9.7
100010419001027,5.3,15.2,0.3,0.8,6.2,13.5,0.5,0.5,7.5,13.1,0.3,0.3,8.8,11.7,6.5,13.8
100010419001030,5.7,18.8,0.4,1.2,6.5,17.8,0.6,0.5,8.1,17.1,0.3,0.5,10,15.3,7.5,17.7
