GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR
35043000111,35,043,000111,348.4,252.8,66.7,6.3,10.7,0,0.6,1.3,375.4,294.9,444.6,222.6,391.8,257.2
35043000112,35,043,000112,171.3,214.7,37.9,4,2.5,1,0.7,0.3,187.7,236.4,248.2,172.4,199.1,209.8
35043000113,35,043,000113,105.2,129.4,27.5,2.2,2.6,0.3,0,0.3,114.7,147,156.3,102.9,131.4,122.7
35043000114,35,043,000114,225.6,286.1,48.9,3.2,5.8,0,1.3,0,253.3,307.3,315.6,235.3,284.8,263.6
35043000115,35,043,000115,159.2,110.1,29.6,3.3,2.5,1,0.2,0.2,166.4,131.3,201,95.6,178.8,113
35043000116,35,043,000116,348.7,241.1,64.7,7.1,5.4,2.2,0.4,0.4,364.3,287.5,440.2,209.4,391.6,247.3
35043000117,35,043,000117,244.4,214.3,39.8,3.6,4.8,0,0,0,263.8,231.8,317.5,173.2,285.5,197.4
35043000118,35,043,000118,175.7,144.6,29.8,3,2.4,0,0.6,0,187.2,159.2,213.9,125.8,196.3,141.6
35043000119,35,043,000119,377.2,288.9,69.3,6.6,11.7,2.9,1.5,0,391.8,345.9,496.9,243.7,420.3,307.2
35043000120,35,043,000120,11.6,12.6,2.6,0.3,0.4,0.1,0,0,12.3,14.7,14.6,12.1,13.3,13.2
35043000121,35,043,000121,153.2,166.2,34.6,3.6,4.7,1.1,0.4,0.4,162.6,193.2,192.9,159.3,175.6,174.5
35043000122,35,043,000122,380.5,308.2,87.9,8.4,9.9,0,1.6,1,403,382.6,490.9,287.3,433.9,331.8
35043000123,35,043,000123,206.5,170.3,48.7,4.3,5.1,0.1,0.8,0.6,219.2,210.3,266.9,159.1,235.6,183
35043000124,35,043,000124,170.8,168.2,48.9,2.9,4.4,1.8,0.4,0,182.6,206.4,217.5,166.4,196.9,182.9
35043000125,35,043,000125,350.6,292.2,85.6,4.1,4.7,1.8,0,0,369.5,344.1,420.2,289.2,380.7,322.9
35043000126,35,043,000126,112.8,94,27.5,1.3,1.5,0.6,0,0,118.8,110.7,135.2,93,122.4,103.8
35043000127,35,043,000127,60.1,50.8,14.8,1,0.8,0.3,0.2,0,63.7,61,72.5,52,64.9,58.2
35043000128,35,043,000128,156,121.5,31,1.2,5.7,0.5,0.4,0,175,132.4,199.7,104.5,176.3,122.9
35043000129,35,043,000129,231.9,184.5,47.1,1.7,9,0.6,0.7,0,261.4,201.1,299.5,158.4,264.9,185.4
35043000130,35,043,000130,135.1,112,24.4,2.4,2.5,0.7,0.2,0,143.1,126.9,175.9,93.3,153.6,109.5
35043000131,35,043,000131,149.4,167.7,33.4,3.3,2.5,1,0.3,0,162.4,185.1,196.2,149.3,170.4,167.6
35043000132,35,043,000132,105.5,87.8,19.1,1.9,1.9,0.6,0.1,0,111.8,99.4,137.5,73.1,120.1,85.7
35043000133,35,043,000133,112.2,151,23,2.4,3.2,0.1,0.4,0.1,124.6,162.8,163.6,120.3,142.8,138.8
35043000134,35,043,000134,51.9,38.3,8.4,0.8,1.2,0.9,0.1,0,55,44,60.4,37.6,55.3,42.2
35043000135,35,043,000135,200.5,187.2,54.5,2.1,2.7,0.5,0,0.5,216.6,223.5,262.6,177.5,229.4,198.9
35043000136,35,043,000136,207.4,127.5,25.4,1.9,3.1,0,0,0.4,220.7,135.6,246.2,104.6,220.8,122.9
35043000137,35,043,000137,46.6,42.2,13.5,1.1,0.7,0.2,0.1,0.2,51.1,49.5,58.4,41.7,52.6,46.8
35043000138,35,043,000138,73.6,44.7,12.3,0.8,1.5,1,0,0.3,75.3,54.9,85.3,44.4,77.8,48.4
35043000139,35,043,000139,212.9,201.2,54.3,1.1,13.3,0.5,1.1,0,244.3,230.5,294.9,178.3,271.4,192.2
35045000001,35,045,000001,134.4,376.7,80.5,17,2.8,2.8,5.7,0,172.3,427.8,189.3,400.4,151.5,432.5
35045000002,35,045,000002,95,328,77,4,8,0,5,0,127,369,155,342,137,359
35045000003,35,045,000003,104.6,277.3,55.5,9.9,4,1,5,0,133.3,307.1,127.3,313,130.3,308
35045000004,35,045,000004,34.9,102.2,25.7,3.9,1.5,0,0.9,0.2,47.7,112.2,53.1,106.8,46.8,110.3
35045000005,35,045,000005,14,39.5,8,1.2,0,0.1,0.7,0.1,18,42.4,18.9,41.7,18.4,41.9
35045000006,35,045,000006,54.6,132.5,39.5,3.2,2,1,0.1,0,70.4,142.1,72.6,143.9,73.5,141
35045000007,35,045,000007,63.7,198.7,27.6,2,0.2,1.2,5.3,1,82.9,206.6,84.9,200,83.7,200.9
35045000008,35,045,000008,102.4,482,143.1,1,4,2,8,1,183.9,524.8,172.9,527.7,210.7,481
35045000009,35,045,000009,36.8,153.1,19.9,3,1,0,0,0,58.6,148.1,55.7,154.1,50.7,154.1
35045000010,35,045,000010,49.1,221.5,55.1,2,4,1,2,0,95.2,220.6,79.2,240.6,88.2,224.5
35045000011,35,045,000011,51.5,177.8,41.5,0.8,1.7,2.5,0.8,0.8,69.8,201.9,61.5,209.4,72.3,197
35045000012,35,045,000012,53,176.9,42,2,0,1,3,1,70,199.8,60,207.8,58,209.8
35045000013,35,045,000013,55.9,321.9,71.3,8.8,0,0,2.9,1,95,348.2,93,337.6,95.9,327.8
35045000014,35,045,000014,39.8,139.1,36,3.1,1,1,1,0,52,152.6,52.4,149.9,50.6,151.7
35045000015,35,045,000015,68.3,236.9,44.2,1,0,1,1,1,89.3,238,81.3,231,80.3,226
35045000016,35,045,000016,182,306.3,76.1,6.7,1,1,1,0,201.3,342.9,164.8,358.2,176.3,345.8
35045000017,35,045,000017,48.7,122,26.2,3.4,0.3,1.5,1.2,0.2,59.4,140.5,72.7,126.7,67.9,132.9
35045000018,35,045,000018,276.7,321.8,89,4.6,4.2,6.4,3.2,1,301.5,370.6,301.2,353,296.9,350.6
35045000019,35,045,000019,54.6,88,40.7,5,0.1,1,1,0,56.5,128.6,62.6,122.5,53.6,129.5
35045000020,35,045,000020,186.3,289.4,79.7,5.1,3.6,0.7,0.7,0,190.7,351.5,210.4,331.8,196.6,342.7
35045000021,35,045,000021,392.4,158.7,46.7,3,10.2,3.7,1,0,400.3,202.1,410.4,188.2,405.7,187.5
35045000022,35,045,000022,161.4,105.7,30,2.8,3.2,1.1,1.1,0,169.1,128.6,162.1,133.2,160,134.9
35045000023,35,045,000023,397,134,56,5,8,2,1,0,396,191,403,183,409,173
35045000024,35,045,000024,290,55,41,4,8,5,0,0,294,95,305,86,315,73
35045000025,35,045,000025,288.2,84.2,39.6,3,16.8,1,0,0,299.1,121.8,313.9,104,314.9,100
35045000026,35,045,000026,202.8,118.8,36.4,2,1.2,0,0,0,199.9,149.2,205.1,141,206.1,137
35045000027,35,045,000027,154.6,101,38,1.7,1.3,0.4,0.4,0.9,158.1,129.1,161.1,122.6,158.9,123.9
35045000028,35,045,000028,290,96,38,4,4,1,2,0,275,142,297,121,290,124
35045000029,35,045,000029,220,111,27,0,4,0,2,0,220,130,232,118,221,126
35045000030,35,045,000030,442.2,124.3,48.2,2.3,3.8,2.3,0,0,453.5,152.9,462.5,140.9,468.6,131.1
35045000031,35,045,000031,102.5,28.7,10.6,0.7,2.3,0.2,0,0.1,104,37.2,111.2,30.6,110.4,29.4
35045000032,35,045,000032,150,56,22,1,0,0,0,0,145,74,152,62,150,63
35045000033,35,045,000033,307,155,50,5,8,1,1,0,318,193,328,177,323,185
35045000034,35,045,000034,199,114.2,39.8,2.2,3.7,0,0.7,0,200.5,145.9,212.3,130.4,207.8,132.7
35045000035,35,045,000035,216.8,96.2,32.1,2.9,4.9,3.9,0,0,222.6,122.5,230.4,113.8,229.4,113.8
35045000036,35,045,000036,265,76,18,3,6,1,0,0,250,106,258,97,261,96
35045000037,35,045,000037,293,104,47,7,4,1,1,0,294,147,305,137,306,133
35045000038,35,045,000038,460,131,56,5,6,3,0,0,448,191,476,158,480,154
35045000039,35,045,000039,546,133.8,54.8,5,15.7,1.4,0.7,0,566.6,178,599.4,138.8,588,143.1
35045000040,35,045,000040,328,136,62,8,8,0,1,0,343,187,362,159,374,147
35045000041,35,045,000041,98.3,21.2,6.1,0.4,3.5,0,0,0,99.3,27.1,103.7,21.9,102.2,23.3
35045000042,35,045,000042,172.4,36.9,12.2,1.1,1.1,0.8,0,0,173,46,177.4,41.6,176.3,43
35045000043,35,045,000043,316,109,49,3,5,1,0,0,326,146,326,146,321,151
35045000044,35,045,000044,401.6,104.7,41,3.7,9.2,0,1.8,0,388.2,154.3,406.5,137.1,410.2,133.5
35045000045,35,045,000045,383,144,67,5,9,2,0,1,373,215,401,182,404,181
35045000046,35,045,000046,453,107,53,2,21,1,0,0,450,158,460,144,466,131
35045000047,35,045,000047,596.1,135.2,51.9,2.9,3.9,2.2,0,0,605.6,170.1,624.2,146.5,619.3,153.2
35045000048,35,045,000048,550,96,37,1,7,4,0,0,555,124,582,96,566,105
35045000049,35,045,000049,43.8,12.4,5.1,0.5,0.6,0.3,0,0.1,45.4,15.3,45.6,14,44.8,14.8
35045000050,35,045,000050,340,137,54,6,2,1,1,3,348,178,337,191,356,171
35045000051,35,045,000051,313.2,151.8,42.9,5.1,4.1,3.1,0,1,318.4,180.5,302.6,193.2,307.6,188.2
35045000052,35,045,000052,238,48,21,4,4,1,0,0,223,83,224,81,226,76
35045000053,35,045,000053,424.6,155,51.4,2.2,4.4,0.7,0,0,418.7,197.6,427.6,188.8,423.1,191.7
35045000054,35,045,000054,523.1,132.8,56.5,1.6,5.4,1.2,2.8,0.9,508,199.5,504.6,190.6,500.7,191.8
35045000055,35,045,000055,394.5,78.9,36.5,3.9,9.1,1.3,0.7,0,395.1,118.7,412.1,95.2,407.5,99.1
35045000056,35,045,000056,80.8,29,11,0.9,0.8,0.3,0.3,0.1,81.6,38.8,82.1,36.3,81.4,36.7
35045000057,35,045,000057,506.7,66.8,37.1,3.8,5.2,0.7,0,0,464,128.3,490.7,97.6,488.4,93.3
35045000058,35,045,000058,429.3,59.7,26.5,3.8,3.8,0,0,0,405.6,100.5,423.6,73.9,420.8,74.9
35045000059,35,045,000059,655.9,109.3,59.9,2.5,20.8,3.3,0.8,0,668.3,160.9,687.5,132.7,680,136.8
35045000060,35,045,000060,387.1,59.1,29.7,4.1,4.8,1.2,0,0,366.6,106.3,383.1,86.6,393.9,75.1
35045000061,35,045,000061,677.9,119.8,50.3,0.9,9.2,1.8,0,0,651.4,174.7,678.9,146.4,687.1,129.9
35045000062,35,045,000062,374,104,54,6,7,1,0,0,370,149,376,129,376,134
35045000063,35,045,000063,381.5,104.6,40.8,4,3,3,1,0,377.5,144.4,380.5,129.5,377.5,133.5
35045000064,35,045,000064,358.1,93.5,23.6,3,6.9,2,0,0,344.4,121,361.1,106.3,353.2,109.2
35045000065,35,045,000065,437.2,88.1,27,2,6,0,0,1,409.2,127.1,428.2,102.1,429.2,97.1
35045000066,35,045,000066,312,88,50,0,2,2,0,0,313,120,322,101,315,106
35045000067,35,045,000067,511.2,99.5,48.7,5.5,5.5,0,0.7,0,498.9,144.8,492,142.7,503.7,129.7
35045000068,35,045,000068,554.1,123,72.8,7.9,7.2,1.4,0,0,538.2,194.9,549.4,172.4,543.9,179.4
35045000069,35,045,000069,332.9,61,37.2,2.1,7.8,1.6,0,0,331.8,94.1,340.6,78.6,339.1,79.6
35045000070,35,045,000070,354.4,91,28.9,4.4,5.2,1.8,0,0,346.5,126,349.1,122.5,354.4,118.1
35045000071,35,045,000071,604.9,113.6,39.2,4.9,4.9,3.9,2,0,569.7,174.2,574.6,170.3,582.4,161.5
35045000072,35,045,000072,410.8,124.9,36,5,5,0,0,0,391.8,170.9,371.8,179.9,372.8,172.9
35045000073,35,045,000073,324,77.2,24.4,0.1,9.4,2.1,1,0,312.4,113.9,309.9,108.3,295.7,121.3
35045000074,35,045,000074,452.9,138.3,51.8,2.5,8.8,3.8,0.6,0,451.7,193.3,456.7,180.7,454.8,181.3
35045000075,35,045,000075,266.4,86.6,29.3,0.2,1.8,0.2,0.9,0,242.6,128.8,242.8,126.3,246.8,120.3
35045000076,35,045,000076,652.5,163.4,68,3.6,18.8,3.6,0.9,0,622,246.6,646.3,215.2,638.2,216.1
35045000077,35,045,000077,374,65.6,34,3.5,3.3,0.1,0.2,0.1,358.8,105.6,362.9,93.2,366.5,90.4
35045000078,35,045,000078,357.4,60,31.8,3.6,3.1,0,0,0,342.5,97.5,347.1,85.2,351.2,82.1
35045000079,35,045,000079,45,13.4,4.5,0.1,0.2,0.1,0.2,0,41,20.1,40.9,19.9,41.7,18.9
35045000080,35,045,000080,252,77,28.8,1.4,4.9,2.1,0.3,0,251.3,107.6,254.1,100.5,253.1,100.9
35045000081,35,045,000081,42.2,10.6,4.4,0.2,1.2,0.2,0.1,0,40.2,15.9,41.8,13.9,41.2,14
35045000090,35,045,000090,429.3,71.4,36.8,4,4.5,0.3,0.3,0,407,116.1,414.2,103.3,418.6,95.7
35045000100,35,045,000100,376.9,135.2,51.4,4.4,3.8,1.3,1.3,0.6,380.7,180.8,383.3,169.4,380.1,171.3
35045000101,35,045,000101,136.3,48.9,18.6,1.6,1.4,0.5,0.5,0.2,137.7,65.4,138.6,61.3,137.4,62
35045000102,35,045,000102,210.5,42.1,19.5,2.1,4.9,0.7,0.3,0,210.9,63.3,219.9,50.8,217.5,52.9
35045000103,35,045,000103,866.1,198.1,63.9,4.9,27.4,0,1.2,0,863.6,266.6,902.8,223,895.6,229.3
35045000104,35,045,000104,725.2,204.6,83.9,8.5,9.4,4.7,0,0.9,751.6,253.7,755.4,231,741.2,245.2
35045000105,35,045,000105,147.8,53.9,17.9,0.8,1.5,0.3,0,0,145.7,68.8,148.8,65.7,147.3,66.7
35045000106,35,045,000106,221,54.2,22.2,2,6.3,0.6,0.3,0,229.3,72,242.6,56.2,238,57.9
35045000107,35,045,000107,786.5,220.3,81.4,5.3,17.7,1.8,0,0.9,798,285.8,852.8,234.4,846.6,225.6
35045000108,35,045,000108,134.5,22.3,12.3,0.5,4.3,0.7,0.2,0,137,32.9,140.9,27.1,139.4,28
35045000109,35,045,000109,218,82.9,30.5,1.6,2.6,0.8,0.3,0,222.3,104,229.5,94.4,229.8,92
35045000110,35,045,000110,201.2,131.5,49.5,2.2,1.7,0.6,0.6,1.1,205.7,168.1,209.7,159.6,206.9,161.3
35045000120,35,045,000120,64.9,100.7,27.7,1.8,1.3,0.2,0.2,0,66.4,122.4,73.3,115.5,68.4,119.3
35045000121,35,045,000121,281.4,184.3,52.2,4.9,5.5,1.8,1.8,0,294.9,224.2,282.6,232.2,278.9,235.3
35045000130,35,045,000130,198.2,557.6,113.4,16.6,0,1.8,10.1,1.8,253.4,599.1,266.4,588.9,259,591.7
35045000131,35,045,000131,153.2,448.8,112.9,17.2,6.6,0,4.1,0.8,209.7,493,233.2,469.5,205.6,484.9
35047000001,35,047,000001,34,198,19,13,1,0,1,0,47,212,63,190,47,203
35047000002,35,047,000002,79,324,38,11,1,1,0,0,97,341,126,307,97,337
35047000003,35,047,000003,44.7,313.2,24.8,5.9,3,0,0,0,73.4,311.2,62.5,303.3,65.5,303.3
35047000004,35,047,000004,116.3,382.2,47.8,7.6,0,4.2,0.7,0,125.3,410.6,162.7,368.4,130.2,394.7
35047000005,35,047,000005,135.2,497.4,62,4,4,3,0,1,184.2,496.5,193.2,484.4,147.2,520.5
35047000006,35,047,000006,63.6,150.1,22.9,1,0,0,0,0,67.6,161,70.6,161,54.7,172.9
35047000007,35,047,000007,68,201.4,25.8,3.9,1,0.9,0,0,79.4,214.8,102.2,191,74.7,214.8
35047000008,35,047,000008,54.1,296.1,33.8,4.4,1,1.9,0,0.5,79.4,298,89.8,285,63.5,306.6
35047000009,35,047,000009,90.3,127.3,23.6,2.6,0.4,0.1,0,0,108.3,133.9,114.4,123.7,99.8,134.2
35047000010,35,047,000010,91.3,202.5,43.8,2.7,2.9,0.9,0,0,121.8,213,133.1,199.4,110.2,214.6
35047000011,35,047,000011,2,7.4,1.2,0.1,0,0,0,0.1,2.5,7.9,2.8,7.5,2.5,7.8
35047000012,35,047,000012,102.7,307,57.3,12.1,6.8,1,0,0.5,130.6,346,149.6,314.3,121.4,341.6
35047000013,35,047,000013,13.4,52.7,7.8,1.3,0,0,0.3,0,17.4,54,18.4,54.5,14.7,56.4
35047000014,35,047,000014,18,15.1,3.5,0.5,0,0,0.5,0,19.5,17.4,18.6,17.5,18.6,16
35047000015,35,047,000015,81.4,23.5,7.1,0,0,0,0,0,72.5,34.6,88.4,17.7,72.4,32.5
35047000016,35,047,000016,130.3,286.2,33.9,11.5,1.6,0,0,0.2,143.5,313.1,158.5,292.7,137.5,308
35047000017,35,047,000017,30.5,93.3,16.6,3,0.3,0.1,0,0,37.6,103.8,38.8,103.9,30.4,108.3
35047000018,35,047,000018,36.4,105.1,6.2,2.1,0,1.4,0,0,37.8,109.2,34.3,112.6,33.6,112.6
35047000019,35,047,000019,64.4,320.3,29.4,3.2,1.9,1,1,1,83.7,318.4,79.6,325.5,61.6,338.3
35047000020,35,047,000020,27.5,74.3,6.7,1.4,0,0.4,0,0,28.3,80.6,28,80.2,23.8,83.4
35047000021,35,047,000021,90.3,297.7,25.3,3.1,0.1,0,0,1,116.1,290.9,107.3,294.9,96.2,300.7
35047000022,35,047,000022,79.5,170.3,19.2,3.6,1.1,0,1,1,83.6,184.6,102.6,169.4,83.9,182.4
35047000023,35,047,000023,52.2,118.6,16.5,2.2,0.7,0.2,0.2,0,58,124.2,60.4,122.8,55.1,124.8
35047000024,35,047,000024,68.1,176.7,21.9,1.9,0,0,0,0.2,67.6,199.6,70.7,192.9,63.3,196.3
35047000025,35,047,000025,51,231,28,10,2,2,0,0,70,241,95,218,75,229
35047000026,35,047,000026,91.3,534.1,57.2,10,0,1,2,0,138.4,519.2,137.4,512.2,109.4,540.2
35047000027,35,047,000027,117,381,54,11,1,1,1,2,138,416,158,388,119,426
35047000028,35,047,000028,84.8,227.6,27,5,1,0,0,0,90.8,246.5,100.8,231.6,91.8,240.5
35047000029,35,047,000029,51.7,169.8,21.2,3.4,0,1.9,0.3,0,55.7,182.4,72.3,163.6,57.8,175.3
35047000030,35,047,000030,62.5,330.7,38.1,4.9,1.1,2.1,0,0.5,90.3,333.6,103.1,318.1,72.8,342.9
35047000031,35,047,000031,226.7,513,71.5,9.6,3.2,0.8,0.8,0,252.9,535.4,263.5,529.5,240.4,538.3
35047000032,35,047,000032,37.2,145.8,21,3.6,0,0.1,0.7,0,48,149.4,50.7,151,40.6,156.1
35047000033,35,047,000033,18.8,15.2,3.6,0.5,0,0,0.5,0,20.3,17.8,19.3,17.8,19.3,16.3
35049000001,35,049,000001,113.2,301.8,36,8.8,1.8,0,1.2,0.6,119.1,307.7,119.1,310,106.1,316.5
35049000002,35,049,000002,47,98,18,4,0,1,1,0,51,113,54,109,43,116
35049000003,35,049,000003,42.8,219.5,18,4.1,0,0,0,0.1,50,213.9,43.1,230.8,32.7,235
35049000004,35,049,000004,16.2,50.1,6.1,1,0,0,0,0,17.2,55.1,15.2,58.2,16.1,56.2
35049000005,35,049,000005,139.1,427.2,40.7,9.9,7,1,1,0,163.9,427.2,160.9,421.3,164.9,404.4
35049000006,35,049,000006,3,100,17,7,0,0,0,0,9,118,21,107,13,109
35049000007,35,049,000007,65.7,296.9,30.4,6.3,2,0,1,0,85.9,304.1,88.8,305.1,87.2,293.5
35049000008,35,049,000008,59.1,368.3,15.5,11.5,1.7,0.6,0.6,0,64.2,375.7,95.2,341.9,109,322.4
35049000009,35,049,000009,21.7,96.1,4.8,2.7,0,0.1,0,0.1,24.4,97,31.1,89,31.7,86.6
35049000010,35,049,000010,100.4,426.2,23.2,5.3,2.4,0.8,0.8,0.4,120.3,414.4,156,370.1,164.6,353.1
35049000011,35,049,000011,55.8,364.4,21.6,14.8,0.8,0,0.7,0,66.5,377.3,89,351.5,78.7,352.6
35049000012,35,049,000012,105.7,430,41.1,9.6,2.1,0.7,0,0,120.8,445.1,139.2,424.6,131,428
35049000013,35,049,000013,56.7,276.3,16.4,11.2,1,0,0.4,0,62.5,285.8,83.3,262.4,75.6,266.4
35049000014,35,049,000014,47.1,151.7,18.3,3.8,0.8,0,0.4,0.4,53.8,158.8,52.5,161.7,50.8,159.2
35049000015,35,049,000015,350.2,198.5,69.2,5,9.1,1,0,0,365.2,242.7,422.5,190.4,392.4,210.5
35049000016,35,049,000016,118,86,16,2,0,2,0,0,130,92,146,74,128,89
35049000017,35,049,000017,62,210,25,14,0,0,0,0,63,239,80,215,80,214
35049000018,35,049,000018,406.1,168,65,5,6,1,0,0,403.1,229.1,454.1,169,424.1,196
35049000019,35,049,000019,83,59,16,0,0,2,0,0,66,89,86,69,78,73
35049000020,35,049,000020,74.7,630.1,24.9,18.7,1.8,0.9,0.9,0,91.6,637.3,127.1,584.8,112.9,584.8
35049000021,35,049,000021,70.7,408.2,19.9,13.5,1.9,0,0,0,82.4,410.1,118.9,374,109.5,368.7
35049000022,35,049,000022,20.1,129,8.4,2.6,0.4,0,0.2,0.2,25.3,129.6,33.1,119.9,32.8,116.1
35049000023,35,049,000023,117,368,50,11,2,0,0,1,128,393,155,364,151,359
35049000024,35,049,000024,89,578,42,28,0,2,5,0,105,616,139,585,120,589
35049000025,35,049,000025,45.1,386.2,31.4,21.6,0,0,1,0,47.1,411.7,59.8,391.1,54.9,394.1
35049000026,35,049,000026,32,318,18,9,1,0,2,0,37,332,64,295,59,301
35049000027,35,049,000027,12.5,111.2,5.7,4.2,0.2,0,0.5,0,13,114.1,20.9,105.4,19.4,104.8
35049000028,35,049,000028,60,382,11,6,1,0,0,0,65,373,94,352,109,324
35049000029,35,049,000029,151.3,487,41.1,8.1,1.2,2.5,0,0,163.2,505,222.3,442.1,215.4,436.5
35049000030,35,049,000030,17.9,99.3,5.5,2.7,0.6,0,0.1,0,20.5,101.7,28.5,93.8,28.4,92.5
35049000031,35,049,000031,72.6,303.4,29.4,10.1,0.9,0.9,0.9,0,80.9,314.4,80,312.6,74.5,308
35049000032,35,049,000032,78.8,510.4,32.7,22.4,1.3,1.9,1.9,0.6,93.5,539.2,113.3,512.3,101.8,517.4
35049000033,35,049,000033,86,586,47,27,2,0,2,0,101,611,118,598,101,592
35049000034,35,049,000034,96.3,583.8,47.8,22.3,0.8,0,2.3,0,117.8,609.9,154,575.3,139.4,570.7
35049000035,35,049,000035,38.4,188.9,15.2,9.1,0,0,0,0,38.4,205,59.7,180.8,55.6,179.8
35049000036,35,049,000036,52,389,20,5,2,0,4,1,61,396,89,363,106,335
35049000037,35,049,000037,101.2,569.5,42.7,6.9,1,2,1,0,118.1,581.4,172.6,507,170.6,506
35049000038,35,049,000038,47,180.6,17.4,4.1,0,0,0.5,0,56.7,182.4,65.4,169.9,60.5,171.9
35049000039,35,049,000039,127,377.1,43.7,13.9,2,0,1,1,123,428.7,135.9,407.8,135.9,400.9
35049000040,35,049,000040,30.4,158.9,29.7,3,0,0,0,0,51.2,142.2,69.8,128.4,47.2,136.2
35049000041,35,049,000041,33,224,25,12,1,0,0,0,46,242,62,225,39,242
35049000042,35,049,000042,53,420,21,21,0,0,4,0,64,435,76,425,72,422
35049000043,35,049,000043,52,379,13,20,1,0,1,0,59,392,83,355,77,364
35049000044,35,049,000044,51,626,32,28,2,1,3,0,67,657,104,602,105,599
35049000045,35,049,000045,64,312,27,11,1,0,0,0,71,330,103,293,108,280
35049000046,35,049,000046,51,296.3,16,8,0,0,0,0,66.1,294.3,94.1,267.3,88.1,269.3
35049000047,35,049,000047,29.6,248.7,8.3,4.6,0.8,0.4,0.4,0,39.4,243.4,55.4,219.5,60.7,212.7
35049000048,35,049,000048,76,470.7,26.9,18.4,3,0,1.7,0.4,85.3,486.5,118.6,453.2,115.2,441.3
35049000049,35,049,000049,114,418,51,13,0,0,2,0,123,463,146,432,127,437
35049000050,35,049,000050,98.5,532.1,43.8,19.9,4,1,0,0,113.4,563,182,490.3,157.2,507.2
35049000051,35,049,000051,33.7,155,13.2,3.7,1,0,0,0,39.9,158.4,53.9,142.1,55.2,137.1
35049000052,35,049,000052,74.4,324.4,30.5,10.9,1.7,0.4,0,0,81.1,338.7,101.6,312.3,89,320.7
35049000053,35,049,000053,105,453.4,27.8,13.9,0,0.6,1.3,0,120.8,462.9,156.8,418.6,151.8,412.3
35049000054,35,049,000054,38.3,181.3,11.2,3.3,1.1,0,0,0,44.7,181.6,63,161.6,64.6,157.2
35049000055,35,049,000055,92.2,559,29.9,8.7,2.7,1,0.2,0.5,114.8,552.3,169.4,499.5,188.1,465.7
35049000056,35,049,000056,70.4,190.9,14.3,5.8,0,0,0.9,0,71.7,201.6,87.2,182.4,80.8,184.8
35049000057,35,049,000057,119.9,363.8,31.7,15.9,6.9,1,1,0,137.8,386.6,150.7,368.7,154.6,363.8
35049000058,35,049,000058,103.1,276.1,39.8,4.9,0.8,0.8,0,0.8,125.1,270.4,101.5,291.6,99.1,293.2
35049000059,35,049,000059,148.9,392,62.5,11.9,1,1,0,2,168.7,416.8,174.7,414.8,176.6,392
35049000060,35,049,000060,77.6,137.6,25,3.1,0,0,0,0,72.1,158.5,75.5,155.2,68.1,154.2
35049000061,35,049,000061,53.9,199.5,28.5,2.9,1.1,0,0,0,64.5,208.4,75.9,194.6,66,198.1
35049000062,35,049,000062,75.1,308,32.8,5.6,0.6,1.1,0,0,91.7,306.3,100.1,293,97.3,284.1
35049000063,35,049,000063,124.1,480.6,26.9,13.9,3.7,0,0,0,140.8,491.7,177.8,446.4,178.7,433.4
35049000064,35,049,000064,89.8,359.6,42.1,7.2,1.1,1.7,0.6,0.6,113,358,113,351.9,104.7,352.4
35049000065,35,049,000065,113.8,556.7,24.1,12.5,2.6,0.4,0.4,0,129.4,564.1,172.9,510.6,172.5,497.7
35049000066,35,049,000066,97.3,366.8,40.1,11.9,0.9,0.5,0.5,0.5,133.1,364.4,112.6,380.1,116.9,373.5
35049000067,35,049,000067,19.9,80.5,7.9,2.2,0.4,0.6,0.1,0.2,25.9,80,24.4,80.4,23.3,79.9
35049000068,35,049,000068,58.7,288.1,12.4,6,0,0,0.5,0,61.5,293.6,96.3,254.1,87.2,252.3
35049000069,35,049,000069,27.1,138.3,7.7,2.9,1,0.1,0.1,0,32.8,140.1,45.9,124.9,43.9,125.2
35049000070,35,049,000070,264.8,854.4,73.6,22.1,10.3,0.5,1.1,0.5,301.2,887.1,380.3,805.6,369.6,805.2
35049000071,35,049,000071,89.2,354.8,20.4,7.3,1.5,0.7,1.1,0,96.1,369,136.1,324.6,126.6,327.1
35049000072,35,049,000072,94,504.4,35.6,34.9,0,0,2,1.3,94,554.1,146.4,502.4,124.9,512.5
35049000073,35,049,000073,182.9,91.7,35.3,2.4,6.5,0.9,0,0,189,120.8,224.8,80.7,209.3,94.6
35049000074,35,049,000074,79,475,25,9,3,0,1,2,100,474,118,450,105,460
35049000075,35,049,000075,34.4,145.8,16.2,4.6,1.4,0.4,0.6,0.2,43.3,147.7,48.1,142.7,43.3,145.2
35049000076,35,049,000076,125,486,57,19,2,0,0,0,138,525,171,493,163,482
35049000077,35,049,000077,101.2,425.2,44.8,12.2,1.3,0.6,0.6,0,104.2,459.6,148.5,413.3,136.2,414.7
35049000078,35,049,000078,201.7,880.9,48.9,18.1,4.9,1.4,0.7,1.4,226.2,895.6,310.6,806.9,293.2,806.9
35049000079,35,049,000079,105,277,33,3,2,0,1,0,120,277,118,280,98,292
