GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR
35001000496,35,001,000496,174,164,51,9,8,0,0,0,169,216,272,115,249,134
35001000497,35,001,000497,204.98,263.39,79.02,5.89,3.38,0.13,0,0,194.82,336.07,359.51,170.13,291.37,224.35
35001000498,35,001,000498,196,316,63,8,9,3,1,0,202,363,308,267,267,293
35001000499,35,001,000499,209,245,60,2,4,5,0,0,217,294,320,185,272,227
35001000500,35,001,000500,305,291,67,0,6,0,2,0,303,340,443,203,400,231
35001000501,35,001,000501,295.51,138.25,59.78,1.53,2.76,1.84,0,0,309,173.81,381.65,105.45,351.31,125.38
35001000502,35,001,000502,198,282,87,11,9,1,2,0,196,376,319,247,261,301
35001000503,35,001,000503,127,177,54,6,3,0,0,0,126,232,202,160,160,194
35001000504,35,001,000504,117,175,61,9,1,0,1,0,133,216,198,153,166,180
35001000505,35,001,000505,159,184,74,5,2,1,0,0,167,235,237,169,199,200
35001000506,35,001,000506,134,172,53,10,1,4,0,0,133,226,212,149,176,181
35001000507,35,001,000507,175,172,52,2,1,4,0,0,180,218,261,136,226,166
35001000508,35,001,000508,144,158,46,5,1,0,0,0,139,203,209,135,180,163
35001000509,35,001,000509,91,123,42,4,2,0,0,0,85,162,133,113,108,134
35001000510,35,001,000510,258,294,95,8,5,2,1,0,270,364,364,269,319,314
35001000511,35,001,000511,259,232,82,2,0,1,0,0,269,277,361,186,328,209
35001000512,35,001,000512,267,310,79,4,10,0,0,0,266,369,430,209,351,276
35001000513,35,001,000513,122.92,128.51,33.18,1.4,4.54,1.75,0.7,0.35,128.51,153.31,186.13,94.99,156.45,121.18
35001000514,35,001,000514,268,269,93,10,5,2,0,0,271,347,394,233,349,266
35001000515,35,001,000515,215,195,57,0,5,2,0,1,230,225,316,143,285,166
35001000516,35,001,000516,244.32,288.89,99.87,9.08,9.08,1.65,0,0,252.57,370.6,382.98,233.59,321.08,284.76
35001000517,35,001,000517,223,173,64,5,9,2,0,0,226,227,315,138,278,162
35001000518,35,001,000518,287.98,275.15,91.72,2.96,6.9,0,0,0,312.63,324.47,430.98,205.13,383.64,237.68
35001000519,35,001,000519,137,125,52,4,3,1,0,0,144,166,206,99,184,124
35001000520,35,001,000520,293.72,317.41,67.11,3.95,6.32,0.79,0,0,292.93,367.16,446.9,218.71,392.42,262.93
35001000521,35,001,000521,260,279,82,10,9,1,0,0,285,341,392,222,343,266
35001000522,35,001,000522,227.66,237.96,61.78,3.43,8.01,0,0.57,0,231.66,291.73,340.35,177.9,299.73,215.65
35001000523,35,001,000523,223,233,73,7,3,0,0,0,222,298,342,183,295,219
35001000524,35,001,000524,127,112,47,3,5,1,0,0,138,140,207,76,172,106
35001000525,35,001,000525,222,282,87,13,3,0,1,0,239,333,348,234,295,274
35001000526,35,001,000526,316.02,297.85,73.28,8.04,7.1,3,0,0,329.37,354.53,452.02,228.87,413.36,250.32
35001000527,35,001,000527,135,82,32,0,1,0,0,1,133,113,184,62,172,67
35001000528,35,001,000528,146,105,42,2,5,0,0,0,146,147,209,81,179,109
35001000529,35,001,000529,92.61,102.51,26.25,2.97,1.24,0.5,0.25,0,86.91,129.01,132.23,84.93,113.41,96.08
35001000530,35,001,000530,279.07,367.96,73.89,7.11,5.16,0,2.06,0,298.07,419.8,421.73,286.13,383.61,314.96
35001000531,35,001,000531,140,216,76,9,4,1,0,1,139,284,227,202,192,228
35001000532,35,001,000532,177,227,68,6,3,4,2,0,159,299,257,200,219,232
35001000533,35,001,000533,144,178,49,10,4,0,2,0,133,236,204,166,172,192
35001000534,35,001,000534,239,250,94,6,7,2,2,0,237,337,354,211,296,263
35001000535,35,001,000535,158,192,69,3,1,1,1,0,159,251,230,173,195,211
35001000536,35,001,000536,124,140,44,3,1,1,0,0,130,173,174,127,146,152
35001000537,35,001,000537,247.77,356.54,78.86,3.62,3.68,1.77,1.73,0.02,282.12,392.17,448.7,229.98,379,284.92
35001000538,35,001,000538,258,356,52,5,11,2,0,0,272,388,419,237,350,293
35001000539,35,001,000539,189.4,241.74,40.47,5.4,3.78,0,0,0,186.16,273.57,297.85,165.11,257.38,200.73
35001000540,35,001,000540,285.37,302.96,78.18,9.77,7.82,0,0,0.98,276.57,386.03,433.91,223.8,351.82,294.16
35001000541,35,001,000541,322.61,150.93,65.26,1.67,3.01,2.01,0,0,337.33,189.75,416.64,115.12,383.51,136.87
35001000542,35,001,000542,178,233,76,4,3,1,0,1,180,292,270,201,219,245
35001000543,35,001,000543,124,170,58,3,1,0,0,0,129,216,188,150,155,182
35001000544,35,001,000544,239,269,64,6,3,5,1,0,215,349,315,246,272,284
35001000545,35,001,000545,205,245,48,11,6,2,0,0,196,301,294,199,243,244
35001000546,35,001,000546,273,227,60,8,10,2,1,1,260,302,391,172,358,196
35001000547,35,001,000547,169,251,61,2,3,1,0,0,181,285,250,218,207,252
35001000548,35,001,000548,207.53,210.47,51.06,3.11,6.26,0.56,0.62,0.02,212.36,254.76,312.88,152.21,269.72,190.2
35001000549,35,001,000549,276.06,295,85.71,11.96,5.98,1.99,0,0,294,363.76,408.61,244.17,360.77,279.05
35001000550,35,001,000550,196,251,58,6,6,5,0,0,197,309,292,204,251,243
35001000551,35,001,000551,73.74,98.34,21.06,2.27,1.27,0.29,0,0,75.64,114.23,104.46,85.32,81.81,104.54
35001000552,35,001,000552,258.9,261.78,63.27,6.51,4.26,2.01,0,0,258.3,316.88,348.46,220.96,287.79,271.53
35001000553,35,001,000553,386.41,245.73,90.38,10.37,7.31,0.45,1.34,0.02,410.43,307.78,508.9,206.02,460.29,236.88
35001000554,35,001,000554,195.42,209.25,47.94,3.31,5.93,2,1.01,1.92,190.07,265.02,250.47,201.56,209.6,234.24
35001000555,35,001,000555,196,190,48,11,1,6,0,0,219,221,285,152,241,190
35001000556,35,001,000556,186,197,51,1,10,1,1,0,216,225,273,167,254,178
35001000557,35,001,000557,206.93,119.27,45,5.86,5.03,0.2,0.61,0.2,205.68,164.85,263.01,108.47,240.26,123.67
35001000558,35,001,000558,188.42,171.65,39.46,5.92,2.96,0.99,0,0,184.48,218.02,248.6,148.96,221.96,166.72
35001000559,35,001,000559,221.22,223.57,68.1,4.23,1.41,1.41,0,0,240.95,271.94,314.22,193.04,266.31,229.2
35001000560,35,001,000560,228.26,167.26,42.02,2.42,6.06,0,0,0,238.36,192.3,317.54,112.72,279.97,141
35001000561,35,001,000561,148.77,145.48,55.38,3.29,4.69,0,1.88,0,148.77,199.45,226.67,121.08,193.82,145.48
35001000562,35,001,000562,198.82,315.46,61.48,3.45,4.02,0.57,1.15,0,201.69,352.81,360.28,199.96,282.71,267.77
35001000563,35,001,000563,253.01,209.15,68.02,4.45,10.81,0.64,0,0,260.64,269.54,387.79,141.76,344.56,177.36
35001000564,35,001,000564,201,167,48,2,6,1,0,0,210,194,300,107,272,125
35001000565,35,001,000565,249.27,228.32,49.29,4.02,7.04,2,0,1,229.29,289.55,359.76,161.06,314.57,204.19
35001000566,35,001,000566,410.27,361.98,94.33,1.03,4.54,0.02,0.02,0,420.37,427.23,603.16,238.13,560.31,273.65
35001000567,35,001,000567,153.53,170.88,33.57,3.29,2.04,0,0,0,163.14,188.07,244.72,108.02,213.97,137.47
35001000568,35,001,000568,344.15,216.95,47.13,3.87,3.23,0.65,0,0,340.27,254.4,459.73,141.4,415.82,174.33
35001000569,35,001,000569,109.87,133.83,29.42,0.71,2.1,0.02,0,0,121.16,147.72,176.46,89.54,155.11,109.81
35001000570,35,001,000570,42.35,40.21,11.49,1.15,0.75,0.01,0.12,0,44.68,48.83,58.18,33.83,52.57,38
35001000571,35,001,000571,337.91,294.57,93.91,11.24,4.01,2.41,0,0,333.09,378.84,451.88,266.47,382.86,319.45
35001000572,35,001,000572,199.93,169.64,57.27,2.94,2.59,0.01,1.06,0,194.86,224.86,261.94,156.71,231.46,178.21
35001000573,35,001,000573,228.75,178.86,36.71,3.29,3.29,2.35,0.47,0,231.1,208.04,288.05,149.2,268.28,163.32
35001000574,35,001,000574,338.46,421.2,91.44,2.23,6.48,0,0,0,374.34,463.73,548.08,280.71,481.17,344.8
35001000575,35,001,000575,257.25,201.14,41.29,3.71,3.71,2.65,0.53,0,259.9,233.96,323.95,167.8,301.72,183.68
35001000576,35,001,000576,249.75,252.4,76.89,4.77,1.59,1.59,0,0,272.02,307.01,354.74,217.93,300.65,258.76
35001000577,35,001,000577,424.06,243.75,92.03,12.02,10.36,0.41,1.24,0.41,420.76,337.84,538.48,222.19,492.05,253.28
35001000578,35,001,000578,220.51,141.03,51.79,5.9,4.1,0.26,0.77,0,235.13,175.64,291.03,117.69,263.08,135.38
35001000579,35,001,000579,83.09,72.43,23.09,2.76,0.99,0.59,0,0,81.91,93.16,111.12,65.53,94.14,78.55
35001000580,35,001,000580,276.33,262.19,76.26,7.31,4.91,0,0.85,0,291.95,318.47,379.89,220.92,343.26,248.32
35001000581,35,001,000581,63.69,160.38,25.1,7.9,1.86,0,0.46,0,72.98,172,91.58,149.68,76.24,161.77
35001000582,35,001,000582,83.95,83.25,20.31,2.08,1.38,0.67,0,0,83.61,101.11,112.62,70.13,93.32,86.19
35001000583,35,001,000583,144.99,119.85,38.98,2.55,6.19,0.36,0,0,149.36,154.46,222.21,81.24,197.44,101.64
35001000584,35,001,000584,203.05,208.03,60.86,4.43,10.51,0,0,0,220.2,258.93,324.77,153.26,277.75,188.11
35001000585,35,001,000585,216.98,242.39,47.29,4.64,6.19,0.44,0.22,0.44,232.89,270.89,343.15,157.99,296.97,193.78
35001000586,35,001,000586,86.94,97.12,18.95,1.86,2.48,0.18,0.09,0.18,93.31,108.54,137.49,63.3,118.99,77.64
35001000587,35,001,000587,321.71,359.38,70.11,6.88,9.17,0.66,0.33,0.66,345.3,401.64,508.77,234.24,440.3,287.31
35001000588,35,001,000588,93.17,104.09,20.3,1.99,2.66,0.19,0.09,0.19,100.01,116.33,147.35,67.84,127.52,83.21
35001000589,35,001,000589,350.84,335.15,81.84,5.57,9.45,0.56,1.11,0,342.04,397.43,466.85,274.86,408.92,319.46
35001000590,35,001,000590,348.15,320.64,74.94,5.69,10.43,0,1.42,0.47,378.51,355.74,492.82,241.43,439.69,283.64
35001000591,35,001,000591,15.79,37.06,8.37,1.44,0.29,0.29,0.58,0,19.16,40.72,22.04,36,18.87,40.24
35001000592,35,001,000592,357.67,303.71,80.93,5.66,8.27,0,0.44,0,390.3,343.31,522.14,209.29,461.66,254.54
35001000593,35,001,000593,245.67,225.74,52.79,3.73,7.35,1.9,0.31,0,259.73,264.15,374.68,151.32,323.11,189.32
35001000594,35,001,000594,230.31,146.69,49.37,1.65,4.96,0,0,0,240.94,179.99,321.72,96.61,295.03,116.22
35001000595,35,001,000595,254.64,163.22,59.91,6.78,4.73,0.29,0.89,0,271.32,203.44,336.03,136.38,303.7,156.86
35001000596,35,001,000596,139.66,80.51,30.37,3.95,3.39,0.14,0.41,0.13,138.83,111.26,177.52,73.21,162.17,83.47
35001000597,35,001,000597,237.22,136.35,51.48,6.72,5.8,0.23,0.7,0.23,235.36,188.99,301.22,124.29,275.25,141.68
35001000598,35,001,000598,104.93,69.36,16.9,1.5,1.91,0.68,0.27,0.14,105.47,82.03,140.08,49.6,130.54,57.78
35001000599,35,001,000599,152.56,203.52,48.41,2.23,4.78,0.32,0,0,160.2,233.14,211.16,174.85,176.76,204.16
35001000600,35,001,000600,40.75,88.82,16.16,1.6,1.31,0.36,0.36,0.05,46.73,96.37,56.89,82.37,47.94,89.96
35001000601,35,001,000601,321,275,87,4,6,1,0,1,331,343,469,197,417,242
35001000602,35,001,000602,141.02,93.22,22.71,2.01,2.56,0.92,0.37,0.18,141.75,110.25,188.27,66.66,175.45,77.65
35001000603,35,001,000603,259.76,289.93,56.58,5.55,7.4,0.53,0.27,0.53,278.77,324.05,410.66,188.99,355.44,231.8
35001000604,35,001,000604,21.97,82.81,10.16,1.79,0.55,0,0.27,0,28.15,82.81,33.37,74.7,23.48,84.73
35001000605,35,001,000605,152.02,136.82,38.31,3.65,5.27,1.42,0.41,0.2,153.24,170.06,212.22,110.67,180.6,135.81
35001000606,35,001,000606,413.82,371.75,96.93,9.59,18.11,3.73,0,0,436.72,447.38,545.37,323.28,484.12,377.07
35001000607,35,001,000607,96.56,157.43,30.74,3.51,1.44,0.62,0,0,101.1,177.65,137.42,133.09,111.42,157.85
35001000608,35,001,000608,342.17,160.08,69.22,1.77,3.19,2.13,0,0,357.79,201.26,441.91,122.1,406.77,145.17
35001000609,35,001,000609,54.33,71.24,17.24,1.2,0.87,0.55,0.33,0.11,56.07,84.55,81.05,58.25,64.8,71.67
35001000610,35,001,000610,172.72,170.83,40.42,2.96,6.2,0.27,0.27,0,177.03,200.74,232,144.16,202.9,167.06
35001000611,35,001,000611,119.06,120.7,25.5,2.59,5.32,0.68,0.41,0,119.88,144.3,159.98,102.56,139.93,117.84
35001000612,35,001,000612,218.57,221.57,46.82,4.76,9.76,1.25,0.75,0,220.07,264.89,293.68,188.27,256.87,216.32
35001000613,35,001,000613,38.27,245.8,22.3,13.74,1.21,0.71,2.61,0.51,42.34,269.68,87.59,219.45,58.06,244.11
35003000001,35,003,000001,262,76,28,4,3,0,0,0,222,117,225,112,221,105
35003000002,35,003,000002,339,74,22,6,3,3,0,0,322,103,324,95,321,94
35003000003,35,003,000003,185,90,17,3,1,1,0,0,161,121,177,103,173,101
35003000004,35,003,000004,163,43,6,0,1,0,0,0,146,59,147,46,142,53
35003000005,35,003,000005,169.45,48.36,12.07,3.1,0.78,2.71,0,0.39,164.79,65.44,175.65,51.1,167.11,58.08
35003000006,35,003,000006,79,20,7,2,1,1,0,0,80,31,84,26,86,23
35003000007,35,003,000007,240.96,68.53,17.13,4.42,1.11,3.87,0,0.55,234.33,92.85,249.8,72.4,237.65,82.35
35003000008,35,003,000008,24.9,7.08,1.77,0.46,0.11,0.4,0,0.06,24.21,9.59,25.81,7.48,24.56,8.51
35003000009,35,003,000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35005000001,35,005,000001,314,62,19,0,0,2,1,0,317,78,320,69,322,67
35005000002,35,005,000002,276,91,30,2,2,0,0,0,286,112,286,110,300,96
35005000003,35,005,000003,306,104,33,2,6,0,0,1,309,135,319,118,314,118
35005000004,35,005,000004,257,110,32,3,5,1,0,0,272,121,272,121,269,120
35005000005,35,005,000005,336.54,84.03,25.99,0.87,4.33,0.43,0,0.43,333.51,114.78,341.31,97.89,345.21,90.09
35005000006,35,005,000006,296,106,22,6,0,1,3,2,297,134,292,132,305,118
35005000007,35,005,000007,411,106,35,2,3,0,0,0,393,158,423,123,428,118
35005000008,35,005,000008,440.46,109.97,34.01,1.13,5.67,0.57,0,0.57,436.49,150.22,446.69,128.11,451.79,117.91
35005000009,35,005,000009,530,124,39,3,10,4,0,0,529,167,550,141,566,130
35005000010,35,005,000010,496.27,69.77,29.48,0.98,0.98,0.98,0,0,490.37,99.25,506.09,74.69,513.96,69.77
35005000011,35,005,000011,175.82,38.9,16.49,0.62,0.62,0,0,0.31,178.31,48.85,187.95,36.1,186.08,37.34
35005000012,35,005,000012,287.22,34.07,25.1,3.91,2.97,0.97,0.03,0,282,68.16,295.35,46.7,294.05,46.17
35005000013,35,005,000013,258,137,31,2,4,0,1,2,273,155,253,166,269,149
35005000014,35,005,000014,225.1,123.62,41.51,0.92,6.46,0,0,0,237.09,147.6,247.24,134.69,248.16,134.69
35005000015,35,005,000015,170.9,84.38,26.49,2.08,0.54,2,0,0,176.91,106.4,186.76,91.31,187.84,92.31
35005000016,35,005,000016,180,77,21,1,0,0,1,0,169,100,187,81,188,78
35005000017,35,005,000017,389.18,86.1,36.51,1.38,1.38,0,0,0.69,394.69,108.15,416.05,79.9,411.92,82.66
35005000020,35,005,000020,154.4,47.93,13.77,1.32,0.26,0.26,0,0.26,155.72,58.79,165.78,48.2,165.78,46.88
35005000021,35,005,000021,372.4,115.62,33.22,3.19,0.64,0.64,0,0.64,375.6,141.81,399.87,116.26,399.87,113.06
35005000022,35,005,000022,314,144,43,7,4,0,1,0,325,175,343,149,342,150
35005000023,35,005,000023,178.74,91.36,29.79,0.99,0.99,0,0,0,186.69,106.25,173.78,112.21,178.74,105.26
35005000024,35,005,000024,101,68,19,1,0,0,0,0,105,79,96,83,101,79
35005000025,35,005,000025,135,80,21,4,2,0,0,0,140,98,136,95,130,102
35005000031,35,005,000031,213,126,49,1,3,2,0,0,245,135,216,166,222,156
35005000032,35,005,000032,96.36,69.54,21.85,0,0,0,0,0,111.26,70.53,90.4,82.45,87.42,83.45
35005000033,35,005,000033,157,106,30,2,1,1,1,0,170,121,151,136,155,133
35005000034,35,005,000034,68.66,72.78,18.23,0.86,0.86,0,0,0,82.53,71.93,69.48,84.06,66.88,88.37
35005000035,35,005,000035,170,93,33,3,2,1,0,0,190,107,187,102,185,105
35005000036,35,005,000036,444.5,116.11,33.15,1.58,2.13,0.13,0.97,0.1,432.27,157.1,428.5,148.75,449.83,130.74
35005000041,35,005,000041,518.22,146.8,53.2,2.96,0,3.94,0.99,0.99,521.17,192.11,536.93,172.41,532.99,171.43
35005000042,35,005,000042,95,86,22,1,0,0,0,0,104,96,94,104,93,104
35005000043,35,005,000043,95,117,34,0,2,0,1,0,102,137,98,137,102,131
35005000044,35,005,000044,23.47,3.86,0.36,0.01,0.02,0.02,0,0,23.25,4.34,20.49,5.98,24.6,1.89
35005000045,35,005,000045,15.37,0.03,0,0,0,0,0,0,15.35,0.06,15.35,0.06,15.36,0.05
35005000046,35,005,000046,89.64,11.61,6.97,0.05,2.01,1.06,0.01,0.01,90.65,20.46,93.98,16.02,93.96,13.98
35005000047,35,005,000047,5.99,0,0,0,0,0,0,0,5.99,0,5.99,0,4.99,0
35005000051,35,005,000051,65.25,76.77,22.19,0.1,2.1,0,0,0,77.92,81.67,58.36,99.13,59.04,96.65
35005000052,35,005,000052,188,127,24,0,0,1,1,0,196,136,180,143,185,141
35005000061,35,005,000061,44.73,97.9,22.73,1.03,0.03,0,0,2,70.28,90.87,39.77,117.35,39.66,116.53
35005000062,35,005,000062,75,140,18,0,0,0,2,0,94,125,64,154,63,151
35005000063,35,005,000063,125.92,208.65,30.02,0.73,3.66,1.46,0,0.73,133.24,223.29,110.55,240.86,120.8,231.34
35005000064,35,005,000064,46.08,76.35,10.98,0.27,1.34,0.54,0,0.27,48.76,81.71,40.45,88.14,44.2,84.66
35005000071,35,005,000071,243,58,18,1,3,0,0,0,245,79,247,70,251,65
35005000072,35,005,000072,117.73,86.46,22.12,1.33,0.01,1.74,0.44,0,131.34,90.02,119.91,99.64,126.8,93.18
35005000073,35,005,000073,173.53,58.07,21.72,0.07,0.07,0,0,0,187.36,60.79,185.78,56.26,190.87,54.01
35005000074,35,005,000074,150,109.4,28.2,1.69,0,2.26,0.56,0,167.49,113.91,152.82,126.32,161.85,117.86
35005000081,35,005,000081,96,60,14,1,2,0,0,0,96,70,95,69,92,72
35005000082,35,005,000082,174,100,38,0,0,0,1,0,179,127,184,118,189,109
35005000083,35,005,000083,154,53,16,2,0,0,0,0,151,69,148,70,152,66
35005000084,35,005,000084,256.23,124.1,48.35,0.02,2.01,0,1.01,1,271.27,149.35,268.28,144.36,254.27,155.35
35005000085,35,005,000085,183,84,14,1,1,1,0,0,182,95,181,95,183,89
35005000090,35,005,000090,123,89,26,1,2,0,0,0,134,102,121,112,118,115
35005000091,35,005,000091,303,170,37,2,3,1,0,1,302,205,286,212,297,197
35005000092,35,005,000092,163.32,67.93,23.81,0.05,0.05,0,3,0,175.41,75.45,159.99,85.7,164.13,82.5
35005000093,35,005,000093,320.77,157.9,49.65,2.98,0.99,0,0.99,0,326.73,194.65,327.72,195.64,325.73,194.65
35005000094,35,005,000094,123.04,132.56,22.7,1.46,0.73,0,0,0,129.63,137.68,123.04,139.15,117.18,145.01
35005000095,35,005,000095,43.24,46.58,7.98,0.51,0.26,0,0,0,45.55,48.38,43.24,48.9,41.18,50.96
35005000101,35,005,000101,184.19,64.81,18.09,1,1.01,0,0,0,186.58,76.37,177.42,81.7,180.56,77.27
35005000102,35,005,000102,224.59,84.82,40.62,0.6,1.79,0,0.6,0,235.34,109.31,217.42,123.64,221,116.47
35005000103,35,005,000103,134.2,40.17,13.72,0,0,0,0,0,138.12,48.99,137.13,49.98,134.2,50.95
35005000104,35,005,000104,73.36,1.08,2.01,0.99,0,0,0,0,72.38,4.06,75.34,1.1,73.36,1.1
35005000105,35,005,000105,337.7,118.86,32.7,1.89,1.89,0,0,0,341.48,140.24,324.5,150.3,330.16,142.13
35005000106,35,005,000106,149.55,56.48,27.05,0.4,1.19,0,0.4,0,156.7,72.78,144.77,82.33,147.16,77.56
35006000001,35,006,000001,99.24,14.26,6.91,0.11,0.05,0.03,0.06,0.01,86.64,27.67,92.58,25.64,93.65,22.62
35006000002,35,006,000002,65,96,28,1,1,0,1,0,66,111,59,117,44,130
35006000003,35,006,000003,38,24,13,1,0,0,0,0,34,41,33,34,30,41
35006000004,35,006,000004,178.87,44.72,10.32,0.86,8.6,0,0.86,0,165.11,72.23,173.71,63.64,170.27,59.34
35006000005,35,006,000005,111.2,376.67,80.12,9.48,4.15,2.97,5.29,0.59,146.4,413.32,141.14,410.35,147.16,408.41
35006000006,35,006,000006,78.37,35.75,6.4,2.06,2.27,0.96,0.13,0,74.34,45.73,76.62,43.46,79.95,37.98
35006000007,35,006,000007,229,137,58,7,1,0,0,0,209,207,207,198,197,210
35006000008,35,006,000008,153,186,50,1,4,0,0,1,147,239,157,220,137,243
35006000009,35,006,000009,166.31,135.04,37.23,1.99,0.5,1.49,0,0,157.38,172.27,177.23,150.43,151.91,172.77
35006000010,35,006,000010,166,149,56,1,4,2,0,1,154,214,188,182,149,212
35006000011,35,006,000011,239,231,64,2,1,0,0,0,222,305,242,280,214,296
35006000012,35,006,000012,125,105,29,2,1,0,0,0,117,134,134,119,128,119
35006000013,35,006,000013,112.98,107.98,24,0,3,0,2,1,94.98,145.97,90.98,140.97,86.98,143.97
35006000014,35,006,000014,273.82,100.63,33.13,3.01,0.01,1,1,1,241.81,151.71,262.92,132.61,260.82,127.69
35006000015,35,006,000015,219.77,139.85,37.74,1.11,2.22,0.55,0,0,192.57,193.68,206.45,174.26,193.68,182.03
35006000016,35,006,000016,155.2,118.39,23.88,1.99,0.99,0,0,0,155.2,133.32,175.1,113.42,156.2,128.34
35006000017,35,006,000017,44.53,343.93,66.41,8.81,0.81,0.02,2.4,0,76.44,366.44,134.86,299.22,78.86,354.4
35006000018,35,006,000018,44,96,9,0,0,0,0,0,48,92,51,90,32,102
35006000019,35,006,000019,230.86,155.18,43.92,4.27,0.43,1.28,0,0,216.35,201.68,237.65,176.09,209.95,202.1
35006000020,35,006,000020,55,193,48,5,1,0,0,0,65,226,114,173,71,217
35006000021,35,006,000021,32.99,109.59,33.43,1.03,1.03,1.05,0,0,47.06,126.96,74.34,98.59,50.11,121.76
35006000022,35,006,000022,21,121,31,2,0,2,0,0,36,133,72,98,45,127
35006000023,35,006,000023,5,39,13,0,0,0,1,0,9,49,29,29,12,46
35006000024,35,006,000024,24,122,33,5,0,0,2,0,33,149,64,118,45,137
35006000025,35,006,000025,25,76,25,1,1,0,0,0,29,97,61,65,36,90
35006000026,35,006,000026,75.43,259.13,55.15,6.49,2.84,2.03,3.65,0.41,99.76,284.27,96.11,282.25,100.16,281.03
35006000027,35,006,000027,40.82,27.78,7.85,0.74,0.08,0.23,0,0,38.28,36.06,42.11,31.48,37.14,36.13
35006000028,35,006,000028,176.23,112.15,30.26,0.89,1.78,0.45,0,0,154.43,155.32,165.55,139.74,155.32,145.97
35006000029,35,006,000029,10.86,86.46,16.69,2.21,0.2,0,0.6,0,18.9,92.09,33.58,75.2,19.5,89.07
35007000001,35,007,000001,222.52,159.85,41.65,7.93,2.38,0.79,0,0,230.85,191.58,270.92,146.37,249.5,166.99
35007000002,35,007,000002,121.68,141.09,35.67,0.92,1.05,0,1.02,0.05,120.32,165.66,140.72,150.19,123.41,163.93
35007000003,35,007,000003,111.43,96.37,27.31,0.08,2,0.01,0.01,0,119.37,115.58,141.6,89.43,124.49,104.53
35007000004,35,007,000004,144.68,98.35,20.37,2.01,2.02,0.01,0.01,0.01,122.65,135.74,149.98,111.36,137.86,117.47
35007000005,35,007,000005,184.71,171.13,39.47,1.08,2.95,1.06,0,0,187.34,205.62,224.1,164.64,215.75,172.72
35007000007,35,007,000007,105.03,71.23,23,1,0.01,1,0.99,1.99,97.1,101.16,118.11,78.15,111.13,84.14
35007000008,35,007,000008,219.7,157.82,41.12,7.83,2.35,0.78,0,0,227.92,189.15,267.48,144.51,246.33,164.87
35007000009,35,007,000009,116.82,83.92,21.86,4.16,1.25,0.42,0,0,121.19,100.57,142.22,76.84,130.98,87.66
35007000010,35,007,000010,72.4,18,2.02,0,0,0,0,0,57.57,31.89,62.56,24.91,69.47,18.99
35007000011,35,007,000011,57,50,17,2,1,0,0,0,61,63,63,56,55,68
35007000012,35,007,000012,66,68,15,0,1,0,1,0,55,91,60,85,71,74
35007000013,35,007,000013,33,40,9,0,4,0,0,0,32,49,38,42,38,44
35007000014,35,007,000014,80,59,14,3,2,0,0,0,76,76,80,70,79,69
35007000015,35,007,000015,163,96,25,1,2,1,0,0,150,126,160,108,168,102
35007000016,35,007,000016,236.59,190.72,41.32,0.07,1.97,0,1.97,0.95,209.06,250.17,206.73,242.45,214.01,237.76
35007000017,35,007,000017,76,104,17,0,0,1,0,1,75,117,76,110,68,117
35007000018,35,007,000018,33,45,5,0,0,0,0,0,34,46,30,49,32,49
35007000019,35,007,000019,20,50,8,0,1,1,0,0,24,54,19,60,16,62
35007000020,35,007,000020,76.88,110.62,36.56,2.81,1.88,0.94,0,0,76.88,141.56,74.06,144.38,67.5,148.12
35007000021,35,007,000021,171.25,167.67,51.16,1.01,1,1.01,0,1,156.12,222.93,185.35,188.72,169.32,203.74
35007000022,35,007,000022,277.87,152.71,36.28,2.18,1.12,3.05,0,1,249,212.5,297.59,166.9,292.18,170.14
35009000001,35,009,000001,91.23,3.08,3.02,1,0,0,0,0,76.06,11.2,79.1,10.16,77.19,9.08
35009000002,35,009,000002,130.6,8.19,4.09,0.01,1,0.01,0,0,117.48,17.37,122.58,15.28,126.61,9.22
35009000003,35,009,000003,112.88,12.99,6.99,0,1,0,0,0,103.89,19.98,111.88,14.98,109.89,17.98
35009000004,35,009,000004,347.11,30.75,19.32,1,1.03,0,0,0,286.82,88.05,299.69,66.96,323.87,40.82
35009000005,35,009,000005,163,49,22,0,0,0,0,0,148,71,149,68,147,68
35009000006,35,009,000006,48.42,102.71,23.45,2.04,0.09,1.05,1,0,54.63,112.75,42.31,127.03,45.13,123.21
35009000007,35,009,000007,77.58,148.29,24.55,1.96,4.91,2.95,0,0,89.37,150.25,71.69,165.97,61.87,175.79
35009000008,35,009,000008,193,175,48,3,3,0,0,0,203,201,183,218,184,214
35009000009,35,009,000009,182,167,49,1,7,2,1,0,199,183,173,205,171,207
35009000010,35,009,000010,256,40,13,2,1,1,0,0,238,63,246,53,248,51
35009000011,35,009,000011,456,178,72,4,4,1,0,0,450,238,451,231,440,235
35009000012,35,009,000012,302,152,42,3,3,0,0,1,284,200,284,194,287,190
35009000013,35,009,000013,244,80,38,2,1,0,0,0,235,113,245,103,242,104
35009000014,35,009,000014,295,79,27,1,4,3,0,0,284,108,288,102,292,99
35009000015,35,009,000015,254,98,43,3,7,3,1,0,257,136,256,130,236,146
