GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREIPIE,G20PREOWRI,G20USSRLUM,G20USSDDAV,G20USSOWRI,G20HALRCHE,G20HALDBUL,G20HALLBRU,G20HALCHAG,G20HALOWRI
56005001-11,56,005,001-11,258,38,6,1,1,250,46,3,228,39,14,15,3
56005001-12,56,005,001-12,632.3,108.3,20,4,2,626.2,107.4,6,575.9,94.3,35.3,31.2,3
56005001-14,56,005,001-14,285.3,52.1,7.4,3.1,2.2,289.3,49.7,2.2,263.3,45.7,15.1,16.1,1.2
56005001-15,56,005,001-15,840.9,145.8,29,7,6,870.9,127.8,4,811,109.9,41,28,3
56005001-16,56,005,001-16,846,129,31,9,9,862,125,6,810,97,44,27,5
56005001-17,56,005,001-17,637,51,14,2,2,623,59,6,565,54,27,29,2
56005001-18,56,005,001-18,533.2,96.8,13.1,4,3.9,542.8,91.1,3,503,83.1,23,23,2
56005001-19,56,005,001-19,647,82,17,5,7,656,72,5,632,65,23,15,1
56005001-20,56,005,001-20,246,35,11,2,2,247,39,3,230,34,16,10,3
56005001-21,56,005,001-21,382.9,24,8,2,1,371.9,31,3,334.9,34,15,17,3
56005001-22,56,005,001-22,289,27,6,1,2,286,26,1,264,22,13,11,1
56005001-23,56,005,001-23,864.5,110.5,23.6,6.2,6.1,864.5,102.6,11.2,805.2,95.3,41.8,28.9,5.1
56005001-24,56,005,001-24,405,45,17,6,4,403,55,3,374,52,16,21,1
56005001-25,56,005,001-25,593,90,13,5,2,609,79,2,581,60,19,21,1
56005001-26,56,005,001-26,320,39,9,2,3,328,35,2,312,26,14,10,2
56005001-27,56,005,001-27,622,47,17,5,3,613,62,2,579,47,32,18,1
56005002-01,56,005,002-01,368.4,16.9,3,4,5,355.4,22.9,1,327.6,15.9,12.9,19.9,1
56005003-01,56,005,003-01,844,48,14,5,4,828,53,4,782,45,24,24,6
56005004-01,56,005,004-01,875.6,51.1,11,2,5,854.6,64.1,4,803.4,58.1,21.1,30.1,2
56005006-01,56,005,006-01,250.7,16.6,2,1,1,247.8,17.6,2,229.1,14.7,14.7,8.8,1
56005007-01,56,005,007-01,164,14,2,1,1,161,14,3,150,15,3,5,1
56005008-01,56,005,008-01,107.7,8,1,2,2,109.7,7,1,105.7,8,1,4,1
56005009-01,56,005,009-01,100.8,4.1,1.6,3.9,0.8,100.9,6.4,0.8,93.7,6.4,4,4,0.8
56005013-01,56,005,013-01,223,7,3,1,2,223,9,2,215,5,7,5,2
56005014-01,56,005,014-01,565,48,9,2,3,567,48,1,524,45,20,22,3
56005014-02,56,005,014-02,349,9,3,2,1,338,14,1,320,10,11,10,2
56005018-01,56,005,018-01,472.1,31,9,3,1,469.1,32,5,424.1,34,20,21,2
56005019-01,56,005,019-01,341,23,11,2,2,329,28,2,304,25,17,15,1
56005022-01,56,005,022-01,207,32,6,2,1,209,30,2,194,29,8,12,1
56005023-01,56,005,023-01,642,43,19,2,2,650,37,5,593,37,30,29,3
56005024-01,56,005,024-01,418.9,39.7,15.3,3.8,2,418.3,41.3,3.8,385.4,34.5,21.2,21.2,1.9
56005026-01,56,005,026-01,31.4,3,1,1,1,29.4,4,2,29.4,3,2,1,2
560070001-1,56,007,0001-1,300,173,6,3,4,298,175,1,265,171,24,15,0
560070002-1,56,007,0002-1,465,142,6,7,1,465,144,1,434,134,27,11,0
560070002-2,56,007,0002-2,500,175,9,3,4,505,171,2,460,163,30,18,2
560070003-1,56,007,0003-1,314.4,161.8,9.3,6.1,1.1,320.6,158.8,1.1,291.9,137.7,27.5,17.3,0
560070003-2,56,007,0003-2,461.6,152.2,22.7,5.9,6.9,476.4,152.2,4.9,413.1,142.3,40.5,24.7,4
560070004-1,56,007,0004-1,20,0,0,0,0,20,0,0,19,1,0,0,0
560070005-1,56,007,0005-1,173,26,4,0,3.9,172,33.9,0,152.1,28.9,10,9.9,0
560070006-1,56,007,0006-1,18.4,1,1.9,0,0,19.3,1,0,18.4,0,1.9,0,0
560070007-1,56,007,0007-1,81.9,9.2,2.6,0.7,0.7,85.2,7.9,0.7,76,9.8,2.1,4.6,0
560070008-1,56,007,0008-1,270.8,48.4,12.1,2,1,272.8,53.4,2,246.7,44.4,19.1,16,1
560070009-1,56,007,0009-1,136.5,12.7,3.9,1.9,1.9,139.4,15.7,1.9,119.9,21.5,13.6,3.9,0
560070010-1,56,007,0010-1,55.1,5.3,1.1,0,0,58.1,3.4,0,54.7,4.5,2.3,0.1,0
560070011-1,56,007,0011-1,689,247,18,3,3,702,240,3,660,222,37,25,2
560070011-2,56,007,0011-2,292.5,64.6,14.3,1.7,0,300.5,66.2,0.8,272.3,55.9,20,9.7,0
560070012-1,56,007,0012-1,160.7,36,4,3.9,0,163.4,39.8,0.7,152,35.4,8,7.3,0.7
560070013-1,56,007,0013-1,184.5,47.4,3.6,1.8,1.8,189.9,45.6,0,171.1,48.2,9.9,6.3,0
560070014-1,56,007,0014-1,116.4,12.9,2,1.9,0.9,123.8,10.2,0,113.2,11.9,2.1,3.9,0
560070015-1,56,007,0015-1,334.4,15.6,5.8,1.9,1,333.5,18.5,0,319.9,15.6,9.7,9.7,0
5600701-2-0,56,007,01-2-0,12.4,3.2,0.5,0.1,0,12.4,3.5,0,11.2,2.9,1,0.7,0
5600701-2-1,56,007,01-2-1,176,43,6.6,1.7,0.1,176.4,47.7,0,158.9,39,13.8,9.9,0
5600701-2-2,56,007,01-2-2,2.4,0.6,0.1,0,0,2.4,0.7,0,2.1,0.6,0.2,0.1,0
5600701-2-3,56,007,01-2-3,3.8,1,0.1,0,0,3.8,1.1,0,3.4,0.9,0.3,0.2,0
5600701-2-4,56,007,01-2-4,28.2,5.4,0.9,0.2,0,28.2,6,0,25.9,5,1.8,1.4,0
5600705-1-2,56,007,05-1-2,1.4,0.2,0,0,0,1.4,0.3,0,1.3,0.2,0.1,0.1,0
5600706-1-1,56,007,06-1-1,0.4,0,0,0,0,0.4,0,0,0.4,0,0,0,0
5600707-1-2,56,007,07-1-2,44.5,5,1.4,0.3,0.3,46.2,4.3,0.3,41.3,5.3,1.1,2.5,0
5600711-2-1,56,007,11-2-1,72.8,16.1,3.6,0.4,0,74.9,16.5,0.2,67.8,13.9,5,2.4,0
5600712-1-0,56,007,12-1-0,82,18.3,2,2,0,83.4,20.3,0.3,77.6,18,4.1,3.7,0.3
5600713-1-0,56,007,13-1-0,16,4.1,0.3,0.2,0.2,16.4,4,0,14.8,4.2,0.8,0.5,0
560090001-1,56,009,0001-1,177,11,1,0,0,175,12,0,159,11,5,10,0
560090002-2,56,009,0002-2,368.4,44.8,3,4.8,2,361.6,49.8,4.8,353.5,39.1,10.8,16.5,1
560090003-1,56,009,0003-1,162.1,17.9,5,0,0,160.2,16.9,2,149.2,13.9,6,6,1
560090004-4,56,009,0004-4,422.4,39.6,4.6,0.9,0,409.5,39.7,1.8,392,37.8,7.4,21.1,0
560090006-6,56,009,0006-6,348.9,25.1,6.3,5.1,0.2,336.2,37.6,2.7,312.3,35.6,14.7,15.8,0.5
560090007-7,56,009,0007-7,155.2,19,4.1,0,0.8,155.2,18.2,2.5,145.3,14,8.2,4.2,1.6
560090008-8,56,009,0008-8,287,22,7,1,0,276,35,1,267,24,8,12,1
560090009-1,56,009,0009-1,521,88.2,16.7,4.9,2,497.5,118.6,3.9,466.1,84.3,33.3,31.4,2.9
560090009-2,56,009,0009-2,393.6,89.7,11,3,5,371.7,112.6,10,353.8,80.7,31.9,18.9,2
560090023-1,56,009,0023-1,277,55.9,9.2,2.1,1.1,267.7,67.2,2.1,260.5,46.7,10.4,11.4,0
560090023-2,56,009,0023-2,482.9,55.5,5,1,4,467,64.4,6,441.2,44.6,20.8,27.8,2
560090023-3,56,009,0023-3,500.9,73,11.4,4.2,6,483.8,92.9,3.3,453.4,76.6,20.7,20.2,0
560090023-4,56,009,0023-4,548,134.3,12.8,11.8,4,530.2,154,6.9,513.4,113.6,26.7,26.7,2
560090023-5,56,009,0023-5,291.1,54.7,7,2.1,0,287,53.8,5.1,260.9,45.6,14.2,24.2,0
560090023-6,56,009,0023-6,277,50,7,1,1,267,54,4,243,45,14,17,1
56009010-10,56,009,010-10,301.6,47.3,4,1,0,288.8,55.2,2,281.8,37.5,7.9,14.8,1
56009011-11,56,009,011-11,201,19,4,0,1,188,28,0,176,21,10,10,0
56009013-13,56,009,013-13,102.3,7.1,0,0,0,94.3,9.1,2,92.3,6.1,2,4,0
56009020-20,56,009,020-20,99.4,7,2,0,1,98.4,8.9,0,97.4,7.9,2,1,0
56011000101,56,011,000101,291,55,7,2,6,307,48,0,294,40,10,11,1
56011000102,56,011,000102,253,51,3,1,0,244,53,2,234,48,7,9,0
56011000202,56,011,000202,542,58,5,6,3,534,58,3,498,57,20,21,0
56011000303,56,011,000303,161,30,8,1,1,169,27,0,159,25,6,7,1
56011000707,56,011,000707,183,19,2,1,1,186,15,1,176,12,9,6,1
56011000909,56,011,000909,88,3,2,0,0,90,2,0,89,2,0,0,0
56011001111,56,011,001111,213.4,20.6,2.9,1,1,215.4,24.5,0,202.6,19.6,8.8,8.8,0
56011001212,56,011,001212,382.6,28.4,3.1,1,1,392.6,21.5,2,354.4,22.4,15.2,18.2,1
56011001313,56,011,001313,234,15,1,2,0,224,17,5,220,13,6,7,1
56011001414,56,011,001414,149,33,3,1,0,154,26,0,140,30,5,8,0
56011001515,56,011,001515,263,21,1,2,1,257,28,1,245,26,4,8,0
56011001616,56,011,001616,343,10,6,0,0,336,14,3,322,9,7,11,3
56011001801,56,011,001801,178,15,2,0,0,174,18,0,169,14,4,5,0
56011001802,56,011,001802,217,8,9,1,0,221,12,0,198,12,10,13,1
56011002323,56,011,002323,43.3,4,0,0,0,46.3,1,0,43.3,2,0,1,0
56011002424,56,011,002424,52,2,0,0,0,49,2,0,47,2,3,1,0
56011002626,56,011,002626,58,5,2,0,0,54,5,1,51,3,2,6,0
56013000101,56,013,000101,473.2,217.7,19.5,3.6,3.5,491,217.7,0,466.1,203.4,22.2,11.6,1.8
56013000102,56,013,000102,171.3,139.5,7.5,2.5,4.2,171.3,150.4,0,168.8,140.3,8.3,3.3,0.8
56013000103,56,013,000103,319.4,341.3,10.6,6.7,5.8,335.6,340.3,2.9,312.6,322.1,23,13.4,1
56013000104,56,013,000104,254,234,14,5,8,277,228,1,259,224,14,8,2
56013000105,56,013,000105,424,339,18,8,15,451,340,2,443,307,26,11,3
56013000106,56,013,000106,278.8,294.7,14.1,5,8,299.9,293.8,1,296.8,264.7,21.1,8,0
56013000201,56,013,000201,213,55.6,4.8,2.9,0,216,57.5,1,207.2,56.5,6.8,3.9,0
56013000301,56,013,000301,379.3,100.8,9.7,3.8,2.1,381.8,104.3,1.6,346.7,92.4,33.8,13.5,1.1
56013000302,56,013,000302,149.3,45.1,2.7,1.9,1.1,151.5,46.3,0.4,137.6,39.2,12.8,6,0.4
56013000303,56,013,000303,663,182.3,19.8,7.7,2.5,657.4,191.2,4.5,607.6,165.7,58.9,21.9,3.9
56013000304,56,013,000304,297.8,106,7.1,4.7,3.6,303.6,105.2,1.2,276.4,96.4,28.5,11.2,0.8
56013000305,56,013,000305,580.7,232.5,15.7,7.6,2.9,603,218.2,2.5,558.5,192.2,50.5,18.6,2.1
56013000306,56,013,000306,627.9,183,15.9,11.5,7.6,655.5,179.3,1.8,609.5,164.1,43,14.5,0
56013000401,56,013,000401,127.6,398.9,5.9,9.8,2.9,154.5,360.5,0,114.4,409.4,8.3,7,0
56013000501,56,013,000501,557.4,297.8,17.4,7.2,5.3,566.1,304.2,1.3,543.9,281.3,27.9,15.1,0.4
56013000601,56,013,000601,859.9,408.3,29.8,12.4,10.8,876.7,420.6,1.7,837,390,49.3,22.2,0
56013000701,56,013,000701,885,273.4,22.9,11,2,911,271.4,0,861.1,273.4,26,16,0
56013000801,56,013,000801,200.2,305.2,5.6,2.9,3.6,221.6,255.8,0.1,190.1,304.5,11.3,3.9,0
56013000901,56,013,000901,357.1,21.8,2,0,1,361.1,18.8,1,350.2,19.8,7.9,4,0
56013001001,56,013,001001,624.2,82,6.3,2.1,1,622.3,78.1,1,580.4,77,29.9,12.3,0
56013001201,56,013,001201,58.6,11.3,1,0,0,60.6,9.4,0,50.5,12.4,3.1,5,0
56013001301,56,013,001301,138,506.7,5.1,6,0.1,183,425.4,2,126,501.9,15.1,5,2
56013001401,56,013,001401,426.3,56.8,9.8,4.4,1.2,422.7,64.8,0.6,390.2,56.7,22.9,16.6,1.2
56013001501,56,013,001501,226.7,29.9,5.3,2.3,0.7,224.8,34.2,0.3,207.3,29.9,12.2,8.9,0.7
56013001601,56,013,001601,199.6,77.3,3.4,3.5,0.6,202.2,74.3,0.1,187.8,76.1,11.1,5.7,0.1
56013001701,56,013,001701,521.1,157.3,9.9,3.4,2.4,521.1,154.3,1.2,491.6,143.2,27.8,15.4,0.7
56013001801,56,013,001801,1021.9,245.8,20.9,7.9,6.6,1029.8,244.9,3,977.5,201.4,62.4,25.1,2
56013001901,56,013,001901,106,19.5,0.1,1.1,1,101.4,22.2,0,99.1,20.5,3,2,0
56013002001,56,013,002001,295.4,25.1,3.9,6.7,1,295.4,31.8,0,273.2,32.8,13.5,9.6,0
56013002101,56,013,002101,474.2,102.1,10.3,4.2,2.4,472.3,109.7,4,441.7,98,29.1,15,1.9
56013002201,56,013,002201,41.6,1.7,2.1,1.2,0,41.6,3.9,0,42,3,0.4,0.3,0
56013002401,56,013,002401,54.2,26.6,0,0,0,51.2,28.6,0,51.2,27.6,1,1,0
56015000101,56,015,000101,51,2,0,0,0,49,3,0,50,2,0,0,0
56015000201,56,015,000201,80,11,0,0,0,77,11,0,72,12,1,5,0
56015000801,56,015,000801,351.4,54.2,2.6,5,3.3,354.8,55,0.8,346.5,42.6,7.5,14.1,0.8
56015000802,56,015,000802,75.2,11.6,0.5,1.1,0.7,75.9,11.7,0.2,74.1,9.1,1.6,3,0.2
56015000901,56,015,000901,212.6,45.2,1.8,2.7,2.7,206.3,49.8,3.6,196.3,42.5,9.1,14.5,1.8
56015000902,56,015,000902,22.4,4.8,0.2,0.3,0.3,21.7,5.2,0.4,20.6,4.5,0.9,1.5,0.2
56015001001,56,015,001001,95.8,49.1,4.4,1.5,0,97.2,54.2,0,90.2,48.2,5.3,7.7,0
56015001002,56,015,001002,256.6,79.7,5.3,2.6,1.7,254.9,84.5,2,237.4,72.8,18,11.8,1
56015001003,56,015,001003,252.6,81.7,3.8,1.8,2.9,256.6,83.9,0,241.2,73.8,7.4,14.8,0
56015001004,56,015,001004,431.8,157.7,7.8,6.4,2.4,446.5,141,3,441.5,117.5,16.2,12.6,1
56015001005,56,015,001005,193.9,55.3,2.6,0.5,1.6,198.1,53.7,0,182.8,49,5.8,10,0
56015001006,56,015,001006,304,123,8,2,4,313,111,4,303,101,16,11,0
56015001007,56,015,001007,255,113,9,2,2,252,121,1,243,102,13,13,0
56015001008,56,015,001008,638.1,143.1,15.4,10.8,3.8,655.5,141,3.3,632.2,125,16,25.4,0.2
56015001009,56,015,001009,502.2,125.2,10.4,0,0,505,119.6,1.9,487.2,100.8,18.8,17.9,0
56015001010,56,015,001010,131.1,49.1,1.2,1.2,1.6,129.2,50,1.6,115.6,45,5.4,11.6,0.8
56015001301,56,015,001301,147.5,25.1,2,1,0,142.5,29.1,2,140.5,24.1,0,10,0
56015001501,56,015,001501,204.6,25.4,3.2,0.8,0.8,199.8,31.7,0.8,196.9,25.6,4.7,4,0
56015001502,56,015,001502,37.4,4.5,0.4,0.2,0.2,35.9,6.2,0.2,35,5.5,0.8,0.6,0
56015001601,56,015,001601,204.3,20.1,5.4,1,3,208.9,21.6,0,204.5,15.3,3.8,6.4,0
56015001701,56,015,001701,113,4,1,2,0,116,4,0,107,4,2,5,0
56015001801,56,015,001801,216.4,9.9,0.7,0,0,212.7,11.6,1.4,206.5,9.2,2.8,7.2,0.7
56015001802,56,015,001802,80.6,4.1,0.3,0,0,79.3,4.4,0.6,76.5,3.8,1.2,2.8,0.3
56015002001,56,015,002001,20.5,4.3,0,0,0,22.2,1.7,0,21.4,1.7,1.7,0,0
56017000101,56,017,000101,605,155,29,9,4,615,174,3,578,143,40,27,1
56017000102,56,017,000102,455.5,156.3,18.3,6.8,1,472.9,150.6,0,455.5,128.4,22.2,18.3,0
56017000204,56,017,000204,114.8,25.7,2,0,4,110.9,34.6,0,103,28.7,5.9,3,0
56017000303,56,017,000303,822.5,144.7,11.7,8.2,2,801.1,167.4,1,777.5,123.6,36.8,27.7,2
560190003-1,56,019,0003-1,333,112,7,3,2,338,108,0,329,90,17,9,0
560190003-2,56,019,0003-2,204,70,12,0,2,210,70,1,195,71,11,8,0
560190003-3,56,019,0003-3,221.8,70.3,4.3,2,0.2,226.8,67.8,0,210.5,61.6,10.5,8,0.1
560190003-4,56,019,0003-4,219,75,5,2,3,215,84,0,199,77,14,4,0
560190003-5,56,019,0003-5,118.5,34.9,4.6,0.9,0,116.6,41.3,0,116.6,32.1,8.3,0.9,0
560190003-6,56,019,0003-6,166.9,48,3,2,2,163.9,50,1,156.9,43,11,4,0
560190003-7,56,019,0003-7,207.1,58,4,1,2,217.1,49,1,209.1,45,5,5,0
560190003-8,56,019,0003-8,238.6,65.9,3,3,0,241.6,63.9,0,232.7,52.9,8,8,0
560190004-7,56,019,0004-7,707.5,128.8,13.1,5,4.8,717.4,129.9,0,673.7,119.3,29.2,16.1,1.9
560190004-8,56,019,0004-8,679,160,15,6,4,700,154,1,659,134,34,24,1
560190005-9,56,019,0005-9,86,15,3,0,3,91,16,0,88,12,4,0,0
56019002-14,56,019,002-14,182,27,3,1,0,185,22,2,172,23,7,3,0
56019006-10,56,019,006-10,91.6,11,2.9,0,0,87.9,16.1,0,85.7,10.2,7.3,1.5,0
56019008-11,56,019,008-11,268.4,18,3.1,0,0,257.1,23.9,0,243.3,16.8,11.7,10.5,0
56019009-12,56,019,009-12,99,3,3,1,0,97,8,0,92,4,5,3,0
56019010-15,56,019,010-15,58.6,0.1,0,0,0,56.6,1.1,0,52.6,0.1,3,2,0
560210001-1,56,021,0001-1,841.3,557.5,50.3,16.2,13.2,871.2,588.2,7.1,798.8,543.4,68.5,52.8,2
560210001-2,56,021,0001-2,452.9,390.6,40.5,5.9,7.9,464.8,428.2,3,437.1,376.8,52.4,25.7,4.9
560210001-3,56,021,0001-3,435.9,414.1,20.5,9,10,452.9,423.8,7.9,429.7,389.6,35.1,28.2,2
560210001-4,56,021,0001-4,204,257,11,2,8,220,248,7,212,226,26,10,1
560210001-5,56,021,0001-5,340,349,18,10,12,371,345,7,352,325,26,11,2
560210001-6,56,021,0001-6,381.3,432.8,20.8,8.9,4,430.8,406.1,3,403.1,390.2,28.7,18.8,2
560210001-7,56,021,0001-7,188,159,18,5,1,200,165,0,184,156,21,6,0
560210001-8,56,021,0001-8,420,432,33,14,8,463,431,3,414,412,46,25,1
560210001-9,56,021,0001-9,289,202,21,8,7,317,200,2,274,195,21,28,1
560210002-1,56,021,0002-1,279.7,216.2,8.2,4.1,7,312.2,196.9,0,284.9,190.8,18.3,17.2,0
560210002-2,56,021,0002-2,452,291,21,9,6,501,276,1,477,255,19,25,2
560210002-3,56,021,0002-3,515.8,398.4,19.1,5.3,12,590.7,348.8,7,572.7,321.5,26.1,16.1,3
560210002-4,56,021,0002-4,310,253,7,11,2,355,224,2,353,211,13,7,0
560210002-5,56,021,0002-5,520,396,22,12,9,575,381,6,560,345,26,18,2
560210002-6,56,021,0002-6,1255.2,729.2,32.6,24.3,15.1,1409.4,630.8,9.2,1335.6,611.2,65.8,21.7,6.1
560210002-7,56,021,0002-7,685.9,495.8,29,15,7,742.3,473.4,3,670.9,464.9,45.9,36,3
560210002-8,56,021,0002-8,114.7,67.3,2.2,3.1,0,123.9,59.4,1,117.6,53.1,4.3,5.2,2
560210002-9,56,021,0002-9,391.4,244.7,22.1,9.1,5,412.8,253.4,4.1,386.7,226.2,36.3,20,3
560210003-1,56,021,0003-1,399,296,15,13,6,425,299,3,392,270,33,24,1
560210003-2,56,021,0003-2,280,207,15,7,3,292,216,1,275,186,30,16,0
560210003-3,56,021,0003-3,283,200,16,9,1,301,204,4,269,197,27,14,4
560210003-4,56,021,0003-4,356.5,293.3,11,8,3,386.6,277.3,1,372.5,253.3,24,12,2
560210003-5,56,021,0003-5,564.3,382.2,27,8.1,3.1,592.2,380.1,3.3,548.8,362.3,37.6,23.8,1
560210003-6,56,021,0003-6,538.2,306.1,14,11,4,548.2,317.1,6,527.2,283.1,31,18,4
560210003-7,56,021,0003-7,375.4,251.2,9.6,10.5,4.8,405,239.7,2.9,374.4,224.4,29.6,15.3,1.9
560210003-8,56,021,0003-8,478,293,28,5,4,504,299,1,458,267,41,27,0
560210003-9,56,021,0003-9,820,512,36,11,9,869,495,11,800,452,66,48,1
560210004-1,56,021,0004-1,108,29,1,0,0,108,29,0,100,26,6,5,0
560210004-2,56,021,0004-2,557.7,185.6,18,7,2,577.6,183.7,4,535.6,167.6,25.1,28.1,3
560210004-3,56,021,0004-3,26.5,1,0,0,0,26.5,1,0,26.5,1,0,0,0
560210004-4,56,021,0004-4,626,203,16,7,3,655,192,2,602,190,25,23,4
560210004-5,56,021,0004-5,51,7,3,1,2,53,10,0,57,5,2,0,0
560210004-6,56,021,0004-6,1176,399,18,10,9,1214,383,6,1190,332,48,33,3
560210004-7,56,021,0004-7,733.2,292.9,28.2,11.1,5.1,774.4,284,5.1,736.1,252.7,46.3,24.3,2
560210004-8,56,021,0004-8,603.7,331.4,25,11.8,8.9,614.8,357.9,4.9,574,325.4,36.9,38.4,0
560210004-9,56,021,0004-9,866.8,357.5,23,16,7,868.8,383.5,10,796.9,350.5,58.9,46.9,6
560210005-1,56,021,0005-1,479.6,153,11.8,9.9,4.9,481.6,174.7,2,450,152,34.5,21.7,0
560210005-2,56,021,0005-2,702.5,320.6,22.4,10.7,4.9,743.3,304.1,6.8,715.1,283.7,28.2,25.3,2.9
560210005-3,56,021,0005-3,1009.5,332.9,21.4,11.1,9.2,1051.4,325.4,5.1,1002.5,294.9,38.3,35.2,2.1
560210005-4,56,021,0005-4,1711.5,534.2,40.7,27.5,18.1,1758.8,552.9,9.1,1701.6,474.2,93.3,43.2,5.1
560210005-5,56,021,0005-5,115.7,62.6,3.1,1,2,119.8,63.6,0,116.6,55.7,4.2,5,0
560210006-1,56,021,0006-1,861,129,30,5,12,865,156,7,825,129,37,34,1
560210006-2,56,021,0006-2,694,104,21,10,3,693,135,1,663,110,19,33,1
560210006-3,56,021,0006-3,712,145,6,8,5,738,140,0,695,130,25,25,0
560210006-4,56,021,0006-4,117,8,0,1,0,112,10,2,107,9,1,6,1
560210006-5,56,021,0006-5,165,15,2,1,2,171,14,0,158,17,4,4,0
