GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38049000606,38,049,000606,140,30,8,1,2,0,2,157,19,6,3,0,141,28,8,2,151,32,2,0,131,37,0,123,36,15,0,118,30,25,0,132,25,16,0
38049000607,38,049,000607,138,61,10,3,4,1,2,167,39,9,7,0,152,54,13,1,160,50,9,0,138,47,1,124,74,13,0,125,59,20,0,133,56,18,0
38049000608,38,049,000608,134,33,10,4,0,0,2,156,17,5,5,0,145,27,6,0,148,30,6,0,132,36,0,111,48,16,0,111,47,12,0,128,32,12,0
38051002801,38,051,002801,324.1,56,17,2,5,0,2,366.1,30,6,8,0,341.1,48,18,0,355.1,46,8,1,323.1,58,2,305.1,69,21,0,304.1,53,27,0,312.1,45,25,0
38051002802,38,051,002802,159.9,35,3,2,3,1,4,180.9,21,4,2,0,136.9,47,17,2,165.9,36,2,1,157.9,34,0,136.9,52,7,0,134.9,41,15,0,150.9,33,7,0
38051002803,38,051,002803,42.1,23.6,5.2,0,0,0,0.1,63.6,5.4,3.1,0,0,54.2,14.6,2.1,0,59.5,13.5,0.1,1,46.3,14.5,0,45.9,20,1.1,0,44,16.7,2.2,0,44.1,15.6,3.2,0
38051002804,38,051,002804,315.3,82.1,32,6,3,1,9,429.4,36,4,2,0,381.4,63,20,0,398.4,56,10,1,376.3,54.1,0,352.3,82.1,21,0,346.3,69.1,30,0,366.3,61,19,1
38051002805,38,051,002805,119.7,21.9,7,0,1,0,1,144.6,7,2,0,0,131.7,19,3,0,135.6,13,5,0,120.7,20,0,107.7,35.9,5,0,106.7,20.9,15,0,122.7,17,6,0
38051002806,38,051,002806,140.4,16.9,7,0,0,0,0,144.4,11,3,2,0,136.4,13.9,5,0,140.4,10,3,0,123.5,17.9,0,110.6,28.9,9,0,119.5,15.9,5,0,124.5,13.9,6,0
38053000401,38,053,000401,41,183,5,8,1,0,7,85,132,13,5,1,24,213,6,0,61,163,8,2,66,140,2,39,163,25,2,17,217,7,0,39,172,19,1
38053000402,38,053,000402,21,132,2,12,2,1,7,54,104,9,5,0,16,159,4,0,41,120,13,0,41,125,1,28,124,21,0,12,159,6,0,30,128,14,0
38053003901,38,053,003901,143.8,17.1,3,0,0,0,2,155.8,7.1,1,2,0,141.7,17.2,3.1,0,143.8,13.1,2,0,132.8,12.2,1,121.8,27.1,3.1,0,120.8,23.1,4.1,0,132.8,14.1,7.1,0
38053003902,38,053,003902,104.6,13.1,2,0,2,0,1,109.6,10,2,1,0,106.6,11.1,4,0,107.6,11.1,4,0,96.5,13,0,98.5,14.1,7,0,94.5,15.1,7,0,97.5,13.1,8,0
38053003903,38,053,003903,339.4,32.8,15.9,0,5,0,7,354.3,20.8,13.9,7.9,1,338.4,36.7,18.9,3,355.3,25.8,17.9,1,328.5,43.7,4,319.5,30.8,26.8,3,311.6,38.7,26.8,3,309.6,31.8,29.8,3
38053003904,38,053,003904,224.1,14.5,12.6,1.9,1,0,1.9,231.8,14.5,8.7,1,0,224,21.3,8.7,0,229.8,17.4,6.8,0,212.4,27.2,0,203.7,20.3,17.5,0,197.9,24.2,13.6,0,202.7,13.6,25.2,0
38053003905,38,053,003905,1152.9,97,43.6,1.1,7.9,1,14.8,1179.8,64.4,45.2,15.8,1,1146.7,89.4,63.2,2,1208.2,62.5,32.7,1,1108.1,123.8,1,1061.8,106.8,84.1,0,1051.9,117.7,68.4,1,1066.8,82.1,82.2,2
38053003906,38,053,003906,1172.1,176.3,62.2,9.9,6.1,1,19.1,1226.1,121.1,37.5,22.1,3,1147.2,157.3,81.4,3,1268.3,108.2,34.3,2,1111.8,175.7,3,1042.6,172.4,108.6,7,1024.5,174.6,104.3,7,1061.5,121.4,112.5,3
38053003907,38,053,003907,83.7,2.2,5,0,2,0,0,87.8,2.1,2,2,0,82.8,5.2,4,0,84.9,6,1,0,78.9,7.1,0,74.9,5.1,6,0,72.9,7.1,4,0,75.9,6,4,0
38053003908,38,053,003908,170.4,6.2,9.6,1,1.1,0,2.1,179.6,5,3.6,0.2,0,163.6,17,6.7,0,169.1,8.9,10.2,0,153.1,24.3,0,156.2,8.4,17.8,0,153,14.5,11.7,0,154.3,9,16.1,0
38053003909,38,053,003909,215.3,24.2,11,1,0,0,4,237.3,13.2,4,0,0,217.3,25.2,7,2,218.3,27.2,5,1,207.3,28.2,0,203.3,26.2,14,0,195.3,26.2,19,0,205.3,23.2,14,0
38055000401,38,055,000401,495,119,37,1,3,2,4,568,82,16,8,1,529,114,24,0,549,105,17,1,501,113,3,441,164,41,5,472,135,35,0,499,112,40,1
38055000402,38,055,000402,23.9,183.9,3,13.9,2,3,11.9,76.5,131.2,11.9,8.9,1,21.9,214.7,3,0,42.7,170,15.9,1,58.6,141.2,2,41.8,155.1,23.9,2,13.9,213.7,7,1,32.8,166,22.9,1
38055000801,38,055,000801,3339.5,776.8,215.9,14,19,3,41,3744.3,517.9,88,75,3,3420.4,717.9,233.9,4,3645.3,641.9,108,10,3231.6,846.6,14,2985.6,978.8,296.9,4,3078.6,789.8,332.9,7,3260.5,665.9,295.9,4
38057000401,38,057,000401,4.1,6.1,0,0.1,0,0,0.1,6.5,3.8,0.1,0,0,3.1,7.3,0,0,5.3,5,0.1,0,3.4,6.8,0,3.2,6.9,0.1,0,3.1,7.3,0,0,3.2,6,1.1,0
38057003301,38,057,003301,232.2,84.7,17.9,1,0,0,6,252.1,78.7,12,2,1,221.2,96.7,21.9,2,240.1,87.7,12.9,1,243.1,68.8,1,187.3,121.6,20.9,2,198.3,105.6,24.9,1,215.2,87.7,24.9,0
38057003302,38,057,003302,165,28,5,1,0,0,4,175,14,10,5,0,166,23,12,0,176,22,6,0,162,32,0,141,43,12,0,155,31,10,0,153,31,13,1
38057003303,38,057,003303,1267,292,83,7,4,2,30,1398,222,36,26,2,1314,278,75,1,1378,247,27,2,1345,210,7,1141,395,78,3,1213,315,75,1,1252,280,77,3
38057003304,38,057,003304,1681,174,69,10,12,2,25,1791,123,32,25,2,1708,181,75,2,1752,151,53,4,1704,186,3,1537,267,88,3,1580,213,104,2,1626,160,104,2
38057003305,38,057,003305,196.6,20.8,12.8,2,3,0,1,205.5,17.8,7.9,2,0,187.7,31.6,14.8,0,196.6,24.7,7.9,0,196.6,32.6,0,176.9,38.5,13.8,0,179.8,32.6,11.9,0,188.7,24.7,9.9,1
38057003306,38,057,003306,210,16,2,0,2,0,0,210,11,1,2,0,203,15,6,0,203,15,4,0,204,17,0,187,25,9,0,190,15,13,0,185,14,21,0
38059003101,38,059,003101,223.6,36.2,10.1,0,1,0,3,239.8,25.1,4,3,1,231.7,25.2,15.1,1,229.7,36.2,6,0,207.6,32.3,0,197.5,41.3,11.1,0,193.5,35.2,18.1,0,210.6,28.2,11.1,1
38059003102,38,059,003102,220,25,3,3,0,3,3,237,12,4,3,0,220,19,10,0,225,21,5,0,193,28,0,185,40,8,1,189,30,12,1,194,24,7,0
38059003103,38,059,003103,549.2,102,30.3,3,1,0,8,599.5,76.2,11.8,10.7,0,563.8,94.3,34.3,1,594.1,75.7,20.6,2,531.3,118,0.1,490.5,131.8,48.5,1,514.4,91.4,51.5,0,537.5,86.2,41,1
38059003104,38,059,003104,466.6,124.6,36.2,15,4,0,15,521.1,98.2,19,16,1,483.7,129.5,35.1,4,508.1,108.3,28,2,463.9,136.2,6,409.7,157.4,56,2,433.6,137.4,53.1,2,432.8,120.3,62.1,2
38059003105,38,059,003105,1244.2,310.1,99,8,9,2,38,1396.2,209,61,20,2,1270.2,270.1,141,3,1363.2,245.1,63,3,1230.2,307,7,1126.1,337.1,137,3,1152.1,269.1,157,3,1185.2,230.1,155,1
38059003106,38,059,003106,369,170,33,7,3,1,13,459,119,11,10,0,398,156,38,1,446,129,17,0,390,144,1,361,164,43,0,351,167,44,0,356,150,49,0
38059003301,38,059,003301,677.5,109.2,38.1,4,6,0,3,742.7,70.1,18.1,11,1,703.6,95.1,36.1,2,732.6,83.2,25.1,0,651.2,117.4,2,639.2,125.3,40.2,0,639.2,100.2,47.2,0,652.4,92.2,45.1,0
38059003302,38,059,003302,1179,222,66,7,9,0,19,1284,152,34,22,2,1192,192,102,0,1271,171,45,1,1143,242,6,1039,263,130,1,1089,213,108,3,1105,181,124,2
38059003303,38,059,003303,137,15,5,0,1,0,0,139,11,5,2,0,131,20,7,0,133,20,5,0,123,20,1,117,26,11,0,119,18,16,0,121,18,11,0
38059003401,38,059,003401,1259.5,361.1,98.9,15.9,7.9,1,44.7,1464.7,239.7,47.9,26.1,4,1301.4,347.1,119.8,1,1393.3,281.3,73.9,8,1267.7,346,7,1161.7,407.5,118.3,3,1183.1,337.2,135.2,3,1221.4,298.5,123,1
38059003402,38,059,003402,1413.1,444.8,130.6,14,6,0,28.9,1694.4,267.3,44.9,24.9,1,1484.9,406.9,107.7,2,1663.4,298.2,58.8,1,1510.9,337.1,6,1369.2,433.8,116.7,0,1375.2,394.9,120.7,0,1427.1,331.1,136.6,1
38059003403,38,059,003403,635,272,88,21,8,4,16,731,208,42,28,1,638,273,91,2,699,232,59,3,580,296,8,544,293,102,1,535,276,113,2,564,241,111,3
38059003404,38,059,003404,593,213,52,7,6,0,15,726,135,13,11,0,645,155,67,1,701,150,26,1,639,167,4,575,227,52,1,585,177,62,1,604,165,72,1
38059003405,38,059,003405,652.9,277.9,82,8,5,1,17,802.8,196,37,10,0,711.8,246.9,75,2,761.8,224.9,52,1,718.8,224.9,6,615.9,285.9,99,1,643.9,252.9,91,2,659.9,226.9,98,2
38059003406,38,059,003406,392,166,56,10,8,1,20,495,125,23,10,1,423,170,54,0,476,128,36,2,416,164,3,377,175,71,0,374,167,68,0,398,151,63,1
38059003407,38,059,003407,469.2,148.3,57,13,1,2,16,535.4,109.2,31,23,4,475.3,160.2,64,3,505.4,141.1,44,4,431.4,192.1,10,400.2,174.3,83,7,398.3,175.1,79,5,413.3,156.1,76,5
38059003601,38,059,003601,385.4,39.2,14.2,4,2,0,2,395.5,31.2,12.1,8,0,381.3,34.4,28.2,0,398.4,33.3,10.1,1,363.4,59.4,0,360.1,39.5,27.2,0,343.2,42.4,37.1,0,349.3,40.3,30.1,1
38059003602,38,059,003602,456.5,40.6,13.9,1,4,1,1,485.2,17.8,8.9,4,0,472.3,24.8,15.8,0,473.3,30.7,10.9,0,419.9,52.5,0,415.9,47.5,28.7,1,421.8,36.6,26.7,0,437.7,30.7,17.8,0
38061000201,38,061,000201,785.4,128.8,33.8,5,7.9,1,8.9,850.8,74.3,26.9,12.8,0,806,101.3,45.6,0,813,100.3,42.6,1,770.3,128,2,737.3,144,56.6,0,769.1,98.3,66.4,2,730.5,96.4,83.3,0
38061000202,38,061,000202,344.3,34.1,13.2,1,0.1,0,3.1,361.9,17.7,13.1,1.2,0,340.7,33.7,14.3,0,345.7,33.7,12.3,0,332.4,39,0,310.4,48,18.4,1,324.6,34.6,17.6,0,317.2,35.6,25.6,0
38061000203,38,061,000203,133,14,7,0,6,0,1,132,13,11,3,0,127,11,21,0,123,22,13,0,116,32,0,118,18,16,0,105,22,19,1,118,11,20,1
38061000401,38,061,000401,176.2,45.1,14,0,0,0,3,202.3,26,5,3,0,182.2,36.1,12,2,191.3,40.1,4,0,172.2,41.1,0,164.2,47.1,15,0,165.2,43.1,14,0,168.2,37.1,17,0
38061000402,38,061,000402,244.7,226.4,27,13,0,1,11,333.7,163.3,11,15,0,244.6,260.5,20,0,291.7,203.4,22,1,282.6,199.4,3,243.6,224.4,40.1,0,207.6,271.5,29,1,261.6,201.4,45.1,1
38061000403,38,061,000403,182.6,29.9,7,1,1,0,1,188.6,27.9,2,4,0,180.6,28.9,9,1,174.6,40.9,6,0,170.7,36.9,0,159.7,45.9,8,0,166.7,37.9,10,0,164.7,31.9,13,0
38061000404,38,061,000404,87.6,6.8,2.7,0,1.7,0,0,94.4,3.1,1,1.7,0,90.6,7.2,2.7,0,89.2,8.2,1.7,0,85.2,9.6,0,77.7,13.7,5.8,0,82.1,7.9,5.4,0.7,82.1,6.5,6.5,0
38061000405,38,061,000405,306.4,201.4,18.2,10.5,1.2,0.1,9,339.8,170.7,17.8,16.5,0.1,278.1,245.7,19.9,1,317.7,197,22.5,0.1,304.7,196.6,2.6,273.2,206.6,43.6,2,254.5,250.9,21.2,0,282.6,198.2,41.4,0.2
38061000406,38,061,000406,168.5,13.1,5.2,0,3.3,0,0,181.6,5.9,2,3.3,0,174.4,13.8,5.2,0,171.7,15.7,3.3,0,163.9,18.4,0,149.4,26.2,11.1,0,158,15.1,10.5,1.3,158,12.4,12.4,0
38061000407,38,061,000407,151.6,520,37.8,25.5,2.8,1.9,17,293.1,389.8,32.1,26.4,1.9,144,595.6,17,0,239.3,463.4,43.4,1.9,255.3,423.9,10.4,177,474.8,79.3,0.9,114.7,616.3,21.7,0,169.5,483.3,76.5,3.8
38063002301,38,063,002301,1025,536,114,11,9,0,22,1343,323,57,25,2,1161,437,125,2,1185,500,54,5,1245,299,7,1038,504,120,2,990,484,159,3,1123,394,116,2
38065003301,38,065,003301,177,21,8,0,0,0,5,193,15,5,3,0,180,24,13,0,194,17,5,1,165,40,1,161,38,11,0,155,26,22,0,171,18,19,0
38065003302,38,065,003302,86.5,13.2,7.1,0.9,0,0,0.9,101.5,7.1,2.6,0,0,89.1,18.5,2.6,0,96.2,11.5,3.5,0,83.8,16.8,0,76.8,19.4,7.9,0,82.1,13.2,7.9,0,87.3,14.1,4.4,0
38065003303,38,065,003303,75,17,8,0,1,0,0,86,11,4,1,0,79,14,9,0,82,13,6,0,78,18,0,69,25,4,0,75,17,5,0,82,10,8,0
38065003304,38,065,003304,55.6,7,1,0,2,0,0,60.6,3,1,1,0,61.6,2,2,0,61.6,4,0,0,55.6,7,0,47.7,10.9,4,0,51.6,6,4,0,55.6,5,3,0
38065003305,38,065,003305,124,13.2,4,0,0,1,1,127.1,11.1,2,2,0,121,12.1,9.1,0,124.1,14.1,3,0,123.9,9.2,0,110.9,17.2,10.1,0,113.9,14.1,8.1,0,116,14.1,7.1,0
38065003306,38,065,003306,165,16,10,0,0,0,0,178,8,5,1,0,166,20,5,1,169,17,3,0,164,21,0,153,26,8,1,152,21,12,0,160,18,7,0
38065003307,38,065,003307,147.9,31.8,8.9,2.1,2,1,4.1,169.9,19,5.4,3,0,156.3,30.5,11.4,0,164.2,28.6,4.5,0,151.6,34.3,0,143.6,38.7,10.1,0,140.3,28.8,16.1,0,143,19.9,22.6,0
38067001001,38,067,001001,417.3,105.6,22.2,8,2,1,15,487.7,74.5,10,2,1,440.5,103.6,26.1,0,465.5,89.6,17.1,0,427.5,97.5,3,364.3,140.7,41.2,1,369.2,115.7,59.3,1,403.3,94.6,41.2,1
38067001002,38,067,001002,459.5,120.6,21.9,6,2,1,10,544.2,68.8,13,3,0,490.4,96.7,32.9,2,519.3,91.7,16.9,0,464.4,107.6,1,395.7,152.5,51.8,0,380.7,116.6,87.7,0,435.6,101.7,49.8,0
38067001003,38,067,001003,490.7,159.3,46.7,5.9,2,0,11.1,602,101.8,13,4,0.1,550.1,122.8,42.9,0.1,582.6,112.5,18.9,0,534.9,129.2,2,460.7,172.6,49.9,0,433.1,140.4,105.3,1,493.8,115.7,60.6,1
38067001004,38,067,001004,487.5,131.7,32.4,2.1,4,0,13.9,569.2,94.2,12,6,2.9,518.1,115.3,40.1,2.9,578.6,88.6,16.1,0,543.2,92.9,1,455.5,155.5,45.1,0,448,115.7,76.7,1,496.4,101.4,42.4,0
38067001005,38,067,001005,149,63,16,0,1,0,2,185,39,7,0,0,167,42,22,0,184,35,12,0,179,45,1,152,58,15,0,146,55,26,0,171,45,10,0
38067001006,38,067,001006,202.9,100.4,27.9,6,1,0,3,254.6,74.6,7,6,0,222.8,94.5,21.9,0,224.8,95.5,20.9,0,226.8,87.5,1,191.9,113.4,26.9,1,175,111.4,41.8,1,198.9,95.5,31.8,1
38069001401,38,069,001401,84,12,4,0,3,0,3,98,7,2,2,0,93,13,2,0,90,13,4,0,80,17,0,72,21,5,0,78,13,8,0,80,13,5,0
38069001402,38,069,001402,92,28,6,0,1,0,2,103,23,1,0,1,96,29,1,0,103,25,0,0,91,29,0,82,41,3,0,81,36,6,0,91,27,5,0
38069001403,38,069,001403,241.1,35.5,23,1,0,0,9,272.4,26.3,6,6,0,257.3,36.4,18,0,254.2,42.5,9,0,234.3,50.3,0,212.2,63.5,18.1,0,214.2,56.5,20.1,0,231.3,38.5,21,1
38069001404,38,069,001404,142.1,60,14,2,1,0,5,176.1,40,2,2,0,161.1,48,9,0,159.1,55,4,1,144.1,62,1,137.1,64,12,0,133.1,54,22,1,143.1,46,21,0
38069001405,38,069,001405,46,23,4,0,1,0,4,70,9,1,1,0,55,17,3,0,63,16,1,0,60,11,0,47,25,4,0,52,18,5,0,50,20,6,0
38069001406,38,069,001406,303.1,89.1,26,0,1,1,9,379.2,44,4,5,0,334.1,68,21,1,333.1,86,13,0,316.1,79.1,2,279.1,112.1,30,0,284.1,82,41,0,297.1,83,27,1
38069001407,38,069,001407,206,64,24,3,2,0,5,272,28,4,5,0,246,36,20,0,239,62,6,0,225,61,2,187,84,29,0,212,65,21,0,220,55,22,0
38069001408,38,069,001408,323,120,31,3,5,0,10,446,48,6,5,0,407,71,17,0,400,95,5,0,374,68,0,329,120,28,0,338,104,23,0,367,79,19,0
38071001501,38,071,001501,300.6,108.2,25,1,2,1,9,391.7,54.1,6,7,0,348.6,84.1,20,0,375.6,74.1,7,1,333.6,68.1,3,293.5,116.2,22.1,1,274.5,90.2,51.1,1,320.6,71.2,30,1
38071001502,38,071,001502,793.5,273.8,82.9,9,12,2,13,992.3,162.9,27,20,1,904.4,214.8,68,2,950.4,206.9,38,4,904.4,195.9,2,774.5,288.8,89.9,2,767.5,245.8,118.9,2,840.4,201.9,95.9,2
38071001503,38,071,001503,1647.9,945.5,270.3,29,24,1,47.3,2302.5,551.2,91.7,42.8,2,1917.1,787,236,5,2103.7,708,149.5,3,1939.4,772.9,14.9,1703.4,897.1,270.6,5,1634.6,884.2,312.2,7,1754.1,804.1,260,8
38071001504,38,071,001504,475.1,177.4,26.7,5,5,1,16.7,604.5,100.8,8.3,2.2,0,525.9,136,41,1,574.4,122,11.5,2,568.6,102.1,0.1,471.6,185.8,36.4,0,465.4,156.8,58.8,0,498.9,139.9,43,1
38073002401,38,073,002401,161,166,31,0,1,0,6,237,111,10,3,1,201,138,20,0,226,120,15,0,199,134,2,143,178,25,1,152,166,29,1,163,140,37,2
38073002402,38,073,002402,287,176,68,9,0,0,7,421,101,21,5,0,326,179,43,1,411,117,17,0,349,141,0,263,218,49,0,282,185,54,0,324,155,40,0
38073002601,38,073,002601,443.1,356,97,9,2,0,23,699.1,184,31,17,1,532.1,312,67,3,674.1,218,36,2,577.1,251,2,452,387,59,0,457,340,79,0,500,293,72,2
38073002602,38,073,002602,318.9,140,51,4,1,1,1,435.9,67,13,9,1,345.9,140,33,1,410.9,91,18,2,358.9,103,3,272,197,28,1,278,161,32,1,319,113,34,1
38075000601,38,075,000601,167,30,13,2,1,0,4,188,18,5,3,1,173,23,11,0,185,23,5,0,156,41,0,152,38,11,0,144,34,15,1,158,20,16,0
38075000602,38,075,000602,90,19,10,1,0,0,0,104,13,3,3,0,98,17,8,0,91,21,7,0,84,24,0,70,32,11,0,63,36,12,0,73,25,11,0
38075000603,38,075,000603,441,101,23,1,1,0,8,511,48,11,8,0,485,66,23,0,486,76,8,0,465,66,1,411,121,25,0,423,96,26,0,438,87,20,0
38075000604,38,075,000604,56.5,11.9,6.9,0,0,0,2,68.4,8.9,2,0,0,63.5,9.9,5,0,65.4,10.9,2,0,63.5,11.9,1,54.5,18.8,4,0,60.5,12.9,4,0,65.4,8.9,4,0
38075000605,38,075,000605,238,39,18,0,3,0,5,268,16,7,5,1,242,31,17,0,248,30,14,0,232,38,0,208,49,22,0,217,38,21,0,224,34,20,0
38077002501,38,077,002501,342.2,159.1,31,6,2,1,9,434.2,84,24,8,1,353.2,150.1,40,0,414.2,106,24,3,351.2,146.1,6,309.2,170.1,54,1,298.2,161.1,57,2,328.2,127,54,1
38077002502,38,077,002502,180,75,14,7,1,1,5,225,45,4,7,0,192,67,18,0,227,44,13,0,188,60,2,163,83,21,0,166,63,24,0,173,55,21,0
38077002503,38,077,002503,339.6,173.3,40.1,8.3,2.5,1.3,12.1,431.3,102.6,24.9,10.8,0,353.6,154.2,53.5,0,413.5,116.6,30,0.6,366.4,145.9,0,300.1,184.8,49.7,0.6,296.3,172.7,54.8,0.6,315.4,146.5,58,0.6
38077002504,38,077,002504,149,68,11,1,0,0,3,193,34,5,1,1,156,53,24,0,179,48,6,0,164,50,2,139,74,7,1,134,65,17,1,159,45,12,1
38077002505,38,077,002505,214,60,19,3,2,0,2,250,35,11,5,0,207,68,25,0,253,40,11,0,218,59,1,201,68,24,0,199,68,19,1,215,57,15,1
38077002506,38,077,002506,198,74,29,2,1,0,6,245,46,18,4,1,203,70,39,0,240,55,15,2,211,82,2,192,82,30,1,201,65,32,1,214,45,39,1
38077002507,38,077,002507,123,52,16,1,2,0,4,153,24,14,3,0,125,47,25,0,151,30,14,0,141,43,0,119,48,21,0,119,51,19,0,134,33,22,0
38077002508,38,077,002508,555.1,207.1,63.3,8.3,4.2,1,11.4,685.5,95.3,37.6,14.1,1,590.5,166.5,65.8,0,655.6,123.9,33.8,2,571.7,178.6,1,485.5,233.4,54.3,1,513.7,169.1,71.8,0,531.9,142.3,61.5,0
38077002509,38,077,002509,373,186.3,35.5,8,4,0,10.7,513.6,86.3,16.1,2.7,0,409,144.6,48,0,489.8,101.7,21.3,0.7,440.2,121.9,0.7,382.9,168.4,35.5,0,360.3,161.1,48.1,0,417.4,112.5,38.1,0
38077002510,38,077,002510,193.4,98.7,22.9,4.7,1.4,0.7,6.9,245.7,58.4,14.2,6.2,0,201.4,87.8,30.5,0,235.6,66.4,17,0.4,208.7,83.1,0,171,105.2,28.3,0.4,168.8,98.3,31.2,0.4,179.7,83.5,33,0.4
38077002511,38,077,002511,860.8,403.6,88.2,7.8,15.8,1,25.9,1127.8,214.4,39.3,15.2,1,928.5,360,86.2,3,1102.6,246.5,39.9,2.3,968.1,314.5,3.3,863.5,388.1,87.2,1,838,372.8,108.1,3,906.7,295.2,95.4,3
38077002601,38,077,002601,123,19,16,3,1,0,5,148,15,5,3,0,115,27,29,0,141,21,9,0,124,35,0,114,31,15,0,117,34,11,0,126,19,13,1
38077002602,38,077,002602,235,103,17,2,4,1,4,290,62,13,5,1,236,94,43,0,292,61,17,0,254,75,2,226,114,21,1,235,91,28,1,250,77,20,1
38077002603,38,077,002603,382,217,36,6,6,3,8,514,123,18,6,0,406,190,58,2,492,150,18,0,445,137,0,357,248,35,0,351,227,37,0,412,173,34,0
38077002604,38,077,002604,333,113,39,5,6,5,9,418,60,17,4,0,319,133,43,0,380,85,20,1,314,106,0,280,134,40,0,250,134,48,0,299,92,44,1
38077002605,38,077,002605,165.8,54.9,15,3,1,0,1,199.8,32,6,3,0,152.8,66.9,17,0,200.8,37,3,0,150.8,51.9,1,140.8,67.9,15,1,136.8,60.9,19,0,160.8,38,20,0
38079000901,38,079,000901,366,189,25,7,5,0,10,476,110,11,12,0,382,199,26,0,291,304,14,1,388,167,1,307,226,49,0,318,217,36,1,361,168,42,1
38079000902,38,079,000902,181,212,26,13,3,1,6,259,155,13,13,0,184,244,17,0,197,233,10,1,213,183,3,175,220,30,0,157,248,26,0,176,215,31,1
38079000903,38,079,000903,143,1051,30,98,7,4,34,312,929,64,33,0,73,1302,10,0,188,1118,45,3,264,891,7,138,1052,129,2,85,1236,39,1,143,1093,88,3
38079000904,38,079,000904,208,483,28,49,1,2,18,337,390,26,20,0,194,577,19,0,247,505,31,1,272,394,5,207,471,74,1,164,558,46,0,204,491,54,0
38079000905,38,079,000905,319,164,47,8,1,1,15,417,117,23,8,1,362,165,33,1,317,223,20,5,329,173,5,272,212,57,1,296,184,53,1,327,164,45,1
38081002601,38,081,002601,247,184,58,3,2,1,7,386,104,17,7,0,313,162,34,0,379,117,7,2,323,136,0,230,218,45,0,245,190,47,1,270,169,37,1
38081002602,38,081,002602,294,120,26,5,3,0,3,366,67,14,6,0,300,102,43,0,350,81,17,0,309,107,1,251,142,41,0,258,134,41,0,295,108,29,0
38081002603,38,081,002603,131.1,89.1,16,5,1,0,1,181.2,55,10,2,0,141.1,81.1,19,1,171.1,67.1,8,2,166.1,52,1,114.1,104.1,21,1,122.1,85.1,22,1,137.1,74.1,19,0
38081002604,38,081,002604,280.9,194.9,42,5,0,5,4,400.8,123,14,4,0,292.9,191.9,47,1,376.9,151.9,13,0,325.9,125,5,233.9,250.9,26,2,241.9,224.9,33,2,270.9,182.9,41,2
38081002605,38,081,002605,135,106,25,0,0,1,2,179,74,12,2,0,136,106,26,0,187,76,8,0,145,68,1,112,134,14,0,114,109,23,2,137,99,15,0
38083000701,38,083,000701,649.8,95,29,1,6,0,6,702.8,60,17,12,0,678.8,77,30,0,677.8,86,20,2,625.8,112,0,603.8,113,46,0,610.8,102,38,0,614.8,80,51,0
38085003101,38,085,003101,18,138,6,33,0,1,9,46,114,17,9,3,17,190,4,0,57,126,9,3,42,115,6,38,131,21,3,21,175,6,0,20,169,12,0
38085003102,38,085,003102,49.3,23.6,1.2,4.1,0,0,1.1,51.6,24.5,1.1,2.1,0,44.4,34.6,1.2,0,48.5,24.5,2.1,0,43.3,21.7,0,47,27.8,1.3,0,39.1,32.7,3.3,0,41.1,32.6,2.3,0
38085003103,38,085,003103,15.8,56.5,1,9.9,1,0,6.9,26.8,48.5,5.9,2,1,18.8,70.3,2,0,28.7,51.5,5.9,1,20.8,47.5,3,14.9,52.5,13.9,1,13.9,68.4,4,0,15.8,66.4,5,1
38085003104,38,085,003104,134.7,44.7,4.3,10,3,0,3,156.3,34.4,5.2,6.1,0,135,56.7,7.3,0,158.1,33.7,7.2,0,140.6,39,1,124.4,51,16.4,1,126.4,48.8,10.4,1,132.6,39.7,15.4,1
38085003105,38,085,003105,27.1,235.5,4,36.1,0,1,19.1,60.2,211.5,15.1,21,1,21.2,297.7,5,1,66.3,224.5,23.1,0,49.2,217.4,6,42.1,230.5,32.1,0,25.1,290.6,4,0,25.1,274.6,16,1
38085003106,38,085,003106,23,261,9,35,1,2,13,94,201,16,24,4,15,325,6,0,88,225,26,2,76,228,5,49,240,43,1,23,295,18,0,34,266,34,1
38087003901,38,087,003901,106,14,8,2,2,0,0,119,6,3,4,0,110,11,11,0,114,11,5,0,106,20,0,108,12,7,0,103,18,6,0,109,12,6,0
38087003902,38,087,003902,133.1,17.9,5,0,0,0,1,138.1,9.9,2,2,0,124.2,19.9,8.9,0,135.1,14.9,3,0,115.2,24.8,0,110.3,26.8,8,0,111.3,22.9,10.9,0,122.2,15.9,8.9,0
38087003903,38,087,003903,122,11,6,1,0,0,0,130,9,2,1,1,127,10,4,1,126,15,2,1,120,12,1,112,22,4,1,118,15,2,1,116,14,6,1
