GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38089003701,38,089,003701,5062.95,1086.73,304.25,32.02,30.03,5,103.06,5622.2,674.48,198.15,67.07,8,5259.86,858.65,373.34,9.01,5428.12,825.52,199.22,13,5004.8,1003.74,20.01,4710.54,1126.76,389.37,7,4725.47,973.75,434.37,5,4873.6,812.6,421.37,6.01
38091002301,38,091,002301,103,62,15,1,5,0,1,154,32,4,2,1,129,53,7,1,142,38,5,5,136,38,0,123,46,14,0,124,41,17,0,129,36,16,0
38091002302,38,091,002302,123,81,23,3,1,0,2,174,54,6,4,0,151,65,19,0,175,58,5,0,166,51,1,130,87,8,0,136,72,17,0,130,60,37,0
38091002303,38,091,002303,111.99,74.33,13.88,0,0,0,0.99,174.43,30.72,5.95,0,0,134.79,50.54,21.8,0,170.46,34.69,3.96,0,148.66,50.54,0,123.88,70.37,11.89,0,114.96,70.37,18.83,0,124.88,46.58,30.72,0
38091002304,38,091,002304,95.85,72.55,9.11,1,1,0,7,151.33,38.21,6.04,1,0,118.02,59.36,17.17,0,143.3,46.24,8.02,0,120.14,55.37,0,96.96,79.5,14.08,0,98.88,67.52,25.13,0,108.95,59.32,21.24,0
38091002305,38,091,002305,107.48,71.59,14.29,1.02,0,0,1.04,141.07,49.32,7.04,0.04,0,122.71,54.43,16.25,0.02,138.69,54.61,5.09,0.02,108.37,60.79,1,102.05,76.95,10.2,0.02,108.08,54.79,20.29,0.02,109.55,51.52,22.2,0
38093001201,38,093,001201,755,362,79,16,8,2,30,1003,189,32,10,1,819,304,81,1,934,220,53,1,770,259,4,674,352,101,2,682,280,114,1,711,252,102,0
38093001202,38,093,001202,1119,518,104,17,4,4,35,1457,280,31,18,1,1216,415,104,2,1384,310,49,5,1115,382,8,1010,515,116,2,933,455,183,3,1017,394,131,3
38093001203,38,093,001203,774.44,309.78,85.29,20.59,6.86,0,13.72,967.56,173.51,28.43,20.59,0.98,794.05,270.56,91.17,1.96,906.78,212.73,34.31,3.92,684.25,313.7,4.9,621.51,345.07,99.99,0.98,597.99,304.88,138.22,1.96,627.4,263.7,129.4,0.98
38093001204,38,093,001204,735.86,345.84,85.85,18.07,6.13,3,29.27,957.64,206.78,35.28,26.2,0,786.52,324.88,86.98,1,903.94,251.07,46.55,1.02,723.04,310.69,2.05,648.8,365.73,108.02,1.02,591.4,364.24,135.67,2,637.73,288.64,140.36,0
38093001205,38,093,001205,598.78,233.37,51.09,16.02,3.01,1,17.03,750.02,123.22,15.04,16.03,1,609.84,214.35,65.09,2,704.96,150.27,37.05,2,573.77,221.33,2,497.69,267.39,81.12,1,502.63,231.39,90.15,2,529.68,185.31,93.15,2
38093002901,38,093,002901,199,47,5,1,0,0,4,229,20,5,2,1,193,42,20,0,222,28,8,0,173,56,0,175,50,15,0,146,44,49,0,181,26,23,1
38093002902,38,093,002902,133,40,8,4,2,0,0,157,17,8,4,0,132,29,21,0,153,21,9,0,125,36,1,97,57,12,1,85,33,53,0,116,36,11,3
38093002903,38,093,002903,275.23,83.05,32.01,1,5,1,7.01,349.26,37.03,12.01,2.01,1,288.22,76.06,30.02,1,335.24,42.04,19.01,1,265.2,84.06,1,241.19,108.07,22.02,1,231.18,74.06,48.03,1,256.19,63.04,33.02,1
38093002904,38,093,002904,558.09,133.8,36.29,5.13,5.18,0,19.4,648.26,74.73,22.42,13.3,0,553.13,143.37,41.47,0,604.25,101.17,26.82,1.03,491.02,148.5,1.08,460.62,166.6,51.53,0.03,453.98,136.95,62.49,0,477.48,102.04,61.05,0
38093002905,38,093,002905,436.09,70.3,14.13,3.02,6,0,10.02,484.21,37.28,11.08,6.02,1,428.15,72.31,26.1,0,473.18,43.28,14.12,4,405.89,89.38,0,391.68,90.49,31.27,0.01,377.78,81.33,43.29,0,400.95,52.3,40.2,0
38093002906,38,093,002906,497.78,142.3,25.73,2.42,2.14,2,7.28,600.71,69.52,5.58,7.42,0.02,509.18,119.49,39.85,0.04,581.48,76.31,9.7,0.08,470.95,124.37,1.1,421.69,159,40.03,0.02,391.2,140.19,75.81,0.04,431.8,107.35,50.63,1.02
38093002907,38,093,002907,638.83,212.86,47.74,4.78,6.68,0,15.29,791.55,101.2,16.25,11.46,0,675.06,163.29,54.42,0,753.33,118.4,30.56,0.96,596.77,203.35,2.86,580.51,208.15,57.3,0.95,557.61,183.31,91.64,0,576.72,148.92,76.38,0
38095001501,38,095,001501,517.43,158.83,49.95,5.99,2,0,14.98,634.3,87.9,18.98,11.99,0,561.38,130.86,47.95,0,600.34,128.86,14.98,2,556.39,128.86,3,469.49,183.8,55.94,1,458.5,158.83,83.91,0,512.44,135.85,49.95,0
38095001502,38,095,001502,108,55,25,0,0,0,0,159,31,5,2,0,134,50,10,0,133,57,6,0,130,43,0,105,67,10,0,113,49,20,0,124,40,19,0
38095001503,38,095,001503,107,91,15,1,1,0,4,158,60,6,2,0,132,68,21,0,107,117,4,0,130,58,0,88,104,17,0,97,86,23,0,114,77,11,0
38097002001,38,097,002001,73,50,5,2,2,0,1,103,24,3,0,0,81,38,9,1,105,23,2,0,84,30,0,65,49,9,0,61,46,12,0,65,33,18,0
38097002002,38,097,002002,107.13,64.05,12.02,1,4,0,2,144.17,38.02,6.01,2,0,112.13,61.04,18.02,0,147.18,37.02,6,0,133.14,33.04,4,113.12,60.06,12.01,0,100.12,69.04,10.02,2,110.13,51.03,19.02,0
38097002003,38,097,002003,50,38,6,1,1,0,0,68,26,1,1,0,59,32,2,0,76,18,3,0,58,22,2,51,40,3,0,51,36,5,0,51,28,13,0
38097002004,38,097,002004,432.78,253.14,56.42,10.88,4.96,0.99,10.95,596.41,147.88,24.84,9.94,0,480.53,226.23,57.5,2,571.73,159.87,33.72,2.96,517.28,185.58,2.96,402.86,278.07,56.56,0.99,408.08,257.98,65.49,0,451.51,204.45,67.73,0.99
38097002005,38,097,002005,148.22,63.86,7.58,1.12,1.04,0.01,4.05,182.59,36.12,7.16,3.06,0,164.47,52.77,11.5,1,182.27,42.13,7.28,0.04,174.72,44.42,0.04,135.14,74.93,13.44,0.01,146.92,60.02,15.51,0,147.49,49.55,26.27,0.01
38097002006,38,097,002006,229.75,119.87,20.98,1,7.99,0,6.99,319.66,70.92,2,1,1,276.7,83.91,25.97,1,293.68,87.91,7.99,1,291.69,62.93,2,219.76,123.87,24.97,1,221.76,109.88,28.97,1,235.75,91.9,32.96,2
38097002007,38,097,002007,129.25,59.13,7.02,1,0.01,1,4.01,141.34,54.08,5,0,0,135.3,55.09,9.03,0,141.32,55.09,2.01,0,139.31,38.07,0,114.24,68.13,6.03,0,124.24,56.12,5.03,0,121.25,53.1,8.04,0
38097002008,38,097,002008,324.08,148.05,49.01,3,4,0,10,432.11,82.04,15.01,6,0,340.1,136.04,50.01,0,428.11,92.04,14.01,0,387.11,99.03,3,322.08,156.06,38.01,0,298.08,133.06,78.02,0,254.06,93.04,152.05,0
38097002009,38,097,002009,140,78,28,1,1,0,4,189,49,6,5,0,165,61,20,0,177,53,16,0,173,55,0,131,76,26,0,124,69,44,0,121,50,67,0
38097002010,38,097,002010,217,118,26,3,4,0,5,296,69,10,4,0,260,84,32,1,292,68,18,0,280,71,2,225,112,31,0,233,90,37,0,213,83,64,0
38097002011,38,097,002011,220,114,38,0,4,0,7,312,60,10,3,0,254,86,36,0,304,66,14,1,271,82,2,233,109,30,1,211,117,40,1,157,65,148,1
38097002012,38,097,002012,193.92,134.95,35.99,10,2,0,7,277.89,89.96,12.99,9,1,238.9,101.96,35.99,1,275.89,90.96,19.99,3,273.89,77.97,2,204.92,143.94,28.99,0,186.92,136.94,46.98,0,152.94,94.96,119.95,0
38099001001,38,099,001001,897.01,390,129,8,8,1,34,1203.01,251,27,20,0,1075.01,305,91,1,1153.01,270,60,3,1031.01,306,4,821.01,481,115,0,786.01,331,281,0,948.01,315,122,0
38099001901,38,099,001901,2099.02,777.38,201.08,24.02,15,0,54.02,2586.19,498.28,89.03,30.01,5,2395.08,535.3,207.12,4,2461.13,517.27,214.1,5.01,2320.06,580.3,11.01,1957.85,846.41,233.13,5,1890.91,675.33,429.15,7,2076.93,629.31,250.11,6.01
38101000301,38,101,000301,593.1,120.39,36.5,4.09,4.04,0.01,12.16,668.03,57.85,26.23,10.1,1.01,598.37,97.24,62.5,1.03,628.69,86.04,44.41,1.02,577.31,142.41,0.03,544.86,129.43,67.65,0.02,547.9,112.42,71.59,1.02,577.08,91.17,64.62,2.02
38101000302,38,101,000302,861.72,200.35,79.87,10.88,4.04,0.22,23.57,996.8,110.62,47.98,15.02,0.35,913.54,169.41,77.75,2.53,946.03,151.85,55.95,1.56,855.33,230.73,3.52,764.86,246.82,105.27,3.21,779.25,222.34,105.26,1.56,839.41,164.06,106.08,1.43
38101000303,38,101,000303,686,97,54,3,3,0,13,760,42,26,16,1,703,73,63,1,743,67,34,0,646,148,1,606,119,80,1,606,92,103,1,639,82,77,1
38101000304,38,101,000304,2533.18,940.26,360.62,65.03,34.91,4.77,97.27,3167.17,583.53,170.8,75.87,6.64,2776.09,841.35,333.74,13.44,2960.28,714.12,281.64,12.42,2700.37,979.86,15.45,2422.28,944.75,455.08,8.77,2423.85,959.24,414.15,12.42,2541.51,803.77,426.29,9.55
38101000401,38,101,000401,612.05,110.08,41.03,4,7.02,0,4,681.14,63.04,26.01,10.02,0,646.09,89.09,37.03,0,661.07,93.1,15.02,0,593.03,129.11,2,554.93,145.16,48.07,2,554.99,136.09,45.07,0.01,554.99,111.08,71.08,1
38101000402,38,101,000402,426.49,46.1,39.06,7,1,0,8.02,487.6,30.08,11.02,10,0,450.55,48.09,32.04,0,465.57,56.1,12.02,0,411.55,80.1,0.01,399.47,82.17,32.03,0,376.53,79.11,40.03,1,404.57,50.08,45.03,0
38101000403,38,101,000403,140.11,37.03,3.01,0,0,0,2,156.12,18.02,2,1,0,151.11,19.02,7.01,0,149.12,27.02,5,0,124.1,35.02,0,123.1,35.03,10.01,0,116.1,34.03,13.01,0,133.1,22.02,10.01,0
38101000404,38,101,000404,192.66,49.91,7.99,1,1,0,5.99,221.61,24.96,3.99,1,0,195.66,45.92,9.98,0,199.65,43.92,6.99,1,169.7,55.9,1,164.71,64.89,12.98,0,159.72,60.89,12.98,0,182.68,41.93,12.98,0
38101000405,38,101,000405,215,46,20,1,1,0,2,249,29,2,1,0,230,37,11,1,232,42,5,0,195,60,1,177,72,17,0,179,65,17,0,197,46,19,0
38101000406,38,101,000406,398.99,54,26,2,2,0,4,435.99,35,11,10,1,403.99,60,25,1,422.99,53,10,0,381.99,77,1,361.99,74,33,0,355.99,66,35,0,378.99,52,36,0
38101000501,38,101,000501,4245,1632,475,55,33,6,121,5416,851,167,100,9,4777,1243,430,11,4993,1175,281,7,4520,1336,41,4096,1573,496,20,4058,1557,491,25,4408,1213,500,23
38101003801,38,101,003801,201.02,67.99,29.56,0,0,0.99,2.96,222.69,51.24,13.8,7.88,0.99,210.87,64.05,18.72,0.99,208.9,53.21,23.65,2.96,203.97,67.99,1.97,198.06,56.17,24.63,0.99,179.34,68.98,25.62,1.97,188.21,58.14,25.62,1.97
38101003802,38,101,003802,789,146,63,7,7,1,14,876,89,35,16,1,822,126,63,1,855,115,41,0,778,162,2,711,174,84,4,696,172,82,0,743,121,89,1
38101003803,38,101,003803,228,40,11,0,1,0,4,257,18,10,1,0,237,30,15,1,245,28,8,0,207,44,0,199,52,19,0,196,46,25,1,222,29,19,0
38101003804,38,101,003804,361.22,71.08,30.02,0,4,0,8,420.27,39.04,9.01,4,0,381.24,60.06,28.02,0,402.25,55.06,11.01,0,358.23,70.07,2,320.2,92.08,36.03,1,330.21,76.07,34.03,0,343.22,57.06,45.03,0
38101003805,38,101,003805,611.82,145.72,42.92,2,1,1,6.99,714.62,66.87,18.96,2,0,654.74,105.8,35.93,0,692.67,78.85,25.95,1,616.81,129.75,1,563.91,158.69,54.89,1,560.92,147.72,57.89,2,608.83,107.79,53.9,0
38101003806,38,101,003806,2658.96,843.2,295.06,31,15,3,58.01,3234.11,465.09,131.03,47,1,2928.02,667.14,245.05,6,3050.09,609.09,177.04,7,2784.96,774.18,15,2540.88,850.23,341.08,5,2559.87,808.21,308.08,4,2707.95,655.15,314.07,6
38101004001,38,101,004001,447.14,122.99,66.55,11.17,4.66,1.88,11.22,496.81,87.36,42.11,22.46,0.95,452.87,118.27,71.98,0.95,462.15,110.66,61.81,2.84,441.59,158.37,1.89,415.43,129.33,75.79,1.88,393.74,138.83,78.6,0.96,432.98,97.7,79.53,2.82
38101004002,38,101,004002,34.88,10.68,5.22,0.82,0.37,0.14,0.97,39.85,7.28,3.16,1.59,0.07,36.12,9.91,5.42,0.07,37.14,9.18,4.52,0.19,35.39,12.43,0.17,32.89,10.98,5.77,0.14,31.35,11.57,5.95,0.08,34.2,8.46,6.11,0.2
38101004003,38,101,004003,2400.97,1025.34,368.67,37.01,27.97,6,96.86,3038.65,640.12,180.94,61.06,4,2700.14,867.77,318.88,6,2869.81,766.94,226.02,5.02,2695.05,880.2,17.97,2397.62,988.52,362.8,8,2341.57,995.62,348.83,6.99,2472.61,816.7,382.74,8.01
38103001401,38,103,001401,253.95,34.81,10.23,1.04,4.03,0,7.04,271.54,24.44,7.09,5.07,0,270.33,23.58,17.19,0,272.34,27.68,9.07,2,241.14,44.66,0,226.86,44.89,27.22,0,238.74,33.86,22.29,0,246.94,25.67,22.24,0
38103001402,38,103,001402,190.13,59.03,11.01,2,6,1,1,230.15,37.01,6,0,0,207.14,50.02,11.01,0,202.14,63.03,4,2,193.13,55.02,0,181.13,64.03,15.01,0,176.13,56.02,20.01,0,196.13,47.02,11.01,0
38103001403,38,103,001403,231.97,32,8,0,1,0,2,252.96,21,4,1,0,232.97,29,13,0,241.96,25,8,1,209.97,42.99,0,204.97,40.99,16,0,204.97,33,13,0,202.97,35.99,16,0
38103001404,38,103,001404,224.04,59.01,9,0,4,0,2,260.05,33.01,5,5,0,229.05,53.01,13,0,249.05,46.01,6,0,219.04,57.01,0,201.04,64.02,18,0,202.04,51.01,26,0,213.04,45.01,21,0
38103001405,38,103,001405,687.53,183.26,51.79,8.96,6.98,1,11.96,817.99,101.6,21.92,16.94,0,776.17,128.48,46.83,0,778.17,151.39,17.94,1,724.33,153.42,1,657.6,204.19,57.81,0,637.72,191.22,71.73,1,687.51,149.39,56.8,0
38103001406,38,103,001406,208.87,50.97,10.99,2,1,0,4,247.85,21.99,6,0,0,224.86,32.98,11.99,1,226.86,41.97,6,1,210.87,38.98,2,206.87,47.97,12.99,1,203.87,33.98,15.99,1,204.87,34.98,9.99,2
38105000101,38,105,000101,1263,261,103,14,11,0,41,1389,171,86,31,1,1289,209,155,5,1337,208,109,4,1257,277,8,1184,248,169,7,1141,268,167,5,1147,212,207,7
38105000102,38,105,000102,1586,301,118,4,13,2,33,1798,171,44,32,2,1637,236,136,8,1717,220,70,7,1599,258,12,1512,285,136,6,1511,277,118,4,1530,209,167,5
38105000103,38,105,000103,216,37,16,0,2,0,4,241,21,5,6,1,227,30,15,2,226,33,9,0,216,38,0,198,39,23,0,194,36,25,0,198,31,29,0
38105000104,38,105,000104,1814.42,388.14,109.07,14.02,15.01,0,46.02,2007.44,249.1,80.05,24.02,1,1877.33,320.15,138.1,1,1959.37,291.13,96.07,5,1866.24,313.18,10,1722.21,373.14,156.12,2,1697.17,367.16,154.09,4.01,1731.18,276.12,192.13,4
38105000201,38,105,000201,1111.53,112.92,51.52,12.85,7.94,0,12.9,1123.5,80.22,36.67,15.87,1,1039.36,114.93,77.24,0.02,1073.09,103.98,53.51,1,965.15,138.7,2.99,943.34,108.96,95.09,2,911.65,126.81,71.36,6.94,922.51,93.15,99.06,2
38105000202,38,105,000202,154,17,11,0,0,1,3,168,5,9,1,0,149,21,12,0,160,10,10,0,147,24,0,141,13,21,0,143,18,13,0,148,15,10,0
38105000203,38,105,000203,1216.21,138.37,76.59,12.14,6.1,1,28.18,1216.37,125.03,60.43,26.2,0.01,1179.32,134.56,105.87,1,1221.83,119.29,72.61,0.01,1125.66,206.67,5.04,1095.33,137.38,145.12,1.02,1075.97,131.63,142.86,2.07,1076.14,105.2,167.16,1.02
38105000204,38,105,000204,119,17,4,0,2,0,0,127,7,3,0,0,117,11,9,0,125,13,2,0,113,18,0,104,22,8,0,108,20,5,0,113,12,11,0
38105000205,38,105,000205,237.78,60.64,17.89,2.98,4.97,0,13.91,246.74,59.64,15.9,11.92,0,195.08,108.31,23.85,0,242.76,63.61,17.89,0,222.85,71.57,2.98,194.05,74.55,40.75,0,182.12,93.43,37.77,0,200.01,68.59,41.75,0
38105000206,38,105,000206,298,30,16,2,1,0,5,311,23,10,4,0,293,32,24,0,293,36,14,2,270,53,0,263,42,30,0,261,47,27,0,261,36,39,0
38105000207,38,105,000207,334,91,27,2,2,1,7,376,63,19,5,0,337,83,36,1,349,84,25,0,322,92,1,295,112,35,0,283,109,39,0,305,80,51,1
38105000208,38,105,000208,925,112,29,3,2,0,14,940,79,31,17,2,904,112,53,0,931,103,34,2,889,119,1,844,137,65,1,838,133,59,1,872,95,67,1
38105000209,38,105,000209,159,34,14,0,1,0,0,178,21,9,3,0,165,27,21,0,159,40,12,0,161,29,0,147,41,17,0,144,42,12,0,155,31,12,0
38105000210,38,105,000210,174,36,9,0,1,0,1,184,26,5,3,0,173,36,9,0,169,43,3,0,169,32,1,156,46,10,0,150,44,18,0,160,37,14,0
38105000211,38,105,000211,463,99,29,7,5,0,10,446,79,52,10,2,435,92,58,1,458,84,48,2,434,121,3,409,94,71,1,396,100,67,1,401,83,70,1
