GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREIBLA,G20PREONON
32003007355,32,003,007355,663.1,666.6,16.2,4.1,7.1
32003007356,32,003,007356,244,454,12,2,7
32003007357,32,003,007357,532.9,581.4,18.8,6.9,10.9
32003007358,32,003,007358,166,178,4,0,4
32003007359,32,003,007359,584.3,711.7,12.9,2,9.9
32003007360,32,003,007360,293.3,521,3.9,2.9,7.8
32003007361,32,003,007361,188.7,375.6,7.6,3.8,6.6
32003007366,32,003,007366,1517,1396,32,3,25
32003007387,32,003,007387,432,299,15,3,14
32003007395,32,003,007395,559,368,8,0,16
32003007402,32,003,007402,551.1,416.7,11.4,2.1,8.3
32003007403,32,003,007403,629,552,11,1,14
32003007405,32,003,007405,657,646,7,1,15
32003007410,32,003,007410,538,561,18,3,7
32003007411,32,003,007411,705,574,13,1,18
32003007413,32,003,007413,1032,818.5,17.9,3,13.8
32003007414,32,003,007414,1121,829,9,3,16
32003007415,32,003,007415,706,627,15,1,19
32003007416,32,003,007416,490,299,10,1,10
32003007417,32,003,007417,552.8,357.8,16,3,6
32003007422,32,003,007422,776,644,20,3,14
32003007430,32,003,007430,627,631,11,5,15
32003007500,32,003,007500,852.3,701.4,17,6,16
32003007501,32,003,007501,120.5,70.7,3,1,1
32003007502,32,003,007502,265.7,239.2,2.6,1.6,3.6
32003007503,32,003,007503,204,128,4,1,7
32003007504,32,003,007504,189,99.6,7.7,0.8,3.2
32003007505,32,003,007505,2.5,1.6,0,0,0
32003007506,32,003,007506,306.4,154.2,4,1,7
32003007507,32,003,007507,743,473,7,1,10
32003007508,32,003,007508,250.7,162.6,2.9,2.9,2
32003007509,32,003,007509,556,249,21,0,12
32003007511,32,003,007511,2.8,1.8,0,0,0
32003007512,32,003,007512,335,215,11,0,7
32003007513,32,003,007513,945,449,11,6,13
32003007514,32,003,007514,0,0,0,0,0
32003007515,32,003,007515,620,592,4,1,6
32003007521,32,003,007521,15,6,0,0,0
32003007522,32,003,007522,1447,771,22,4,17
32003007523,32,003,007523,167,110,0,0,1
32003007524,32,003,007524,531.2,326.6,9.1,3,7.1
32003007525,32,003,007525,431,229,9,3,7
32003007526,32,003,007526,338,161,12,0,2
32003007527,32,003,007527,432,233,10,1,8
32003007528,32,003,007528,843,459,10,5,10
32003007529,32,003,007529,527.8,292,10,3.9,7.5
32003007530,32,003,007530,447.2,318.2,8,2,11
32003007531,32,003,007531,541,303,8,1,6
32003007532,32,003,007532,491,323,9,3,13
32003007533,32,003,007533,0,0,0,0,0
32003007534,32,003,007534,786.7,1653.4,7,4,24
32003007535,32,003,007535,0.1,0.1,0,0,0
32003007536,32,003,007536,336,844,6,1,9
32003007541,32,003,007541,0.8,0,0,0,0
32003007542,32,003,007542,11.5,21.1,1,0,0
32003007543,32,003,007543,1,1.6,0,0,0
32003007545,32,003,007545,382.9,747.1,10,1.3,12
32003007550,32,003,007550,12.5,19.5,0,0.6,0
32003007551,32,003,007551,245,666,14,2,8
32003007552,32,003,007552,351.6,621.6,9,3,11.9
32003007553,32,003,007553,385,471,17,2,10
32003007554,32,003,007554,274,458,6,2,7
32003007555,32,003,007555,446.6,811.1,17,5,15
32003007561,32,003,007561,330.4,655.8,8.9,3,8.9
32003007562,32,003,007562,310,648,12,2,5
32003007563,32,003,007563,212,473,2,0,10
32003007564,32,003,007564,280.6,643.9,7.8,1.1,8.7
32003007569,32,003,007569,647,651,10,3,19
32003007570,32,003,007570,353,396,5,2,9
32003007571,32,003,007571,400,349,10,3,17
32003007572,32,003,007572,461,458,18,7,13
32003007573,32,003,007573,475,689,14,1,11
32003007574,32,003,007574,452,659,14,2,9
32003007575,32,003,007575,239,444,13,1,3
32003007581,32,003,007581,502,880,10,3,10
32003007582,32,003,007582,644,743,12,1,7
32003007583,32,003,007583,546,916,8,6,14
32003007584,32,003,007584,426,768,13,5,15
32003007585,32,003,007585,306,762,3,1,8
32003007590,32,003,007590,77.9,82.9,3.6,0,0.7
32003007591,32,003,007591,355,494,9,3,9
32003007592,32,003,007592,512,505.8,12.2,0,1.3
32003007593,32,003,007593,663.4,1115.9,25.3,4.4,14.8
32003007594,32,003,007594,716.1,971.7,18.1,3.8,18.1
32003007595,32,003,007595,262.9,681.5,4.5,1.3,4.6
32003007596,32,003,007596,191.5,313.4,1.6,0.8,7
32003007601,32,003,007601,490.8,941.2,17.8,3,20.7
32003007602,32,003,007602,565,888,16,1,10
32003007603,32,003,007603,715.5,1215.5,22,2,16
32003007604,32,003,007604,472.4,799.5,8.6,2.2,9.6
32003007605,32,003,007605,425.6,696.5,18.4,0.8,8.4
32003007611,32,003,007611,476.8,740.7,10.8,0.2,8.7
32003007612,32,003,007612,266.2,343.8,8.4,0.8,7.6
32003007613,32,003,007613,422,570.5,9.8,3.1,5.7
32003007614,32,003,007614,459,450,12,3,17
32003007615,32,003,007615,784,894,23,2,27
32003007622,32,003,007622,279.2,260.6,9.8,1,2.9
32003007623,32,003,007623,661.2,665.2,13,0,17
32003007624,32,003,007624,737,568,11,3,11
32003007625,32,003,007625,380,419,6,1,10
32003007631,32,003,007631,697,903,20,2,17
32003007632,32,003,007632,487,391,11,2,10
32003007633,32,003,007633,476,497,7,0,7
32003007634,32,003,007634,311,330,1,2,7
32003007635,32,003,007635,448,407,7,4,6
32003007641,32,003,007641,373,486,1,1,8
32003007642,32,003,007642,345,377,0,0,4
32003007643,32,003,007643,311,289,3,1,10
32003007644,32,003,007644,508,593,10,0,16
32003007645,32,003,007645,225,174,4,2,5
32003007651,32,003,007651,955,925,10,1,20
32003007652,32,003,007652,418,537,6,2,6
32003007653,32,003,007653,342,539,9,2,8
32003007654,32,003,007654,493,487,6,2,7
32003007661,32,003,007661,404,272,6,2,5
32003007662,32,003,007662,524,465,13,4,5
32003007663,32,003,007663,624,548,8,0,11
32003007664,32,003,007664,439,354,8,5,3
32003007665,32,003,007665,548.2,476.4,8.3,1,11.8
32003007671,32,003,007671,402,434,6,0,9
32003007672,32,003,007672,336.8,300.6,13.7,0,3.2
32003007674,32,003,007674,194,195,5,1,5
32003007675,32,003,007675,342,439,6,0,6
32003007681,32,003,007681,449,456,8,2,13
32003007682,32,003,007682,338,278,3,1,2
32003007683,32,003,007683,532,559,12,2,5
32003007684,32,003,007684,412,320,9,3,9
32003007685,32,003,007685,519,427,10,3,10
32003007691,32,003,007691,287,351,0,0,6
32003007692,32,003,007692,613,636,14,3,15
32003007693,32,003,007693,747,589,13,4,8
32003007694,32,003,007694,663,582,13,2,11
32003007695,32,003,007695,518,502,10,1,8
32003007701,32,003,007701,60,44,1,0,3.9
32003007702,32,003,007702,695,495,15,3,13.1
32003007703,32,003,007703,483,453,10,4,5
32003007704,32,003,007704,262.6,237.8,2,2,9
32003007705,32,003,007705,452.4,622.8,8,3,6
32003007706,32,003,007706,503,479,8,3,6
32003007707,32,003,007707,440,435,8,2,13
32003007712,32,003,007712,411,381.4,7,2,7
32003007713,32,003,007713,352,350,7,1,5
32003007714,32,003,007714,482,325,5,1,6
32003007715,32,003,007715,790,651,17,4,17
32003007720,32,003,007720,1.8,1.3,0,0,0
32003007722,32,003,007722,377,348,4,0,12
32003007723,32,003,007723,590.8,516.5,12.5,2.3,10.5
32003007724,32,003,007724,15,23,0,0,1
32003007726,32,003,007726,1091.6,616.2,16,4.8,15.2
32003007730,32,003,007730,1057.7,901.7,14,3,14
32003007731,32,003,007731,521,508,16,1,10
32003007732,32,003,007732,652,570,11,3,8
32003007733,32,003,007733,468,461,9,1,10
32003007734,32,003,007734,0,0,0,0,0
32003007743,32,003,007743,0,0.5,0,0,0
32003007745,32,003,007745,18.2,23.7,0.5,0,0.3
32003007906,32,003,007906,0.3,0.2,0,0,0
32003007908,32,003,007908,0.6,0.5,0,0,0
32003007910,32,003,007910,0,0,0,0,0
32003007912,32,003,007912,0.2,0.5,0,0,0
32003007920,32,003,007920,0,0,0,0,0
32003007923,32,003,007923,20.9,17.7,0.4,0.1,0.3
32003007926,32,003,007926,0,0,0,0,0
32005000001,32,005,000001,212.6,646.7,5,2,6
32005000002,32,005,000002,400.6,938.7,15.8,1,17.8
32005000003,32,005,000003,460.1,648.9,13.1,2,15.9
32005000004,32,005,000004,301,499,22,3,11
32005000005,32,005,000005,287.7,609.6,7,2,12.1
32005000006,32,005,000006,487,777.8,14.8,4.9,24.6
32005000007,32,005,000007,340.9,490.1,15.9,2,9.1
32005000008,32,005,000008,384,803,17,6,13
32005000009,32,005,000009,335,642,11,2,9
32005000010,32,005,000010,301.9,782.4,14.8,4,13.8
32005000011,32,005,000011,309.7,830.1,15,2,11
32005000012,32,005,000012,161.3,152.8,5,0.4,5.8
32005000013,32,005,000013,496,748,19,2,16
32005000014,32,005,000014,241.8,714,8.1,1.1,14.7
32005000015,32,005,000015,113,305,3,1,3
32005000016,32,005,000016,237,500,12,1,6
32005000017,32,005,000017,368.6,973.2,14.6,1,11.8
32005000018,32,005,000018,215,435,5,2,8
32005000019,32,005,000019,275.4,483.3,13,1.6,12.2
32005000020,32,005,000020,373.3,642.8,8,3,16
32005000021,32,005,000021,289,830,7,3,15
32005000022,32,005,000022,376,820,9,2,17
32005000023,32,005,000023,340.1,509.7,14.7,2.8,9.2
32005000024,32,005,000024,110.8,360.9,5,1,6
32005000025,32,005,000025,436.4,917.3,27,2,18
32005000026,32,005,000026,217,349,7,1,12
32005000027,32,005,000027,318,497,5,1,13
32005000028,32,005,000028,222,608,8,0,16
32005000029,32,005,000029,206.3,515.6,3.2,0,10.3
32005000030,32,005,000030,0,2,0,0,0
32005000031,32,005,000031,267,429,7,0,9
32005000032,32,005,000032,140,388,4,1,9
32005000033,32,005,000033,157.3,343.9,11,2,13
32005000034,32,005,000034,197.9,356.3,7.3,1.2,10.8
32005000035,32,005,000035,166.4,305,3.3,0.1,11.6
32005000036,32,005,000036,150.6,255.5,3.6,0.9,8.2
32005000037,32,005,000037,229,301,5,0,9
32005000038,32,005,000038,347.5,296.3,8.9,2,3.9
32005000039,32,005,000039,140.5,128.7,4.1,0,1.1
32005000040,32,005,000040,308.2,316.5,7.6,2.1,8.3
32005000041,32,005,000041,651.8,482.5,20.4,1.9,11.7
32005ZZZZZZ,32,005,ZZZZZZ,3,5.6,0.1,0,0.2
32007000001,32,007,000001,134,361,12,4,7
32007000002,32,007,000002,139.7,265.9,11.6,3.6,6.3
32007000003,32,007,000003,168,347,19,0,12
32007000004,32,007,000004,154,323,15,0,9
32007000005,32,007,000005,124,337,13,2,8
32007000006,32,007,000006,136.2,515.8,21,1,4
32007000007,32,007,000007,104,341,6,1,7
32007000008,32,007,000008,188,524,20,1,6
32007000009,32,007,000009,131,279,17,5,8
32007000010,32,007,000010,236,717.5,9.6,5,7.3
32007000011,32,007,000011,177.4,331.6,20.4,1,12.6
32007000012,32,007,000012,223.8,753.3,17.3,5.1,10.2
32007000013,32,007,000013,93.4,459,2.9,1.3,5.4
32007000014,32,007,000014,294.4,936.2,23.2,3,17.1
32007000015,32,007,000015,67,376,5,3,3
32007000016,32,007,000016,30.8,340,5,0,3
32007000017,32,007,000017,2.4,10.9,1,0,0
32007000018,32,007,000018,52,159.7,0.7,0.7,4.8
32007000019,32,007,000019,76,263.5,2.3,0.3,6.2
32007000020,32,007,000020,320.9,315.1,12.8,4.9,17.7
32007000021,32,007,000021,100,96,7,0,7
32007000022,32,007,000022,203,1264,24,3,13
32007000023,32,007,000023,264,1270,23,1,11
32007000024,32,007,000024,101,741,8,0,7
32007000025,32,007,000025,123,695,3,1,1
32007000026,32,007,000026,98.8,513.4,9,2,4
32007000027,32,007,000027,42.1,385.5,1,0,1.1
32007000028,32,007,000028,9,82,1,0,2
32007000029,32,007,000029,98.1,29.2,1,1,3
32007000030,32,007,000030,4,37.5,0,0.8,0
32007000031,32,007,000031,12.9,33.3,0,1.2,0
32007000032,32,007,000032,75,750,10,3,6
32007000033,32,007,000033,18.3,104.4,1.1,0,0
32007000034,32,007,000034,9.7,110.6,1.9,0,1
32007000035,32,007,000035,11.1,97.5,0,1,0
32007000036,32,007,000036,21.9,96.4,1,1,2
32007000037,32,007,000037,27.5,112.8,2.5,0.1,0.4
32007000038,32,007,000038,119.6,88,4.8,0,1.9
32007000039,32,007,000039,18,99,1,1,0
32007000040,32,007,000040,168,1155,19,3,6
32007000041,32,007,000041,179,1024,22,6,6
32009000001,32,009,000001,36,179,4,1,3
32009000002,32,009,000002,4.1,42.5,0,0,1
32009000003,32,009,000003,29.9,164.5,2,0,2
32009000004,32,009,000004,2,11,0,0,0
32009000005,32,009,000005,2,3,0,0,0
32011000001,32,011,000001,26.8,332.5,3,0,2
32011000002,32,011,000002,42,249,0,2,3
32011000003,32,011,000003,16.2,140.5,2,1,2
32011000004,32,011,000004,20,173,1,0,1
32013000001,32,013,000001,189.6,549.8,11.8,2.1,4.6
32013000002,32,013,000002,196.6,395.9,13.7,1.8,10
32013000003,32,013,000003,189.3,487.2,11.6,3.5,5.8
32013000004,32,013,000004,200.6,408.6,9.1,3.6,11.8
32013000005,32,013,000005,252,800.2,12.6,4.1,13.2
32013000006,32,013,000006,216.6,871.2,11.9,3,12.9
32013000008,32,013,000008,9,84.3,0,0,0
32013000009,32,013,000009,28.8,125,5,0,2
32013000010,32,013,000010,65.5,59.8,0.1,2,1.1
32013000011,32,013,000011,18.6,217.9,1.9,0,1.9
32013000012,32,013,000012,23.7,136.3,1.1,0,1
32013000013,32,013,000013,36.4,193,4.9,1,1
32013000014,32,013,000014,88.1,527.4,8.4,0.9,3.8
32013000015,32,013,000015,51,241,1,0,2
320130007-2,32,013,0007-2,123.5,779.5,11,1,7
32015000001,32,015,000001,77,326,7,0,5
32015000002,32,015,000002,122.2,328.7,7.6,0,5.1
32015000003,32,015,000003,39.5,160.5,0.4,0,0.1
32015000004,32,015,000004,66.5,528.5,7.6,0.9,2.9
32015000005,32,015,000005,142.8,630.3,8.4,4,10.9
32015000006,32,015,000006,8,62.8,1,0,3
32015000007,32,015,000007,13,85,0,0,2
32015000008,32,015,000008,3,15.2,0,0,0
32015000009,32,015,000009,24,61,4,0,1
32017000001,32,017,000001,49,576,4,2,1
32017000003,32,017,000003,45,470,4,2,4
32017000004,32,017,000004,110,505,4,1,7
32017000005,32,017,000005,1,35,0,0,0
32017000233,32,017,000233,95,395,3,3,11
32017000236,32,017,000236,30,86,2,0,1
32019000001,32,019,000001,169,480.1,8,4,5
32019000002,32,019,000002,157.8,529.2,6,5,8
32019000003,32,019,000003,242,501,3,3,12
32019000004,32,019,000004,90,346,2,2,5
32019000005,32,019,000005,20.2,44.2,0.4,1,1.2
32019000006,32,019,000006,319.1,969.6,12.1,4,10
32019000007,32,019,000007,184,791,12,0,9
32019000008,32,019,000008,69.5,272.8,5,0,4
32019000009,32,019,000009,365.9,814.9,11.5,2,11.4
32019000010,32,019,000010,69,153,7,1,6
32019000011,32,019,000011,318,778,12,1,7
32019000012,32,019,000012,180.3,380.5,9.8,0,3.4
32019000013,32,019,000013,454.1,1209.6,19.8,4.4,12.1
32019000014,32,019,000014,444.8,1130.5,15.5,3.8,10.7
32019000015,32,019,000015,378.3,738.4,11.5,2.6,13.8
32019000016,32,019,000016,375,758,9,7,18
32019000017,32,019,000017,132.9,381.5,3.6,1.2,3.7
32019000018,32,019,000018,114,270,3,0,1
32019000019,32,019,000019,175,260,4,2,6
32019000020,32,019,000020,81,44,1,0,2
32019000021,32,019,000021,235.6,783,16,4.7,5.7
32019000022,32,019,000022,90.8,287.7,2.7,1.2,3.2
32019000023,32,019,000023,238.2,575.1,19.5,1.2,12.5
32019000024,32,019,000024,140,391.1,15.9,4,5
32019000025,32,019,000025,210.9,542.6,12.9,1,7
32019000026,32,019,000026,137.9,415.4,18.2,9.1,4.1
32019000027,32,019,000027,352.3,935.5,28.8,2.1,10.4
32019000028,32,019,000028,182.5,468.9,11.7,4.8,10.6
32019000029,32,019,000029,116,321,8,1,4
32019000030,32,019,000030,243,449,17,3,7
32019000031,32,019,000031,196,488,14,1,0
32019000032,32,019,000032,275,476.8,21.2,1,5.1
32019000033,32,019,000033,392,701,36,5,17
32019000034,32,019,000034,62.5,185.5,1.8,0,4.6
32019000035,32,019,000035,78,185,4,0,3
32019000036,32,019,000036,109,247,1,1,4
32019000037,32,019,000037,260,610,19,2,6
32019000038,32,019,000038,282.9,733.9,24.7,10.2,12.4
32019000039,32,019,000039,316.9,792,15.3,3.1,7.2
32019000040,32,019,000040,213.9,484.3,17.2,3.6,9.3
32021000001,32,021,000001,108,227,7,2,6
32021000002,32,021,000002,92,239,2,1,3
32021000003,32,021,000003,72,112,3,0,4
32021000004,32,021,000004,71,115,6,1,3
32021000005,32,021,000005,67,165,1,0,2
32021000006,32,021,000006,96,163,3,1,2
32021000007,32,021,000007,16.9,68.7,1,0,2
32021000008,32,021,000008,4,24,0,0,0
32021000009,32,021,000009,22,73,1,0,0
32021000010,32,021,000010,5,3,0,0,0
32021000011,32,021,000011,239.2,109.5,9,4,12
32021000012,32,021,000012,36,124,2,1,4
32023000001,32,023,000001,100,278,6,5,3
32023000002,32,023,000002,5.9,50.3,0,0,0
32023000003,32,023,000003,52.1,23.7,0,0,1
32023000004,32,023,000004,17,56,1,0,0
32023000005,32,023,000005,13,6,0,0,0
32023000006,32,023,000006,133,256,5,1,2
32023000007,32,023,000007,13.2,52.2,0,0,2
32023000008,32,023,000008,1.8,2.8,0,0.1,0
32023000009,32,023,000009,475.2,1104.3,16.8,3.9,9.9
32023000010,32,023,000010,201,434,8,2,3
32023000011,32,023,000011,406,741,16,9,5
32023000012,32,023,000012,56,336,8,0,0
32023000013,32,023,000013,5,17,0,0,0
32023000014,32,023,000014,188,754,14,2,10
32023000015,32,023,000015,15,27,0,0,3
32023000016,32,023,000016,423.9,840.3,10.1,4,10.1
32023000017,32,023,000017,312.2,684.1,7.7,3.1,5.6
32023000018,32,023,000018,13.1,27.2,0,0.9,0
32023000019,32,023,000019,809,1827.4,27.4,6.5,25.5
32023000020,32,023,000020,353.4,793.7,8.8,2,8.8
32023000021,32,023,000021,401.8,1012.7,16.2,10.1,9.1
32023000022,32,023,000022,200.4,530.5,10.1,3.4,10.1
32023000023,32,023,000023,130.5,282.9,3.2,1.1,3.5
32023000024,32,023,000024,321,721,5,4,8
32023000025,32,023,000025,95,316,8,4,4
32023000026,32,023,000026,201,477,10,6,9
32023000027,32,023,000027,261,625,8,5,8
32023000028,32,023,000028,413,955,5,2,8
32023000029,32,023,000029,444,963.8,11.9,5,21.9
32023000030,32,023,000030,337,814,12,2,15
32023000031,32,023,000031,340,1010,11,5,12
32023000032,32,023,000032,530.5,1162.1,10.8,4.9,27.5
32023000035,32,023,000035,18.8,346.8,3,1,1
32027000001,32,027,000001,162,585,5,1,4
32027000003,32,027,000003,129,265,3,0,7
32027000004,32,027,000004,110,203,3,3,5
32027000005,32,027,000005,14,109,0,0,0
32027000006,32,027,000006,80,398,4,2,0
32027000007,32,027,000007,52,171,0,1,4
32029000001,32,029,000001,98.6,245.2,2,1,1
32029000002,32,029,000002,126.4,238.8,4,0,7
32029000003,32,029,000003,2,20,0,0,0
32029000004,32,029,000004,128.1,311.7,2.2,0,2.1
32029000005,32,029,000005,294.6,690,11.8,2,9.8
32029000006,32,029,000006,56.3,87.4,2.8,0,2.3
32029000007,32,029,000007,0,0,0,0,0
32029000008,32,029,000008,4.5,10.5,0.1,0,0.1
32029000009,32,029,000009,0,0,0,0,0
32029000010,32,029,000010,0,0,0,0,0
32029000011,32,029,000011,2,6,0,0,0
32029000012,32,029,000012,1.3,1.7,0,0,0
32029000013,32,029,000013,0,0,0,0,0
32029000014,32,029,000014,0,0,0,0,0
32029000015,32,029,000015,2.4,5.8,1.4,0,0
32031001000,32,031,001000,396,160,6,0,11
32031001002,32,031,001002,536.6,324,10,2,13.8
32031001003,32,031,001003,846.4,380,24,1,19.2
32031001005,32,031,001005,0,0,0,0,0
32031001006,32,031,001006,248,106,3,1,5
32031001007,32,031,001007,706.7,537,8.4,1,25.2
32031001008,32,031,001008,246,128,2,1,5
32031001010,32,031,001010,725,452,17,2,22
32031001011,32,031,001011,568,297,6,4,8
32031001012,32,031,001012,188.1,130.7,3.8,0,6
32031001014,32,031,001014,723,458,9,2,20
32031001015,32,031,001015,19,9,1,0,1
32031001016,32,031,001016,654.9,399.3,37.2,5,12
32031001018,32,031,001018,709,246,24,5,14
32031001020,32,031,001020,612,434,7,2,15
32031001022,32,031,001022,522.4,384.1,6.8,0,10.6
32031001023,32,031,001023,387.4,326.5,3.2,0,8.6
32031001024,32,031,001024,722,565,14,4,17
32031001026,32,031,001026,426,317,8,0,8
32031001027,32,031,001027,238,142,3,1,1
32031001029,32,031,001029,724,607,9,3,18
32031001031,32,031,001031,359,278,7,0,8
32031001032,32,031,001032,331,219,5,0,9
32031001033,32,031,001033,609,338,9,1,18
32031001035,32,031,001035,352,122,7,3,5
32031001036,32,031,001036,462,170,13,2,10
32031001038,32,031,001038,277,168,0,0,2
32031001039,32,031,001039,300,184,6,3,5
32031001040,32,031,001040,1,1,0,0,0
32031001043,32,031,001043,488,292,20,2,11
32031001044,32,031,001044,675.6,540.1,21.6,4,21
32031001045,32,031,001045,227.6,202.8,8.4,0.9,6.1
32031001046,32,031,001046,83.4,57.1,0.3,0,0.9
32031001047,32,031,001047,115.9,127.4,2.5,1.7,7.4
32031001050,32,031,001050,0,0,0,0,0
32031001051,32,031,001051,0,1,0,0,0
32031001053,32,031,001053,245,184,3,0,4
32031001055,32,031,001055,613,434,27,7,17
32031001056,32,031,001056,561,366,25,0,12
32031001057,32,031,001057,790,522,26,4,15
32031001058,32,031,001058,0,0,0,0,0
32031001059,32,031,001059,0,0,0,0,0
32031001061,32,031,001061,0,0,0,0,0
32031002000,32,031,002000,233,139,3,2,4
32031002002,32,031,002002,0,0,0,0,0
32031002004,32,031,002004,435,190,10,5,8
32031002006,32,031,002006,483.8,334.9,7.4,0.9,3.7
32031002007,32,031,002007,52,19,0,0,3
32031002009,32,031,002009,248.2,103.8,3,0,3.2
32031002010,32,031,002010,173,132,1,0,6
32031002013,32,031,002013,174,172,0,2,5
32031002016,32,031,002016,318.5,288.3,9,0,5.4
32031002017,32,031,002017,403,251,12,2,9
32031002018,32,031,002018,649,496,22,0,20
32031002019,32,031,002019,715.7,968.3,19.9,0,15.1
32031002020,32,031,002020,216,140,10,1,7
32031002021,32,031,002021,211.5,245.7,1.7,2.5,4.2
32031002022,32,031,002022,210.2,277.7,3.1,0,9.1
32031002023,32,031,002023,596,393,16,3,13
32031002025,32,031,002025,200,270,3,0,5
32031002026,32,031,002026,217,112,7,1,7
32031002027,32,031,002027,338,293,5,0,9
32031002028,32,031,002028,386,343,5,0,15
32031002029,32,031,002029,309.6,277.6,8,0,10
32031002030,32,031,002030,270,231,4,1,5
32031002031,32,031,002031,457,514,4,9,15
32031002032,32,031,002032,515,349,16,1,8
32031002033,32,031,002033,711.2,810.9,19.5,4.9,22.5
32031002034,32,031,002034,204,297,2,1,5
32031002035,32,031,002035,332,445,15,1,10
32031002036,32,031,002036,452,392,16,0,11
32031002037,32,031,002037,595.1,585.7,16.9,4,15.9
32031002039,32,031,002039,309,188,14,0,5
32031002040,32,031,002040,247,175,7,0,5
32031002041,32,031,002041,1066.7,1106,18.4,1.1,18.5
32031002042,32,031,002042,592,512,15,2,15
32031002043,32,031,002043,32.9,35.6,0.8,0.1,0.9
32031002047,32,031,002047,492.1,440.5,13.3,2,17.4
32031002048,32,031,002048,12.8,12,0.5,0.1,1
32031002049,32,031,002049,613,322,13,3,9
32031002050,32,031,002050,326.4,243.4,0,0,8
32031002051,32,031,002051,0,0,0,0,0
32031002057,32,031,002057,0.4,0.5,0,0,0
32031002058,32,031,002058,791.3,814.2,22.6,3.7,19.1
32031002060,32,031,002060,108.7,102.4,4.3,0.6,8.5
32031002062,32,031,002062,75.5,69.6,0,0,1
32031002064,32,031,002064,3.8,5.4,0.2,0,0.1
32031002065,32,031,002065,19.9,14.3,0.5,0,0.2
32031002068,32,031,002068,506.5,507.8,13.1,2,19
32031002070,32,031,002070,0,0,0,0,0
32031002073,32,031,002073,2,0,0,0,0
32031002074,32,031,002074,1.1,1.3,0,0,0
32031002078,32,031,002078,0,0,0,0,0
32031002080,32,031,002080,427.9,430.5,12.3,1.8,7.9
32031002081,32,031,002081,799.6,901.7,21.2,3.9,22.2
32031003001,32,031,003001,247.1,156.6,8.8,2.9,2.9
32031003002,32,031,003002,3,5,0,0,0
32031003003,32,031,003003,0.4,1.2,0,0,0
32031003004,32,031,003004,342,170,9,2,9
32031003005,32,031,003005,32.7,16.9,2,1,0
32031003006,32,031,003006,164.2,106.2,3,3,4
32031003007,32,031,003007,705,307,13,3,4
32031003008,32,031,003008,332.3,142.1,6,2,3
32031003009,32,031,003009,927.4,293.9,20.8,5.1,15.4
32031003010,32,031,003010,725,334,20,2,15
32031003011,32,031,003011,167.6,92.1,9.2,0.9,4.6
32031003012,32,031,003012,633,255,15,2,8
32031003013,32,031,003013,2,2,0,0,0
32031003014,32,031,003014,54,21,1,1,0
32031003015,32,031,003015,8.7,8.1,0,0,0
32031003016,32,031,003016,762,377,11,3,10
32031003017,32,031,003017,622.5,244.4,6,0,7
32031003018,32,031,003018,578.8,202.4,9.8,3,4.9
32031003019,32,031,003019,378.6,210.8,6,1,7
32031003020,32,031,003020,367,193,13,1,10
32031003021,32,031,003021,7.1,9.7,0,0,0
32031003022,32,031,003022,559,379,20,0,8
32031003023,32,031,003023,290,125,7,1,7
32031003024,32,031,003024,598,435,10,4,11
32031003025,32,031,003025,1.9,0,0,0,0
32031003026,32,031,003026,671.5,512.3,24,5,23
32031003027,32,031,003027,5.1,3,0,0,0
32031003028,32,031,003028,167.8,61.2,4,0,0.8
32031003029,32,031,003029,148,150,6,0,4
32031003030,32,031,003030,219,186,14,0,6
32031003031,32,031,003031,337.5,211.7,17,2,11
32031003032,32,031,003032,348,291,16,1,12
32031003035,32,031,003035,0,0,0,0,0
32031003036,32,031,003036,140,61,0,0,1
32031003038,32,031,003038,828.1,842.2,24.6,6.6,19.9
32031003039,32,031,003039,0,1,0,0,0
32031003040,32,031,003040,299,86,2,1,6
32031004000,32,031,004000,475,215,14,1,13
32031004003,32,031,004003,330.3,225.6,16.2,0.1,2.2
32031004005,32,031,004005,292.4,188.2,7,1.8,6.1
32031004007,32,031,004007,7,8,0,0,0
32031004009,32,031,004009,239.5,198.9,5,2,6.9
32031004012,32,031,004012,268.8,132.5,10.1,1.9,5
32031004014,32,031,004014,502,391,18,5,7
32031004015,32,031,004015,0,2,0,0,0
32031004016,32,031,004016,690.8,503.7,28.6,1.9,14.8
32031004017,32,031,004017,597,412,16,5,19
32031004018,32,031,004018,0,0,0,0,0
32031004019,32,031,004019,464,436,16,2,20
32031004020,32,031,004020,171,88,4,0,2
32031004021,32,031,004021,300.5,340.3,13.3,1.3,2.1
32031004022,32,031,004022,45.3,30.5,1.7,0.9,0
32031004023,32,031,004023,282.1,249.6,13,2.8,8.3
32031004024,32,031,004024,298.2,214.2,11.3,0.1,5.6
32031004025,32,031,004025,331.9,292.3,9.4,1.9,15
32031004026,32,031,004026,28.5,55.2,1.4,0.2,0.8
32031004029,32,031,004029,0.6,1.7,0,0,0
32031004032,32,031,004032,625.7,860.9,28.5,5.8,17.7
32031004033,32,031,004033,660,487.4,12.8,0.1,7.9
32031004035,32,031,004035,853.5,755.6,43.7,5.7,17.1
32031004036,32,031,004036,330,317,9,1,8
32031004037,32,031,004037,513,420,18,3,14
32031004038,32,031,004038,319.8,241.7,8.3,4,9.2
32031004039,32,031,004039,765.8,539.9,31.2,1.1,8.2
32031004040,32,031,004040,0,0,0,0,0
