GEOID,G18GOVRDUN,G18GOVDBEG,G18GOVLTOI,G18GOVIWAL,G18GOVOWRI,G18HALRYOU,G18HALDGAL,G18HALOWRI
020130001001212,0,0,0,0,0,0,0,0
020130001001161,0,0,0,0,0,0,0,0
020130001001108,0,0,0,0,0,0,0,0
020130001002355,0,0,0,0,0,0,0,0
020130001002370,0,0,0,0,0,0,0,0
020130001002356,0,0,0,0,0,0,0,0
020130001001340,0,0,0,0,0,0,0,0
020130001001324,0,0,0,0,0,0,0,0
020130001001319,0,0,0,0,0,0,0,0
020130001001332,0,0,0,0,0,0,0,0
020130001001039,0,0,0,0,0,0,0,0
020130001001182,0,0,0,0,0,0,0,0
020130001001122,0,0,0,0,0,0,0,0
020130001001283,0,0,0,0,0,0,0,0
020130001002030,0,0,0,0,0,0,0,0
020130001003013,0,0,0,0,0,0,0,0
020130001002040,0,0,0,0,0,0,0,0
020130001002019,0,0,0,0,0,0,0,0
020130001002024,0,0,0,0,0,0,0,0
020130001002059,0,0,0,0,0,0,0,0
020130001002021,0,0,0,0,0,0,0,0
020130001001138,0,0,0,0,0,0,0,0
020130001001281,0,0,0,0,0,0,0,0
020130001001280,0,0,0,0,0,0,0,0
020130001002051,0,0,0,0,0,0,0,0
020130001001397,0,0,0,0,0,0,0,0
020130001001424,0,0,0,0,0,0,0,0
020130001001431,0,0,0,0,0,0,0,0
020130001002331,0,0,0,0,0,0,0,0
020130001002332,0,0,0,0,0,0,0,0
020130001002352,0,0,0,0,0,0,0,0
020130001003221,0,0,0,0,0,0,0,0
020130001003069,0,0,0,0,0,0,0,0
020130001003064,0,0,0,0,0,0,0,0
020130001001301,0,0,0,0,0,0,0,0
020130001001302,0,0,0,0,0,0,0,0
020130001003179,0,0,0,0,0,0,0,0
020130001003076,0,0,0,0,0,0,0,0
020130001003164,0,0,0,0,0,0,0,0
020130001002266,0,0,0,0,0,0,0,0
020130001002115,0,0,0,0,0,0,0,0
020130001001166,0,0,0,0,0,0,0,0
020130001001168,0,0,0,0,0,0,0,0
020130001002090,0,0,0,0,0,0,0,0
020130001002346,0,0,0,0,0,0,0,0
020130001002235,0,0,0,0,0,0,0,0
020130001001355,0,0,0,0,0,0,0,0
020130001002205,0,0,0,0,0,0,0,0
020130001001298,0,0,0,0,0,0,0,0
020130001002255,0,0,0,0,0,0,0,0
020130001002360,0,0,0,0,0,0,0,0
020130001002305,0,0,0,0,0,0,0,0
020130001002193,0,0,0,0,0,0,0,0
020130001003240,0,0,0,0,0,0,0,0
020130001003218,0,0,0,0,0,0,0,0
020130001003096,0,0,0,0,0,0,0,0
020130001003109,0,0,0,0,0,0,0,0
020130001003083,0,0,0,0,0,0,0,0
020130001003088,0,0,0,0,0,0,0,0
020130001002354,0,0,0,0,0,0,0,0
020130001001322,0,0,0,0,0,0,0,0
020130001001336,0,0,0,0,0,0,0,0
020130001001335,0,0,0,0,0,0,0,0
020130001001313,0,0,0,0,0,0,0,0
020130001001293,0,0,0,0,0,0,0,0
020130001002338,0,0,0,0,0,0,0,0
020130001003124,0,0,0,0,0,0,0,0
020130001003216,0,0,0,0,0,0,0,0
020130001002363,0,0,0,0,0,0,0,0
020130001001119,0,0,0,0,0,0,0,0
020130001001347,0,0,0,0,0,0,0,0
020130001001173,0,0,0,0,0,0,0,0
020130001001159,0,0,0,0,0,0,0,0
020130001001383,0,0,0,0,0,0,0,0
020130001001134,0,0,0,0,0,0,0,0
020130001002197,0,0,0,0,0,0,0,0
020130001002088,0,0,0,0,0,0,0,0
020130001001028,0,0,0,0,0,0,0,0
020130001001285,0,0,0,0,0,0,0,0
020130001001018,0,0,0,0,0,0,0,0
020130001001058,0,0,0,0,0,0,0,0
020130001001132,0,0,0,0,0,0,0,0
020130001001351,0,0,0,0,0,0,0,0
020130001001172,0,0,0,0,0,0,0,0
020130001001133,0,0,0,0,0,0,0,0
020130001002224,0,0,0,0,0,0,0,0
020130001001311,0,0,0,0,0,0,0,0
020130001001237,0,0,0,0,0,0,0,0
020130001002137,0,0,0,0,0,0,0,0
020130001003197,0,0,0,0,0,0,0,0
020130001001375,0,0,0,0,0,0,0,0
020130001002351,0,0,0,0,0,0,0,0
020130001001392,0,0,0,0,0,0,0,0
020130001002183,0,0,0,0,0,0,0,0
020130001002275,0,0,0,0,0,0,0,0
020130001002062,0,0,0,0,0,0,0,0
020130001002063,0,0,0,0,0,0,0,0
020130001002297,0,0,0,0,0,0,0,0
020130001001395,0,0,0,0,0,0,0,0
020130001001434,0,0,0,0,0,0,0,0
020130001001430,0,0,0,0,0,0,0,0
020130001001411,0,0,0,0,0,0,0,0
020130001001415,0,0,0,0,0,0,0,0
020130001002330,0,0,0,0,0,0,0,0
020130001003175,0,0,0,0,0,0,0,0
020130001003150,0,0,0,0,0,0,0,0
020130001002236,62.2,58,3.4,5.1,0,100.6,31.5,0
020130001001369,0,0,0,0,0,0,0,0
020130001001387,0,0,0,0,0,0,0,0
020130001001174,0,0,0,0,0,0,0,0
020130001002150,0,0,0,0,0,0,0,0
020130001002278,0,0,0,0,0,0,0,0
020130001002026,0,0,0,0,0,0,0,0
020130001001007,0,0,0,0,0,0,0,0
020130001001071,0.1,0.1,0,0,0,0.1,0.1,0
020130001001245,0,0,0,0,0,0,0,0
020130001003131,0,0,0,0,0,0,0,0
020130001003228,0,0,0,0,0,0,0,0
020130001003227,0,0,0,0,0,0,0,0
020130001003024,0,0,0,0,0,0,0,0
020130001003043,0,0,0,0,0,0,0,0
020130001003075,0,0,0,0,0,0,0,0
020130001003028,0,0,0,0,0,0,0,0
020130001003215,0,0,0,0,0,0,0,0
020130001003084,0,0,0,0,0,0,0,0
020130001003097,0,0,0,0,0,0,0,0
020130001001331,0,0,0,0,0,0,0,0
020130001001348,0,0,0,0,0,0,0,0
020130001001307,0,0,0,0,0,0,0,0
020130001001310,0,0,0,0,0,0,0,0
020130001002187,0,0,0,0,0,0,0,0
020130001001169,0,0,0,0,0,0,0,0
020130001002367,0,0,0,0,0,0,0,0
020130001001417,0,0,0,0,0,0,0,0
020130001002162,0,0,0,0,0,0,0,0
020130001002105,0,0,0,0,0,0,0,0
020130001003154,0,0,0,0,0,0,0,0
020130001002054,0,0,0,0,0,0,0,0
020130001002274,0,0,0,0,0,0,0,0
020130001003118,0,0,0,0,0,0,0,0
020130001003082,0,0,0,0,0,0,0,0
020130001002125,0,0,0,0,0,0,0,0
020130001001160,0,0,0,0,0,0,0,0
020130001002242,0,0,0,0,0,0,0,0
020130001002302,0,0,0,0,0,0,0,0
020130001001306,0,0,0,0,0,0,0,0
020130001002272,0,0,0,0,0,0,0,0
020130001002124,0,0,0,0,0,0,0,0
020130001003006,0,0,0,0,0,0,0,0
020130001002369,0,0,0,0,0,0,0,0
020130001001021,0,0,0,0,0,0,0,0
020130001002175,0,0,0,0,0,0,0,0
020130001002092,0,0,0,0,0,0,0,0
020130001002304,0,0,0,0,0,0,0,0
020130001001297,0,0,0,0,0,0,0,0
020130001001106,0,0,0,0,0,0,0,0
020130001001155,0,0,0,0,0,0,0,0
020130001001144,0,0,0,0,0,0,0,0
020130001001216,0,0,0,0,0,0,0,0
020130001002244,0,0,0,0,0,0,0,0
020130001001312,0,0,0,0,0,0,0,0
020130001001198,0,0,0,0,0,0,0,0
020130001001238,0.1,0.2,0,0,0,0.1,0.1,0
020130001001263,0,0,0,0,0,0,0,0
020130001002152,1.3,1.6,0.1,0.2,0,2.4,0.8,0
020130001001228,0,0,0,0,0,0,0,0
020130001002160,0,0,0,0,0,0,0,0
020130001003136,0,0,0,0,0,0,0,0
020130001001354,0,0,0,0,0,0,0,0
020130001001389,0,0,0,0,0,0,0,0
020130001001084,0,0,0,0,0,0,0,0
020130001001075,0,0,0,0,0,0,0,0
020130001002201,0,0,0,0,0,0,0,0
020130001002184,0,0,0,0,0,0,0,0
020130001003165,0,0,0,0,0,0,0,0
020130001002045,0,0,0,0,0,0,0,0
020130001003172,0,0,0,0,0,0,0,0
020130001003139,0,0,0,0,0,0,0,0
020130001001206,0,0,0,0,0,0,0,0
020130001002319,1.6,1.5,0.1,0.1,0,2.5,0.8,0
020130001001236,1.1,1.3,0,0,0,0.9,0.9,0
020130001001199,0,0,0,0,0,0,0,0
020130001003200,0,0,0,0,0,0,0,0
020130001002380,5.1,4.8,0.3,0.4,0,8.2,2.6,0
020130001002148,0,0,0,0,0,0,0,0
020130001002011,0,0,0,0,0,0,0,0
020130001001358,0,0,0,0,0,0,0,0
020130001003161,0,0,0,0,0,0,0,0
020130001003157,0,0,0,0,0,0,0,0
020130001003147,0,0,0,0,0,0,0,0
020130001002066,0,0,0,0,0,0,0,0
020130001002034,0,0,0,0,0,0,0,0
020130001001341,0,0,0,0,0,0,0,0
020130001003170,0,0,0,0,0,0,0,0
020130001002131,0,0,0,0,0,0,0,0
020130001001275,0,0,0,0,0,0,0,0
020130001001451,0,0,0,0,0,0,0,0
020130001001027,0,0,0,0,0,0,0,0
020130001001317,0,0,0,0,0,0,0,0
020130001001320,0,0,0,0,0,0,0,0
020130001001330,0,0,0,0,0,0,0,0
020130001002247,0,0,0,0,0,0,0,0
020130001001452,0,0,0,0,0,0,0,0
020130001003010,0,0,0,0,0,0,0,0
020130001003023,0,0,0,0,0,0,0,0
020130001003055,0,0,0,0,0,0,0,0
020130001003039,0,0,0,0,0,0,0,0
020130001003029,0,0,0,0,0,0,0,0
020130001003030,0,0,0,0,0,0,0,0
020130001003056,0,0,0,0,0,0,0,0
020130001001001,0,0,0,0,0,0,0,0
020130001001171,0,0,0,0,0,0,0,0
020130001002014,0,0,0,0,0,0,0,0
020130001003204,0,0,0,0,0,0,0,0
020130001003007,0,0,0,0,0,0,0,0
020130001001142,0,0,0,0,0,0,0,0
020130001002288,0,0,0,0,0,0,0,0
020130001002375,0,0,0,0,0,0,0,0
020130001001054,0,0,0,0,0,0,0,0
020130001002392,0,0,0,0,0,0,0,0
020130001001234,0,0,0,0,0,0,0,0
020130001002372,0,0,0,0,0,0,0,0
020130001002371,0,0,0,0,0,0,0,0
020130001002357,0,0,0,0,0,0,0,0
020130001002094,0,0,0,0,0,0,0,0
020130001002042,0,0,0,0,0,0,0,0
020130001001143,0,0,0,0,0,0,0,0
020130001002100,0,0,0,0,0,0,0,0
020130001002008,0,0,0,0,0,0,0,0
020130001002069,0,0,0,0,0,0,0,0
020130001002384,0,0,0,0,0,0,0,0
020130001001339,0,0,0,0,0,0,0,0
020130001001286,0,0,0,0,0,0,0,0
020130001001242,0,0,0,0,0,0,0,0
020130001001057,0,0,0,0,0,0,0,0
020130001001010,0,0,0,0,0,0,0,0
020130001001255,0.1,0.1,0,0,0,0.1,0.1,0
020130001001279,0,0,0,0,0,0,0,0
020130001002013,0,0,0,0,0,0,0,0
020130001002233,0,0,0,0,0,0,0,0
020130001002212,0,0,0,0,0,0,0,0
020130001002264,0,0,0,0,0,0,0,0
020130001002307,0,0,0,0,0,0,0,0
020130001001427,0,0,0,0,0,0,0,0
020130001001428,0,0,0,0,0,0,0,0
020130001003153,0,0,0,0,0,0,0,0
020130001002252,0,0,0,0,0,0,0,0
020130001003117,0,0,0,0,0,0,0,0
020130001001059,0,0,0,0,0,0,0,0
020130001002083,0,0,0,0,0,0,0,0
020130001001036,0,0,0,0,0,0,0,0
020130001001130,0,0,0,0,0,0,0,0
020130001002177,0,0,0,0,0,0,0,0
020130001002215,0,0,0,0,0,0,0,0
020130001002111,0,0,0,0,0,0,0,0
020130001002070,0,0,0,0,0,0,0,0
020130001002096,0,0,0,0,0,0,0,0
020130001003148,0,0,0,0,0,0,0,0
020130001002006,0,0,0,0,0,0,0,0
020130001003009,0,0,0,0,0,0,0,0
020130001003045,0,0,0,0,0,0,0,0
020130001003186,0,0,0,0,0,0,0,0
020130001002075,0,0,0,0,0,0,0,0
020130001003208,0,0,0,0,0,0,0,0
020130001001113,0,0,0,0,0,0,0,0
020130001001100,0,0,0,0,0,0,0,0
020130001002213,0,0,0,0,0,0,0,0
020130001002163,0,0,0,0,0,0,0,0
020130001003194,0,0,0,0,0,0,0,0
020130001001418,0,0,0,0,0,0,0,0
020130001002049,0,0,0,0,0,0,0,0
020130001002168,0,0,0,0,0,0,0,0
020130001002218,0,0,0,0,0,0,0,0
020130001001069,0,0,0,0,0,0,0,0
020130001001063,0,0,0,0,0,0,0,0
020130001003171,0,0,0,0,0,0,0,0
020130001002219,0,0,0,0,0,0,0,0
020130001001139,0,0,0,0,0,0,0,0
020130001002195,0,0,0,0,0,0,0,0
020130001002199,0,0,0,0,0,0,0,0
020130001002203,0,0,0,0,0,0,0,0
020130001002335,0,0,0,0,0,0,0,0
020130001001247,0,0,0,0,0,0,0,0
020130001001233,0,0,0,0,0,0,0,0
020130001001024,0,0,0,0,0,0,0,0
020130001001080,0,0,0,0,0,0,0,0
020130001001250,0.1,0.2,0,0,0,0.1,0.1,0
020130001001249,0,0,0,0,0,0,0,0
020130001001241,0.7,0.9,0,0,0,0.6,0.6,0
020130001003212,0,0,0,0,0,0,0,0
020130001001089,0,0,0,0,0,0,0,0
020130001002399,0,0,0,0,0,0,0,0
020130001001140,0,0,0,0,0,0,0,0
020130001001150,0,0,0,0,0,0,0,0
020130001001213,0,0,0,0,0,0,0,0
020130001001259,0,0,0,0,0,0,0,0
020130001001254,0,0,0,0,0,0,0,0
020130001003133,0,0,0,0,0,0,0,0
020130001002136,0,0,0,0,0,0,0,0
020130001002061,0,0,0,0,0,0,0,0
020130001002032,0,0,0,0,0,0,0,0
020130001002139,0,0,0,0,0,0,0,0
020130001001025,0,0,0,0,0,0,0,0
020130001001019,0,0,0,0,0,0,0,0
020130001001011,0,0,0,0,0,0,0,0
020130001001371,40.8,52,4.6,3.7,0,63.1,36.2,0
020130001003201,7.4,8.9,0.7,1.3,0,13.1,4.7,0
020130001002312,0,0,0,0,0,0,0,0
020130001002378,0,0,0,0,0,0,0,0
020130001003206,0,0,0,0,0,0,0,0
020130001001200,0.6,0.7,0,0,0,0.5,0.5,0
020130001003199,0,0,0,0,0,0,0,0
020130001001229,0,0,0,0,0,0,0,0
020130001001218,0,0,0,0,0,0,0,0
020130001001366,0,0,0,0,0,0,0,0
020130001001201,0.2,0.3,0,0,0,0.2,0.2,0
020130001001356,0,0,0,0,0,0,0,0
020130001003202,0,0,0,0,0,0,0,0
020130001003078,0,0,0,0,0,0,0,0
020130001002325,0,0,0,0,0,0,0,0
020130001001361,0,0,0,0,0,0,0,0
020130001001288,0,0,0,0,0,0,0,0
020130001001136,0,0,0,0,0,0,0,0
020130001001092,0,0,0,0,0,0,0,0
020130001001287,0,0,0,0,0,0,0,0
020130001001002,0,0,0,0,0,0,0,0
020130001001077,0,0,0,0,0,0,0,0
020130001002189,0,0,0,0,0,0,0,0
020130001002003,0,0,0,0,0,0,0,0
020130001001032,0,0,0,0,0,0,0,0
020130001001266,0,0,0,0,0,0,0,0
020130001002359,0,0,0,0,0,0,0,0
020130001002065,0,0,0,0,0,0,0,0
020130001003062,0,0,0,0,0,0,0,0
020130001003103,0,0,0,0,0,0,0,0
020130001003108,0,0,0,0,0,0,0,0
020130001002198,0,0,0,0,0,0,0,0
020130001001446,0.7,0.9,0.1,0.1,0,1.1,0.7,0
020130001002381,3.1,2.9,0.2,0.3,0,4.9,1.6,0
020130001002322,0,0,0,0,0,0,0,0
020130001002310,0,0,0,0,0,0,0,0
020130001001067,0,0,0,0,0,0,0,0
020130001001044,0,0,0,0,0,0,0,0
020130001001211,0,0,0,0,0,0,0,0
020130001001125,0,0,0,0,0,0,0,0
020130001002181,0,0,0,0,0,0,0,0
020130001002222,0,0,0,0,0,0,0,0
020130001002374,0,0,0,0,0,0,0,0
020130001002292,0,0,0,0,0,0,0,0
020130001001413,0,0,0,0,0,0,0,0
020130001001426,0,0,0,0,0,0,0,0
020130001003160,0,0,0,0,0,0,0,0
020130001002099,0,0,0,0,0,0,0,0
020130001002028,0,0,0,0,0,0,0,0
020130001003071,0,0,0,0,0,0,0,0
020130001003065,0,0,0,0,0,0,0,0
020130001003038,0,0,0,0,0,0,0,0
020130001003031,0,0,0,0,0,0,0,0
020130001003022,0,0,0,0,0,0,0,0
020130001003072,0,0,0,0,0,0,0,0
020130001002245,0,0,0,0,0,0,0,0
020130001001388,0,0,0,0,0,0,0,0
020130001002246,0,0,0,0,0,0,0,0
020130001001359,0,0,0,0,0,0,0,0
020130001003192,0,0,0,0,0,0,0,0
020130001001181,0,0,0,0,0,0,0,0
020130001003126,0,0,0,0,0,0,0,0
020130001001209,0,0,0,0,0,0,0,0
020130001001049,0,0,0,0,0,0,0,0
020130001001329,0,0,0,0,0,0,0,0
020130001001384,0,0,0,0,0,0,0,0
020130001001042,0,0,0,0,0,0,0,0
020130001001060,0,0,0,0,0,0,0,0
020130001001345,0,0,0,0,0,0,0,0
020130001002386,0,0,0,0,0,0,0,0
020130001002204,0,0,0,0,0,0,0,0
020130001001222,0,0,0,0,0,0,0,0
020130001001196,0,0,0,0,0,0,0,0
020130001001256,0,0,0,0,0,0,0,0
020130001001214,0,0,0,0,0,0,0,0
020130001002035,0,0,0,0,0,0,0,0
020130001002388,0,0,0,0,0,0,0,0
020130001002036,0,0,0,0,0,0,0,0
020130001002299,0,0,0,0,0,0,0,0
020130001001129,0,0,0,0,0,0,0,0
020130001001414,0,0,0,0,0,0,0,0
020130001001422,0,0,0,0,0,0,0,0
020130001002350,0,0,0,0,0,0,0,0
020130001003159,0,0,0,0,0,0,0,0
020130001003019,0,0,0,0,0,0,0,0
020130001003123,0,0,0,0,0,0,0,0
020130001003120,0,0,0,0,0,0,0,0
020130001003014,0,0,0,0,0,0,0,0
020130001003025,0,0,0,0,0,0,0,0
020130001003067,0,0,0,0,0,0,0,0
020130001003074,0,0,0,0,0,0,0,0
020130001003052,0,0,0,0,0,0,0,0
020130001003115,0,0,0,0,0,0,0,0
020130001003224,0,0,0,0,0,0,0,0
020130001001352,0,0,0,0,0,0,0,0
020130001002109,0,0,0,0,0,0,0,0
020130001001152,0,0,0,0,0,0,0,0
020130001002373,0,0,0,0,0,0,0,0
020130001002135,0,0,0,0,0,0,0,0
020130001002237,0,0,0,0,0,0,0,0
020130001001074,0,0,0,0,0,0,0,0
020130001001220,0,0,0,0,0,0,0,0
020130001001258,0,0,0,0,0,0,0,0
020130001001398,0,0,0,0,0,0,0,0
020130001002396,0,0,0,0,0,0,0,0
020130001001117,0,0,0,0,0,0,0,0
020130001001157,0,0,0,0,0,0,0,0
020130001001396,0,0,0,0,0,0,0,0
020130001002361,0,0,0,0,0,0,0,0
020130001003021,0,0,0,0,0,0,0,0
020130001003079,0,0,0,0,0,0,0,0
020130001003004,0,0,0,0,0,0,0,0
020130001003214,0,0,0,0,0,0,0,0
020130001002293,0,0,0,0,0,0,0,0
020130001002263,0,0,0,0,0,0,0,0
020130001001303,0,0,0,0,0,0,0,0
020130001002029,0,0,0,0,0,0,0,0
020130001002039,0,0,0,0,0,0,0,0
020130001002097,0,0,0,0,0,0,0,0
020130001003225,0,0,0,0,0,0,0,0
020130001002018,0,0,0,0,0,0,0,0
020130001001073,0,0,0,0,0,0,0,0
020130001002170,0,0,0,0,0,0,0,0
020130001001047,0,0,0,0,0,0,0,0
020130001002343,0,0,0,0,0,0,0,0
020130001001053,0,0,0,0,0,0,0,0
020130001002206,0,0,0,0,0,0,0,0
020130001002179,0,0,0,0,0,0,0,0
020130001003184,0,0,0,0,0,0,0,0
020130001001349,0,0,0,0,0,0,0,0
020130001001386,0,0,0,0,0,0,0,0
020130001001385,0,0,0,0,0,0,0,0
020130001001367,0,0,0,0,0,0,0,0
020130001002368,0,0,0,0,0,0,0,0
020130001002118,0,0,0,0,0,0,0,0
020130001001099,0,0,0,0,0,0,0,0
020130001001269,0,0,0,0,0,0,0,0
020130001001034,0,0,0,0,0,0,0,0
020130001002377,0,0,0,0,0,0,0,0
020130001002336,0,0,0,0,0,0,0,0
020130001002349,0,0,0,0,0,0,0,0
020130001002391,0,0,0,0,0,0,0,0
020130001001231,0,0,0,0,0,0,0,0
020130001002005,0,0,0,0,0,0,0,0
020130001003008,0,0,0,0,0,0,0,0
020130001003001,0,0,0,0,0,0,0,0
020130001003217,0,0,0,0,0,0,0,0
020130001003232,0,0,0,0,0,0,0,0
020130001001442,0,0,0,0,0,0,0,0
020130001001441,0,0,0,0,0,0,0,0
020130001002280,0,0,0,0,0,0,0,0
020130001001164,0,0,0,0,0,0,0,0
020130001001051,0,0,0,0,0,0,0,0
020130001001041,0,0,0,0,0,0,0,0
020130001001215,0,0,0,0,0,0,0,0
020130001001066,0,0,0,0,0,0,0,0
020130001001086,0,0,0,0,0,0,0,0
020130001001055,0,0,0,0,0,0,0,0
020130001002270,0,0,0,0,0,0,0,0
020130001002207,0,0,0,0,0,0,0,0
020130001002194,0,0,0,0,0,0,0,0
020130001002260,0,0,0,0,0,0,0,0
020130001001191,0,0,0,0,0,0,0,0
020130001002172,0,0,0,0,0,0,0,0
020130001001115,0,0,0,0,0,0,0,0
020130001001065,0,0,0,0,0,0,0,0
020130001001151,0,0,0,0,0,0,0,0
020130001002060,0,0,0,0,0,0,0,0
020130001001026,0,0,0,0,0,0,0,0
020130001001068,0,0,0,0,0,0,0,0
020130001002123,0,0,0,0,0,0,0,0
020130001002268,0,0,0,0,0,0,0,0
020130001002091,0,0,0,0,0,0,0,0
020130001003070,0,0,0,0,0,0,0,0
020130001002365,0,0,0,0,0,0,0,0
020130001001118,0,0,0,0,0,0,0,0
020130001001448,0,0,0,0,0,0,0,0
020130001001098,0,0,0,0,0,0,0,0
020130001001070,0,0,0,0,0,0,0,0
020130001001088,0,0,0,0,0,0,0,0
020130001001265,0,0,0,0,0,0,0,0
020130001002249,0,0,0,0,0,0,0,0
020130001002251,0,0,0,0,0,0,0,0
020130001002009,0,0,0,0,0,0,0,0
020130001001433,0,0,0,0,0,0,0,0
020130001001405,0,0,0,0,0,0,0,0
020130001001445,0,0,0,0,0,0,0,0
020130001003207,0,0,0,0,0,0,0,0
020130001003140,0,0,0,0,0,0,0,0
020130001003162,0,0,0,0,0,0,0,0
020130001003173,0,0,0,0,0,0,0,0
020130001002041,0,0,0,0,0,0,0,0
020130001001082,0,0,0,0,0,0,0,0
020130001001165,0,0,0,0,0,0,0,0
020130001001097,0,0,0,0,0,0,0,0
020130001001167,0,0,0,0,0,0,0,0
020130001001126,0,0,0,0,0,0,0,0
020130001001223,0,0,0,0,0,0,0,0
020130001002341,0,0,0,0,0,0,0,0
020130001002306,0,0,0,0,0,0,0,0
020130001002073,0,0,0,0,0,0,0,0
020130001002273,0,0,0,0,0,0,0,0
020130001001185,0,0,0,0,0,0,0,0
020130001001343,0,0,0,0,0,0,0,0
020130001002383,0.6,0.6,0,0.1,0,1,0.3,0
020130001002138,0.2,0.2,0,0,0,0.4,0.1,0
020130001003196,0,0,0,0,0,0,0,0
020130001002313,0,0,0,0,0,0,0,0
020130001002393,0,0,0,0,0,0,0,0
020130001003137,0,0,0,0,0,0,0,0
020130001001230,0,0,0,0,0,0,0,0
020130001003211,0,0,0,0,0,0,0,0
020130001001270,0,0,0,0,0,0,0,0
020130001001380,0,0,0,0,0,0,0,0
020130001002001,0,0,0,0,0,0,0,0
020130001002127,0,0,0,0,0,0,0,0
020130001001096,0,0,0,0,0,0,0,0
020130001001225,0,0,0,0,0,0,0,0
020130001002320,0,0,0,0,0,0,0,0
020130001002321,0,0,0,0,0,0,0,0
020130001001023,0,0,0,0,0,0,0,0
020130001003119,0,0,0,0,0,0,0,0
020130001001401,0,0,0,0,0,0,0,0
020130001001409,0,0,0,0,0,0,0,0
020130001002271,0,0,0,0,0,0,0,0
020130001003155,0,0,0,0,0,0,0,0
020130001003166,0,0,0,0,0,0,0,0
020130001002282,0,0,0,0,0,0,0,0
020130001003044,0,0,0,0,0,0,0,0
020130001003033,0,0,0,0,0,0,0,0
020130001003057,0,0,0,0,0,0,0,0
020130001003090,0,0,0,0,0,0,0,0
020130001003091,0,0,0,0,0,0,0,0
020130001003193,0,0,0,0,0,0,0,0
