GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOWRI,G16USSRYOU,G16USSDBAY,G16USSLBRE,G16USSOWRI,G16GOVRHOL,G16GOVDGRE,G16GOVLBEL,G16GOVOWRI,G16ATGRHIL,G16ATGDARR,G16SPIRMCC,G16SPIDRIT
18035000090,18,035,000090,311.7,229.7,34,9,247.8,283.7,44,0,240.8,305.6,22,0,295.7,253.7,276.7,280.7
18035000100,18,035,000100,127.9,225.8,30.4,4.6,144.2,219.8,18.3,0,122.8,244.8,9.6,0,154.8,202.6,137.9,231.3
18035000110,18,035,000110,216.2,320.3,19.4,11,178.1,348,37.6,1,177.2,359,22.4,2,216.8,323.5,194.7,355.8
18035000120,18,035,000120,36.5,375.6,9.1,3.1,33.2,376.9,17.2,0,33.2,380.9,8.1,0,42.5,362.7,41.3,372
18035000130,18,035,000130,271,273,41,12,222,319,46,0,205,343,32,1,268,308,249,332
18035000140,18,035,000140,339.6,289.9,34.2,9.8,272.3,331.8,50.8,1,272.3,348.4,28.3,0,311.3,313.3,322.1,314.3
18035000150,18,035,000150,286,224,34,15,223,278,51,1,208,301,35,0,261,266,243,296
18035000160,18,035,000160,63,346,13,3,50,350,25,0,58,347,14,0,72,336,69,343
18035000170,18,035,000170,116,255,14,3,95,268,25,0,96,274,12,0,114,254,108,277
18035000180,18,035,000180,51,446,15,9,48,435,22,0,46,437,15,0,65,435,51,440
18035000190,18,035,000190,356,310,35,8,272,362,63,0,257,393,40,0,364,315,335,356
18035000200,18,035,000200,266,189,23,8,223,228,32,0,209,248,25,0,264,204,242,233
18035000210,18,035,000210,142.5,207.2,25.9,12.9,129.5,223.2,32.9,0,119.6,251.1,13.9,0,151.4,220.2,144.5,232.1
18035000220,18,035,000220,72,165,13,7,99,161,3,0,94,164,2,0,116,135,111,146
18035000230,18,035,000230,166,451,75,33,202,417,83,0,168,474,58,0,232,438,227,455
18035000240,18,035,000240,393,309,43,8,322,353,65,0,319,380,32,0,377,335,360,372
18035000250,18,035,000250,455.3,256.9,38.8,11.3,355.2,352,44,0,336.3,385.3,30.5,0,427.4,289.4,393.8,344
18035000260,18,035,000260,392,423,55,12,370,455,48,1,336,503,26,0,470,363,398,466
18035000270,18,035,000270,245,291,32,7,245,292,22,0,227,314,19,0,285,255,262,305
18035000280,18,035,000280,283,327,31,10,238,362,48,1,238,381,27,0,288,328,274,368
18035000290,18,035,000290,272.9,350,31.6,21.4,263.6,350,56.6,0,259,389.9,21.4,0,324,309.1,285.9,370.4
18035000300,18,035,000300,297,282,41,5,271,304,43,0,260,320,29,0,344,242,290,313
18035000310,18,035,000310,230,243,21,10,199,271,28,0,194,281,19,0,228,243,216,265
18035000320,18,035,000320,350,291,48,9,314,322,46,0,290,360,25,0,364,278,314,348
18035000330,18,035,000330,208.2,138.8,21.2,7.7,176.3,168.7,28.9,0,178.2,178.4,13.5,0,208.2,151.3,192.7,170.6
18035000340,18,035,000340,27,28,5,0,27,29,1,0,24,35,0,0,31,26,25,35
18035000350,18,035,000350,44.1,17,2,0,38,22.1,2,0,38,21.1,2,0,44.1,13.1,43.1,18.1
18035000360,18,035,000360,227.1,98.1,22,7,183.2,137.4,34.3,1,174.1,151.1,26,0,227.8,117.1,195.9,155.3
18035000370,18,035,000370,307,304,29,20,296,341,22,0,296,346,15,0,363,262,311,340
18035000380,18,035,000380,392.9,274.4,35.5,6.9,298.2,336.6,55.3,0,306,343.5,34.5,0,367.2,293.1,348.5,324.7
18035000390,18,035,000390,188,239,19,5,191,233,17,1,175,251,12,1,209,207,177,261
18035000400,18,035,000400,221,146,24,2,165,196,28,0,180,195,14,1,197,183,188,194
18035000410,18,035,000410,27.9,32.9,6,0,29.9,35.9,1,0,23.9,39.9,2,0,30.9,31.9,34.9,31.9
18035000420,18,035,000420,362.4,311.4,23.5,14.2,336.6,337.2,27.5,0,325.4,361.6,9.3,0,405,262.1,353.8,335.5
18035000430,18,035,000430,408,168,37,7,361,217,37,0,343,246,21,0,420,168,376,221
18035000440,18,035,000440,423.5,143.8,19.8,3,370.9,186.5,27.8,0,359,213.2,13.9,0,428.4,134.9,385.8,188.4
18035000450,18,035,000450,401.5,219.4,43.1,12.7,333.2,274.5,50.9,2,321.7,293.4,33.2,1,402.4,228.1,445.4,212.8
18035000460,18,035,000460,489.2,260.7,49.1,18.4,438.7,298.7,58.7,0.9,416.8,340.2,28.6,0,484,271.8,507.3,285.8
18035000470,18,035,000470,554.6,309,53.2,8.3,512,364.3,39.5,0.1,493.6,393.9,17.7,2,586.1,289.9,567.1,346.5
18035000480,18,035,000480,472.6,231.2,31.9,9,440.7,266.2,32.9,2,440.7,274.2,22.9,1,511.5,201.4,472.5,261.2
18035000490,18,035,000490,609,249,47,14,496,340,73,0,466,388,46,0,603,275,543,346
18035000500,18,035,000500,82.4,33.8,1.1,0,75.3,40.9,2.1,0,75.3,43.9,0.1,0,85.6,30.7,72.5,44.8
18035000510,18,035,000510,640,278.9,49.8,5.2,551.8,373,49.4,0,541.1,397.4,33.6,1,649.2,288.4,576.8,383.1
18035000520,18,035,000520,415,206,46,11,368,243,52,1,363,273,31,0,448,196,412,259
18035000530,18,035,000530,278,102,30,6,217,158,32,0,214,162,29,0,262,133,252,150
18035000540,18,035,000540,500,256,37,12,460,301,35,0,445,329,19,0,549,215,488,302
18035000550,18,035,000550,259.9,109.3,23.5,3.5,204.7,168.1,26.6,0,197.9,186.3,13.6,0,239.9,145.5,218.6,177.2
18035000560,18,035,000560,603.2,265.1,39,10,505.1,343.1,64,0,471.1,397.1,34,0,606.2,274.1,512.2,382.1
18035000570,18,035,000570,642,253.8,30.9,5,532.5,344.4,41.8,0,512.6,378.2,25.9,0,644.9,234.9,562.3,347.4
18035000580,18,035,000580,438,202.2,38.1,14,364.5,269.6,46.2,0,357.4,296.8,28.1,0,445.1,210.1,397.7,276.6
18035000590,18,035,000590,367.2,140.7,15.1,2,309.8,182,24.2,0,304.8,195.1,18.1,0,367.2,138.7,347.1,167.9
18035000600,18,035,000600,89.8,30.3,4.9,1,75.2,43,8.8,0,76.2,46.9,3.9,0,91.8,28.3,85.9,38.1
18035000610,18,035,000610,406,204,27,12,380,243,19,0,362,255,14,0,438,169,373,261
18035000620,18,035,000620,477,333,40,8,473,339,25,0,468,361,13,0,546,253,485,357
18035000630,18,035,000630,662.9,282.6,54.2,6.3,605.1,338.3,56.9,0.9,580.9,382,28.9,0.1,691.9,259.2,694.9,303.5
18035000640,18,035,000640,648,227.1,38.2,4.8,538.2,313,50.6,0,523.9,342.6,34.4,0,630.8,238.6,559.2,336.9
18035000650,18,035,000650,450.5,383.2,45,7,436.5,406.2,33,0,414.5,427.3,24,1,504.6,327.2,502.6,372.2
18035000660,18,035,000660,523.1,301.7,31.5,9.5,471.3,340.9,48.4,0,454.1,386.7,21.4,0,537.1,297.5,473.4,375.8
18035000670,18,035,000670,478,194,33,6,381,240,62,0,363,283,37,0,439,233,399,286
18035000680,18,035,000680,628,223,47,5,569,275,47,0,556,300,36,0,646,204,587,294
18035000690,18,035,000690,113.4,100.6,22.7,6.6,106.1,115.5,19.1,0,105,124.8,10.3,0,132.7,95.5,127.3,112.4
18035000700,18,035,000700,422.6,226,27.7,5.3,409,251,20.7,0,392.9,269,17,0.9,461.6,179.9,483.7,196.1
18035000710,18,035,000710,565.9,281.7,27.7,12.1,562.1,290.5,25.8,0,550.8,310.1,7.4,0,630.2,214.4,609.2,273.1
18035000720,18,035,000720,404,172,22,8,356,204,38,1,345,228,24,2,429,149,377,214
18035000730,18,035,000730,48,15,6,3,44,19,6,0,38,27,5,0,52,16,47,24
18035000740,18,035,000740,10,3,1,0,10,4,0,0,9,4,1,0,9,5,8,7
18035000750,18,035,000750,462,315,41,15,412,365,44,0,406,382,26,0,494,281,452,359
18035000760,18,035,000760,477.5,194.2,50.2,13,403.1,258.5,53.2,0,395,283.8,31.1,0,477.6,206.1,432.2,265.6
18035000770,18,035,000770,205.3,152.8,26.1,8.3,189.3,179.9,23.4,0,170.7,202.3,14.9,0,240.6,137,253.5,133.5
18035000780,18,035,000780,258,199,15,10,262,206,16,0,258,217,8,1,300,164,302,179
18037000010,18,037,000010,306.3,98.8,24.9,2,261.9,147,20.8,0,252.3,155,17.6,0,300.6,87.4,250.7,151.6
18037000020,18,037,000020,209.7,147.8,35.3,2.9,184.9,174.5,25.7,0.9,180.2,186.8,15.2,0,207.8,148.7,190.7,169.7
18037000030,18,037,000030,669,297,79.6,10.2,546,446,49.6,0,563.8,448.8,27.3,0,655.1,293.8,516.8,469.8
18037000040,18,037,000040,451,227,49,12,416,274,40,1,394,309,21,1,459,218,383,317
18037000050,18,037,000050,535.4,179.1,31.3,8,493.9,230.6,22.2,0,470.8,265.7,6.2,0,537.3,156,448.7,280.7
18037000060,18,037,000060,466.3,215.8,43.2,6.1,365.8,304.5,49.9,0,380.4,311.9,30.7,0,445.1,222.5,370.5,306.5
18037000070,18,037,000070,417.9,213.9,47.2,6,346.5,284.4,41.2,1,336.4,300.4,19.2,1,390.9,195.8,313.4,314.4
18037000080,18,037,000080,360.2,184.9,46.9,5.2,303.4,238,34.3,0,318.8,235.1,16.6,0,343.3,194.8,321,228.2
18037000090,18,037,000090,335.7,145.3,43.1,10,298.6,189.5,44.1,0,265.6,237.5,24,0,339.6,164.3,278.5,228.5
18037000100,18,037,000100,389.1,201,26.9,8,333.4,256.7,24.9,0,327.4,264.7,15.9,0,383.1,194.1,313.5,274.6
18037000110,18,037,000110,504,214,45,12,464,270,33,0,439,303,20,0,505,195,427,305
18037000120,18,037,000120,266.7,130.6,31.1,2.9,220.4,180.6,21.7,0,226,182.5,9.5,0,251.7,127.7,212.8,184.4
18037000130,18,037,000130,28.5,13.4,0,0,26.7,14.2,0,0,23.1,17.8,0.9,0,28.5,10.7,20.5,19.6
18037000140,18,037,000140,309.8,98.6,23.3,3.1,241.6,148.5,24.5,0,236.3,162,17.4,0,281.8,101.4,231.1,170.2
18037000150,18,037,000150,206.3,62.7,20.4,0,167.3,104.5,7.3,1,159.1,106.8,9.2,0,201,56.5,166.8,104.9
18037000160,18,037,000160,268,66,15,2,207,110,21,0,205,124,8,0,246,73,199,129
18037000170,18,037,000170,331.7,105.3,23.6,3,268.7,158.5,18.7,0,260.9,175.2,12.8,0,313,96.5,240.2,184.1
18037000180,18,037,000180,371,110,19,1,303,178,19,0,279,203,8,0,350,121,286,195
18037000190,18,037,000190,324.3,289.4,42.9,8,259.5,353.3,29.9,0,265.5,356.3,15,0,345.3,244.5,243.5,380.2
18037000200,18,037,000200,262.6,145.5,41.7,6.1,208,209.2,30.5,0,214.3,214.1,15.2,0,268.5,147.1,201.1,229.1
18037000210,18,037,000210,499.1,207.1,41.4,4,403.6,305.5,28.6,0,426.2,298.7,9.9,0,492.2,183.4,357.4,356.7
18037000220,18,037,000220,459,172,39,5,380,270,27,0,350,311,8,0,412,191,323,318
18037000230,18,037,000230,337.1,77.8,15.7,3,279.5,126.4,19.6,0,257.7,147.7,9.3,0,323.7,77.3,278.2,126.2
18037000240,18,037,000240,281.8,90.5,14.8,1,232.9,135.5,16.5,0,231.7,142.1,7.3,0,264.2,88,216.2,147.4
18037000250,18,037,000250,352,126,42,2,269,220,16,1,262,218,17,0,320,137,241,247
18037000260,18,037,000260,460,159,33,5,385,228,28,0,378,241,13,0,445,152,321,294
18037000270,18,037,000270,358,119,34,3,268,207,27,0,236,234,17,0,316,133,228,242
18037000280,18,037,000280,104,50,7,1,78,70,8,0,81,66,5,0,93,54,82,66
18037000290,18,037,000290,233,62,9,4,194,97,11,0,197,105,3,0,231,54,179,120
18037000300,18,037,000300,37.3,18.6,2.5,0.8,28,28,2.5,0,27.1,32.2,0.8,0,32.2,17.8,21.2,32.2
18037000310,18,037,000310,264.7,75.5,21.7,2.6,192.7,146.7,8.7,0,196.2,145.8,2.6,0,223.9,79.8,170.1,149.3
18037000320,18,037,000320,587.6,194.7,44.3,5.4,466.6,324.6,30.3,0,460.1,342.5,9.4,0,523.4,195.3,416.1,371
18037000330,18,037,000330,149,39,5,1,118,64,11,0,112,77,4,0,133,41,109,75
18037000340,18,037,000340,405,114,28,3,310,214,26,0,327,203,12,0,365,137,298,234
18037000350,18,037,000350,401.2,155.8,21.4,10.1,331,212.6,33.5,0,335.4,224.1,16.3,1,392,160.5,357.8,210
18037000360,18,037,000360,339.9,177.4,29.9,5,272.1,217.2,37.9,0,286.1,221.2,13,0,326,179.4,287.1,223.2
18037000370,18,037,000370,355.9,137.7,30,3.1,301.5,198.1,20,0,287.6,219.8,10,0,370.5,129.7,302.2,211.2
18037000380,18,037,000380,216,105,35,1,161,145,28,0,153,152,19,0,208,114,182,141
18037000390,18,037,000390,160.1,50.3,6,4.9,137.5,73,5,0,138.3,70.2,2,0,150.5,47.3,127.8,80.8
18037000400,18,037,000400,378.9,116.8,15.7,4.9,327.9,147.2,20.6,0,304.6,170.6,11.8,0,371,105.1,320.2,165.8
18039000010,18,039,000010,278.3,125.3,16.4,0.5,253.4,147.7,19.8,0,267.6,141.3,12.3,0,318.5,95.6,251.6,158.2
18039000020,18,039,000020,257.1,106,24,6,234.1,132.1,22,0,239.1,128.1,16,0,284.2,101,244.1,131.1
18039000030,18,039,000030,384,149,35,9,329,197,50,0,357,185,33,0,414,163,354,210
18039000040,18,039,000040,418.4,119.3,22.1,7,395.3,142.5,29.1,0,390.3,154.5,18,0,453.5,103.3,393.2,157.5
18039000050,18,039,000050,374,104,25,4,323,149,35,0,334,155,18,0,409,88,340,152
18039000060,18,039,000060,291.7,77.1,17.2,1,270.8,102.1,15.3,0,276.9,102,7.2,0,317.1,60.1,265.9,112.1
18039000070,18,039,000070,546,141,21,8,489,189,30,1,486,206,16,1,582,113,465,214
18039000090,18,039,000090,587,105,27,9,553,144,34,0,564,150,15,0,648,74,537,188
18039000100,18,039,000100,300,32,14,4,281,47,20,0,282,52,17,0,314,26,270,72
18039000110,18,039,000110,385,140,22,3,355,171,25,0,361,173,15,0,437,111,377,167
18039000120,18,039,000120,388.2,123.3,18.2,5,365,144.8,19,0,368.3,150.6,6.6,0.8,425.4,96,370,142.3
18039000130,18,039,000130,519,224,41,12,462,270,56,0,470,280,37,0,594,182,487,288
18039000140,18,039,000140,330,149.9,21.5,3.8,297.2,174.9,30.1,0,312.8,170.6,15.4,0.2,367.6,126.5,316,168.8
18039000150,18,039,000150,414,184,32,5,374,216,35,0,401,217,12,1,470,155,381,237
18039000160,18,039,000160,376.1,191.3,19.5,3.5,333.3,221.7,38.9,0,350,229.1,16.6,0,429.6,154.3,340.1,238.2
18039000170,18,039,000170,239.4,180.1,23.4,8.2,221.1,194.8,28.1,1,226.3,204.4,16.1,0,271.9,169.6,244.4,186.5
18039000180,18,039,000180,670,133,22,12,637,175,32,1,647,176,18,0,722,104,624,203
18039000190,18,039,000190,255,177,31,12,242,197,41,0,249,204,23,0,319,153,259,205
18039000200,18,039,000200,378.5,291.9,36.1,8,354.3,323,41.2,1,359.4,335,22.1,1,495.6,215.9,369.4,331
18039000210,18,039,000210,513.3,296.2,32.1,15.3,481.8,337.8,44.1,2,482,344,34.8,0,638,225.7,478.3,373.3
18039000220,18,039,000220,250.2,189,38.8,6,224.2,213.9,44.9,0,244.1,213.9,23,1,327.8,146.2,253.2,213.9
18039000230,18,039,000230,199,187,26,11,190,201,28,0,194,213,11,0,253,163,188,223
18039000240,18,039,000240,61,63,5,3,55,66,10,0,52,71,9,0,62,67,58,67
18039000250,18,039,000250,153,190,14,8,137,206,21,0,147,205,13,0,188,174,143,210
18039000260,18,039,000260,340.8,229.1,28.2,7.1,323.6,240.3,45.2,0,337.7,242.3,25.1,0,399.7,200.4,345.6,253.4
18039000270,18,039,000270,138.8,180,16.2,1,117.8,192.1,27.1,0,119.9,197.1,17,0,167.2,166.8,139.8,192.1
18039000280,18,039,000280,66,281,18,5,63,277,27,1,52,296,15,1,81,285,76,288
18039000290,18,039,000290,89,364,16,14,91,367,23,2,96,364,21,2,135,347,98,383
18039000300,18,039,000300,98.6,145.8,22,5,91.5,142.8,33.1,0,90.6,153.8,20,0,118.7,147.7,101.6,157.8
18039000310,18,039,000310,237.4,319.2,19,4,205.5,326.2,41.9,0,228.4,329.2,22,0,277.3,287.3,230.4,333.2
18039000320,18,039,000320,54.8,84.5,7.7,0,53.8,87.4,8.7,0,55.7,85.5,4.8,0,67.2,82.6,55.7,90.3
18039000330,18,039,000330,41,305,8,1,41,289,21,0,40,304,7,1,69,283,39,312
18039000340,18,039,000340,119,313,16,9,117,314,23,0,113,321,18,0,161,289,124,326
18039000350,18,039,000350,419.1,214.9,33.2,8,400.6,233.1,37.4,0,404.7,249.1,19.2,0,500.3,166.7,389.6,263.4
18039000360,18,039,000360,294.6,170.7,15.1,6,285.4,177.9,29.1,0,279.4,196,16,0,349.9,141.5,281.3,208.1
18039000370,18,039,000370,204.1,108,23.4,4.9,195.2,118,19.4,0,194.2,124.8,13.6,0,240.3,91.3,195,128.8
18039000380,18,039,000380,339.1,89.4,18.7,3.9,320.5,121.9,9.8,0,316.5,128.8,5.9,1,388.3,61,300.8,144.5
18039000390,18,039,000390,203,326.1,22.6,5.6,184.2,336.5,32.9,0.9,190.8,345,21.6,0,239.7,306.4,199.3,346.8
18039000400,18,039,000400,246,150,14,5,224,162,28,0,229,169,13,0,283,126,228,179
18039000410,18,039,000410,361,240.8,23.4,9.4,337.8,268.5,27.1,1.1,346.2,269,13.4,0,415.3,208.6,336.7,281.2
18039000420,18,039,000420,389.9,168.9,26.4,5.5,350.7,200.7,40.1,0,368.9,198,18.2,0,441.6,143.5,351.8,224.3
18039000430,18,039,000430,289.7,286.4,26.6,6.5,248.8,306.6,46,1,262.6,310.3,26.8,0,316,275.7,274.7,315
18039000440,18,039,000440,300.4,138.9,14.8,2,266.9,157.6,26.6,0,274.8,155.6,16.7,0,317.1,126.1,261,178.3
18039000450,18,039,000450,467.6,251,27.1,8.2,447.6,285,28,0,437.8,301.9,14,0,549,198.8,433.4,311.2
18039000460,18,039,000460,453.4,167.5,24,15.4,438,194.1,20.6,0,444.8,196.7,11.2,0,526.3,122,421.7,223.2
18039000470,18,039,000470,516,153,23,16,515,169,21,0,520,167,9,0,593,100,486,199
18039000480,18,039,000480,307,105,26,8,285,136,21,0,298,133,15,0,351,90,282,159
18039000490,18,039,000490,316.7,122.7,22.2,6,303.3,143.1,20.2,0,312.4,145,10.1,0,369.9,96.5,313.4,147
18039000500,18,039,000500,164.2,101,10.7,2.9,139.9,125.3,11.7,0,145.8,120.4,8.8,0,179.8,93.2,145.7,121.4
18039000510,18,039,000510,283.1,125.9,21,5.5,262.2,151.6,21.5,0,269.2,152,13.9,0,335,95.5,253.7,172.1
18039000520,18,039,000520,272,226,25,4,252,244,31,0,250,258,18,0,315,203,261,252
18039000530,18,039,000530,120,53,7,5,120,51,12,0,123,52,7,0,137,42,122,57
18039000540,18,039,000540,286.7,214.3,36.7,6.9,262.9,242,36.7,0,267.8,252.9,18.9,0,328.3,207.3,274.8,250
18039000550,18,039,000550,397,219,32,9,386,232,38,0,388,244,18,0,444,198,366,264
18039000560,18,039,000560,320,200,26,11,303,214,38,0,327,212,19,0,363,181,304,235
18039000570,18,039,000570,242,178,29,6,252,186,16,0,246,198,10,0,307,135,233,211
18039000580,18,039,000580,345,204,30,8,335,217,35,0,332,232,20,1,407,179,346,237
18039000590,18,039,000590,270,293,38,11,254,303,53,0,238,238,36,0,302,201,257,247
18039000600,18,039,000600,425,237,16,11,409,243,33,0,421,246,17,0,496,173,398,283
18039000610,18,039,000610,403,227,35,14,386,266,24,1,401,252,20,0,495,171,378,289
18039000620,18,039,000620,107,118,13,8,104,127,17,0,106,130,12,0,144,100,109,138
18039000630,18,039,000630,219,421,33,14,211,447,34,0,213,457,21,0,311,367,215,472
18039000640,18,039,000640,230,277,34,19,234,284,42,1,232,303,24,0,290,262,235,312
18039000650,18,039,000650,272,419,29,13,248,457,22,1,252,454,19,1,355,359,256,461
18039000660,18,039,000660,433,373,26,12,421,396,27,0,428,401,12,0,570,265,401,434
18039000670,18,039,000670,450,242,33,13,434,282,28,0,442,285,13,0,533,196,418,313
18039000680,18,039,000680,195,307,12,5,192,311,17,0,198,317,5,0,262,252,184,326
18039000690,18,039,000690,286,272,24,5,277,282,23,0,295,277,11,0,347,228,286,285
18039000700,18,039,000700,362,410,29,4,359,435,21,0,400,410,8,0,503,292,374,425
18039000710,18,039,000710,312,123,16,10,292,136,32,0,300,142,16,1,351,102,292,158
18039000720,18,039,000720,295,105,12,6,270,129,15,0,272,131,12,0,313,95,265,144
18039000730,18,039,000730,552,132,20,12,542,154,25,0,549,158,12,0,596,115,522,184
18039000740,18,039,000740,353,50,12,4,336,77,7,0,336,79,6,0,361,50,316,96
18039000750,18,039,000750,513,86,26,11,482,118,34,0,478,129,23,0,536,89,459,157
18039000760,18,039,000760,547,94,26,6,504,133,26,3,528,126,13,1,584,79,498,155
18039000770,18,039,000770,489,95,19,15,456,141,27,0,483,135,5,0,533,78,442,165
18039000780,18,039,000780,574.2,132.8,23.8,8.2,558.9,157.2,21.7,0,563.9,162.4,11.5,0,630.5,102.2,548.9,179.6
18039000790,18,039,000790,538.3,117.7,28.3,8.1,510.1,154,27.3,0,524.2,148.1,17.1,0,584.7,96.7,505.2,174
18039000800,18,039,000800,430,122,22,8,417,136,26,0,423,148,9,0,486,88,396,169
18039000810,18,039,000810,649,207,34,15,608,261,40,0,621,264,15,0,723,165,586,303
18039000820,18,039,000820,386,111,21,3,367,133,22,0,371,135,16,0,408,103,363,139
18039000830,18,039,000830,568,160,29,11,522,201,44,1,525,216,25,0,595,162,525,227
18039000840,18,039,000840,211.9,24.9,9.2,0.9,206.4,32.2,7.4,0,200.9,37.8,6.4,0,217.5,24,198.1,44.2
18039000850,18,039,000850,592.1,139.1,37.8,14.1,543.6,182.8,56.6,0,546.1,196.2,34.5,0,630.5,129,557.9,194.8
18039000860,18,039,000860,406.4,100.2,11.1,10.2,391.5,116,20.4,0,404.5,116.9,3.7,0,438.8,82.6,375.7,145.7
18039000870,18,039,000870,368.6,111.8,25.9,6.8,351.5,136,22.6,0,366.5,130.1,16.3,0,422.2,85.4,356.3,142.3
18039000880,18,039,000880,365.2,70.5,14.3,13.2,360.1,82.9,19.4,1,366.3,84.8,11.3,1,403,51.1,359.9,94.3
18039000890,18,039,000890,381.2,87,16.8,12.9,362.5,122.5,14.9,0,378.3,111.7,12.9,0,426.7,67.2,352.6,140.4
18039000900,18,039,000900,561.6,117.4,23.9,17.9,546.5,146.6,32.6,0,565.4,137.6,19.9,0,622.3,84.7,530.6,176.4
18039000910,18,039,000910,481.3,68.2,26.4,8.2,467.4,107.7,14.8,0,475.4,100.9,7.5,0,527.4,50.3,452.6,117
18039000920,18,039,000920,578.7,155.8,31.6,10.8,538.6,202.3,36.2,0,544.6,203.1,21.5,0,648.6,112.7,503.4,252
18039000930,18,039,000930,539,253,36,11,520,273,48,0,529,274,30,0,625,200,530,291
18039000940,18,039,000940,433,148.3,22.9,1,396.2,176.2,32.9,0,411.1,175.2,17.9,0,491.8,116.5,412.1,180.2
18039000950,18,039,000950,263,123.7,7.1,5,220.8,145.8,31.1,0,243.9,142.8,10.1,0,285.2,114.5,246.9,143.8
18039000960,18,039,000960,331,197,28,6,306,211,37,0,310,224,20,0,377,175,315,224
18039000970,18,039,000970,411,217,23,9,370,250,33,1,375,253,17,0,445,191,390,237
18039000980,18,039,000980,305.6,184.7,18.6,3.2,261.6,201.7,46.7,0,281.4,201.9,25.5,0,336.6,169.1,289.6,208
18039000990,18,039,000990,284.4,179.8,27.4,9.8,274.6,181.8,38.1,0,269.8,193.5,26.4,1,327.4,158.3,279.5,196.4
18039001000,18,039,001000,296,252.2,25.3,7.8,266.8,268.8,36,0,275.6,270.7,23.4,0,342.8,225.9,287.3,272.7
18039001010,18,039,001010,331.5,186.5,30.8,9.2,292,213.9,48.9,0,301.2,223,31.6,0,372.6,180.2,316.4,230.1
18039001020,18,039,001020,317.6,228,25.3,14.1,282.2,258.3,38.5,0,307.3,253.4,20.4,0,381,204.9,305.4,274.5
18039001030,18,039,001030,483,281,37,13,488,290,38,0,504,301,11,0,626,183,468,323
18039001040,18,039,001040,467.9,255.4,44,10.5,447.3,283.3,46.2,0,456.1,290,32.6,0,580.4,195.4,468.7,301.4
18039001050,18,039,001050,474.1,253.1,25.6,13.3,449.4,273.4,37.7,0,465.4,279.2,10.4,0.9,561.7,197.7,453.8,285.4
18039001060,18,039,001060,429.6,218.6,21,2.7,394.8,243,34.8,0,410.6,247.1,17.3,0.1,513.7,156,419,242
18039001070,18,039,001070,274.2,133.9,16.7,3.2,262.9,143.3,15.7,0,270,137.5,15.5,0,337.9,79,261.2,148.6
18039001080,18,039,001080,498.6,222.9,17.9,10.9,482.7,251.7,23.8,1,493.6,252.7,10.9,0,605.6,152.6,483.7,258.6
18039001090,18,039,001090,478.1,88.6,16,5,462.2,111.4,10.1,1,451.4,121.3,9.1,0,507.3,71.4,422.7,148
18039001100,18,039,001100,475,141.7,13.1,8,439.9,187.9,12.1,0,423.8,205,11.1,0,536.3,99.6,409.6,228.2
18039001110,18,039,001110,409,114,23,8,372,147,22,0,381,145,16,0,449,94,368,166
18039001120,18,039,001120,261.9,62.7,13.9,6.9,253.9,77.6,15.8,0,249.8,79.7,10.9,0,300.4,41,240.7,92.7
18039001130,18,039,001130,546.2,160.4,21.9,4.3,471.4,213.4,39.2,1,487.4,201.5,29.9,1,573.1,148.6,488.4,218.4
18039001140,18,039,001140,653,190.8,29.3,5,635.5,214.2,31.5,0,649.7,214.2,16.2,0,730.5,147.5,622.8,243.2
18039001150,18,039,001150,425.8,151.6,26.1,8.7,402.6,178.6,32.8,0,404.6,183.5,25.1,0,479.9,128.4,402.6,206.6
18039001160,18,039,001160,311,105,17.7,1,282.5,128.5,27.5,0,295.3,130.5,13.7,0,341.4,87.3,295.3,130.5
18039001170,18,039,001170,462,126,21,8,436,150,32,0,451,146,18,2,496,114,440,163
18039001180,18,039,001180,609,143,26,11,580,178,29,0,592,177,16,0,653,118,587,184
18041000010,18,041,000010,334.9,79,11.2,2,280.2,113.5,22.3,0,270.1,128.5,15.2,0,312.6,82.1,271,127.8
18041000020,18,041,000020,59.2,29.1,3.9,3.9,46.6,37.8,8.7,0,40.7,47.5,4.8,0,57.2,36.9,51.4,40.7
18041000030,18,041,000030,422,177,27,9,347,241,27,1,349,245,18,0,432,154,349,254
18041000040,18,041,000040,307,104,13,5,250,153,18,0,257,146,14,0,301,97,251,163
18041000050,18,041,000050,135,63,11,1,105,69,27,0,120,74,8,0,126,65,114,84
18041000060,18,041,000060,104.1,39,8,0,87.1,44,14,0,88.1,46,8,0,104.1,40,90.1,56.1
18041000070,18,041,000070,189.3,87.1,14,3,150.2,107.1,24,0,137.2,124.1,17,0,176.3,101.1,157.2,120.2
18041000080,18,041,000080,178,71,25,2,153,94,18,0,138,104,15,0,172,77,146,109
18041000090,18,041,000090,115,56,16,3,90,71,21,0,92,72,18,0,110,63,97,79
18041000100,18,041,000100,255.8,101.9,21.1,4.1,190.4,161.2,23.3,0,203.3,153.5,18.1,0,247.8,107.1,198.6,167.3
18041000110,18,041,000110,205.4,86,14.6,1.2,160.4,122.3,19.9,0,157.9,122,19.1,0,205.1,84.9,155.8,136.2
18041000120,18,041,000120,566.3,191,35.4,4.8,479.3,266.5,37.1,0,480.8,273.9,25.9,0,561.6,189,450,316.6
18041000130,18,041,000130,349,80,12,2,282,124,33,0,287,125,17,0,326,93,264,161
18041000140,18,041,000140,321.9,81,14,2,272.9,114,24,0,262.9,129.9,16,0,314.9,80,258.9,140.9
