GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOWRI,G16USSRYOU,G16USSDBAY,G16USSLBRE,G16USSOWRI,G16GOVRHOL,G16GOVDGRE,G16GOVLBEL,G16GOVOWRI,G16ATGRHIL,G16ATGDARR,G16SPIRMCC,G16SPIDRIT
18039000110,18,039,000110,385,140,22,3,355,171,25,0,361,173,15,0,437,111,377,167
18039000120,18,039,000120,388.16,123.32,18.21,4.97,364.99,144.84,19.04,0,368.3,150.63,6.62,0.83,425.41,96.01,369.96,142.35
18039000130,18,039,000130,519,224,41,12,462,270,56,0,470,280,37,0,594,182,487,288
18039000140,18,039,000140,330.02,149.92,21.54,3.84,297.21,174.93,30.1,0,312.82,170.56,15.38,0.17,367.65,126.52,315.99,168.81
18039000150,18,039,000150,414,184,32,5,374,216,35,0,401,217,12,1,470,155,381,237
18039000160,18,039,000160,376.06,191.34,19.51,3.52,333.28,221.74,38.91,0,350.01,229.09,16.59,0,429.56,154.29,340.1,238.19
18039000170,18,039,000170,239.41,180.09,23.39,8.22,221.1,194.78,28.14,1,226.3,204.41,16.11,0,271.91,169.56,244.4,186.5
18039000180,18,039,000180,670,133,22,12,637,175,32,1,647,176,18,0,722,104,624,203
18039000190,18,039,000190,255,177,31,12,242,197,41,0,249,204,23,0,319,153,259,205
18039000200,18,039,000200,378.5,291.9,36.09,8.02,354.28,322.98,41.23,1,359.38,334.97,22.13,1,495.61,215.86,369.43,331.01
18039000210,18,039,000210,513.29,296.17,32.07,15.26,481.8,337.84,44.12,2,482.01,344,34.79,0,638.01,225.72,478.31,373.28
18039000220,18,039,000220,250.19,189,38.83,5.96,224.22,213.9,44.87,0,244.08,213.94,22.96,0.99,327.81,146.22,253.17,213.9
18039000230,18,039,000230,199,187,26,11,190,201,28,0,194,213,11,0,253,163,188,223
18039000240,18,039,000240,61,63,5,3,55,66,10,0,52,71,9,0,62,67,58,67
18039000250,18,039,000250,153,190,14,8,137,206,21,0,147,205,13,0,188,174,143,210
18039000260,18,039,000260,340.76,229.05,28.17,7.1,323.61,240.31,45.23,0.01,337.71,242.32,25.11,0,399.73,200.42,345.61,253.39
18039000270,18,039,000270,138.81,180,16.17,1.04,117.78,192.1,27.13,0,119.92,197.06,17.04,0.01,167.19,166.78,139.83,192.1
18039000280,18,039,000280,66,281,18,5,63,277,27,1,52,296,15,1,81,285,76,288
18039000290,18,039,000290,89,364,16,14,91,367,23,2,96,364,21,2,135,347,98,383
18039000300,18,039,000300,98.57,145.77,22.05,5.01,91.5,142.79,33.1,0,90.55,153.79,20.05,0,118.67,147.69,101.56,157.8
18039000310,18,039,000310,237.43,319.23,18.95,3.99,205.5,326.21,41.9,0,228.45,329.21,21.95,0,277.33,287.31,230.44,333.2
18039000320,18,039,000320,54.75,84.53,7.68,0,53.79,87.41,8.65,0,55.71,85.49,4.8,0,67.24,82.61,55.71,90.29
18039000330,18,039,000330,41,305,8,1,41,289,21,0,40,304,7,1,69,283,39,312
18039000340,18,039,000340,119,313,16,9,117,314,23,0,113,321,18,0,161,289,124,326
18039000350,18,039,000350,419.08,214.89,33.2,8.03,400.63,233.14,37.36,0,404.73,249.11,19.23,0,500.31,166.71,389.55,263.42
18039000360,18,039,000360,294.56,170.68,15.14,6.03,285.42,177.92,29.07,0,279.39,195.97,16.04,0.01,349.94,141.46,281.27,208.09
18039000370,18,039,000370,204.1,108.03,23.35,4.87,195.23,118,19.4,0,194.22,124.82,13.57,0.01,240.3,91.34,195.04,128.84
18039000380,18,039,000380,339.14,89.45,18.68,3.93,320.46,121.89,9.83,0,316.53,128.77,5.9,0.98,388.29,60.95,300.8,144.5
18039000390,18,039,000390,203.02,326.15,22.56,5.64,184.22,336.49,32.9,0.94,190.8,344.95,21.62,0,239.68,306.41,199.26,346.83
18039000400,18,039,000400,246,150,14,5,224,162,28,0,229,169,13,0,283,126,228,179
18039000410,18,039,000410,360.98,240.85,23.44,9.36,337.78,268.51,27.1,1.06,346.2,269.05,13.38,0,415.32,208.59,336.74,281.17
18039000420,18,039,000420,389.86,168.9,26.39,5.46,350.73,200.69,40.06,0,368.91,197.99,18.24,0,441.61,143.5,351.76,224.28
18039000430,18,039,000430,289.68,286.35,26.64,6.54,248.75,306.59,45.98,1,262.59,310.29,26.79,0,315.97,275.73,274.71,315.05
18039000440,18,039,000440,300.37,138.86,14.77,1.97,266.89,157.57,26.59,0,274.77,155.6,16.74,0,317.12,126.06,260.98,178.26
18039000450,18,039,000450,467.61,250.97,27.11,8.19,447.57,285.04,28.03,0,437.83,301.87,14.03,0,548.95,198.77,433.45,311.25
18039000460,18,039,000460,453.44,167.48,24.01,15.4,437.99,194.08,20.6,0,444.78,196.71,11.15,0,526.33,122.03,421.72,223.21
18039000470,18,039,000470,516,153,23,16,515,169,21,0,520,167,9,0,593,100,486,199
18039000480,18,039,000480,307,105,26,8,285,136,21,0,298,133,15,0,351,90,282,159
18039000490,18,039,000490,316.68,122.65,22.17,6.05,303.28,143.05,20.19,0,312.38,144.97,10.14,0,369.93,96.52,313.38,146.98
18039000500,18,039,000500,164.2,100.99,10.69,2.91,139.93,125.27,11.66,0,145.76,120.42,8.75,0,179.78,93.2,145.74,121.42
18039000510,18,039,000510,283.07,125.91,21.01,5.46,262.21,151.57,21.51,0,269.25,152.03,13.93,0,335.01,95.48,253.72,172.14
18039000520,18,039,000520,272,226,25,4,252,244,31,0,250,258,18,0,315,203,261,252
18039000530,18,039,000530,120,53,7,5,120,51,12,0,123,52,7,0,137,42,122,57
18039000540,18,039,000540,286.68,214.27,36.7,6.94,262.87,242.04,36.7,0,267.83,252.95,18.85,0,328.34,207.32,274.78,249.98
18039000550,18,039,000550,397,219,32,9,386,232,38,0,388,244,18,0,444,198,366,264
18039000560,18,039,000560,320,200,26,11,303,214,38,0,327,212,19,0,363,181,304,235
18039000570,18,039,000570,242,178,29,6,252,186,16,0,246,198,10,0,307,135,233,211
18039000580,18,039,000580,345,204,30,8,335,217,35,0,332,232,20,1,407,179,346,237
18039000590,18,039,000590,270,293,38,11,254,303,53,0,238,238,36,0,302,201,257,247
18039000600,18,039,000600,425,237,16,11,409,243,33,0,421,246,17,0,496,173,398,283
18039000610,18,039,000610,403,227,35,14,386,266,24,1,401,252,20,0,495,171,378,289
18039000620,18,039,000620,107,118,13,8,104,127,17,0,106,130,12,0,144,100,109,138
18039000630,18,039,000630,219,421,33,14,211,447,34,0,213,457,21,0,311,367,215,472
18039000640,18,039,000640,230,277,34,19,234,284,42,1,232,303,24,0,290,262,235,312
18039000650,18,039,000650,272,419,29,13,248,457,22,1,252,454,19,1,355,359,256,461
18039000660,18,039,000660,433,373,26,12,421,396,27,0,428,401,12,0,570,265,401,434
18039000670,18,039,000670,450.01,242,33,13,434.01,282,28,0,442.01,285,13,0,533.01,196,418.01,313
18039000680,18,039,000680,195,307,12,5,192,311,17,0,198,317,5,0,262,252,184,326
18039000690,18,039,000690,286,272,24,5,277,282,23,0,295,277,11,0,347,228,286,285
18039000700,18,039,000700,362,410,29,4,359,435,21,0,400,410,8,0,503,292,374,425
18039000710,18,039,000710,312,123,16,10,292,136,32,0,300,142,16,1,351,102,292,158
18039000720,18,039,000720,295,105,12,6,270,129,15,0,272,131,12,0,313,95,265,144
18039000730,18,039,000730,552,132,20,12,542,154,25,0,549,158,12,0,596,115,522,184
18039000740,18,039,000740,352.99,50,12,4,335.99,77,7,0,335.99,79,6,0,360.99,50,315.99,96
18039000750,18,039,000750,513,86,26,11,482,118,34,0,478,129,23,0,536,89,459,157
18039000760,18,039,000760,547,94,26,6,504,133,26,3,528,126,13,1,584,79,498,155
18039000770,18,039,000770,489,95,19,15,456,141,27,0,483,135,5,0,533,78,442,165
