GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
17001023006,17,001,023006,54.5,78.5,8.6,2.9,0,76.6,55.5,6.7,2.9,0,63.2,66,5.7,5.7
17001023007,17,001,023007,92,67,8,4,0,113,48,3,3,0,106,54,4,5
17001023008,17,001,023008,91.6,279,10.3,4.1,0.1,156,214.6,10.2,4.1,0,122.3,241.2,9.2,8.1
17001023009,17,001,023009,165.3,439.1,24.4,2,2.7,246.8,361.3,12.7,6.2,0.5,193.2,405.5,12.2,4.2
17001023010,17,001,023010,72,164,18,6,0,117,126,13,2,0,92,149,14,4
17001023011,17,001,023011,116,281,24,2,2,171,227,14,4,0,148,254,9,6
17001023012,17,001,023012,128.7,286.1,16.8,5.1,0,211.6,206.7,16.1,3.3,0,162.9,251,11.6,8.2
17001023013,17,001,023013,103,236,16,3,0,151,199,14,3,0,138,202,14,8
17001023014,17,001,023014,148,179,16,5,0,179,149,14,8,0,164,157,16,11
17001023015,17,001,023015,175.5,449.5,28.8,7.3,2,261,367.8,19.6,10,0,201.6,417.3,21.9,13.8
17001023016,17,001,023016,165,362,32,3,0,217,306,24,10,0,185,335,25,11
17001023017,17,001,023017,144.7,311.9,18.1,7,0,212.9,249.6,12.1,5,0,177.7,274.9,11.1,10.1
17001023018,17,001,023018,140.7,414.2,14.7,4.7,0,226.2,332.1,6.7,4.9,0,159.8,392.5,5.2,4
17001023019,17,001,023019,55,101,5,1,1,81,79,4,1,0,67,90,2,3
17001023020,17,001,023020,169,328,32,5,0,227,286,22,2,0,178,321,33,7
17001023021,17,001,023021,176,364,27,9,1,235,326,8,8,0,198,346,19,11
17001023022,17,001,023022,216.1,397.4,22.5,2.4,5.3,290.6,323.4,13.4,9.8,0,231.3,375.4,15.8,9.1
17001023023,17,001,023023,84.6,171,6.7,0.7,0.7,113.4,141.8,2.8,3.2,0,92.7,161.6,3.4,2
17001023024,17,001,023024,141,558.3,18.8,5.2,0.2,213.3,492.2,9.2,7.2,0,164.8,536.8,15.1,3.6
17001023025,17,001,023025,167.4,366,14.8,3.1,1.6,222.7,306,10.1,1.6,0,176,350.4,9.3,4.7
17001023026,17,001,023026,134.6,377.1,17,6.1,3.1,180.2,329,9.6,9.2,0,144,357.6,12.6,12.3
17001023027,17,001,023027,117.5,340.8,17.4,2.9,0.1,161.6,311.6,8.6,4.6,0,119.5,351.4,9.3,6
17001023028,17,001,023028,169,374,16,3,0,225,330,9,9,0,187,362,7,9
17001023029,17,001,023029,155,375,18,4,3,222,307,15,6,0,174,353,13,7
17001023030,17,001,023030,128,245,12,5,1,155,215,11,4,0,117,250,9,5
17001023031,17,001,023031,155.3,449,31.7,2.1,0,244.7,374.1,13.7,4.6,0,185.6,421.1,15.6,9.4
17001023032,17,001,023032,132,367,23,3,0,222,274,13,10,0,172,318,18,13
17001023033,17,001,023033,108,359,27,4,0,218,245,15,14,0,185,276,17,14
17001023034,17,001,023034,98,222,22,2,0,166,167,7,4,0,152,171,12,8
17001023035,17,001,023035,106.8,308.7,14.7,3.9,2.9,178.3,236.2,9.8,8.8,0,148.9,266.5,10.8,4.9
17001023036,17,001,023036,89.4,117.5,15,3,0,131.5,78.3,7,6,0,98.4,100.4,16,8
17001023037,17,001,023037,155.1,195.8,17.4,2.9,1,201.6,134.7,16.5,10.7,0,173.5,164.7,14.5,5.8
17001023038,17,001,023038,122,247,21,6,0,194,170,16,12,0,164,202,18,8
17001023039,17,001,023039,142.3,192.6,22.1,8,0,197.7,143.1,18.1,4.1,0,168.4,160.4,21.1,15.1
17001023040,17,001,023040,145,189,25,8,4,183,151,21,8,0,155,169,22,15
17003000101,17,003,000101,162,26,0,2,1,157,17,4,0,0,148,16,5,2
17003000102,17,003,000102,176.2,11,4,0,1,168.2,14,1,0,0,163.2,14,2,1
17003000103,17,003,000103,95.8,9,1,0,0,91.8,7,0,1,0,84.8,9,2,1
17003000104,17,003,000104,168,105,7,2,3,166,85,9,5,0,159,91,6,6
17003000105,17,003,000105,133,53,1,2,1,128,41,2,3,0,120,48,1,3
17003000201,17,003,000201,64.6,78.7,1.9,0.1,0.3,79.7,59.9,2.8,0.7,0,67.1,59.5,4,4
17003000301,17,003,000301,83.4,36.4,0,1,1.9,89.1,29.7,2.9,0,0,83.4,31.6,1.9,2.9
17003000401,17,003,000401,140,377,8,3,11,214,287,8,13,0,159,322,13,17
17003000601,17,003,000601,111,263,5,2,2,166,189,7,7,0,132,210,11,5
17003000801,17,003,000801,69,262,12,1,2,115,200,6,5,0,99,205,12,8
17003000901,17,003,000901,55.2,273.1,8.1,0.9,2.7,132,189.9,7.2,6.3,0,87.7,214.3,9.9,9.9
1700500BG01,17,005,00BG01,124.4,262.4,21.1,5,2,201.7,198.1,14,5,0,164.6,215.2,16,11
1700500BG02,17,005,00BG02,81.6,191.4,15.5,1.9,1.9,134,137,11.7,6.8,0,107.8,153.5,13.6,7.8
1700500BG03,17,005,00BG03,88.4,235.3,11.3,5,2,134.3,184.4,10.2,6.1,0,103.9,200.7,11.2,8.1
1700500CN01,17,005,00CN01,174.7,365.5,45.8,7.3,9.9,234.1,327.8,23.4,8.9,0,166.5,387.3,25.1,6.1
1700500CN02,17,005,00CN02,78,134,22,2,3,107,118,13,2,0,77,138,13,6
1700500CN03,17,005,00CN03,83,134,32,5,0,114,114,18,7,0,93,125,24,9
1700500CN04,17,005,00CN04,99,131,19,2,0,131,99,13,7,0,97,115,19,8
1700500CN05,17,005,00CN05,97,240.9,23.1,1.1,2.1,133.9,195.6,16.4,6.2,0,115.5,202.8,22.4,3.2
1700500CN06,17,005,00CN06,84,238,26.2,0,2.1,113.3,214.8,18.1,3,1,97.9,220.2,25.1,2
1700500CN07,17,005,00CN07,93,224.3,5.9,3.9,3.9,134.2,163.6,17.6,7.8,1,114.6,172.4,16.6,9.8
1700500CN1A,17,005,00CN1A,109.3,219.5,31,8.6,6,144.6,207.4,15.5,6,0,107.6,225.5,25.8,6.9
1700500LG01,17,005,00LG01,46.1,164.2,10.3,1,4,80.8,130.8,6.1,6,0,64.3,144.1,8.1,7.1
1700500LG02,17,005,00LG02,107.9,302.8,28.7,3,4,167.2,266.2,12.9,4,0,124.7,294.9,12.9,9.9
1700500MG01,17,005,00MG01,108,237,9,1,1,167,167,10,7,0,139,189,14,6
1700500MG02,17,005,00MG02,52,160,21,2,2,112,110,10,3,0,82,126,15,3
1700500ML00,17,005,00ML00,75.7,233.4,16.1,1,1,118.2,194.9,5.1,4.1,0,89,220,8.1,4.1
1700500OR00,17,005,00OR00,106.8,320.5,29,4,6,194.7,247.6,15,5,0,151.8,267.6,16,13
1700500PM01,17,005,00PM01,64.5,184.7,10.9,0,0,104.3,139,11.9,2,0,79.4,146,22.8,3
1700500PM02,17,005,00PM02,83.4,186.1,13.1,2,0,155.6,110.8,10.1,1,0,136.5,127.9,10.1,1
1700500SH01,17,005,00SH01,39,126,13,3,3,84,87,11,2,0,73,96,9,2
1700500SH02,17,005,00SH02,46,73,8,3,1,67,54,5,2,0,43,69,6,4
1700500SH03,17,005,00SH03,48,93,10,1,0,72,66,4,2,1,57,76,4,4
1700500SH04,17,005,00SH04,113,246,15,3,2,171,181,13,9,0,128,214,20,6
1700500TM01,17,005,00TM01,31,106,7,0,2,58,83,4,0,0,34,96,8,0
1700500TM02,17,005,00TM02,34,79,3,1,1,69,44,2,0,0,45,66,2,2
17007001001,17,007,001001,196,190,20,7,2,174,191,21,16,0,173,190,18,15
17007001002,17,007,001002,153,176,12,15,8,153,165,24,15,1,146,172,12,25
17007001003,17,007,001003,182.1,138.3,22.6,1.1,3.2,166,148.1,19.3,9.4,0,166.1,145.8,15.6,11.4
17007001004,17,007,001004,292,242,21,7,5,278,234,22,19,0,275,239,20,14
17007001005,17,007,001005,124.9,127.7,11.4,2.9,3.8,123,123.9,6.7,8.6,0.9,103.9,138.2,12.4,8.6
17007001006,17,007,001006,125,184,20,6,5,121,177,21,10,1,126,171,16,18
17007001007,17,007,001007,191,149,18,15,8,181,146,24,18,0,187,142,24,16
17007001008,17,007,001008,323.6,202.6,22.8,11.3,4.3,300.4,209.7,32.6,16.4,1.1,313.5,205.7,27.5,8.4
17007001009,17,007,001009,200,216,23,17,7,188,227,24,16,0,195,221,16,15
17007001010,17,007,001010,113.5,76.3,9.3,1.9,2.8,108.8,74.4,8.4,3.7,0,98.6,83.7,12.1,3.7
17007001011,17,007,001011,204.2,242.4,22.9,17.9,8,214.1,235.5,21.9,13.9,2,194.1,248.5,19.9,22.9
17007001012,17,007,001012,352.4,435.1,31.8,14.9,9.9,325.6,443,37.7,20.8,0,289.9,475.8,30.7,16.9
17007001013,17,007,001013,148,149,25,8,6,144,160,11,13,2,137,161,14,14
17007001014,17,007,001014,162,163,12,7,7,163,159,12,13,0,147,176,11,8
17007001015,17,007,001015,265,285,21,7,7,251,278,24,18,0,251,271,21,18
17007001016,17,007,001016,525.8,793.3,57.2,24,19,513.4,803,44.4,26.2,4,449.3,870,33.8,29.1
17007001017,17,007,001017,512.1,708.8,61.3,21.4,22.4,483.9,745.8,40.9,29.2,2,427.4,805.2,39,25.3
17007001018,17,007,001018,155,367,28,1,6,135,383,23,8,2,115,410,16,9
17007001019,17,007,001019,192,385,27,4,15,161,424,23,10,0,142,451,16,5
17007001020,17,007,001020,195.1,389.2,33,2,10,161.1,433.2,23,7,0,124.1,478.2,14,6
17007001021,17,007,001021,199,359,26,4,11,165,406,24,9,0,151,428,15,8
17007001022,17,007,001022,235,386,30,2,10,218,401,23,10,0,175,453,15,7
17007002001,17,007,002001,394.8,406.5,22.6,8.6,7.6,364.1,397.4,28.1,28.8,1,329.6,448,25.1,20.7
17007002002,17,007,002002,174,289,27,4,4,152,314,19,12,1,146,330,9,6
17007003001,17,007,003001,627.1,968.8,76.4,11.1,29.7,555.2,1047.3,49.9,33.8,1,506.6,1086.1,52.9,26.9
17007003002,17,007,003002,348.9,466.8,51,6,18,332.9,469.8,42,21,1,332.9,461.8,44,27
17007003003,17,007,003003,287.2,434.7,33.7,11.4,11.7,273.4,437.5,36.5,15.8,0.1,254,460.8,38.4,12.6
17007004001,17,007,004001,169.9,347.9,16.9,3,4,156,352.8,13.9,10.9,0,143.1,363.8,11.9,8
17007005001,17,007,005001,125.5,290.5,14.8,4.9,10.9,131.4,272.7,25.7,5.9,0,122.5,295.4,11.9,8.9
17007006001,17,007,006001,115.7,205.1,13.2,5.3,8,117.5,206.8,14.2,9.7,0,106,205.2,23.8,7.1
17007006002,17,007,006002,180,334,23,1,9,181,329,22,10,0,139,366,15,17
17007006003,17,007,006003,471.8,485.9,49.8,25.7,9.1,464,462.1,57.9,35.3,0,461.4,464.9,50.2,37
17007007001,17,007,007001,86,199.9,17,8,4,91,189.9,17,10,0,85,211.9,9,8
17007007002,17,007,007002,161,200.1,27,4,7,136,213.1,27,15,1,153,206.1,24,9
17007008001,17,007,008001,75.1,191.2,14,3,2,77.1,185.2,10,7,1,73.1,186.2,7,6
17007009001,17,007,009001,425,651.6,84.2,22.7,18,442,645,55.8,35.9,2.8,402.3,676.4,56.7,42.5
17007009002,17,007,009002,126.8,223.6,24.5,4.3,6,129.8,224.2,16,7,1.1,119.6,240.7,11.1,7.4
17007009003,17,007,009003,170,220.6,17.2,9.6,5.7,176.7,204.4,25.8,9.6,1,181.5,205.4,22.9,5.7
17009000101,17,009,000101,2.8,40.1,0.9,0,0,11.2,29.9,0,0,0,11.2,28,0,0.9
17009000201,17,009,000201,39.4,141.6,1,1,0,59,109.2,4.9,1,0,56.1,108.2,2,3.9
17009000301,17,009,000301,30,145.9,4,1,2,61,109,2,0,0,54,107,6,3
17009000401,17,009,000401,30,121,4,0,1,47,95,7,1,0,40,103,4,1
17009000501,17,009,000501,19,68,2,1,2,31,55,0,1,0,27,57,2,2
17009000601,17,009,000601,100,315,13,2,4,156,249,5,9,0,127,262,12,9
17009000602,17,009,000602,57.8,188.2,6,3,4,108.5,130.5,6,3,0,90.6,139.4,7,5
17009000603,17,009,000603,18.2,92.8,4,0,0,31.5,68.5,2,0,1,21.4,75.6,2,1
17009000604,17,009,000604,43,161,12,0,3,60,138,12,3,0,56,138,11,3
17009000605,17,009,000605,47,126,15,1,1,67,99,12,5,0,50,115,12,8
17009000701,17,009,000701,9.1,88.2,3,0,2,29.1,65.1,5,2,0,20.1,77.1,3,1
17009000801,17,009,000801,10,30,1,1,0,13,24,2,2,0,10,27,3,1
17009000901,17,009,000901,34.3,138.9,9,0,1,63.4,105.9,4,4,0,49.4,107.8,4,10
17009000902,17,009,000902,35.4,135.9,2,0,0,55.5,99.8,3,2,0,41.4,104.8,6.1,6
17011001001,17,011,001001,37,126,9,1,2,44,113,11,7,0,46,117,7,4
17011002001,17,011,002001,143,259,20,7,4,161,240,21,12,0,151,246,22,11
17011002002,17,011,002002,33,100,7,2,0,38,90,4,3,0,38,96,2,3
17011003001,17,011,003001,98,171,24,6,5,119,162,9,6,0,107,163,11,14
17011003002,17,011,003002,28,84,4,1,0,29,84,3,3,0,31,84,1,2
17011004001,17,011,004001,126,241,26,6,7,146,235,11,5,2,139,239,12,5
17011004002,17,011,004002,116,262,35,3,6,139,251,20,4,1,120,274,12,10
17011005001,17,011,005001,46,103,16,1,0,61,94,6,1,0,58,97,9,3
17011006001,17,011,006001,30,81,0,2,2,43,58,7,1,0,33,70,5,2
17011007001,17,011,007001,57,93,7,2,2,70,78,7,3,0,69,79,4,2
17011007002,17,011,007002,147,185,16,5,1,177,146,14,11,0,168,155,8,13
17011008001,17,011,008001,105,235,22,0,4,126,205,16,9,0,125,213,14,9
17011009001,17,011,009001,84,207,9,2,10,89,183,21,6,0,79,208,9,6
17011010001,17,011,010001,33,113,10,0,0,39,100,10,5,0,36,108,6,3
17011011001,17,011,011001,93,180,16,1,6,99,177,13,1,0,87,185,10,5
17011012001,17,011,012001,21,67,8,2,0,19,70,7,3,0,20,72,6,2
17011013001,17,011,013001,152,101,16,9,5,181,80,10,11,0,174,84,8,9
17011013002,17,011,013002,186,141,15,1,5,218,114,4,8,0,202,113,7,14
17011013003,17,011,013003,304,221,20,10,10,359,169,10,10,1,343,175,10,15
17011013004,17,011,013004,130.4,148.6,8.5,4,0,149.9,114.8,8.4,11.3,0,146.6,118.1,12.4,10.4
17011013005,17,011,013005,111.4,161.2,14,4,3,127.4,134.2,13,6,0,122.4,141.2,9,7
17011013006,17,011,013006,286.8,216.8,16.8,3.9,5.9,317.4,185.3,12.8,7.9,2,298.6,192.2,17.7,13.8
17011013007,17,011,013007,176.5,200.4,14,4,6,225.5,153.4,7,4,0,201.5,169.4,8,3
17011013008,17,011,013008,245.3,200.6,21.3,6.1,5,277.1,163.8,12.2,12.2,3,259.3,170.4,16.1,16.4
17011013009,17,011,013009,194.1,174.9,13.4,0,1,208.6,152.8,9.6,7.7,0,198.9,161.5,9.6,10.6
17011013010,17,011,013010,135.7,147.4,12.7,3.9,2,167.9,117.2,6.8,7.8,0,133.7,139.6,4.9,14.6
17011014001,17,011,014001,68.9,116.9,6,0,5,85.9,92.9,9,3,0,76.9,99.9,6,7
17011014002,17,011,014002,163,129,12,8,3,178,99,14,13,1,174,109,14,11
17011014003,17,011,014003,187.7,77.9,6,9,2,208.6,56.9,4,9,0,184.7,68.9,11,11
17011015001,17,011,015001,219,333,24,4,5,204,353,12,7,0,153,400,15,5
17011015002,17,011,015002,158,292,21,6,4,154,280,16,16,1,139,300,12,14
17011015003,17,011,015003,179,330,28,9,12,189,320,27,17,0,175,335,28,15
17011015004,17,011,015004,143,296,32,6,10,174,268,18,17,0,144,284,24,19
17011015005,17,011,015005,112,240,34,2,8,124,228,23,7,0,100,247,21,14
17011015006,17,011,015006,214.1,326.8,33.9,3.1,4.4,215.5,323.5,23.6,5.3,0,175.2,353.5,16.4,10.3
17011015007,17,011,015007,163,234,23,9,7,183,211,16,18,1,162,229,17,23
17011015008,17,011,015008,222,289,34,5,12,211,305,20,7,1,190,328,16,9
17011015009,17,011,015009,167.9,357.2,30.1,2.9,12.6,149.5,382.5,18.4,8.7,0,140.8,382.5,13.6,10.7
17011016001,17,011,016001,86,239,21,7,4,106,220,14,9,0,100,218,21,9
17011016002,17,011,016002,63,204,12,2,5,93,174,3,5,1,63,197,5,7
17011017001,17,011,017001,147.3,220.9,26.9,2,12.9,158.2,223.9,16.9,9,0,152.3,222.9,17.9,13.9
17011017002,17,011,017002,89.7,223.1,25.1,6,2.1,125.8,201.1,11.1,6,0,118.7,203.1,15.1,10.1
17011018001,17,011,018001,82,175,9,5,4,107,152,8,7,0,87,177,8,4
17011019001,17,011,019001,49.3,91.4,6,0,0,53.3,69.5,6,4,1,54.2,67.5,4,7.9
17011020001,17,011,020001,130.6,261,19.1,8,3,164.6,216.8,16.1,14,0,124.6,243.8,22,18.1
17011021001,17,011,021001,83,229,18,5,7,110,207,10,10,0,95,226,9,5
17011022001,17,011,022001,13,70,6,1,0,17,71,3,0,0,21,66,4,0
17011023001,17,011,023001,124,186,24,8,6,154,179,14,1,0,125,195,19,10
17011024001,17,011,024001,9,65,2,1,0,14,56,1,1,0,13,58,0,1
17011025001,17,011,025001,32,73,8,1,1,28,72,7,3,0,26,74,5,5
17013000001,17,013,000001,25,95,2,1,0,42,70,2,4,0,34,80,2,2
17013000002,17,013,000002,110,235,10,1,2,192,140,5,5,1,146,169,10,7
17013000003,17,013,000003,82,170,7,5,1,151,98,7,3,0,122,117,5,9
17013000004,17,013,000004,169,419,18,6,4,305,260,11,4,0,239,294,10,12
17013000005,17,013,000005,37,135,4,5,0,78,90,3,4,0,59,104,2,4
17013000006,17,013,000006,133,278,16,3,0,197,208,10,1,0,155,224,7,9
17013000007,17,013,000007,183.2,389.4,15,5,6,307.3,265.3,11,3,0,239.2,309.3,15,8
1701500CS01,17,015,00CS01,76.6,229.4,11.7,1,3.9,68,248.6,9.7,1,0,56.4,255.4,5.8,2.9
1701500CS02,17,015,00CS02,114,309,37,4,4,116,305,32,10,0,115,313,16,11
1701500EK00,17,015,00EK00,21.8,89.5,10.2,0.1,1.1,24.6,91.8,3.1,1.1,0,28.7,87.6,3.1,1.1
1701500FD00,17,015,00FD00,137.7,329.2,20.3,5,5.1,141.3,338,6.4,7,0,120,363,3.2,7
1701500FH00,17,015,00FH00,100,289,31,1,1,113,277,21,5,0,91,291,25,7
1701500MC01,17,015,00MC01,88,154,18,11,4,101,144,9,7,0,93,146,13,9
1701500MC02,17,015,00MC02,183.5,269.8,28.6,2.2,5.1,181,283.3,15.4,7.3,1,185.8,276.5,15.4,8.1
1701500MC03,17,015,00MC03,98.5,167.4,18.4,10,3,107.7,169.2,10.3,4.1,1,114.4,158.5,11.2,6.1
1701500RL01,17,015,00RL01,161,263,20,3,3,155,265,21,3,0,144,277,18,10
1701500RL02,17,015,00RL02,155,325,36,7,5,172,318,15,10,0,150,330,21,15
1701500SA01,17,015,00SA01,101.7,86,5.9,6.8,2.9,103.6,73.3,10.8,4.9,1,90.9,80.2,11.7,9.8
1701500SA02,17,015,00SA02,65.4,72.4,7.4,2.9,2.8,71.9,71.2,3.9,1,0,63.4,67.7,6.7,3.9
1701500SA03,17,015,00SA03,72.9,85.3,6,2.9,0.2,84.3,70.7,6.7,2.8,0,81,72.2,5.1,4.8
1701500SA04,17,015,00SA04,124,162.8,16,10,3,138,151.8,11,10.9,1,128.9,159.7,11,8
1701500SA05,17,015,00SA05,111.4,142.3,14.9,3,0,102.7,140.2,9.9,3,0,113.4,139.3,3,4
1701500SA06,17,015,00SA06,168.6,198.3,23.8,5.3,0,185.6,158.8,24.8,11.3,0,186.5,158,20.5,12.5
1701500SM00,17,015,00SM00,48.5,140.6,14.6,1,1,53.3,136.8,9.7,1.9,0,44.6,145.5,7.8,1.9
1701500WD00,17,015,00WD00,54.7,106.9,8.1,4,3,55.7,111.9,3,4,0,48.6,119.1,5.9,1.1
1701500WN00,17,015,00WN00,65.8,111.6,12.1,3.1,5,82.8,103.6,6,5.1,0,77.7,105.7,5.1,4
1701500WY01,17,015,00WY01,130.2,260.5,11.8,4.9,5.9,118.5,282,5.9,8.8,0,129.3,265.4,9.8,6.9
1701500WY02,17,015,00WY02,60,149,9.1,1,4,64.9,149.2,2,8.1,0,62,145,6.1,9.1
1701500YK00,17,015,00YK00,308.5,495.2,34.4,8.8,7.9,337,466.7,25.6,14.7,0,324.2,477.5,21.6,7.9
17017000111,17,017,000111,88,294,19,4,5,98,281,16,10,0,93,289,10,7
17017000220,17,017,000220,75,198,5,0,6,62,197,13,3,1,79,185,9,3
17017000221,17,017,000221,97.9,258.7,15,5,8,111.9,241.8,16,7,0,124.9,223.8,17,6
17017000301,17,017,000301,71.5,86.4,8,3,0,83.4,68.5,6,9.9,0,79.5,64.6,7,12.9
17017000302,17,017,000302,116,147.4,6.9,3,2.9,125.8,131.7,6.9,5.9,0,134.7,115,8.8,11.8
17017000303,17,017,000303,70,63,2,1,4,74,53,5,5,0,76,51,2,5
17017000304,17,017,000304,89,101,10,5,3,110,75,6,13,0,106,82,4,13
17017000305,17,017,000305,58,96,6,2,2,65,87,2,5,0,65,82,6,5
17017000306,17,017,000306,135.1,118.8,9.1,3,1.1,134.3,111.5,8.1,11.1,0,130.5,113.1,7.2,8.2
17017000307,17,017,000307,159.1,247,11.1,4.7,4.6,183.5,213.1,12.1,9.3,0,186.2,204.7,13,10.3
17017000308,17,017,000308,74.6,102.4,8.9,2.4,1.4,88.5,85.8,7,6.7,1,93.7,80.1,8,4.8
17017000410,17,017,000410,129.1,335.4,11,5,9,160.1,298.1,19,9,0,151.4,312,10,11
17017000518,17,017,000518,46.8,140.1,8.5,0.9,3.6,60.5,116.3,11,3.9,0,63.7,114,7.4,3.9
17017000609,17,017,000609,42,136,0,2,3,47,122,6,4,0,45,124,6,4
17017000719,17,017,000719,8.3,34.1,1.2,0,1.1,8.8,32.4,3.3,0.1,1,10.8,30.3,2.2,2.1
17017000817,17,017,000817,48,115.6,6,0.1,0.1,48.4,104.6,5.9,4.9,0,59,97.8,4,3.9
17017000916,17,017,000916,28,88,5,1,1,37,76,6,1,1,40,75,3,2
17017001012,17,017,001012,36.4,122.1,11.3,2.9,1.9,47.8,116,2,3.8,0,53.7,111.3,3.8,2.9
17017001113,17,017,001113,76.5,156.7,5.2,2,3,77.7,150.6,3,7,0,89.7,132.5,7,6
17017001114,17,017,001114,56.7,123.3,7.2,1,0,52.9,114.2,8,8.1,0,59,112.1,5.1,1
17017001115,17,017,001115,113,247,15,3,3,120,237,11,1,1,117,234,8,9
17019AYE000,17,019,AYE000,54,165,8,3,4,50,166,13,6,0,53,159,15,5
17019BF1000,17,019,BF1000,176,568.6,47.7,8,11.9,163,594.5,26.8,17.9,1,156.1,591.5,36.8,16.9
17019BFO000,17,019,BFO000,25,103,9,2,2,17,108,12,3,0,16,116,5,1
17019CC0100,17,019,CC0100,662,27.7,8.9,6,4,603.7,54.4,10.9,13.9,0,607.7,47.5,12.9,8.9
