GEOID,G18USSDWHI,G18USSRFLA,G18USSOWRI,G18GOVDRAI,G18GOVRFUN,G18GOVITRI,G18GOVIMUN,G18GOVOGIL,G18GOVOARM,G18GOVOWRI,G18LTGDMCK,G18LTGRPEN,G18LTGIRIC,G18LTGIMCC,G18LTGOHEL,G18LTGOWRI,G18ATGDNER,G18ATGOGOR,G18ATGOWRI,G18TREDMAG,G18TRERRIL,G18TREOWRI,G18SOSDGOR,G18SOSRCOR,G18SOSOWRI
440030207022026,10.2,11.4,0.1,7.4,11.9,1.3,0.2,0.7,0.2,0.1,9.7,9.6,0.7,0.6,0.6,0.1,13.4,6,0.3,10.3,10.9,0,11.5,9.8,0
440030206014015,12.1,12.3,0.2,9.4,12.1,1.3,0.4,0.9,0.3,0.1,11.9,9.9,0.7,0.5,0.9,0.1,15.9,6.3,0.4,12.5,11.5,0.1,13.7,10.4,0
440030207011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030207011033,32.6,37.8,0,22.6,38.5,3.4,1,2.9,1.3,0.3,30.7,31.3,1.5,2.5,2.3,0.5,41.1,21.7,0.7,32.7,35.5,0.1,36,33,0.2
440030207021015,4.7,5.3,0,3.4,5.5,0.6,0.1,0.3,0.1,0,4.5,4.4,0.3,0.3,0.3,0,6.2,2.8,0.1,4.7,5,0,5.3,4.5,0
440030207021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030206031027,5.2,5,0,4,4.9,0.6,0.2,0.3,0.2,0,5.1,4,0.4,0.3,0.4,0,6.7,2.9,0.1,5.3,4.7,0,5.9,4.2,0
440030207031028,0.5,0.6,0,0.4,0.6,0.1,0,0,0,0,0.5,0.5,0,0,0,0,0.7,0.3,0,0.5,0.6,0,0.5,0.5,0
440030207022028,33.6,37.7,0.2,24.4,39.3,4.1,0.7,2.2,0.6,0.3,31.9,31.7,2.4,2.1,2.1,0.2,44.3,19.9,0.9,34,36.1,0.2,37.9,32.4,0.1
440030209041015,11.7,9.9,0,10.9,8.9,0.6,0.3,0.7,0.1,0.1,12.1,7.4,0.4,0.4,0.4,0.2,16.1,2.9,0.3,12.1,8.8,0.1,13.2,7.8,0
440030209041004,6.9,3.9,0,6.2,3.6,0.4,0.2,0.3,0.1,0.1,6.7,3,0.2,0.2,0.3,0.1,8.1,1.8,0.1,6.9,3.6,0,7.2,3.4,0
440030209041007,8.4,4.8,0,7.5,4.4,0.5,0.2,0.4,0.1,0.1,8.2,3.6,0.3,0.3,0.4,0.1,9.9,2.1,0.1,8.5,4.4,0,8.8,4.1,0
440030209013002,26.8,15.2,0,24,14,1.6,0.6,1.2,0.4,0.3,26.1,11.5,0.9,1,1.1,0.2,31.6,6.8,0.3,27,14,0.1,28.1,13.2,0
440030209012005,14.9,8.5,0,13.4,7.8,0.9,0.3,0.7,0.2,0.1,14.5,6.4,0.5,0.5,0.6,0.1,17.6,3.8,0.2,15.1,7.8,0,15.7,7.3,0
440030209012023,1.5,0.9,0,1.4,0.8,0.1,0,0.1,0,0,1.5,0.7,0.1,0.1,0.1,0,1.8,0.4,0,1.5,0.8,0,1.6,0.8,0
440030209013023,7.6,4.4,0,6.9,4,0.5,0.2,0.3,0.1,0.1,7.4,3.3,0.3,0.3,0.3,0.1,9,1.9,0.1,7.7,4,0,8,3.8,0
440030209013024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209013026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209013028,3.1,1.7,0,2.7,1.6,0.2,0.1,0.1,0.1,0,3,1.3,0.1,0.1,0.1,0,3.6,0.8,0,3.1,1.6,0,3.2,1.5,0
440030209011037,34.4,19.6,0,30.9,18,2.1,0.8,1.6,0.6,0.3,33.5,14.8,1.1,1.2,1.4,0.3,40.7,8.8,0.4,34.7,18,0.1,36.1,16.9,0
440030209011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209011031,8.8,5,0,7.9,4.6,0.5,0.2,0.4,0.1,0.1,8.6,3.8,0.3,0.3,0.4,0.1,10.4,2.2,0.1,8.9,4.6,0,9.2,4.3,0
440030209011029,8.4,4.8,0,7.5,4.4,0.5,0.2,0.4,0.1,0.1,8.2,3.6,0.3,0.3,0.4,0.1,9.9,2.1,0.1,8.5,4.4,0,8.8,4.1,0
440030209013018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209013020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209011008,6.1,3.5,0,5.5,3.2,0.4,0.1,0.3,0.1,0.1,6,2.6,0.2,0.2,0.3,0,7.2,1.6,0.1,6.2,3.2,0,6.4,3,0
440030209042027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209042028,7.7,5.8,0,6.7,5.5,0.5,0.2,0.4,0.1,0.1,7.9,4.3,0.2,0.2,0.5,0,9.8,2,0.2,7.9,5.2,0,8.6,4.6,0
440030221003062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030218002026,0.5,0.3,0,0.4,0.4,0,0,0,0,0,0.5,0.3,0,0,0,0,0.6,0.2,0,0.5,0.3,0,0.5,0.3,0
440030221003036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030218001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030223001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030210012002,8.9,6.4,0,7.2,6.1,0.6,0.3,0.5,0.2,0.1,9,4.8,0.3,0.4,0.4,0.1,10.6,3.3,0.1,9.2,5.9,0,10.1,4.9,0
440030210012009,7.7,5.6,0,6.3,5.3,0.6,0.3,0.4,0.2,0.1,7.8,4.2,0.3,0.3,0.4,0.1,9.2,2.9,0.1,8,5.1,0,8.8,4.2,0
440030210012012,16,11.6,0,13,11,1.2,0.6,0.9,0.4,0.2,16.2,8.6,0.6,0.7,0.8,0.2,19.1,6,0.2,16.6,10.7,0,18.2,8.8,0.1
440030210011019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030210011031,10.5,7.3,0.1,8.7,7,0.9,0.2,0.8,0.3,0.1,11.1,5.1,0.5,0.3,0.6,0.1,13.1,2.9,0.4,11.5,6,0,11.8,5.6,0
440030210011025,0.3,0.2,0,0.2,0.2,0,0,0,0,0,0.3,0.1,0,0,0,0,0.4,0.1,0,0.3,0.2,0,0.3,0.2,0
440030210021006,27.7,12.6,0.1,23.3,12.4,1.7,0.7,1,0.5,0.3,27.6,8.9,0.8,0.7,1.1,0.3,31.8,5.6,0.2,28.6,11,0,29.9,9.6,0
440030210021011,13.1,5.9,0,11,5.9,0.8,0.3,0.5,0.3,0.1,13,4.2,0.4,0.3,0.5,0.2,15,2.6,0.1,13.5,5.2,0,14.1,4.5,0
440030210021008,10,4.5,0,8.4,4.5,0.6,0.2,0.4,0.2,0.1,10,3.2,0.3,0.2,0.4,0.1,11.5,2,0.1,10.3,4,0,10.8,3.5,0
440030210023009,12.4,8.7,0,9.8,8.7,1.1,0.3,0.8,0.3,0.2,12.3,6.6,0.5,0.4,0.6,0.2,15.8,3.4,0.3,13.2,7.6,0,13.8,7,0.1
440030210023008,9.4,6.6,0,7.4,6.6,0.8,0.2,0.6,0.2,0.1,9.3,5,0.4,0.3,0.5,0.1,12,2.6,0.2,10,5.7,0,10.4,5.3,0
440030210021030,6.5,3,0,5.5,2.9,0.4,0.2,0.2,0.1,0.1,6.5,2.1,0.2,0.2,0.3,0.1,7.5,1.3,0,6.8,2.6,0,7.1,2.3,0
440030210023013,15.8,11.1,0,12.4,11.1,1.4,0.4,1,0.4,0.2,15.7,8.4,0.6,0.5,0.8,0.2,20.1,4.4,0.4,16.7,9.7,0,17.5,8.9,0.1
440030210021032,9.6,4.4,0,8.1,4.3,0.6,0.2,0.4,0.2,0.1,9.6,3.1,0.3,0.2,0.4,0.1,11,1.9,0.1,9.9,3.8,0,10.4,3.3,0
440030210022008,0.4,0.2,0,0.3,0.2,0,0,0,0,0,0.4,0.1,0,0,0,0,0.4,0.1,0,0.4,0.2,0,0.4,0.1,0
440030222013032,23.7,21.7,0.1,21.6,19.3,2,0.8,1.1,0.4,0.1,24.5,15.9,1,0.8,1.3,0.3,33.1,7,0.6,26.2,18.1,0,27.1,17.2,0.1
440030222013037,12.7,11.7,0,11.6,10.4,1.1,0.4,0.6,0.2,0,13.2,8.6,0.6,0.4,0.7,0.2,17.8,3.7,0.3,14.1,9.7,0,14.6,9.2,0
440030217005004,23.1,19.6,0,17.4,18.4,3.3,0.7,2.1,0.4,0.2,23.1,15,1.3,0.8,1,0.4,28.3,9.9,0.5,24.7,17,0,25.3,16.3,0
440030212001008,5.9,4.2,0,4.9,4,0.5,0.1,0.4,0.1,0.1,6.3,2.9,0.3,0.2,0.3,0,7.4,1.7,0.2,6.5,3.4,0,6.7,3.2,0
440030213004000,68.3,48.1,0.2,53.8,47.9,5.9,1.7,4.2,1.7,1,67.9,36.5,2.6,2,3.5,1.1,87.2,18.9,1.6,72.5,41.8,0.2,75.8,38.4,0.3
440030212003001,7,4.6,0.1,5.3,4.9,0.6,0.2,0.3,0.2,0,7.2,3.3,0.3,0.2,0.3,0.1,8.7,1.9,0.2,7.7,3.7,0,7.7,3.8,0
440030212003005,4.7,3.1,0,3.6,3.3,0.4,0.1,0.2,0.1,0,4.9,2.2,0.2,0.1,0.2,0.1,5.9,1.3,0.1,5.2,2.5,0,5.2,2.6,0
440030221001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030223003045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030214013022,4.8,3.7,0,3.6,3.9,0.5,0.1,0.2,0.2,0,4.8,2.8,0.3,0.2,0.2,0,6.2,1.6,0.1,5.1,3.2,0,5.3,3,0
440030214013011,19.5,15.1,0.1,14.7,15.7,2.1,0.5,1,0.6,0,19.6,11.5,1.1,0.7,0.9,0.1,25.1,6.7,0.4,20.6,13.1,0.1,21.5,12.2,0.1
440030214013018,3.3,2.6,0,2.5,2.7,0.4,0.1,0.2,0.1,0,3.3,2,0.2,0.1,0.1,0,4.2,1.1,0.1,3.5,2.2,0,3.6,2.1,0
440030214011002,87.9,74,0.1,67.1,72.9,8.5,1.9,6.4,2.4,0.8,92.1,53,3.8,2.6,5.3,0.4,115.1,32.4,1.5,94,64.5,0.3,101,57.4,0
440030212003013,9.2,6.1,0.1,7,6.5,0.8,0.2,0.4,0.2,0.1,9.5,4.3,0.4,0.3,0.4,0.1,11.5,2.5,0.2,10.1,4.9,0,10.1,5,0
440030213003011,9,6.3,0,7.1,6.3,0.8,0.2,0.6,0.2,0.1,9,4.8,0.3,0.3,0.5,0.1,11.5,2.5,0.2,9.6,5.5,0,10,5.1,0
440030213004020,19.9,14,0,15.7,13.9,1.7,0.5,1.2,0.5,0.3,19.8,10.6,0.8,0.6,1,0.3,25.4,5.5,0.5,21.1,12.2,0,22.1,11.2,0.1
440030213004015,7.5,5.3,0,5.9,5.3,0.6,0.2,0.5,0.2,0.1,7.5,4,0.3,0.2,0.4,0.1,9.6,2.1,0.2,8,4.6,0,8.3,4.2,0
440030214021010,4.8,3.7,0,3.6,3.9,0.5,0.1,0.2,0.2,0,4.8,2.8,0.3,0.2,0.2,0,6.2,1.6,0.1,5.1,3.2,0,5.3,3,0
440030213002023,4.8,3.7,0,3.6,3.9,0.5,0.1,0.2,0.2,0,4.8,2.8,0.3,0.2,0.2,0,6.2,1.6,0.1,5.1,3.2,0,5.3,3,0
440030214021024,3.3,2.6,0,2.5,2.7,0.4,0.1,0.2,0.1,0,3.3,2,0.2,0.1,0.1,0,4.2,1.1,0.1,3.5,2.2,0,3.6,2.1,0
440030214021004,9.9,7.7,0,7.5,8,1.1,0.2,0.5,0.3,0,9.9,5.9,0.6,0.3,0.4,0.1,12.7,3.4,0.2,10.5,6.7,0,10.9,6.2,0
440030213003005,4.9,3.4,0,3.8,3.4,0.4,0.1,0.3,0.1,0.1,4.9,2.6,0.2,0.1,0.2,0.1,6.2,1.4,0.1,5.2,3,0,5.4,2.7,0
440030214011010,4.9,4.1,0,3.8,4.1,0.5,0.1,0.4,0.1,0,5.1,3,0.2,0.1,0.3,0,6.4,1.8,0.1,5.3,3.6,0,5.6,3.2,0
440030223003006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030205002026,3.6,2.9,0,2.8,2.9,0.4,0.1,0.2,0,0,3.8,2.2,0.2,0.1,0.1,0,4.6,1.4,0.1,3.8,2.5,0,4,2.4,0
440030203004002,17.2,11.9,0,12.8,11.8,2.1,0.8,1.1,0.5,0.1,16.3,8.9,1.1,1.2,0.8,0.1,19.1,7.4,0.4,17.6,10.8,0.1,17.9,10.4,0.1
440030201022003,0.2,0.2,0,0.1,0.2,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0.1,0,0.2,0.1,0,0.2,0.1,0
440030201011029,4.2,3.5,0,3.4,3.6,0.3,0.1,0.2,0.1,0,4.4,2.6,0.2,0.2,0.2,0,5.5,1.5,0.1,4.6,3,0,4.8,2.8,0
440030204001000,8.3,7.1,0,6.4,7.3,1.1,0.2,0.4,0.1,0,8.7,5.3,0.4,0.2,0.4,0,10.9,3.1,0.2,9,6.1,0,9.3,5.9,0
440030201022026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030201013005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030201011008,15.7,13,0,12.8,13.4,1,0.4,0.8,0.3,0.2,16.3,9.6,0.7,0.7,0.7,0.1,20.5,5.6,0.3,16.9,11.2,0,17.6,10.5,0
440030203001015,9.2,7.5,0,7.3,7.3,1.1,0.2,0.5,0.3,0.1,9.1,5.8,0.6,0.5,0.4,0.1,11.4,3.8,0.3,9.7,6.7,0,10.2,6.3,0
440030202003033,4.9,3.4,0,3.8,3.2,0.5,0.1,0.3,0.2,0,4.9,2.4,0.3,0.2,0.3,0,5.8,2,0.1,5.2,2.9,0,5.4,2.8,0
440030201013019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030201013017,31.1,24.7,0.2,24.5,23.9,3.4,0.9,2,1,0.3,31.5,19.3,1.2,1.3,1.3,0.1,39.1,13.4,0.7,32.4,22.5,0.1,33.7,21.3,0.1
440030206032000,35.1,33.3,0.5,26.9,32,6.1,0.6,2.5,0.6,0.4,33.7,26.9,3.5,0.8,2.3,0.6,42.6,19.8,0.9,34.7,32.5,0.4,38.3,29.2,0.3
440030206032010,4.5,4.7,0,3.8,4.6,0.4,0.1,0.3,0.1,0,4.6,3.5,0.2,0.3,0.3,0.1,6.2,2.1,0.2,5,4,0,5.4,3.6,0
440030206041010,3.3,2.9,0,2.8,2.7,0.4,0.2,0.2,0,0,3.3,2.3,0.2,0.2,0.3,0,4.2,1.6,0.1,3.7,2.5,0,3.8,2.4,0
440030206031024,7.4,7,0.1,5.7,6.7,1.3,0.1,0.5,0.1,0.1,7.1,5.7,0.7,0.2,0.5,0.1,8.9,4.2,0.2,7.3,6.8,0.1,8,6.1,0.1
440030206032008,7.6,7.2,0.1,5.9,7,1.3,0.1,0.5,0.1,0.1,7.3,5.9,0.8,0.2,0.5,0.1,9.3,4.3,0.2,7.5,7.1,0.1,8.3,6.3,0.1
440030206031055,5.2,5,0,4,4.9,0.6,0.2,0.3,0.2,0,5.1,4,0.4,0.3,0.4,0,6.7,2.9,0.1,5.3,4.7,0,5.9,4.2,0
440030206031021,3.6,3.4,0,2.7,3.2,0.6,0.1,0.2,0.1,0,3.4,2.7,0.4,0.1,0.2,0.1,4.3,2,0.1,3.5,3.3,0,3.9,3,0
440030206012009,7.3,7.9,0.1,5.6,7.4,1.1,0.3,0.5,0.2,0,7.5,6.2,0.5,0.3,0.5,0.1,9.9,3.9,0.2,7.7,7.3,0,8.4,6.6,0
440030206012006,2.3,2.5,0,1.8,2.3,0.4,0.1,0.2,0.1,0,2.3,1.9,0.2,0.1,0.1,0,3.1,1.2,0.1,2.4,2.3,0,2.6,2.1,0
440030206011018,2.5,2.6,0,2,2.5,0.3,0.1,0.2,0.1,0,2.5,2.1,0.1,0.1,0.2,0,3.3,1.3,0.1,2.6,2.4,0,2.8,2.2,0
440030206041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030206041002,2.7,2.3,0,2.2,2.1,0.3,0.1,0.2,0,0,2.6,1.8,0.2,0.1,0.2,0,3.4,1.3,0.1,3,2,0,3.1,1.9,0
440030206033052,3.6,3.4,0,2.7,3.2,0.6,0.1,0.2,0.1,0,3.4,2.7,0.4,0.1,0.2,0.1,4.3,2,0.1,3.5,3.3,0,3.9,3,0
440030206022037,2.3,2.2,0,1.8,2.1,0.4,0,0.2,0,0,2.2,1.8,0.2,0,0.1,0,2.8,1.3,0.1,2.3,2.1,0,2.5,1.9,0
440030206033025,3.5,2.6,0,3,2.2,0.6,0.2,0.1,0,0,3.4,2,0.2,0.2,0.2,0,4.3,1.3,0,3.3,2.6,0,3.7,2.2,0
440030207031005,19.5,18,0,16,17.8,1.4,0.6,1.3,0.5,0.1,19.7,15,1.1,0.4,1,0,25.8,9,0.4,21,16.1,0,22.4,14.8,0
440030207021003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030206012011,4.8,5.2,0.1,3.7,4.8,0.8,0.2,0.4,0.1,0,4.9,4.1,0.3,0.2,0.3,0,6.5,2.6,0.2,5.1,4.8,0,5.5,4.3,0
440030206042002,10.8,11.6,0.1,8.3,10.8,1.7,0.4,0.8,0.3,0,11,9.1,0.7,0.4,0.7,0.1,14.5,5.7,0.4,11.4,10.7,0.1,12.4,9.7,0.1
440030206012028,8.7,9.4,0.1,6.7,8.7,1.4,0.3,0.6,0.2,0,8.9,7.4,0.6,0.3,0.5,0.1,11.7,4.6,0.3,9.2,8.7,0,10,7.8,0
440030221003037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030223002015,102.7,69.8,0.3,82.4,74.4,8.9,1.2,4.3,0.9,1.5,100.8,56.3,4,2.2,5.2,0.6,122.4,32,2.2,112.8,57.8,0,113.1,57.5,0
440039800001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030221003018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030223003057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030222013012,8.4,7.7,0,7.6,6.8,0.7,0.3,0.4,0.1,0,8.7,5.6,0.4,0.3,0.5,0.1,11.7,2.5,0.2,9.3,6.4,0,9.6,6.1,0
440030211003014,10.1,8.5,0,7.7,8.4,1,0.2,0.7,0.3,0.1,10.6,6.1,0.4,0.3,0.6,0,13.2,3.7,0.2,10.8,7.4,0,11.6,6.6,0
440030215011016,6.5,5.2,0,5.4,4.9,0.8,0.2,0.4,0.1,0,6.5,3.8,0.4,0.3,0.4,0,8.1,2.7,0.1,6.9,4.5,0,7.1,4.2,0
440030215013012,3.9,3.4,0,2.9,3.4,0.3,0.2,0.3,0.1,0,3.8,2.7,0.2,0.2,0.2,0,4.6,1.9,0.2,4,3.1,0,4.4,2.8,0
440030215012006,9.7,7.7,0,7.9,7.2,1.2,0.3,0.6,0.2,0,9.6,5.7,0.5,0.5,0.5,0,11.9,4,0.2,10.3,6.6,0,10.6,6.2,0
440030215012012,10.5,8.4,0,8.6,7.8,1.3,0.3,0.6,0.2,0,10.5,6.2,0.6,0.5,0.6,0,13,4.3,0.2,11.2,7.2,0,11.5,6.8,0
440030215014020,8.6,7.5,0,6.4,7.5,0.7,0.4,0.7,0.3,0,8.4,6,0.5,0.4,0.3,0,10.2,4.3,0.3,8.8,6.7,0,9.6,6.2,0
440030215012013,21.3,17,0.1,17.5,15.9,2.5,0.7,1.3,0.4,0.1,21.2,12.5,1.2,1,1.2,0.1,26.3,8.8,0.4,22.6,14.6,0,23.3,13.7,0
440030215014002,53.1,42.4,0.2,43.6,39.6,6.3,1.7,3.1,1,0.2,52.8,31.2,3,2.6,2.9,0.2,65.6,21.9,1,56.4,36.5,0.1,58.1,34.2,0.1
440030215013014,6.5,5.7,0,4.9,5.7,0.5,0.3,0.5,0.2,0,6.4,4.6,0.4,0.3,0.3,0,7.7,3.2,0.3,6.6,5.1,0,7.3,4.7,0
440030215013020,5.2,4.6,0,3.9,4.5,0.4,0.3,0.4,0.2,0,5.1,3.6,0.3,0.3,0.2,0,6.2,2.6,0.2,5.3,4.1,0,5.8,3.8,0
440030215013019,7,6.2,0,5.3,6.1,0.6,0.3,0.6,0.3,0,6.9,4.9,0.4,0.3,0.3,0,8.4,3.5,0.3,7.2,5.5,0,7.9,5.1,0
440030209011012,2.7,1.5,0,2.4,1.4,0.2,0.1,0.1,0,0,2.6,1.1,0.1,0.1,0.1,0,3.2,0.7,0,2.7,1.4,0,2.8,1.3,0
440030209011027,12.6,7.2,0,11.3,6.6,0.8,0.3,0.6,0.2,0.1,12.3,5.4,0.4,0.5,0.5,0.1,14.9,3.2,0.2,12.7,6.6,0,13.2,6.2,0
440030209032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209031005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209041005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209042011,20.6,15.4,0.1,17.9,14.6,1.3,0.4,1,0.3,0.2,21,11.4,0.6,0.5,1.2,0.1,26.1,5.3,0.6,21.1,13.8,0.1,22.8,12.2,0
440030209042024,8.8,6.6,0,7.7,6.3,0.6,0.2,0.4,0.1,0.1,9,4.9,0.3,0.2,0.5,0,11.2,2.3,0.3,9,5.9,0,9.8,5.2,0
440030209011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209031007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209031037,15,12.7,0,14,11.4,0.8,0.3,0.9,0.1,0.1,15.6,9.5,0.6,0.5,0.5,0.2,20.8,3.8,0.4,15.5,11.3,0.1,17,10,0
440030209011034,11.1,6.3,0,9.9,5.8,0.7,0.2,0.5,0.2,0.1,10.8,4.8,0.4,0.4,0.5,0.1,13.1,2.8,0.1,11.2,5.8,0,11.6,5.5,0
440030209041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030209012022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030218002033,2.7,2.3,0,2.1,2.2,0.4,0.1,0.2,0.1,0,2.7,1.8,0.2,0.1,0.1,0,3.3,1.2,0.1,2.9,2,0,3,1.9,0
440030220002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030217005011,18.3,15.6,0,13.8,14.7,2.7,0.5,1.7,0.4,0.2,18.3,12,1.1,0.7,0.8,0.3,22.5,7.9,0.4,19.7,13.5,0,20.1,12.9,0
440030223001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030217005014,14.9,12.6,0,11.2,11.9,2.2,0.4,1.4,0.3,0.1,14.9,9.7,0.9,0.5,0.7,0.3,18.2,6.4,0.3,16,10.9,0,16.3,10.5,0
440030211001018,1.7,1.1,0,1.4,1.1,0.2,0,0.1,0.1,0,1.7,0.8,0.1,0.1,0.1,0,2,0.6,0,1.8,1,0,1.9,0.9,0
440030211001019,4.4,2.8,0,3.4,2.8,0.4,0.1,0.2,0.1,0,4.3,2,0.2,0.1,0.2,0.1,5.1,1.6,0.1,4.5,2.5,0,4.6,2.3,0
440030210022013,7.3,3.3,0,6.2,3.3,0.5,0.2,0.3,0.1,0.1,7.3,2.3,0.2,0.2,0.3,0.1,8.4,1.5,0,7.6,2.9,0,7.9,2.5,0
440030210022018,4.6,2.1,0,3.9,2.1,0.3,0.1,0.2,0.1,0.1,4.6,1.5,0.1,0.1,0.2,0.1,5.3,0.9,0,4.8,1.8,0,5,1.6,0
440030210023001,6.8,4.8,0,5.3,4.7,0.6,0.2,0.4,0.2,0.1,6.7,3.6,0.3,0.2,0.3,0.1,8.6,1.9,0.2,7.2,4.1,0,7.5,3.8,0
440030210023006,3,2.1,0,2.4,2.1,0.3,0.1,0.2,0.1,0,3,1.6,0.1,0.1,0.2,0,3.8,0.8,0.1,3.2,1.8,0,3.3,1.7,0
440030220003014,17.4,12.1,0,15.1,10.9,1.5,0.3,1,0.4,0,16.8,9.8,0.4,0.3,1,0.1,21.9,4.9,0.4,18.6,10.3,0,18.3,10.3,0
440030211002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030211001033,9.3,5.9,0,7.3,5.9,0.9,0.2,0.5,0.3,0.1,9.2,4.3,0.5,0.3,0.5,0.1,10.8,3.3,0.2,9.6,5.3,0,9.9,4.9,0
440030223003018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030220003024,31.5,21.9,0,27.3,19.8,2.7,0.5,1.8,0.6,0,30.5,17.8,0.8,0.5,1.8,0.1,39.7,8.8,0.8,33.7,18.7,0,33.2,18.7,0
440030224001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030224001019,9.7,7.7,0,8.3,7.1,0.8,0.4,0.5,0.2,0.2,9.8,5.5,0.4,0.4,0.7,0.1,12.4,3,0.2,10.6,6.5,0,10.8,6.2,0
440030224001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440030215021014,4.2,3.4,0,3.3,3.5,0.4,0.1,0.3,0.1,0,4.2,2.6,0.2,0.1,0.3,0,5.1,1.7,0.1,4.3,3.1,0,4.5,2.9,0
440030215022006,7.3,5.9,0,5.6,6,0.6,0.2,0.5,0.2,0,7.2,4.5,0.4,0.2,0.5,0.1,8.9,2.9,0.1,7.5,5.3,0,7.8,5.1,0
440030214022004,5.4,4.3,0,4.4,4,0.6,0.2,0.3,0.1,0,5.4,3.2,0.3,0.3,0.3,0,6.7,2.2,0.1,5.7,3.7,0,5.9,3.5,0
440030211003002,11.9,7.9,0.1,9.1,8.5,1,0.3,0.6,0.3,0.1,12.3,5.6,0.5,0.4,0.6,0.2,14.9,3.3,0.3,13.2,6.4,0,13.1,6.5,0
440030213001026,16.8,11.8,0,14.1,11.6,1.1,0.4,0.8,0.4,0.2,16.8,8.3,0.6,0.7,1,0.2,21.2,4.9,0.5,17.6,10.3,0,18.4,9.5,0
