GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRHAW,G18USSDMCC,G18USSLCAM,G18USSGCRA,G18USSIODE,G18AUDRMCD,G18AUDDGAL,G18AUDLOTO,G18AUDGFIT,G18AUDCLUE
29095000097,29,095,000097,676.12,663.19,17.92,9.96,8.96,549.67,749.81,26.89,6.97,24.89
29095000099,29,095,000099,81.3,102.29,2,2,0,74.26,104.31,4.01,2,3.01
29095000100,29,095,000100,634,671,11,7,17,516,718,35,12,30
29095000103,29,095,000103,410.31,425.28,6.03,1.03,9.07,345.12,438.4,22.05,4.04,21.07
29095000104,29,095,000104,329.96,474.54,11.53,7.1,12.42,292.7,486.95,22.17,2.66,14.19
29095000107,29,095,000107,357.4,395.23,10.88,4.14,11.91,281.27,432.52,25.9,7.25,17.09
29095000109,29,095,000109,158,338,10,3,9,124,345,15,6,12
29095000116,29,095,000116,209,645,3,3,8,176,646,15,10,15
29095000120,29,095,000120,296.87,552.81,15.01,4.05,12.05,242.81,568.73,29.07,5.04,17.09
29095000123,29,095,000123,171,312,9,3,7,144,317,9,7,15
29095000125,29,095,000125,196.84,477.1,7.5,6.56,11.25,176.22,472.41,15,10.31,19.68
29095000128,29,095,000128,279,568,14,5,8,230,593,20,9,14
29095000129,29,095,000129,5,15,0,0,0,4,16,1,0,0
29095000130,29,095,000130,231.13,465.19,5.99,10.95,11.95,208.19,455.27,18.93,8.96,20.91
29095000131,29,095,000131,0,0,0,0,0,0,0,0,0,0
29095000132,29,095,000132,260.37,384.67,7.36,2.21,11.03,191.23,405.27,20.59,7.36,22.8
29095000134,29,095,000134,258.8,453.53,10.22,4.07,11.33,214.73,467.14,16.62,6.22,15.68
29095000136,29,095,000136,153,465,2,2,14,137,455,17,9,7
29095000138,29,095,000138,249.28,148.74,4.45,1.1,6.66,201.36,182.2,6.94,2.36,9.16
29095000140,29,095,000140,659.56,259.31,9.22,4.2,15.52,576.95,310.99,17.52,9.19,21.68
29095000142,29,095,000142,165.32,47.79,1.57,1.57,3.92,126.14,67.38,3.13,3.13,12.54
29095000143,29,095,000143,103.72,50.57,1.03,1.01,3.03,80.61,62.66,5.02,0.04,4.05
29095000144,29,095,000144,136.09,74.96,3.1,2.48,6.81,113.99,85.29,6.81,2.89,9.09
29095000145,29,095,000145,370.01,203.81,8.42,6.74,18.53,309.93,231.88,18.53,7.86,24.7
29095000146,29,095,000146,92.1,50.19,2.07,1.66,4.56,76.99,57.27,4.55,1.95,6.17
29095000147,29,095,000147,42.44,12.27,0.4,0.4,1.01,32.38,17.3,0.8,0.8,3.22
29095000148,29,095,000148,266.4,1341.86,17.75,4.82,22.6,235.97,1332.59,35.52,16.08,11.49
29095000149,29,095,000149,148.57,884.05,11.11,2.03,13.14,136.39,866.99,25.21,8.1,11.07
29095000150,29,095,000150,123,658,7,5,10,109,648,20,7,8
29095000151,29,095,000151,63.85,326.48,4.31,1.18,5.48,56.6,324.13,8.62,3.92,2.74
29095000152,29,095,000152,61.76,821.87,12.95,9.96,6.97,66.75,802.94,16.94,11.95,4.98
29095000153,29,095,000153,173,968,8,3,9,159,948,24,13,7
29095000154,29,095,000154,52.84,394.34,3.85,2.45,2.8,54.24,385.24,9.1,2.8,1.05
29095000155,29,095,000155,98.4,735.79,7.2,4.59,5.23,101.02,718.82,16.97,5.25,1.97
29095000156,29,095,000156,36.91,380.05,2.86,3.51,3.51,35.59,367.96,8.57,6.81,1.98
29095000157,29,095,000157,18.41,101.77,1.02,1.53,1.02,16.62,98.96,2.56,1.28,0.77
29095000159,29,095,000159,35.56,324.72,3.87,2.48,2.24,30.86,321.25,7.75,3.25,1.14
29095000160,29,095,000160,202.34,551.35,10.19,2.72,6.79,169.07,557.46,22.41,8.15,10.19
29095000161,29,095,000161,95.66,260.65,4.81,1.28,3.21,79.93,263.54,10.59,3.85,4.81
29095000162,29,095,000162,136.34,599.13,9.6,5.28,4.32,121.46,588.57,19.2,8.16,7.2
29095000163,29,095,000163,83,225.1,2.1,1.47,4.4,76.92,221.12,7.34,2.1,4.4
29095000164,29,095,000164,129.66,351.65,3.27,2.29,6.88,120.16,345.43,11.46,3.27,6.88
29095000165,29,095,000165,127.18,344.93,3.21,2.25,6.74,117.87,338.83,11.24,3.21,6.74
29095000166,29,095,000166,19.68,101.72,1.57,0.66,1.04,17.73,101.15,2.95,0.77,1.22
29095000167,29,095,000167,85.18,540.91,8.52,3.41,5.11,79.22,534.09,15.33,4.26,5.96
29095000168,29,095,000168,28,199,0,2,1,21,196,6,2,2
29095000169,29,095,000169,50.11,250.99,3.79,1.26,4.63,46.75,250.15,5.05,2.95,2.95
29095000172,29,095,000172,0.52,2.62,0.04,0.01,0.05,0.49,2.61,0.05,0.03,0.03
29095000173,29,095,000173,0,0,0,0,0,0,0,0,0,0
29095000174,29,095,000174,139,316,2,2,0,115,310,11,3,3
29095000175,29,095,000175,95.93,429.3,2.85,1.9,6.65,82.63,431.2,9.5,3.8,6.65
29095000176,29,095,000176,63.19,219.42,3.13,2.58,3.33,54.79,215.79,9.94,3.43,2.84
29095000177,29,095,000177,100.38,452.19,11.05,18.42,4.6,86.57,454.03,23.02,17.5,6.45
29095000178,29,095,000178,8.62,38.81,0.95,1.58,0.4,7.43,38.97,1.98,1.5,0.55
29095000179,29,095,000179,36.03,121.95,1.85,1.54,1.85,31.26,119.64,5.85,2,1.54
29095000180,29,095,000180,19.08,64.59,0.98,0.82,0.98,16.56,63.37,3.1,1.06,0.82
29095000181,29,095,000181,6.79,19.94,0.35,0.41,0.38,6.27,19.73,0.93,0.32,0.35
29095000182,29,095,000182,28,114,2,0,1,25,109,6,3,1
29095000183,29,095,000183,9.31,31.5,0.48,0.4,0.48,8.07,30.9,1.51,0.52,0.4
29095000184,29,095,000184,14.16,47.92,0.73,0.61,0.73,12.28,47.01,2.3,0.79,0.61
29095000185,29,095,000185,10.39,28.47,0.72,0,0.9,9.31,29.72,0.72,0,0.18
29095000186,29,095,000186,79.73,234.08,4.09,4.77,4.43,73.6,231.7,10.9,3.75,4.09
29095000187,29,095,000187,53.29,156.45,2.73,3.19,2.96,49.19,154.85,7.29,2.5,2.73
29095000188,29,095,000188,94.19,276.54,4.83,5.64,5.23,86.95,273.72,12.88,4.43,4.83
29095000189,29,095,000189,9.1,23.42,0.4,0.8,0.8,8.3,24.35,0.27,1.07,0.27
29095000190,29,095,000190,29.83,98.67,1.27,2.29,2.04,26.77,96.12,3.57,3.82,1.78
29095000191,29,095,000191,70.34,232.65,3.01,5.41,4.81,63.12,226.64,8.42,9.02,4.21
29095000192,29,095,000192,16.83,55.67,0.72,1.29,1.15,15.11,54.24,2.01,2.16,1.01
29095000193,29,095,000193,36.79,100.85,2.54,0,3.17,32.98,105.29,2.54,0,0.63
29095000194,29,095,000194,8.45,23.16,0.58,0,0.73,7.58,24.18,0.58,0,0.15
29095000195,29,095,000195,19.2,68.82,0.68,0.95,1.22,17.71,68.69,2.03,1.22,1.08
29095000196,29,095,000196,41.72,107.37,1.84,3.68,3.68,38.04,111.66,1.23,4.91,1.23
29095000197,29,095,000197,27.11,52.47,2.62,8.75,2.62,24.49,55.1,5.25,7,0.87
29095000198,29,095,000198,17.18,44.21,0.76,1.52,1.52,15.66,45.98,0.51,2.02,0.51
29095000200,29,095,000200,3.89,7.53,0.38,1.25,0.38,3.51,7.9,0.75,1,0.13
29095000201,29,095,000201,27.62,99.01,0.97,1.36,1.75,25.48,98.81,2.92,1.75,1.56
29095000202,29,095,000202,61.23,234.6,2.32,3.09,4.84,57.57,233.63,6.76,3.86,3.67
29095000203,29,095,000203,14.62,86.82,0.89,0.89,3.1,15.95,85.49,2.21,0.89,1.33
29095000204,29,095,000204,31,241,0,5,5,36,228,7,4,2
29095000205,29,095,000205,24,155,0,2,2,17,159,1,1,2
29095000206,29,095,000206,10.39,54.39,0.69,0,0.35,9.35,53.7,0.35,1.04,0
29095000207,29,095,000207,8.97,234.86,1.74,0.58,2.89,9.83,229.65,3.47,2.31,0
29095000208,29,095,000208,4.67,122.32,0.9,0.3,1.51,5.12,119.61,1.81,1.21,0
29095000209,29,095,000209,23.44,150.9,4,0.57,3.43,21.72,154.9,1.71,0.57,3.43
29095000210,29,095,000210,17.56,113.1,3,0.43,2.57,16.28,116.1,1.29,0.43,2.57
29095000211,29,095,000211,8.78,101.11,0.8,0.53,0.8,9.31,100.58,0.27,0.53,0.8
29095000212,29,095,000212,10.46,274,2.02,0.67,3.37,11.47,267.93,4.05,2.7,0
29095000213,29,095,000213,6.9,180.82,1.34,0.45,2.23,7.57,176.81,2.67,1.78,0
29095000214,29,095,000214,6.85,270.57,2.4,0.34,1.71,9.25,262.69,4.79,1.37,2.05
29095000215,29,095,000215,6.74,266.23,2.36,0.34,1.68,9.1,258.48,4.72,1.35,2.02
29095000216,29,095,000216,6.41,253.21,2.24,0.32,1.6,8.65,245.83,4.49,1.28,1.92
29095000217,29,095,000217,13.39,154.17,1.22,0.81,1.22,14.2,153.36,0.41,0.81,1.22
29095000218,29,095,000218,5.89,67.78,0.54,0.36,0.54,6.24,67.42,0.18,0.36,0.54
29095000219,29,095,000219,4.95,56.94,0.45,0.3,0.45,5.24,56.64,0.15,0.3,0.45
29095000220,29,095,000220,4.51,163.31,0.64,0.97,0.32,5.48,160.08,0.32,1.93,0
29095000221,29,095,000221,2.83,79.86,0.63,0.94,0.31,4.09,78.28,1.26,0.31,0.31
29095000222,29,095,000222,9.49,343.69,1.36,2.03,0.68,11.52,336.92,0.68,4.07,0
29095000223,29,095,000223,6.17,174.14,1.37,2.06,0.69,8.91,170.72,2.74,0.69,0.69
29095000224,29,095,000224,3.17,85.83,0.35,0.12,0.35,3.52,83.61,0.94,0.35,0.23
29095000225,29,095,000225,9.49,49.69,0.63,0,0.32,8.55,49.06,0.32,0.95,0
29095000226,29,095,000226,4.63,155.83,2.66,0.25,1.38,5.23,154.65,2.23,0.51,0.85
29095000227,29,095,000227,2.69,83.59,1.57,0,0.9,3.14,83.14,1.34,0.22,0.45
29095000228,29,095,000228,3.75,206.68,1.87,1.87,0,3.12,202.94,1.25,1.25,1.25
29095000229,29,095,000229,1.87,100.28,0.94,0.88,0.04,1.59,98.5,0.64,0.59,0.6
29095000230,29,095,000230,2.28,71.02,1.33,0,0.76,2.67,70.64,1.14,0.19,0.38
29095000231,29,095,000231,8,293,2,2,1,15,283,5,0,0
29095000232,29,095,000232,6.93,198.49,2.02,0.58,0.87,9.82,190.11,2.31,2.6,1.73
29095000233,29,095,000233,23.56,638.72,2.62,0.87,2.62,26.18,622.14,6.98,2.62,1.75
29095000234,29,095,000234,48,395,3,2,2,43,386,10,1,1
29095000235,29,095,000235,5.85,60.05,0.75,0.48,0.34,5.58,59.09,1.22,0.75,0.27
29095000236,29,095,000236,2.3,84.34,0.46,1.07,0.46,2.6,82.66,1.22,0.61,1.07
29095000238,29,095,000238,2.1,21.52,0.27,0.17,0.12,2,21.18,0.44,0.27,0.1
29095000239,29,095,000239,14.27,146.47,1.82,1.16,0.83,13.6,144.15,2.99,1.82,0.66
29095000241,29,095,000241,8.74,362.11,1.54,2.06,2.06,13.89,355.42,3.09,2.06,0.51
29095000242,29,095,000242,12.7,466.66,2.54,5.93,2.54,14.4,457.34,6.78,3.39,5.93
29095000243,29,095,000243,8.26,341.89,1.46,1.94,1.94,13.11,335.58,2.91,1.94,0.49
29095000244,29,095,000244,6.43,196.69,1.36,0.97,0.78,7.98,191.82,1.17,2.34,0.78
29095000245,29,095,000245,6.59,201.57,1.4,1,0.8,8.18,196.58,1.2,2.39,0.8
29095000246,29,095,000246,12.52,217.69,0.51,0.51,2.3,9.71,217.69,2.3,1.28,0.51
29095000247,29,095,000247,11.14,193.73,0.45,0.45,2.05,8.64,193.73,2.05,1.14,0.45
29095000248,29,095,000248,22.36,46.88,1.29,0.86,0,19.78,48.6,0.43,0.43,1.29
29095000249,29,095,000249,13.58,28.46,0.78,0.52,0,12.01,29.51,0.26,0.26,0.78
29095000250,29,095,000250,2.97,30.54,0.38,0.24,0.17,2.84,30.06,0.62,0.38,0.14
29095000251,29,095,000251,15.97,571.04,3.99,3.19,4.39,23.96,554.27,9.18,4.79,0.8
29095000253,29,095,000253,13.65,487.81,3.41,2.73,3.75,20.47,473.48,7.85,4.09,0.68
29095000254,29,095,000254,8.55,250.03,1.61,1.29,1.29,10.33,244.54,2.74,2.1,1.13
29095000255,29,095,000255,10.38,371.15,2.6,2.08,2.85,15.57,360.24,5.97,3.11,0.52
29095000256,29,095,000256,12.69,388.5,2.69,1.92,1.54,15.77,378.89,2.31,4.62,1.54
29095000257,29,095,000257,7.29,223.24,1.55,1.11,0.88,9.06,217.71,1.33,2.65,0.88
29095000258,29,095,000258,23.08,401.35,0.94,0.94,4.24,17.9,401.35,4.24,2.36,0.94
29095000259,29,095,000259,21.98,649.69,4.88,1.83,5.5,25.04,639.31,4.27,4.88,2.44
29095000260,29,095,000260,44.63,149.36,3.28,1.18,2.77,35.53,155.88,4.4,1.86,2.12
29095000261,29,095,000261,90.26,297.78,6.57,2.43,5.39,72.17,310.73,8.63,3.69,4.33
29095000263,29,095,000263,2.75,80.3,0.52,0.41,0.41,3.32,78.54,0.88,0.67,0.36
29095000264,29,095,000264,0,0,0,0,0,0,0,0,0,0
29095000265,29,095,000265,14.22,415.65,2.68,2.15,2.15,17.17,406.53,4.56,3.49,1.88
29095000266,29,095,000266,12.52,365.92,2.36,1.89,1.89,15.12,357.89,4.02,3.07,1.65
29095000267,29,095,000267,6.51,192.54,1.45,0.54,1.63,7.42,189.46,1.27,1.45,0.72
29095000268,29,095,000268,7.5,221.77,1.67,0.63,1.88,8.55,218.23,1.46,1.67,0.83
29095000269,29,095,000269,3.42,75.71,0.23,0.46,0.46,4.33,74.34,0.34,0.34,0.23
29095000270,29,095,000270,26.58,588.29,1.77,3.54,3.54,33.67,577.66,2.66,2.66,1.77
29095000271,29,095,000271,14.96,437.1,2.82,2.26,2.26,18.06,427.5,4.8,3.67,1.98
29095000272,29,095,000272,21.68,541.37,1.06,2.64,3.7,25.91,525.51,5.29,2.64,4.76
29095000273,29,095,000273,19.1,476.97,0.93,2.33,3.26,22.82,463,4.66,2.33,4.19
29095000275,29,095,000275,12.87,78.04,0.47,0.94,0.7,12.17,76.52,1.76,0.82,1.4
29095000276,29,095,000276,0.92,35.36,0,0.46,0,1.84,33.98,0.46,0,0
29095000277,29,095,000277,43.22,225.83,2.92,1.62,3.57,37.69,225.18,6.17,3.57,1.95
29095000278,29,095,000278,73.86,385.95,5,2.78,6.11,64.42,384.84,10.55,6.11,3.33
29095000279,29,095,000279,0.82,31.51,0,0.41,0,1.64,30.28,0.41,0,0
29095000280,29,095,000280,0.26,10.13,0,0.13,0,0.53,9.74,0.13,0,0
29095000281,29,095,000281,20.11,67.57,2.26,0.9,0.68,15.82,69.83,2.26,1.36,2.03
29095000282,29,095,000282,38.36,82.25,1.03,1,1.02,36.3,80.29,3.02,2.01,1.02
29095000283,29,095,000283,8.7,61.43,1.24,0.25,0.75,7.71,60.44,1.24,0.5,0.99
29095000284,29,095,000284,15.66,99.27,0.57,1.15,0.88,14.87,97.28,2.16,1.01,1.73
29095000285,29,095,000285,34.68,210.29,1.26,2.52,1.89,32.79,206.19,4.73,2.21,3.78
29095000286,29,095,000286,47.01,285.06,1.71,3.42,2.56,44.45,279.5,6.41,2.99,5.13
29095000287,29,095,000287,26.56,234.69,5.56,1.85,3.71,25.32,230.98,6.18,5.56,1.24
29095000288,29,095,000288,16.44,145.31,3.44,1.15,2.29,15.68,143.02,3.82,3.44,0.76
29095000289,29,095,000289,18.32,62.88,1.73,0.25,0.99,15.1,65.11,1.24,0.74,1.24
29095000290,29,095,000290,5.83,41.11,0.83,0.17,0.5,5.16,40.45,0.83,0.33,0.67
29095000291,29,095,000291,78.35,228.85,3.38,1.13,1.13,67.08,235.05,5.64,1.13,1.13
29095000292,29,095,000292,15.93,83.22,1.08,0.6,1.32,13.89,82.99,2.28,1.32,0.72
29095000293,29,095,000293,2.66,9.13,0.25,0.04,0.14,2.19,9.45,0.18,0.11,0.18
29095000295,29,095,000295,14.51,49.8,1.37,0.2,0.78,11.96,51.57,0.98,0.59,0.98
29095000296,29,095,000296,147.66,648.87,10.4,5.72,4.68,131.54,637.43,20.8,8.84,7.8
29095000298,29,095,000298,23.96,268.14,2.1,1.26,2.52,23.54,262.26,2.94,4.62,2.1
29095000299,29,095,000299,12.93,144.76,1.13,0.68,1.36,12.71,141.58,1.59,2.5,1.13
29095000300,29,095,000300,12.92,144.62,1.13,0.68,1.36,12.69,141.44,1.59,2.49,1.13
29095000301,29,095,000301,17.03,421.69,0.92,0.92,3.68,19.34,414.33,2.76,1.84,0.92
29095000302,29,095,000302,21.38,118.21,1.19,1.78,1.19,19.31,114.94,2.97,1.49,0.89
29095000303,29,095,000303,1.32,32.77,0.07,0.07,0.29,1.5,32.2,0.21,0.14,0.07
29095000304,29,095,000304,7.16,163.27,1.43,0.95,1.91,7.64,161.84,2.39,0.95,0.95
29095000305,29,095,000305,7.84,178.73,1.57,1.05,2.09,8.36,177.16,2.61,1.05,1.05
29095000306,29,095,000306,9.65,235.37,0.52,0.53,2.06,10.91,231.25,1.56,1.04,0.52
29095000307,29,095,000307,16.71,129.49,2.25,1.61,2.25,15.1,130.14,2.57,1.61,1.29
29095000308,29,095,000308,35.29,273.51,4.75,3.39,4.75,31.9,274.86,5.43,3.39,2.71
29095000310,29,095,000310,32.03,177.03,1.78,2.67,1.78,28.91,172.14,4.45,2.22,1.33
29095000311,29,095,000311,6.83,169.16,0.37,0.37,1.48,7.76,166.2,1.11,0.74,0.37
29095000312,29,095,000312,2.28,56.39,0.12,0.12,0.49,2.59,55.4,0.37,0.25,0.12
29095000313,29,095,000313,0,1,0,0,0,1,0,0,0,0
29095000314,29,095,000314,60,395,7,0,3,54,393,5,3,4
29095000315,29,095,000315,60.75,177.3,2.62,0.87,0.88,52.01,182.1,4.37,0.87,0.88
29095000316,29,095,000316,214.89,354.67,7.39,3.08,8,189.03,370.68,11.7,2.46,6.16
29095000317,29,095,000317,137.38,180.23,2.95,2.95,3.34,126.37,182.39,7.08,2.16,3.34
29095000318,29,095,000318,140.94,184.89,3.02,3.02,3.43,129.65,187.11,7.26,2.22,3.43
29095000319,29,095,000319,151,244,3,0,7,141,237,10,0,6
29095000320,29,095,000320,66,120,6,2,7,61,124,6,3,5
29095000321,29,095,000321,345.23,452.9,7.41,7.41,8.4,317.57,458.33,17.78,5.43,8.4
29095000322,29,095,000322,355.98,450.77,14.41,7.17,11.45,313.54,459.66,23.65,10.14,16.34
29095000324,29,095,000324,424.14,665.37,7.91,5.93,12.85,344.05,718.76,24.72,2.97,15.82
29095000326,29,095,000326,354.5,508.25,7.16,3.22,4.02,287.33,548.43,13.56,3.99,13.46
29095000327,29,095,000327,85.13,122.16,1.72,0.76,0.95,68.91,131.89,3.24,0.95,3.24
29095000328,29,095,000328,204.31,258.4,2.58,1.29,3.86,171.69,278.14,9.87,1.72,3
29095000329,29,095,000329,271.69,343.6,3.42,1.71,5.14,228.31,369.86,13.13,2.28,4
29095000330,29,095,000330,145,204,2,0,2,130,206,5,2,4
29095000331,29,095,000331,140.4,168.69,1.64,0.89,2.38,115.69,182.69,5.96,1.64,3.57
29095000332,29,095,000332,257.54,448.85,3.66,4.42,3.57,228.8,456.91,11.63,7.04,11.63
29095000333,29,095,000333,270.33,324.79,3.15,1.72,4.59,222.74,351.74,11.47,3.15,6.88
29095000334,29,095,000334,142.15,170.79,1.66,0.9,2.41,117.13,184.96,6.03,1.66,3.62
29095000335,29,095,000335,178,267,2,1,3,145,281,8,1,9
29095000337,29,095,000337,2.03,63.16,1.19,0,0.68,2.37,62.82,1.02,0.17,0.34
29095000338,29,095,000338,116.31,171.8,4.01,3.34,4.68,96.93,183.83,8.02,2.67,8.02
29095000339,29,095,000339,60.14,89.05,1.9,1.62,2.55,50.1,94.76,4.38,1.34,3.82
29095000340,29,095,000340,3,32,0,1,1,3,31,0,0,0
29095000341,29,095,000341,121.23,209.14,3.24,0.93,8.79,103.18,223.48,6.02,3.24,5.09
29095000342,29,095,000342,140.77,242.86,3.76,1.07,10.21,119.82,259.52,6.98,3.76,5.91
29095000343,29,095,000343,99.35,316.07,4.99,1.92,8.06,83.24,324.12,12.27,3.84,4.22
29095000344,29,095,000344,7.42,25.97,0.39,0.59,0.98,5.86,27.14,0.78,0.59,0.39
29095000345,29,095,000345,159.65,507.93,8.01,3.08,12.94,133.76,520.88,19.73,6.16,6.78
29095000346,29,095,000346,29.91,121.57,1.3,0,0,27.63,118.97,2.93,0.33,1.63
29095000347,29,095,000347,43.6,177.26,1.9,0,0,40.29,173.46,4.27,0.47,2.37
29095000348,29,095,000348,32,73,1,1,1,25,80,1,0,2
29095000349,29,095,000349,88,362,7,2,6,85,362,8,3,5
29095000350,29,095,000350,71.18,226.52,5.08,2,3.84,57.5,236.28,6.28,2.76,3.48
29095000353,29,095,000353,8.36,20.07,0,0,0.84,7.53,19.24,0.84,0,0.84
29095000354,29,095,000354,45.22,111.71,1.77,0.89,2.66,38.12,112.6,4.43,0.89,3.55
29095000355,29,095,000355,59.03,138.22,0.74,0.93,1.85,50.7,141,3.52,1.11,2.59
29095000356,29,095,000356,251.18,588.19,3.15,3.94,7.87,215.75,600,14.96,4.72,11.02
29095000357,29,095,000357,248,686,7,2,10,219,695,17,4,7
29095000358,29,095,000358,178.55,285.26,1.2,1.8,5.11,148.19,300.29,6.91,3.61,7.51
29095000359,29,095,000359,214.21,342.23,1.44,2.16,6.13,177.79,360.26,8.29,4.33,9.02
29095000360,29,095,000360,201.24,321.51,1.36,2.03,5.76,167.02,338.45,7.79,4.07,8.47
29095000361,29,095,000361,74.39,111.68,1.86,0.56,1.68,61.9,117.64,2.61,0.93,3.54
29095000362,29,095,000362,91.39,137.2,2.29,0.69,2.06,76.04,144.53,3.21,1.15,4.35
29095000363,29,095,000363,0,0,0,0,0,0,0,0,0,0
29095000364,29,095,000364,156.26,221.36,1.53,1.53,6.89,143.23,222.89,3.83,3.06,5.36
29095000365,29,095,000365,107.02,89.12,1.28,0.85,1.28,90.39,98.5,3.41,1.28,2.98
29095000366,29,095,000366,8.74,7.28,0.1,0.07,0.1,7.38,8.04,0.28,0.1,0.24
29095000368,29,095,000368,14.11,11.75,0.17,0.11,0.17,11.91,12.98,0.45,0.17,0.39
29095000369,29,095,000369,118.26,177.53,2.96,0.89,2.67,98.4,187.02,4.15,1.48,5.63
29095000370,29,095,000370,15.29,12.73,0.18,0.12,0.18,12.92,14.07,0.49,0.18,0.43
29095000371,29,095,000371,100.7,419.51,4.77,0.95,4.3,97.84,418.08,8.11,1.91,2.39
29095000372,29,095,000372,11.36,33.6,0.24,0,0.24,10.41,34.31,0.47,0,0.47
29095000373,29,095,000373,10.43,8.68,0.12,0.08,0.12,8.81,9.6,0.33,0.12,0.29
29095000374,29,095,000374,109.73,457.1,5.2,1.04,4.68,106.61,455.54,8.84,2.08,2.6
29095000375,29,095,000375,47.57,234.39,2.03,0.01,2.02,47.56,230.38,4.05,1.01,3.01
29095000378,29,095,000378,6.4,9.6,0.16,0.05,0.14,5.32,10.12,0.22,0.08,0.3
29095000379,29,095,000379,1.1,1.65,0.03,0.01,0.02,0.91,1.73,0.04,0.01,0.05
29095000382,29,095,000382,0,0,0,0,0,0,0,0,0,0
29095000383,29,095,000383,51.4,73.13,0.56,0.5,2.19,46.81,73.89,1.3,0.98,1.81
29095000385,29,095,000385,23.31,19.41,0.28,0.19,0.28,19.68,21.45,0.74,0.28,0.65
29095000386,29,095,000386,94.56,378.23,2.24,2.8,5.04,79.45,386.06,6.15,2.24,3.36
29095000387,29,095,000387,48,273,1,1,4,50,269,3,1,0
29095000388,29,095,000388,82.13,374.99,4.01,0.8,5.61,70.51,381.8,6.81,2,2.4
29095000389,29,095,000389,32.03,90.99,0.65,0.01,0.65,29.3,92.95,1.32,0.02,1.3
29095000390,29,095,000390,30.21,211.22,0.46,2.08,2.77,29.05,209.38,2.08,0.92,3
29095000391,29,095,000391,43.18,197.15,2.11,0.42,2.95,37.07,200.73,3.58,1.05,1.26
29095000392,29,095,000392,81.09,378.17,3.85,0.98,5.61,69.96,384.43,6.68,2,2.6
29095000393,29,095,000393,24.46,171.01,0.37,1.68,2.24,23.52,169.52,1.68,0.75,2.43
29095000394,29,095,000394,114.24,428.87,4.68,0.94,3.75,91.77,434.49,7.49,4.68,10.3
29095000395,29,095,000395,67.86,474.51,1.04,4.66,6.22,65.27,470.36,4.66,2.07,6.73
29095000396,29,095,000396,160.13,85.01,0,0,0,133.44,104.77,1.98,0,2.97
29095000397,29,095,000397,93.99,98.69,1.84,0.56,1.13,80.3,104.86,2.55,0.85,2.84
29095000398,29,095,000398,2.2,6.5,0.05,0,0.05,2.01,6.63,0.09,0,0.09
29095000399,29,095,000399,68.89,231.43,7.74,3.1,2.32,54.18,239.17,7.74,4.64,6.97
29095000400,29,095,000400,13.35,94.22,1.91,0.38,1.14,11.83,92.7,1.91,0.76,1.53
29095000401,29,095,000401,7.76,29.13,0.32,0.06,0.25,6.23,29.51,0.51,0.32,0.7
29095000402,29,095,000402,7.12,50.23,1.02,0.2,0.61,6.3,49.42,1.02,0.41,0.81
29095000403,29,095,000403,41.2,271.6,3.21,1.51,2.27,35.53,271.03,4.16,2.08,2.84
29095000404,29,095,000404,59.43,391.73,4.63,2.18,3.27,51.25,390.91,6,3,4.09
29095000405,29,095,000405,56.46,372.14,4.4,2.07,3.11,48.69,371.37,5.7,2.85,3.88
29095000406,29,095,000406,20,102,1,0,1,19,102,0,2,0
29095000407,29,095,000407,59.87,220.54,1.09,3.02,1.13,53.61,220.69,2.16,1.05,7.05
29095000408,29,095,000408,75.14,427.94,8.25,3.67,7.33,67.81,424.27,13.75,3.67,7.33
29095000409,29,095,000409,91.88,572.25,6.99,3,2,70.91,570.25,12.98,5.99,4.99
29095000412,29,095,000412,19.94,191.3,3.39,3.82,2.97,21.21,188.75,5.51,5.09,0.85
29095000413,29,095,000413,5,100,1,3,1,6,100,0,2,0
29095000414,29,095,000414,15.27,287.71,2.37,0,2.37,15.27,286.35,1.7,0.34,1.02
29095000415,29,095,000415,10.34,194.81,1.61,0,1.61,10.34,193.89,1.15,0.23,0.69
29095000416,29,095,000416,5.96,112.35,0.93,0,0.93,5.96,111.82,0.66,0.13,0.4
29095000417,29,095,000417,11.65,333.51,3.4,0.97,1.46,16.51,319.43,3.88,4.37,2.91
29095000418,29,095,000418,5.42,155,1.58,0.45,0.68,7.67,148.46,1.81,2.03,1.35
29095000419,29,095,000419,8,243,4,0,1,10,237,3,1,0
29095000420,29,095,000420,9.33,229.47,1.04,1.04,2.42,11.06,227.74,1.04,1.04,0
29095000421,29,095,000421,10.35,254.65,1.15,1.15,2.68,12.27,252.74,1.15,1.15,0
29095000422,29,095,000422,11.92,224.69,1.85,0,1.85,11.92,223.63,1.32,0.26,0.79
29095000423,29,095,000423,7.31,179.88,0.81,0.81,1.9,8.67,178.52,0.81,0.81,0
29095000424,29,095,000424,27.06,259.7,4.61,5.18,4.03,28.79,256.25,7.49,6.91,1.15
29095000425,29,095,000425,38.59,428.7,2.09,4.69,2.61,37.55,416.7,9.39,5.22,3.13
29095000426,29,095,000426,23.74,263.76,1.28,2.89,1.6,23.1,256.38,5.78,3.21,1.93
29095000427,29,095,000427,46.75,481.39,3.62,4.45,4.45,45.08,466.09,10.85,8.63,2.5
29095000428,29,095,000428,25.99,267.62,2.01,2.48,2.48,25.06,259.11,6.03,4.8,1.39
29095000429,29,095,000429,55.13,567.69,4.27,5.25,5.25,53.16,549.65,12.8,10.17,2.95
