GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45003000060,45,003,000060,761.06,297.05,7.16,5.06,0.01,759.29,293.95,21.12,0.03
45003000061,45,003,000061,606.12,714.15,12.56,5.77,0.96,581.85,731.54,21.43,0.96
45003000062,45,003,000062,407.14,469.25,4.93,4.93,0,390.39,481.08,14.79,0.99
45003000063,45,003,000063,476,236,7,1,0,461,248,11,0
45003000064,45,003,000064,1152.32,523.62,12.52,3.4,1.45,1172.86,503.33,19.57,0.33
45003000065,45,003,000065,1156.95,427.73,14.31,3.06,1.02,1158.54,425.12,19.41,2
45003000066,45,003,000066,497.6,314.12,9.97,1.99,0,500.6,311.13,8.97,1.99
45003000067,45,003,000067,728.64,272.62,16.85,2.97,0.99,729.63,281.54,10.9,0
45003000068,45,003,000068,1354.22,572,25.46,2.07,2,1342.63,588.38,29.67,1.02
45003000069,45,003,000069,1167,568,14,4,0,1216,532,12,0
45003000070,45,003,000070,579,371,18,10,3,582,375,27,0
45003000071,45,003,000071,1163.48,483.68,17.75,3.29,0.16,1148.58,496.22,19.27,2.3
45003000072,45,003,000072,396,310,10,2,1,392,315,12,0
45003000073,45,003,000073,831.39,274.69,20.1,1.09,2.01,842.14,270.9,11.25,0.02
45003000074,45,003,000074,302.37,158.28,6.02,1,0,296.36,160.28,9.02,1
45003000075,45,003,000075,881,506,17,9,1,878,512,23,0
45003000076,45,003,000076,1116,627,22,4,0,1142,609,17,1
45003000077,45,003,000077,798.94,400.95,10.84,3.94,0.99,813.71,394.05,7.88,1.97
45003000078,45,003,000078,393.69,225.82,8.39,0.84,1.67,393.64,223.33,10.93,0.84
45003000079,45,003,000079,418.4,290.27,2.32,0.12,1.04,421.32,286.67,2.25,0.02
45003000080,45,003,000080,513.76,215.19,11.6,3.12,0.12,513.36,220.48,12.08,1
45003000081,45,003,000081,487.75,251.35,6.98,1.99,0,477.77,259.33,14.96,1
45003000082,45,003,000082,472.27,211.3,6.82,0.97,0,448.9,228.83,12.66,0.97
45003000083,45,003,000083,250,241,20,2,1,263,246,8,0
45003000084,45,003,000084,569.79,243.11,10.13,1.69,0.84,569.79,246.49,7.6,1.69
45005000001,45,005,000001,110,545,6,1,0,115,549,1,1
45005000002,45,005,000002,12.55,593.88,2.9,6.76,1.93,14.48,611.27,3.86,0
45005000003,45,005,000003,133.45,245.12,0.1,2.24,0.07,130.52,249.73,3.14,0
45005000004,45,005,000004,66,646,1,4,0,62,655,3,0
45005000005,45,005,000005,42.44,155.3,0.96,0,0,42.44,159.16,1.93,0
45005000006,45,005,000006,175,77,2,0,0,176,82,1,0
45005000007,45,005,000007,99,65,5,1,0,99,68,3,0
45005000008,45,005,000008,196.56,390.7,1.04,4,0,193.56,398.84,2.07,1
45007000000,45,007,000000,200.16,457.61,7.02,4.02,1.99,185.05,473.73,7.04,2.03
45007000009,45,007,000009,240,274,5,2,0,212,286,18,0
45007000010,45,007,000010,278,28.63,0.92,0,0,275.23,31.4,0.92,0
45007000011,45,007,000011,963,365,18,0,1,923,393,27,0
45007000012,45,007,000012,156.02,277.23,2.72,0.03,0,148.63,286.24,3.76,0.01
45007000013,45,007,000013,1137.85,415.22,22.09,4.15,4.08,1125.62,436.08,20.77,0.08
45007000015,45,007,000015,474,85,4,0,1,464,90,11,0
45007000016,45,007,000016,429.41,175.89,4.91,0,0,417.62,181.79,9.83,0.98
45007000017,45,007,000017,1581,404,28,4,1,1575,420,26,1
45007000018,45,007,000018,822,188,11,0,0,819,192,8,0
45007000019,45,007,000019,1512,618,23,4,2,1477,641,31,2
45007000020,45,007,000020,236.85,190.66,5.01,1,0,216.78,203.71,11.05,1.99
45007000021,45,007,000021,1686.27,653.23,35.79,5.97,0.99,1675.33,671.13,28.83,3.98
45007000023,45,007,000023,695,70,3,2,0,681,75,11,0
45007000024,45,007,000024,901.14,301.36,12.01,5.84,0.99,892.94,314.41,14.97,2.94
45007000025,45,007,000025,934.53,572.03,18.12,1.07,0.01,907.46,593.17,21.15,1.03
45007000027,45,007,000027,785.52,272.2,11.76,1.68,0.84,783,281.44,8.4,0.84
45007000028,45,007,000028,807.79,187.72,10.98,2,0,784.83,204.69,15.98,1
45007000029,45,007,000029,925.97,229.25,12.38,2.02,1.03,924.6,238.6,9.49,1.01
45007000030,45,007,000030,1022.42,245.39,22.2,3.02,1,1004.17,261.49,26.4,1.99
45007000031,45,007,000031,619.97,109.98,2.05,0.02,0.01,609.08,117.85,7.07,0.01
45007000032,45,007,000032,518.56,313.22,6,2,0,502.53,329.23,12.01,1
45007000033,45,007,000033,1405.36,405.83,20.69,0.1,0.99,1378.92,431.39,23.65,1.02
45007000035,45,007,000035,771.33,203.55,7.94,0.02,0.02,748.97,212.38,22.49,1.01
45007000036,45,007,000036,1388.84,566.43,29.05,3.03,2,1383.02,581.35,24.05,0.01
45007000037,45,007,000037,396.65,55.64,4.01,0,0,395.58,50.69,9.04,0
45007000038,45,007,000038,297,59,3,1,1,286,64,13,0
45007000039,45,007,000039,828.27,210.12,8.98,3.96,0,815.18,225.18,11.95,0
45007000040,45,007,000040,984,372,20,4,0,1008,359,17,3
45007000041,45,007,000041,843.31,159.55,10.03,1.82,1.82,822.34,174.13,17.32,0
45007000042,45,007,000042,847.39,131.09,4.97,0,0.01,834.43,140.06,12.91,0.99
45007000043,45,007,000043,516,208,18,2,1,511,219,14,1
45007000045,45,007,000045,391,121,8,3,0,393,125,3,1
45007000046,45,007,000046,1301.64,518.01,18.53,1.99,0.98,1301.58,529.74,13.7,0.01
45007000047,45,007,000047,407.29,159.22,2.1,1.98,0.04,387.62,169.11,9.08,1
45007000049,45,007,000049,945.98,527.77,6.28,3.97,0,911.37,542.76,25.24,0.99
45007000050,45,007,000050,1215.09,433.09,18.41,4.06,1.03,1223.06,435.34,12.32,2.03
45007000051,45,007,000051,417.72,79.45,5.53,0.94,0.09,402.17,86.77,12.88,0.93
45007000053,45,007,000053,1033.24,1040.14,49.82,9.76,2.94,1065.5,1053.8,15.64,4.88
45007000054,45,007,000054,497,151,12,1,1,479,167,16,0
45007000055,45,007,000055,1386,391,17,1,0,1367,403,20,4
45007000057,45,007,000057,781,208,11,1,0,784,202,10,1
45007000058,45,007,000058,473.59,154.11,5.09,0,0,464.38,160.21,10.17,0.02
45007000061,45,007,000061,503.83,107.73,3.96,0,0.02,498.5,109.86,8.22,0.95
45007000062,45,007,000062,1491.96,474.37,23.25,2.89,0.01,1467.81,485.11,40.52,1.94
45007000063,45,007,000063,584,68,7,2,0,577,74,13,0
45007000064,45,007,000064,1569.32,328.14,25.78,0.99,0,1532.64,347.97,38.66,0
45007000065,45,007,000065,456.98,82.55,2.95,0,0,446.17,88.45,7.86,0
45007000066,45,007,000066,519.58,124.84,6.42,2.02,0.03,510.72,135.98,8.26,0
45007000067,45,007,000067,1105.71,384.45,10.65,3.09,0.05,1118.52,374.03,14.44,0.05
45007000068,45,007,000068,1165.21,245.59,19.67,2.11,0,1151.63,255.25,26.55,0.12
45007000069,45,007,000069,311.08,114.66,2.99,0,0,303.1,118.65,6.98,1
45007000070,45,007,000070,1956.9,456.93,33.32,6.03,2,1929.7,482.08,39.42,2
45007000071,45,007,000071,1253.85,420.7,22.85,3.01,1.07,1243.68,449.47,13.15,0.04
45007000072,45,007,000072,1578,299,28,4,3,1539,336,34,2
45007000073,45,007,000073,634.11,74.16,2.95,0.13,1.1,627.04,77.43,10.74,0.04
45007000074,45,007,000074,634.99,427.19,11.14,1.02,2.01,631.95,432.26,12.14,0.01
45007000075,45,007,000075,736.72,296.68,14.93,1,1.99,750.65,292.7,9.96,1
45007000076,45,007,000076,684.18,322.67,19.92,1,0,680.19,335.61,13.94,1
45007000077,45,007,000077,1102,682,28,2,0,1082,703,31,2
45007000078,45,007,000078,191,315,9,1,2,197,309,10,1
45007000079,45,007,000079,305,361,7,1,0,295,375,6,1
45007000080,45,007,000080,115.84,547.39,2.98,1.98,0.01,105.95,558.27,3.96,1.97
45007000081,45,007,000081,354,993,11,7,0,327,1021,12,2
45007000083,45,007,000083,148,606,1,2,0,132,610,9,2
45007000084,45,007,000084,790.59,517.36,24.01,4,2,778.57,526.37,24.01,5
45007000085,45,007,000085,209,450,4,1,0,189,467,7,0
45007000086,45,007,000086,388.78,301.83,9.96,1.99,1,352.91,331.71,17.93,0
45007000087,45,007,000087,1091,648,13,2,2,1065,672,19,4
45007000091,45,007,000091,1373,649,32,4,1,1360,667,27,0
45007000092,45,007,000092,1181.85,419.49,18.93,2,1,1176.87,428.48,18.91,1
45007000093,45,007,000093,578.11,292.65,15.15,2.01,0.01,595.15,286.69,7.1,0.01
45007000094,45,007,000094,1525,372,28,1,2,1512,390,20,4
45007000111,45,007,000111,945,347,21,3,1,935,363,22,3
45007000121,45,007,000121,1719.83,605.74,29.49,3.82,0.95,1691.37,632.35,32.3,5.69
45007000132,45,007,000132,1021,517,14,2,0,1009,536,7,0
45007000136,45,007,000136,1031.16,429.57,8.95,4.97,0,1062.98,414.65,7.95,0.99
45007000157,45,007,000157,1422.45,475.05,10.17,4.04,2.96,1402.89,484.44,27.14,3.01
45007000164,45,007,000164,2642.65,755.47,49.64,7.94,1.99,2624.78,778.3,51.62,5.96
45009000001,45,009,000001,98.06,52.17,0.02,0.04,0.01,92.01,54.28,5,0
45009000002,45,009,000002,160,81,2,0,0,158,80,3,0
45009000003,45,009,000003,295.15,220.43,2,0,1,295.14,220.44,2,0
45009000004,45,009,000004,265.87,993.95,6.35,4.18,2.04,262.94,1008.95,5.35,0
45009000005,45,009,000005,39.88,70.43,2,0,0,37.82,72.44,2.05,0
45009000006,45,009,000006,34,30,0,0,0,33,31,0,0
45009000007,45,009,000007,85,72,0,0,0,80,76,1,1
45009000008,45,009,000008,80,10,0,0,0,81,9,0,0
45009000009,45,009,000009,90,10,1,0,0,89,11,2,0
45009000010,45,009,000010,134,95,2,0,0,137,93,1,0
45009000011,45,009,000011,384.05,1068.17,4.32,7.13,2.02,365.23,1091.03,9.29,0
45009000012,45,009,000012,143,670,2,1,1,132,676,4,1
45009000013,45,009,000013,601.82,630.39,9.22,4.61,0.92,603.66,630.39,9.22,0
45011000001,45,011,000001,227,257,1,1,0,216,261,7,1
45011000002,45,011,000002,692,407,10,0,1,667,420,23,2
45011000003,45,011,000003,729,496,16,2,2,727,494,16,2
45011000004,45,011,000004,384,580,10,4,0,382,588,7,0
45011000005,45,011,000005,210,437,0,1,1,209,436,3,0
45011000006,45,011,000006,132,257,7,0,2,123,271,5,1
45011000007,45,011,000007,248,188,1,0,0,243,192,3,0
45011000008,45,011,000008,456,38,2,0,0,448,38,9,0
45011000009,45,011,000009,234,168,2,3,2,230,175,5,0
45011000010,45,011,000010,163,455,5,0,0,152,463,9,0
45011000011,45,011,000011,578,66,5,1,0,562,78,7,1
45011000012,45,011,000012,476,398,2,2,0,461,402,14,0
45011000013,45,011,000013,331,594,10,3,4,333,600,10,1
45011000014,45,011,000014,275.5,126.19,4.82,0.96,0,269.72,131.01,7.71,0
45011000015,45,011,000015,348.88,247.35,2.14,1.01,0,347.69,251.45,2.25,0
45011000016,45,011,000016,7.61,5.46,0.04,0.02,0,7.59,5.54,0.04,0
45013000101,45,013,000101,208.27,512.9,6.12,8.02,1.01,198.33,531.94,9.09,1.01
45013000102,45,013,000102,382,435,9,3,0,390,429,7,0
45013000103,45,013,000103,541.89,478.25,19.99,4.01,2,550.77,485.28,14.07,0.99
45013000110,45,013,000110,642.21,524.14,15.93,1.68,0.84,626.29,542.58,10.9,0.84
45013000111,45,013,000111,158.81,645.17,7.94,4.96,3.97,140.94,673.95,6.95,0.99
45013000112,45,013,000112,692.93,902.64,16.05,1.32,1.16,700.83,906.2,12.09,0.16
45013000113,45,013,000113,675.17,501.76,14.09,5.02,0,651.09,521.86,24.07,1.01
45013000114,45,013,000114,699.83,568.24,29.91,6.98,0,673.91,601.14,21.93,1.99
45013000115,45,013,000115,975.75,567.48,15.97,4.23,1.99,966.66,577.92,21.72,0.1
45013000116,45,013,000116,137.82,216.71,2.04,2.02,0.03,126.8,224.85,4.01,0.01
45013000120,45,013,000120,948.2,565.77,8.11,1.01,0,998.03,526.74,7.53,0.01
45013000121,45,013,000121,685.61,451.4,12.97,0.81,0.81,696.14,443.29,11.35,4.05
45013000130,45,013,000130,572.23,513.46,17.34,0.96,0.96,564.52,520.21,15.41,0.96
45013000131,45,013,000131,656.53,647.55,12.41,4.09,0.03,687.13,632,9.41,0
45013000132,45,013,000132,786,381,20,3,1,783,388,18,3
45013000133,45,013,000133,608,401,10,1,0,635,387,1,0
45013000134,45,013,000134,490.33,327.37,10.2,0.07,1.02,496.1,325.6,7.27,1
45013000135,45,013,000135,628,337,16,4,1,644,335,5,2
45013000140,45,013,000140,432.73,262.88,18.03,0.25,1,420.58,274.37,15.84,3.1
45013000141,45,013,000141,452.36,290.48,18.89,4.5,0,449.66,299.47,15.29,1.8
45013000142,45,013,000142,425,352,12,4,1,418,364,13,0
45013000150,45,013,000150,411.2,404.68,9.96,2,0.01,402.2,412.7,8.99,0.01
45013000151,45,013,000151,334.42,430.11,11.84,2.96,0.99,320.61,443.92,12.82,0.99
45013000160,45,013,000160,254.91,577.27,5.95,1,0.99,248.99,584.19,2.98,0
45013000161,45,013,000161,322,390,5,3,0,302,404,9,0
45013000162,45,013,000162,204.23,449.43,3.97,2.98,0,195.28,454.38,5,0.99
45013000163,45,013,000163,414.78,563.5,2.79,1.28,1,403.07,562.63,15.42,1.09
45013000170,45,013,000170,325.05,399.92,8.22,2.74,0,328.7,400.83,4.57,0.91
45013000174,45,013,000174,88.66,516.08,4.41,0.23,0.01,81.54,524.17,3.29,0
45013000179,45,013,000179,192.58,192.94,17.9,0.99,0,183.66,203.86,14.92,0.99
45013000180,45,013,000180,162.51,725.72,7.73,1.93,0.97,154.8,736.34,8.7,0
45013000181,45,013,000181,234.06,692.27,5.54,0.93,1.83,225.78,708.78,3.72,0
45013000182,45,013,000182,690,511,11,0,1,737,481,2,0
45013000183,45,013,000183,369.89,593.21,7.87,1.97,0,360.06,598.12,15.74,0
45013000184,45,013,000184,228,687,2,1,1,226,691,4,1
45013000185,45,013,000185,565.27,403.68,1.52,4.09,0.17,573.49,396.25,4.35,0
45013000186,45,013,000186,471.88,292.33,8.79,1.07,1.04,476.42,290.67,6.85,0.04
45013000187,45,013,000187,450.04,274.75,11.82,2.95,0.98,442.16,284.6,14.77,0
45013000200,45,013,000200,203.79,118.37,2.84,0,0,204.88,115.46,0.94,0
45013000201,45,013,000201,247.46,254.58,6.02,2.19,0,235.96,263.89,7.66,0.55
45013000202,45,013,000202,641.54,706.42,6.98,1.81,1,636.04,716.11,10.34,1.45
45013000203,45,013,000203,532.27,505.9,6.84,1.95,0,519.57,518.59,6.84,0.98
45013000204,45,013,000204,439.56,627.83,11.71,3.36,1.12,440.3,631.99,5.59,2
45013000205,45,013,000205,858.96,537.81,10.04,0.01,1,890.89,523.88,3.04,2.01
45013000206,45,013,000206,494,270,1,0,0,498,266,2,1
45013000207,45,013,000207,398,312,7,4,0,423,300,4,1
45013000208,45,013,000208,996.12,779.48,7.01,0.66,1.66,1037.9,751.37,4.96,4
45013000209,45,013,000209,478,360,6,1,1,492,356,5,0
45013000210,45,013,000210,158.82,143.21,1.36,0.34,0.34,162.89,141.17,1.02,0
45013000211,45,013,000211,468,377,3,5,0,490,362,7,0
45013000212,45,013,000212,458,345,5,1,0,483,323,1,0
45013000213,45,013,000213,448,296,10,2,2,456,301,4,1
45013000214,45,013,000214,591.44,400.17,5.29,2.64,0.88,626.7,379.01,4.41,0
45013000216,45,013,000216,607.91,435.11,4.09,1.05,0,620.96,426.07,6.12,0.03
45013000217,45,013,000217,690.09,449.89,5.91,2.95,0,693.04,446.93,7.88,1.97
45013000219,45,013,000219,349.76,285.65,2.83,0.94,0,358.24,278.11,1.89,0
45013000220,45,013,000220,643.23,553.71,11.89,3.95,0.99,644.33,557.55,6.97,0.01
45013000221,45,013,000221,774,352,5,1,2,821,318,2,0
45013000222,45,013,000222,751.78,623.29,17.13,4.04,1,758.55,631.53,11.13,0.02
45013000223,45,013,000223,555.6,415.38,4.12,0.06,0,565.01,406.04,5.05,0.99
45013000224,45,013,000224,337.38,263.73,3.06,0.06,0,351.23,254.83,1.17,0.06
45013000225,45,013,000225,424,346,12,2,1,424,349,10,0
45013000226,45,013,000226,480.53,312.95,7.93,1.01,0,502.94,303.38,2.04,0.02
45013000227,45,013,000227,248,199,1,2,0,259,193,0,0
45013000228,45,013,000228,416.6,303.63,1.17,0.99,0.01,447.35,272.16,2.89,0.92
45013000300,45,013,000300,1183.1,653.99,7.77,4.32,1.05,1213.75,632.76,7.2,1.1
45013000301,45,013,000301,677.28,608.33,27.71,4.99,0,672.38,630.19,10.74,1.04
45013000302,45,013,000302,459,273,10,5,0,456,282,7,1
45013000303,45,013,000303,722.4,421.45,12.69,2.72,0,711.55,432.31,12.68,0.91
45013000304,45,013,000304,542.28,586.26,17.41,4.25,2,531.08,599.37,19.51,0.05
45013000305,45,013,000305,391.32,346.42,13.11,3.75,0.94,367.06,367.89,16.85,0
45013000306,45,013,000306,577.48,443.1,13.16,2.02,1,538.18,473.28,21.29,2.03
45013000307,45,013,000307,1291.26,847.07,31.92,3.99,1,1280.37,854.01,34.9,1
45013000308,45,013,000308,774.51,537.27,1,1.99,0,787.46,527.3,3.99,0
45013000309,45,013,000309,444.64,199.55,6.65,0.01,0,443.94,198.78,9.61,0
45013000310,45,013,000310,874.1,400.19,7.06,1.2,1.19,888.61,388.26,7.7,1.95
45013000311,45,013,000311,797.57,482.84,8.8,1.02,0,776.81,494.68,17.73,1.92
45013000312,45,013,000312,1126,659,12,3,1,1156,650,8,0
45013000313,45,013,000313,881.34,535.95,11.91,3.97,0.99,886.3,541.9,12.9,0
45013000314,45,013,000314,1057,611,24,4,0,1058,611,30,0
45013000315,45,013,000315,410.59,655.87,13.2,5.04,2.01,399.18,671.17,13.32,1.02
45013000316,45,013,000316,900.5,421.85,9.01,0.9,0,902.3,416.45,10.82,0.9
45013000317,45,013,000317,1039.37,573.05,22.8,1,0,1072.66,564.3,9.09,1
45013000318,45,013,000318,521.39,349.2,4.84,1.93,0,503.01,358.88,13.54,0
45013000319,45,013,000319,451.05,390.66,15.07,3.01,1,421.9,424.75,14.13,0.01
45013000320,45,013,000320,1258.78,738.57,34.86,4,1,1247.5,769.45,12.49,0
45013000321,45,013,000321,403.53,217.47,4.68,0.05,0,429.81,201.46,0.26,0.02
45013000360,45,013,000360,665.69,513.16,1.88,1.88,0.94,687.35,489.62,3.77,0
45013000361,45,013,000361,657,476,12,0,2,671,474,5,0
45013000362,45,013,000362,543.39,416.3,7,3,1,563.4,408.28,3,0
45013000363,45,013,000363,825.51,601,9.16,0,2,837.84,594.98,8.09,0
45013000364,45,013,000364,653.47,447.31,6.07,0.03,0.01,665.5,446.48,3.52,0
45013000365,45,013,000365,666.91,503.18,3,2,3.99,685.88,493.19,5.99,1
45013000366,45,013,000366,537.86,409.51,2.94,0.98,0,542.75,405.6,4.9,0
45013000367,45,013,000367,665.34,580.43,4.15,2.13,2.06,672.73,572.94,10.29,0
45015000001,45,015,000001,285,380,7,2,0,276,391,7,2
45015000002,45,015,000002,175.91,18.21,0.03,0,0,173.61,15.33,6.18,0.03
45015000003,45,015,000003,611,326,6,1,0,590,340,13,1
45015000004,45,015,000004,915,246,5,1,0,883,255,29,1
45015000005,45,015,000005,886,827,26,14,0,855,859,38,1
45015000007,45,015,000007,404.14,759.4,7.59,2.44,0.03,395.68,776.63,6.81,0.29
45015000008,45,015,000008,810.13,166.45,9.46,1.03,0.06,779.53,184.09,25.32,1.06
45015000009,45,015,000009,528.05,268.99,13.9,1.99,0,521.1,274.94,13.9,0
45015000010,45,015,000010,559.97,324.76,4.92,0.98,0.98,532.42,338.54,20.67,0
45015000011,45,015,000011,440.26,348.45,8.94,1.99,0,427.36,362.35,9.94,0
45015000012,45,015,000012,1190,649,15,5,1,1275,591,7,1
45015000013,45,015,000013,749.11,730.65,16.77,4.14,1.01,791.99,705.02,7.59,3.07
45015000014,45,015,000014,783,671,24,7,1,754,690,37,1
45015000015,45,015,000015,642.9,503.83,29.17,0.01,0.01,613.89,527.88,29.16,4.01
45015000016,45,015,000016,281.78,387.72,1.77,1.65,0.01,269.56,395.61,9.34,0.41
45015000020,45,015,000020,1193.95,549.92,25.65,2.24,0.91,1178.28,562.01,32.7,0.21
45015000021,45,015,000021,543,382,19,2,0,535,390,22,0
45015000022,45,015,000022,659,311,13,8,2,658,314,21,0
45015000023,45,015,000023,448.29,398.63,18.9,10.87,2.96,425.63,423.29,25.8,1
45015000024,45,015,000024,490.96,694,8.26,1.07,0,479.3,704.44,6.52,1.04
45015000026,45,015,000026,361.33,580.66,9.96,1.99,0,347.29,600.59,10.03,0
45015000027,45,015,000027,164,225,5,1,1,160,232,5,1
45015000028,45,015,000028,468.54,136.86,10.83,0.02,0,459.75,146.71,10.82,0.98
45015000029,45,015,000029,975,130,15,1,0,949,145,23,2
45015000030,45,015,000030,496.24,281.58,1.57,1.15,2.04,484.12,284.7,14.57,0.04
45015000031,45,015,000031,755.59,524.74,14.69,3.87,1,752.79,527.67,14.69,0.96
45015000032,45,015,000032,567,600,12,2,0,537,620,21,2
45015000033,45,015,000033,660.61,898.29,24.53,6.07,1.11,626.82,926.47,24.42,7
