GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PREOth
26111111018,26,111,111018,336.07,500.07,5.09,47.53,9.07
26111111019,26,111,111019,266,601,8,36,7
26111111020,26,111,111020,242,544,10,37,14
26111111021,26,111,111021,397.78,800.2,10.2,42.65,6.49
26111111022,26,111,111022,268,308,7,41,5
26111111023,26,111,111023,412,490,19,71,8
26111111024,26,111,111024,163.78,192.57,4.44,21.69,1.63
26111111025,26,111,111025,350,426,15,49,9
26111111026,26,111,111026,206.06,290.29,11.48,36.97,3.41
26111111027,26,111,111027,455.25,417.86,11.25,54.86,10.19
26111111028,26,111,111028,495,435,21,80,9
26111111029,26,111,111029,335,391,12,55,9
26111111030,26,111,111030,475.62,655.28,17.9,62.73,10.3
26111111031,26,111,111031,474,499,11,60,14
26111111032,26,111,111032,404,500,15,71,9
26111111033,26,111,111033,376.42,641.86,8.72,40.68,8.25
26111111034,26,111,111034,407.51,587.5,7.27,45.17,10.27
26111111035,26,111,111035,427,544,6,63,11
26111111036,26,111,111036,353,379,3,56,4
26111111037,26,111,111037,472.73,621.01,13.78,48.23,13.86
26111111038,26,111,111038,467.31,520.32,1.32,66.95,7.56
26111111039,26,111,111039,459.62,419.61,5.58,46.52,8.37
26111111040,26,111,111040,480.75,458.14,14.75,50.14,10.81
26111111041,26,111,111041,416.24,455.53,8.23,55.11,6.25
26111111042,26,111,111042,423,520,7,58,6
26111111043,26,111,111043,346,421,5,63,7
26111111044,26,111,111044,414.76,429.47,11.77,55.89,12.75
26111111045,26,111,111045,340.04,677.05,8.34,61.38,10.15
26111111050,26,111,111050,275,582,8,34,10
26111111051,26,111,111051,286,538,4,39,10
26111111052,26,111,111052,162,385,3,23,5
26111111053,26,111,111053,268.37,638.61,4.13,43.25,10.09
26113113001,26,113,113001,25,197,0,12,4
26113113002,26,113,113002,69.82,189.51,1,5.98,3.99
26113113003,26,113,113003,64,165,1,6,0
26113113004,26,113,113004,95,469,2,22,3
26113113005,26,113,113005,55,375,5,20,3
26113113006,26,113,113006,20,75,1,1,0
26113113007,26,113,113007,122.56,347.16,7.03,13.06,5.01
26113113008,26,113,113008,28,89,1,6,1
26113113009,26,113,113009,424.09,999.26,13.95,47.59,12.85
26113113010,26,113,113010,129.29,266.56,6.07,14.26,2.08
26113113011,26,113,113011,48,229,3,10,2
26113113012,26,113,113012,76,224,6,13,3
26113113013,26,113,113013,64,178,2,6,1
26113113014,26,113,113014,128.83,400.02,9.13,14.43,2.12
26113113015,26,113,113015,96,627,8,24,4
26113113016,26,113,113016,66,414,5,18,2
26113113017,26,113,113017,56,149,3,8,2
26115000003,26,115,000003,4.83,9.5,0.2,0.63,0.13
26115115001,26,115,115001,409,850,12,61,10
26115115002,26,115,115002,408,891,7,73,5
26115115003,26,115,115003,320,771,10,42,6
26115115004,26,115,115004,236,451,6,23,6
26115115005,26,115,115005,478,736,7,53,5
26115115006,26,115,115006,361,646,13,64,6
26115115007,26,115,115007,550,853,11,53,10
26115115008,26,115,115008,510,709,15,46,8
26115115009,26,115,115009,574,880,19,57,4
26115115010,26,115,115010,554,713,6,48,8
26115115011,26,115,115011,541,783,19,45,6
26115115012,26,115,115012,333,541,9,27,7
26115115013,26,115,115013,299.81,591.26,4.19,36.82,4.09
26115115014,26,115,115014,528.43,967.67,11.11,64.46,7.05
26115115015,26,115,115015,372,566,10,48,8
26115115016,26,115,115016,440.01,699.01,7,59,4
26115115017,26,115,115017,430.99,476.99,2,37,5
26115115018,26,115,115018,332.19,634.01,6.64,37.02,4.75
26115115019,26,115,115019,485.11,948.3,19.39,63.04,12.64
26115115020,26,115,115020,256.96,555.09,3.89,29.92,3.86
26115115021,26,115,115021,400.91,818.96,13.19,56.5,5.19
26115115022,26,115,115022,380.42,605.25,13.49,65.65,5.4
26115115023,26,115,115023,389.24,636.1,14.32,63.19,5.9
26115115024,26,115,115024,381.34,783.65,14.19,67.16,6.71
26115115025,26,115,115025,437.02,753.49,9.24,32.09,4.47
26115115026,26,115,115026,297.06,458.13,3.86,37.61,10.61
26115115027,26,115,115027,311.8,653.55,10.61,32.34,6.23
26115115028,26,115,115028,398,729,8,40,9
26115115029,26,115,115029,212,373,9,19,2
26115115030,26,115,115030,306,438,6,28,7
26115115031,26,115,115031,316,568,5,34,5
26115115032,26,115,115032,334.5,491.25,4.5,24,4.5
26115115033,26,115,115033,371,553,22,40,5
26115115034,26,115,115034,440.09,639.07,20.46,46.5,6.85
26115115035,26,115,115035,666.36,1077.19,11.13,72.69,7.98
26115115036,26,115,115036,298.2,602.31,10.86,43.45,4.94
26115115037,26,115,115037,227,314,8,23,5
26115115038,26,115,115038,400,894,8,57,11
26115115039,26,115,115039,422,791,15,44,5
26115115040,26,115,115040,363,723,11,46,6
26115115041,26,115,115041,465,932,13,50,10
26115115042,26,115,115042,521.83,841.85,15.38,58.62,5.77
26115115043,26,115,115043,283.42,308.67,4.68,32.74,3.74
26115115044,26,115,115044,354.62,579.72,11.67,45.13,6.09
26115115045,26,115,115045,359.38,407.28,14.33,43.87,5.91
26115115046,26,115,115046,625.82,580.07,25.69,71.43,4.79
26115115047,26,115,115047,488.08,504.16,14.19,53.92,5.68
26115115048,26,115,115048,312.58,351.7,15.18,24.66,3.18
26115115049,26,115,115049,356.59,153.66,6.94,15.36,4.85
26115115050,26,115,115050,697.46,905.63,13.62,66.15,7.78
26115115051,26,115,115051,862.35,889.7,27.92,89.77,8.96
26115115052,26,115,115052,648,751,11,56,8
26115115053,26,115,115053,421.8,501.7,14.89,28.42,4.36
26115115054,26,115,115054,324.56,335.35,11.22,44.38,4.23
26115115055,26,115,115055,253.24,402.31,7.18,26.94,2.69
26115115056,26,115,115056,551,700,4,48,8
26115115057,26,115,115057,564,975,9,47,3
26115115058,26,115,115058,511.88,853.73,11.72,45.62,10.54
26115115059,26,115,115059,215.13,318.21,6.22,32.48,1.15
26115115060,26,115,115060,588.31,1311.55,19.46,60.73,9.46
26115115061,26,115,115061,455.69,754.45,7.54,45.27,7.54
26115115062,26,115,115062,480.87,1078.79,8.78,58.52,5.85
26115115063,26,115,115063,408.76,799.07,9.71,42.72,4.85
26115115064,26,115,115064,264,758,5,50,10
26115ZZZZZZ,26,115,ZZZZZZ,61.25,66.94,1.77,5.52,0.87
26117117001,26,117,117001,307.25,615.5,7.06,62.16,8.02
26117117002,26,117,117002,122.18,360.33,2.89,26.87,9.59
26117117003,26,117,117003,141,458,7,31,5
26117117004,26,117,117004,198.82,252.67,6.11,27.13,8.41
26117117005,26,117,117005,394.75,793.5,18.94,51.84,4.98
26117117006,26,117,117006,346,717,5,51,12
26117117007,26,117,117007,112,351,2,26,3
26117117008,26,117,117008,324,705,16,55,6
26117117009,26,117,117009,363.05,594.21,4.75,51.5,4.44
26117117010,26,117,117010,337.93,596.39,11.43,40.96,11.41
26117117011,26,117,117011,206,439,2,45,4
26117117012,26,117,117012,176,351,5,33,4
26117117013,26,117,117013,216,521,14,36,12
26117117014,26,117,117014,137,409,13,22,7
26117117015,26,117,117015,286,419,17,58,5
26117117016,26,117,117016,366,437,21,55,9
26117117017,26,117,117017,433.31,524.22,16.24,69.61,8.42
26117117018,26,117,117018,210.51,297.12,6.61,30.06,4.75
26117117019,26,117,117019,273,708,13,59,6
26117117020,26,117,117020,200.04,650.12,12,43.01,5
26117117022,26,117,117022,434.21,998.06,12.97,70.87,13.97
26117117023,26,117,117023,412,1129,17,67,9
26117117024,26,117,117024,252,519,4,41,6
26117117025,26,117,117025,274,854,17,63,10
26117117026,26,117,117026,224,653,4,24,7
26117117027,26,117,117027,307,784,7,50,15
26117117028,26,117,117028,424,758,15,56,7
26117117029,26,117,117029,146,249,6,30,4
26117117030,26,117,117030,249.96,763.88,8,39.99,10
26119119001,26,119,119001,347.21,886.97,10.97,47.89,4.99
26119119002,26,119,119002,57,257,5,7,1
26119119003,26,119,119003,245.99,683.98,8,29,2
26119119004,26,119,119004,257,674,7,39,6
26119119005,26,119,119005,56,114,3,8,1
26119119006,26,119,119006,109.98,252.96,4,11,3
26119119007,26,119,119007,90,224,1,4,1
26119119008,26,119,119008,51,179,0,4,2
26119119009,26,119,119009,72,224,5,9,0
26121121001,26,121,121001,405,667,11,41,14
26121121002,26,121,121002,304,886,8,45,10
26121121003,26,121,121003,510,825,16,56,10
26121121004,26,121,121004,482.91,741.58,13.96,40.94,5.58
26121121005,26,121,121005,315.36,476.1,7.28,69.3,3.32
26121121006,26,121,121006,266.83,307.81,6.67,30.5,7.62
26121121007,26,121,121007,523.89,782.5,17.09,51.27,7.47
26121121008,26,121,121008,483,534,12,36,4
26121121009,26,121,121009,620,900,21,98,13
26121121010,26,121,121010,641,701,22,85,10
26121121011,26,121,121011,649.79,813.97,21.89,69.66,6.97
26121121012,26,121,121012,597,767,13,62,13
26121121013,26,121,121013,650,1193,17,77,25
26121121014,26,121,121014,622,907,23,71,11
26121121015,26,121,121015,750,995,20,106,14
26121121016,26,121,121016,745,1109,18,78,15
26121121017,26,121,121017,350,605,10,39,12
26121121018,26,121,121018,498.52,673.32,8.14,58.36,9.07
26121121019,26,121,121019,773.02,868.18,21.58,61.8,9.81
26121121020,26,121,121020,577,721,21,63,10
26121121021,26,121,121021,537.63,633.56,18.99,63.96,12.99
26121121022,26,121,121022,309.84,453.04,11.26,40.13,5.2
26121121023,26,121,121023,187,511,6,23,5
26121121024,26,121,121024,556.83,177.82,4.08,22.02,4.01
26121121025,26,121,121025,674.15,169.83,17.95,37.89,3.44
26121121026,26,121,121026,653,137,7,23,5
26121121027,26,121,121027,611,197,13,37,6
26121121028,26,121,121028,675,91,5,6,1
26121121029,26,121,121029,648,123,11,13,7
26121121030,26,121,121030,708,177,13,38,7
26121121031,26,121,121031,573.66,113.34,13.92,12.92,0.99
26121121032,26,121,121032,740,136,19,22,2
26121121033,26,121,121033,702,400,27,61,8
26121121034,26,121,121034,643,376,14,40,7
26121121035,26,121,121035,702,442,24,50,10
26121121036,26,121,121036,572,412,20,44,4
26121121037,26,121,121037,451.29,412.09,9.12,12.76,3.65
26121121038,26,121,121038,507.25,380.36,19.98,43.19,10.02
26121121039,26,121,121039,402.98,406.36,13.74,40.36,6.88
26121121040,26,121,121040,566.94,770.03,18.06,51.19,5.03
26121121041,26,121,121041,647.2,676.62,20.88,62.63,9.49
26121121042,26,121,121042,465,520,14,56,7
26121121043,26,121,121043,471.34,400.66,13.08,57.08,5.01
26121121044,26,121,121044,279,348,4,35,6
26121121045,26,121,121045,929.83,24.7,6.92,8.89,1.98
26121121046,26,121,121046,819,14,4,5,0
26121121047,26,121,121047,611.05,50.99,10.55,11.43,0
26121121048,26,121,121048,862.16,78.19,7.62,3.08,0.98
26121121049,26,121,121049,459.12,502.67,14.16,49.37,9.06
26121121050,26,121,121050,524,676,8,49,9
26121121051,26,121,121051,377,291,16,28,6
26121121052,26,121,121052,639.53,598.46,16.93,55.51,8.02
26121121053,26,121,121053,437,517,17,55,14
26121121054,26,121,121054,490,661,18,59,6
26121121055,26,121,121055,656,779,15,65,7
26121121056,26,121,121056,513,619,15,55,15
26121121057,26,121,121057,670,795,17,52,20
26121121058,26,121,121058,655,736,13,46,5
26121121059,26,121,121059,758.43,652.66,14.99,69.08,9.02
26121121060,26,121,121060,722.57,804.07,27.83,75.54,6.96
26121121061,26,121,121061,325,1046,16,56,10
26121121062,26,121,121062,523,438,8,50,3
26121121063,26,121,121063,491,404,21,50,2
26121121064,26,121,121064,429,784,15,66,10
26121121065,26,121,121065,568.26,642.19,14,59.73,10.26
26121121066,26,121,121066,412.19,552.1,9.74,36.17,3.55
26121121067,26,121,121067,307.21,443.86,9.69,41.67,0.97
26121ZZZZZZ,26,121,ZZZZZZ,61.22,66.25,1.59,4.15,0.53
26123000002,26,123,000002,239.85,534.61,6.55,32.75,4.03
26123123001,26,123,123001,303.38,835.3,7.98,51.89,10.98
26123123002,26,123,123002,83,254.99,3,9,1
26123123003,26,123,123003,51.76,141.85,0.96,3.83,0
26123123004,26,123,123004,277,627,17,26,7
26123123005,26,123,123005,283,647,7,43,14
26123123006,26,123,123006,149.23,389.13,11.27,17.84,0.96
26123123007,26,123,123007,359.37,884.66,9.82,47.61,7.09
26123123008,26,123,123008,236.15,526.39,6.45,32.25,3.97
26123123009,26,123,123009,299.34,769.16,6.1,45.37,9.08
26123123010,26,123,123010,282.15,527,2.06,43.31,7.01
26123123011,26,123,123011,317,938,8,39,7
26123123012,26,123,123012,224.76,518.07,9.07,31.18,12.06
26123123013,26,123,123013,341.66,644.84,12.9,53.63,10.92
26123123014,26,123,123014,323.11,633.29,16,53.02,10
26123123015,26,123,123015,294.56,756.24,10.02,38.1,11.01
26123123016,26,123,123016,63,180,2,15,3
26123123017,26,123,123017,86.62,235.7,6.02,19.11,1.02
26123123018,26,123,123018,294,1088,11,53,12
26123123019,26,123,123019,24,94,1,3,0
26123123020,26,123,123020,108,272,0,9,4
26123123021,26,123,123021,183.1,376.15,3.98,29.85,2.99
26123123022,26,123,123022,126,135,3,7,3
26123123023,26,123,123023,31,134,1,3,0
26123123024,26,123,123024,238.84,531.97,8.88,41.45,4.93
26123123025,26,123,123025,82,220,4,15,3
26123123026,26,123,123026,327.89,911.71,9,51.98,12
26123123027,26,123,123027,301,670,4,39,8
26123123028,26,123,123028,40,84,0,3,0
26123123029,26,123,123029,124.24,286.93,4.93,12.82,3.94
26123123030,26,123,123030,117,326,4,8,6
26125000002,26,125,000002,6.98,9.42,0.3,0.68,0.09
26125000003,26,125,000003,468.51,516.47,12.33,39.03,5.61
26125000006,26,125,000006,423.44,311.32,20.38,35.26,5.94
26125000010,26,125,000010,403.9,457.76,0.33,37.85,5.1
26125000013,26,125,000013,388.17,329.16,8.83,29,2.75
26125000019,26,125,000019,747.98,767.84,7.77,52.69,6.05
26125000023,26,125,000023,330.7,400.08,4.4,28.22,4.15
26125125001,26,125,125001,291,990,13,57,5
26125125002,26,125,125002,380,982,10,44,9
26125125003,26,125,125003,251,604,8,24,2
26125125004,26,125,125004,293.49,333.51,8.28,31.66,5.14
26125125005,26,125,125005,662,315,20,32,5
26125125006,26,125,125006,574.99,473,22,50,5
26125125007,26,125,125007,522.46,466.83,11.05,49.76,9.99
26125125008,26,125,125008,461.01,481,9,41,2
26125125009,26,125,125009,673.13,746.12,11,45.01,8
26125125010,26,125,125010,822,372,16,45,6
26125125011,26,125,125011,600,358,14,41,4
26125125012,26,125,125012,411.51,291.49,5.72,33.34,2.86
26125125013,26,125,125013,817,541,20,75,5
26125125014,26,125,125014,808,525,16,60,2
26125125015,26,125,125015,768,433,22,66,7
26125125016,26,125,125016,837,467,14,83,4
26125125017,26,125,125017,689,398,21,57,4
26125125018,26,125,125018,755,465,21,71,6
26125125019,26,125,125019,784,447,21,68,8
26125125020,26,125,125020,717,683,5,53,4
26125125021,26,125,125021,816.88,636.4,14.06,58.14,4.02
26125125022,26,125,125022,729.23,519.33,15.77,47.3,4.93
26125125023,26,125,125023,770.65,725.67,8,62.97,5
26125125024,26,125,125024,781.87,627.48,8.91,57.4,3.96
26125125025,26,125,125025,884,664,7,61,3
26125125026,26,125,125026,908,634,14,51,3
26125125027,26,125,125027,686,530,11,41,4
26125125028,26,125,125028,584.42,463.94,11.13,61.8,3.07
26125125029,26,125,125029,669.83,601.52,2.87,31.13,3.62
26125125031,26,125,125031,735.48,485.15,5.7,53.39,6.85
26125125032,26,125,125032,823,762,13,50,7
26125125035,26,125,125035,793.02,860.35,5.9,39.82,4.48
26125125036,26,125,125036,852.35,1281.33,13,70.03,7
26125125037,26,125,125037,861.11,972.17,6.2,57.77,5.56
26125125039,26,125,125039,764.38,526.22,8.89,59.31,5.25
26125125040,26,125,125040,639.62,563.61,11.41,33.88,3.18
26125125041,26,125,125041,589.42,643.85,10.02,50.25,3.55
26125125042,26,125,125042,685.6,899.41,5.81,46.06,5.41
26125125044,26,125,125044,972.11,628.15,16.35,47.83,5.88
26125125047,26,125,125047,796.37,829.15,5.12,55.5,4.07
26125125049,26,125,125049,412.11,328.47,3.36,17.4,2.2
26125125050,26,125,125050,826.12,663.58,8.23,43.23,2.43
26125125053,26,125,125053,923.23,755.37,12.62,45.52,4.78
26125125054,26,125,125054,787.39,927.49,6.11,37.26,4.12
26125125057,26,125,125057,875.58,596.94,9.87,37.19,4.02
26125125058,26,125,125058,538.6,409.81,2.61,29.29,3.88
26125125061,26,125,125061,631.9,863.35,9.83,42.07,6.03
26125125062,26,125,125062,510.83,588.85,3.15,25.98,3.93
26125125063,26,125,125063,431.56,985,19.62,67.19,7.13
26125125064,26,125,125064,462,1057,13,69,6
26125125065,26,125,125065,500,1119,21,85,10
26125125066,26,125,125066,589.81,1416.88,17.84,106.08,9.53
26125125067,26,125,125067,228.19,307.12,10.16,28.92,5.47
26125125068,26,125,125068,218.11,377.33,11.61,22.39,2.49
26125125069,26,125,125069,958.34,794.21,26.02,87.23,13.44
26125125070,26,125,125070,627.08,502.07,17,83.01,6
26125125071,26,125,125071,614,555,25,65,6
26125125072,26,125,125072,512,519,15,66,4
26125125073,26,125,125073,711,682,18,70,6
26125125074,26,125,125074,783.86,1289.82,15.18,83.41,14.14
26125125075,26,125,125075,566.89,858.84,16,63.99,3
26125125076,26,125,125076,917.68,904.4,11.03,58.88,6.53
26125125077,26,125,125077,631.18,988.37,17.24,74.14,4.12
26125125078,26,125,125078,627.04,1078.06,10,67,6
26125125079,26,125,125079,481.02,734.77,15.1,58.8,5.05
26125125080,26,125,125080,566,1069,16,84,10
26125125081,26,125,125081,611,1145,17,77,10
26125125082,26,125,125082,696,1134,14,61,10
26125125083,26,125,125083,349.88,557.26,10.81,26.09,5.09
26125125084,26,125,125084,595.62,727.18,10.84,45.54,2.89
26125125085,26,125,125085,356,550,16,37,5
26125125086,26,125,125086,597.25,787.47,17,51.79,8.91
26125125087,26,125,125087,352.65,536.8,11.75,37.23,10.77
26125125088,26,125,125088,488,811,6,49,6
26125125089,26,125,125089,449,327,7,43,3
26125125090,26,125,125090,625.24,410.76,11.26,50.53,4.07
26125125091,26,125,125091,530,358,10,50,5
26125125092,26,125,125092,567.51,299.31,8.01,51.04,2
26125125093,26,125,125093,510,337,2,32,2
26125125094,26,125,125094,552,346,8,34,7
26125125095,26,125,125095,1112.54,497.48,9.33,37.99,6.21
26125125096,26,125,125096,1211,524,15,45,5
26125125097,26,125,125097,1269,608,11,58,9
26125125098,26,125,125098,1163,626,3,28,5
26125125099,26,125,125099,769.35,611.22,6.18,28.39,3.08
26125125100,26,125,125100,629.82,226.16,9.06,19.99,4.06
26125125101,26,125,125101,972,689,5,45,8
26125125102,26,125,125102,903,598,6,36,6
26125125103,26,125,125103,1151,761,20,69,12
26125125104,26,125,125104,1359.83,828.98,17.55,91.98,8.97
26125125105,26,125,125105,1225.05,527.76,13.56,47.67,6.47
26125125106,26,125,125106,1028,435,13,32,5
26125125107,26,125,125107,829.95,532.24,12.44,37.33,10.53
26125125108,26,125,125108,759.17,695.02,18.45,65.02,7.03
26125125109,26,125,125109,515,400,7,28,4
26125125110,26,125,125110,1169,768,21,68,8
26125125111,26,125,125111,1130,230,15,42,5
26125125112,26,125,125112,649,479,12,33,7
26125125113,26,125,125113,1074,477,11,47,7
26125125114,26,125,125114,1285,593,28,80,8
26125125115,26,125,125115,1045,696,32,85,6
26125125116,26,125,125116,728,555,10,39,5
26125125117,26,125,125117,726.69,649.75,9.01,41.05,7.01
26125125118,26,125,125118,1111,914,18,64,8
26125125119,26,125,125119,1137,713,14,55,13
26125125120,26,125,125120,992.38,605.75,26.07,70.66,7.73
26125125121,26,125,125121,957.86,541.17,28.65,62.77,8.19
26125125122,26,125,125122,1400.76,364.68,28.97,71.94,4
26125125123,26,125,125123,928.61,245.96,32,71.99,6
26125125124,26,125,125124,996,206,33,42,6
26125125125,26,125,125125,819.03,287.55,35.7,60.49,1.98
26125125126,26,125,125126,954,235,31,57,6
26125125127,26,125,125127,737.19,409.55,25.97,61.93,6.99
26125125128,26,125,125128,678,284,35,61,3
26125125129,26,125,125129,510,138,14,35,1
26125125130,26,125,125130,1078,238,34,51,5
26125125131,26,125,125131,333.85,920.45,9.43,51.76,14.31
26125125132,26,125,125132,267.48,667.09,16.01,29.07,6.01
26125125133,26,125,125133,280,632.12,4.34,42.59,5.07
26125125134,26,125,125134,695.16,403.36,32.77,58.51,8.58
26125125135,26,125,125135,613.65,448.79,28.17,45.54,8.33
26125125136,26,125,125136,548.41,476.32,26.85,45.23,8.48
26125125137,26,125,125137,454,349,15,24,7
26125125138,26,125,125138,708.74,513.38,22.78,43.8,11.39
26125125139,26,125,125139,524,1326,16,69,6
26125125140,26,125,125140,418,1057,13,55,8
26125125141,26,125,125141,292,583,11,43,6
26125125142,26,125,125142,559,1028,16,94,11
26125125143,26,125,125143,329,708,4,46,6
26125125144,26,125,125144,427,1025,10,48,5
26125125145,26,125,125145,247,609,10,61,8
26125125146,26,125,125146,400,633,4,40,5
26125125147,26,125,125147,564.38,769.36,26.08,81.99,5.12
26125125148,26,125,125148,438.97,705.22,23.86,95.43,9.54
26125125149,26,125,125149,447.23,901.82,14.5,65.01,5.2
26125125150,26,125,125150,550.27,917.43,7.67,64.23,3.83
26125125151,26,125,125151,1000.03,196.75,6.92,22.39,3.06
26125125152,26,125,125152,603,196,7,22,4
26125125153,26,125,125153,640,204,8,22,5
26125125154,26,125,125154,663,125,5,24,2
26125125155,26,125,125155,633,161,6,33,1
26125125156,26,125,125156,626,1262,14,95,10
26125125157,26,125,125157,489,881,13,66,4
26125125158,26,125,125158,529,983,9,82,7
26125125159,26,125,125159,510.56,1030.35,19.12,63.48,8.06
26125125160,26,125,125160,578.05,1076.49,12.61,49.47,5.82
26125125161,26,125,125161,690.41,952.24,14.28,67.48,10.06
26125125162,26,125,125162,766,994,15,86,5
26125125163,26,125,125163,387,770,7,45,5
26125125164,26,125,125164,562,1118,10,60,6
26125125165,26,125,125165,535,850,30,82,12
26125125166,26,125,125166,615,1084,17,105,6
26125125167,26,125,125167,293,503,8,33,2
26125125168,26,125,125168,451,720,15,53,3
26125125169,26,125,125169,635.7,698.83,25.65,46.27,4.14
26125125170,26,125,125170,41.03,164.13,0.89,11.6,0
26125125171,26,125,125171,1176.65,205.94,10,20.99,6
26125125172,26,125,125172,1213.19,165.06,11.05,25.13,4.03
26125125173,26,125,125173,623,983.32,12.93,85.52,6.54
26125125174,26,125,125174,221.17,367.84,2.5,23.75,1.51
26125125175,26,125,125175,439.09,752.04,11.08,65.58,6.46
26125125176,26,125,125176,411.02,699.93,13.11,44.12,4.8
26125125177,26,125,125177,564.99,963.99,11,57,3
26125125178,26,125,125178,635.24,1192.86,7.92,64.16,3.96
26125125179,26,125,125179,64.33,120.79,0.8,6.5,0.4
26125125180,26,125,125180,1.49,2.58,0.05,0.16,0.02
26125125181,26,125,125181,563.27,832.51,5.78,63.59,4.13
26125125182,26,125,125182,507.27,401.59,20.18,58.61,5.76
26125125183,26,125,125183,497.78,429.77,12.81,29.57,4.93
26125125184,26,125,125184,515.6,392.14,12.84,31.61,3.95
26125125185,26,125,125185,510,495,16,37,6
26125125186,26,125,125186,470,437,12,44,5
26125125187,26,125,125187,154,106,0,5,0
26125125188,26,125,125188,730,712,15,68,5
26125125189,26,125,125189,827,831,30,81,10
26125125190,26,125,125190,712,734,22,73,5
26125125191,26,125,125191,564,616,12,54,5
26125125192,26,125,125192,834,408,21,40,6
26125125193,26,125,125193,452.95,832.05,7.88,66.96,8.86
26125125194,26,125,125194,378.72,766.81,18.02,56.87,8.15
26125125195,26,125,125195,466,865,10,37,3
26125125196,26,125,125196,363.7,622.72,5.84,37,5.36
26125125197,26,125,125197,383.67,656.8,6.17,39.04,5.65
26125125198,26,125,125198,503.32,605.25,6.08,42.66,4.46
26125125199,26,125,125199,595.05,819.99,13.22,71,7.22
26125125200,26,125,125200,446.31,605.2,11.81,51.34,2.45
26125125201,26,125,125201,1022,1001,11,69,7
26125125202,26,125,125202,665.31,724.25,13.99,50.95,10.99
26125125203,26,125,125203,910,834,14,65,6
26125125204,26,125,125204,764.26,520.5,13.99,35.97,4
26125125205,26,125,125205,763.74,562.5,11.01,63.03,13
26125125206,26,125,125206,626,361,5,39,3
26125125207,26,125,125207,784,547,12,49,5
26125125208,26,125,125208,674,492,9,40,3
26125125209,26,125,125209,628.34,511.65,11.22,32.58,3.13
26125125210,26,125,125210,670.41,495.98,14.01,35.73,4.2
26125125212,26,125,125212,929.29,737.32,22.93,87.48,6.46
26125125213,26,125,125213,613.14,295.7,13.73,40.61,2.86
26125125214,26,125,125214,404.07,282.79,7.34,19.07,4.4
26125125215,26,125,125215,611.87,531.7,17.31,41.48,3.85
26125125216,26,125,125216,706.17,759.82,8.18,42.73,7.07
26125125217,26,125,125217,786.07,854.77,7.63,68.92,4.91
26125125218,26,125,125218,335.73,391.2,4.2,27.15,2.11
26125125219,26,125,125219,575.51,681.24,5.29,49.09,3.78
26125125220,26,125,125220,340.8,462.78,5.91,22.92,2.22
26125125221,26,125,125221,297.99,361.32,4.55,25.64,4.23
26125125222,26,125,125222,576.07,543.05,3,33,4
26125125223,26,125,125223,456.93,344.95,18,28,9
26125125224,26,125,125224,49.96,47.96,1,6,0
26125125225,26,125,125225,475.11,870.76,8.69,54.9,4.8
26125125226,26,125,125226,487,910,14,54,11
26125125227,26,125,125227,224.62,490.18,5.99,26.95,2
26125125228,26,125,125228,384.62,818.29,6.93,34.6,1.98
26125125229,26,125,125229,640,767,13,42,8
26125125230,26,125,125230,438.59,995.41,11.44,55.3,6.67
26125125231,26,125,125231,594,1075,16,35,6
26125125232,26,125,125232,432,738,9,33,4
26125125233,26,125,125233,191.53,49.74,1.75,3.93,0.87
26125125234,26,125,125234,589.84,390.05,10.46,30.44,3.81
26125125235,26,125,125235,721,402,13,30,3
26125125236,26,125,125236,458.92,308.93,2.98,6.95,1.99
26125125237,26,125,125237,781.97,62.51,9.46,9.25,4.04
26125125238,26,125,125238,854.27,149.76,8.02,11.11,4.07
26125125239,26,125,125239,748.03,47.49,5.54,4.75,3.96
26125125240,26,125,125240,1036,40,11,7,5
26125125241,26,125,125241,1014.73,40.24,0.98,5.89,3.93
26125125242,26,125,125242,1139,45,8,7,3
26125125243,26,125,125243,680,88,3,11,2
26125125244,26,125,125244,1043,65,13,6,5
26125125245,26,125,125245,978.16,57.7,17.68,16.75,3.72
26125125246,26,125,125246,835.1,187.84,19.58,34.49,8.36
26125125247,26,125,125247,756,99,14,22,4
26125125248,26,125,125248,545.5,136.19,19.98,26.65,5.92
26125125249,26,125,125249,559.62,836.66,4.89,41.12,2.98
26125125250,26,125,125250,463.88,827.48,20.46,75.32,4.15
26125125251,26,125,125251,556.75,902.7,26.28,86.36,6.84
26125125252,26,125,125252,500.3,918.22,16.81,50.7,6.21
26125125253,26,125,125253,536.51,1030.79,16.16,72.94,5.11
26125125254,26,125,125254,597.73,986.74,8.82,50.95,5.88
26125125255,26,125,125255,484,805,11,65,7
26125125256,26,125,125256,514.18,673.16,16,57.02,8
26125125257,26,125,125257,473.76,697.82,6.93,56.9,9.68
26125125258,26,125,125258,572,729,24,77,4
26125125259,26,125,125259,482,671,12,51,3
26125125260,26,125,125260,337.29,542.96,11.22,59.65,5.05
26125125261,26,125,125261,494.54,762.11,21.25,55.07,6.76
26125125262,26,125,125262,532,806,24,66,7
26125125263,26,125,125263,343.24,495.18,10.07,42.1,7.32
26125125264,26,125,125264,511,652,12,56,10
26125125265,26,125,125265,593.4,1092.11,19.95,88.77,5.14
26125125266,26,125,125266,354.89,688.53,5.04,68.22,7.87
26125125267,26,125,125267,619.02,1192.07,11.99,67.91,9.98
26125125268,26,125,125268,502,1196,19,76,9
