GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSDWIE,G16USSRMOR,G16USSLGAR,G16USSOTH
20103000090,20,103,000090,312,526.4,56,15.8,1.7,288.7,580.7,45.1,1.7
20103000100,20,103,000100,375,539,68,19,7,351,615,48,3
20103000110,20,103,000110,406.2,625.9,76.6,25.3,3,399.7,669.4,66.3,2
20103000120,20,103,000120,187,110,13,15,0,185,120,19,1
20103000130,20,103,000130,118,160,13,7,4,115,161,24,0
20103000140,20,103,000140,123,136,22,11,3,123,147,23,0
20103000150,20,103,000150,216.5,207.3,21.3,10.1,2,209.4,210.6,33.3,0
20103000160,20,103,000160,187,242,42,14,2,194,233,60,0
2010300017A,20,103,00017A,119,114,16,10,1,127,108,22,3
2010300017B,20,103,00017B,55.6,64.6,8,1,3,56.6,67.5,6,0
20103000180,20,103,000180,170,172,24,14,1,174,181,26,0
2010300019A,20,103,00019A,123,172,31,11,0,128,175,35,0
2010300019B,20,103,00019B,77.1,118,15.6,3,2.9,66.6,141.2,7.1,0
20103000200,20,103,000200,230.1,370.1,47,16,3,228.1,376.1,56,0
20103000210,20,103,000210,125,242,31,10,4,132,255,25,0
20103000220,20,103,000220,218,267,31,16,4,201,293,39,2
20103000230,20,103,000230,213,178,23,12,4,207,200,25,0
20103000240,20,103,000240,179,215,21,14,4,177,222,32,2
20103000250,20,103,000250,274,444,42,25,4,268,479,40,3
20103000260,20,103,000260,318,443,51,21,3,298,488,47,2
2010300027A,20,103,00027A,120.4,32.8,4.1,5,3,108.3,49.9,7.1,0
20103000280,20,103,000280,544,713,76,29,7,532,762,71,0
2010300029A,20,103,00029A,629.6,849.4,83.2,39.6,26.7,564.3,989,94,3
20103000300,20,103,000300,0,0,0,0,0,0,0,0,0
20103000310,20,103,000310,257.1,337.2,31.1,10.1,4,251.2,358.2,31.2,1
20103000320,20,103,000320,311.5,657.6,45.8,23.3,6.8,326.6,653.9,55.5,0
20103000340,20,103,000340,19.7,43.5,4.4,0.8,0,18.4,47.4,3.6,0
20103000350,20,103,000350,204.6,549.7,24.6,13.6,5.7,216.3,531.8,39.5,0.1
20103000360,20,103,000360,405.7,849.1,84.2,40.5,9.3,437.5,838.7,86.4,4
20103000370,20,103,000370,266.5,456.2,46.1,15,6,289.6,456.2,42.1,0
20103000380,20,103,000380,349.3,821.9,79.2,23.9,5,392.7,802.2,89.1,3
20103000390,20,103,000390,171,414,20,16,0,180,418,23,0
20103120060,20,103,120060,1.6,2.5,0.3,0.1,0.1,1.4,3,0.1,0
20103120080,20,103,120080,55.2,75.2,6.2,1.2,0.1,51.5,78,6.3,0
20103120100,20,103,120100,34,104,17,6,2,35,120,9,0
20103120110,20,103,120110,29.7,70.3,7.9,1,0,31.7,74.3,2,0
20103120120,20,103,120120,2,1,1,0,0,2,1,1,0
20103120130,20,103,120130,39.6,84.9,8.7,1.6,0.1,37.2,91.9,7.5,0
20103170010,20,103,170010,32.3,105.3,7.6,2.4,0.9,34.6,106.5,7.6,0.3
20103170020,20,103,170020,0.1,0.5,0,0,0,0.1,0.5,0,0
20103170030,20,103,170030,0.1,0.3,0,0,0,0.1,0.3,0,0
20103170040,20,103,170040,0,0,0,0,0,0,0,0,0
20103170050,20,103,170050,7.6,20.8,1.3,0.4,0,8.2,20,1.8,0.1
20103170060,20,103,170060,0.2,0.4,0,0,0,0.2,0.4,0,0
20103170070,20,103,170070,74.4,159.2,11,5.6,1.6,78.1,158.3,13.3,0
20103170080,20,103,170080,0.2,0.5,0,0,0,0.2,0.5,0,0
20103170090,20,103,170090,1.9,4,0.3,0.1,0,2,4,0.3,0
20103170100,20,103,170100,0,0,0,0,0,0,0,0,0
20103170110,20,103,170110,0,0.1,0,0,0,0,0.1,0,0
20103170120,20,103,170120,0,0,0,0,0,0,0,0,0
20103170130,20,103,170130,49.5,83.3,8.9,2.5,0.3,45.8,91.9,7.1,0.3
20103170140,20,103,170140,0,0,0,0,0,0,0,0,0
20103170150,20,103,170150,9.5,16.1,1.7,0.5,0,8.8,17.7,1.4,0
20103170160,20,103,170160,2.2,5,0.5,0.1,0,2.1,5.4,0.4,0
20103170170,20,103,170170,0.3,0.7,0.1,0,0,0.3,0.7,0,0
20103170180,20,103,170180,0,0,0,0,0,0,0,0,0
20103170190,20,103,170190,0.3,0.5,0,0,0,0.3,0.5,0,0
20103170200,20,103,170200,4.2,7.1,0.8,0.2,0,3.9,7.8,0.6,0
20103170210,20,103,170210,1.4,2.7,0.1,0,0,1.4,2.7,0.2,0
20103170220,20,103,170220,2,3.9,0.2,0.1,0,2,3.9,0.3,0
20103170230,20,103,170230,0,0,0,0,0,0,0,0,0
20103170240,20,103,170240,0,0,0,0,0,0,0,0,0
20103170250,20,103,170250,3.4,7.6,0.8,0.1,0,3.2,8.3,0.6,0
20103900010,20,103,900010,0,0,0,0,0,0,0,0,0
20103900030,20,103,900030,1,1.9,0.1,0,0,1,2,0.1,0
20103900060,20,103,900060,8.5,13.8,1.1,0.5,0.3,7.7,15.3,1.4,0
20103900080,20,103,900080,0.4,0.9,0.1,0,0,0.4,0.9,0.1,0
20105000010,20,105,000010,2,19,2,1,0,1,19,4,0
2010500002A,20,105,00002A,2.9,33.5,0.2,0.1,0,1.7,32.9,1.1,0
20105000030,20,105,000030,0,21.4,0,0,0,2,19.4,0.1,0
20105000040,20,105,000040,18,88,4,2,0,16,89,8,0
2010500005A,20,105,00005A,5.3,46.1,1.8,0.9,0,2.7,52.4,1.8,0
2010500005B,20,105,00005B,0.1,0.4,0,0,0,0.1,0.5,0,0
20105000060,20,105,000060,6,46,0,0,0,4,44,5,0
20105000070,20,105,000070,3,16,2,3,0,1,21,2,0
20105000080,20,105,000080,4,40,0,0,0,3,38,3,0
20105000090,20,105,000090,0,20.6,1,1,0,1,18.6,2.9,0
20105000100,20,105,000100,12,24,0,0,0,8,28,0,0
20105000110,20,105,000110,2.9,35.1,1,1,0,4.9,32.1,2,0
20105000120,20,105,000120,42.1,175.9,7,7,0,31.1,190.9,14.1,0
2010500013A,20,105,00013A,46.3,212,11.8,3.9,0,37.3,227.8,8.9,0
2010500013B,20,105,00013B,0.4,3.9,0.1,0.1,0,0.2,4.4,0.1,0
2010500013C,20,105,00013C,0,0,0,0,0,0,0,0,0
20105000140,20,105,000140,5,33,2,0,0,4,30,5,0
20105000150,20,105,000150,4,34,1,1,0,7,33,2,0
20105000160,20,105,000160,2,16,1,0,0,0,18,1,0
20105000170,20,105,000170,5,34,0,0,0,1,37,1,0
20105000180,20,105,000180,37,157,4,1,0,31,161,5,0
20105000190,20,105,000190,6,22,1,2,0,3,25,2,0
20105000200,20,105,000200,6,40,0,1,0,2,45,0,0
20105000210,20,105,000210,2,17,0,1,0,1,20,0,0
20105000220,20,105,000220,3,44,1,3,0,4,47,0,0
20105900010,20,105,900010,0,0,0,0,0,0,0,0,0
20107000010,20,107,000010,27,176,5,5,0,29,169,13,0
20107000020,20,107,000020,40,184,4,3,0,45,168,15,2
20107000030,20,107,000030,71,373,15,4,4,81,346,34,0
20107000040,20,107,000040,102,493,20,6,3,105,479,34,0
20107000050,20,107,000050,155,605,23,19,4,181,535,59,0
20107000060,20,107,000060,63.6,330.4,11.9,2,0,69.6,298.8,25.8,0
20107000070,20,107,000070,48,199,9,8,4,53,204,10,0
20107000080,20,107,000080,69,288,13,2,1,57,293,21,0
20107000090,20,107,000090,30,198,3,3,2,35,176,18,0
20107000100,20,107,000100,59,198,8,3,0,60,180,23,0
20107000110,20,107,000110,51,317,7,5,3,57,296,21,0
20107000120,20,107,000120,7,79,0,3,2,11,73,6,0
20107000130,20,107,000130,13.3,43.6,0.1,2,0,12.4,43.2,2.2,0
20109000010,20,109,000010,0,8,0,0,0,0,8,0,0
20109000020,20,109,000020,0,8,0,0,0,0,8,0,0
20109000030,20,109,000030,2,5,0,0,0,2,5,0,0
20109000040,20,109,000040,0,4,1,0,0,0,4,0,0
20109000050,20,109,000050,0,16,0,0,0,0,16,0,0
20109000060,20,109,000060,5,66,2,1,0,3,67,4,0
20109000070,20,109,000070,67,512,22,11,1,49,545,19,0
20109000080,20,109,000080,62,335,17,10,0,48,360,11,0
20109000090,20,109,000090,0,21,0,0,0,0,21,0,0
20109000100,20,109,000100,0,25,1,2,0,2,24,3,0
20109000110,20,109,000110,0,24,0,0,0,0,20,1,0
20109000120,20,109,000120,13,108,4,4,0,2,119,5,0
20111000010,20,111,000010,225,171,30,16,4,188,226,22,0
20111000020,20,111,000020,165,134,28,11,1,141,186,19,0
20111000030,20,111,000030,191.8,201.4,19,16,0,166.8,233.4,20,0
20111000040,20,111,000040,225.7,225.6,34.9,17.9,7.9,187.4,279.7,29.1,0
2011100005A,20,111,00005A,174,122,23,5,1,139,147,30,0
2011100005B,20,111,00005B,0,0.1,0,0,0,0,0.1,0,0
2011100005C,20,111,00005C,0,0,0,0,0,0,0,0,0
2011100006A,20,111,00006A,205.4,138.9,23.1,9,0,160.2,176.1,23.1,0
2011100006B,20,111,00006B,0,0,0,0,0,0,0,0,0
2011100006C,20,111,00006C,0,0,0,0,0,0,0,0,0
20111000070,20,111,000070,74.2,55.6,13.7,6.8,1,69.3,74.2,7.8,0
20111000080,20,111,000080,185,161,29,16,4,171,192,29,0
20111000090,20,111,000090,142.6,159.5,18.1,13.9,3,120,191,22.2,0
20111000100,20,111,000100,160.3,179.5,9.5,13.2,4,131.4,213.5,17.6,0
20111000110,20,111,000110,148,137,22,7,3,130,167,18,0
20111000120,20,111,000120,143,135,18,6,1,121,160,18,0
20111000130,20,111,000130,181.8,202.8,51.1,12,2,157.6,267.1,29.1,0
2011100013A,20,111,00013A,0,0,0,0,0,0,0,0,0
20111000140,20,111,000140,242,225,27,20,9,190,329,21,0
20111000150,20,111,000150,117,133.3,11,6,5,98.9,168.3,8,0
20111000160,20,111,000160,237,187,19,17,2,190,259,19,0
20111000170,20,111,000170,204.9,235.2,27,11.3,3.2,159.5,300.5,28.8,0
2011100017A,20,111,00017A,0,0,0,0,0,0,0,0,0
2011100017C,20,111,00017C,0.1,0.5,0,0,0,0.1,0.5,0,0
20111000180,20,111,000180,159,222,14,7,2,111,273,18,0
20111000190,20,111,000190,257,335,36,13,6,176,448,23,0
20111000200,20,111,000200,218.5,299.6,22.4,10.7,3.9,137.5,413.7,17.6,0
20111000210,20,111,000210,40,153,10,11,3,45,168,11,0
20111000220,20,111,000220,24,83,10,1,0,25,93,3,0
20111000230,20,111,000230,28,99,8,5,1,24,111,10,0
20111000240,20,111,000240,157.8,449.5,43,15,0,130.8,506.4,33,0
20111000250,20,111,000250,113.2,354.5,22,9,0,85.2,400.6,21,0
20111000260,20,111,000260,64,143,9,14,1,61,155,14,0
20111000270,20,111,000270,89.8,292.5,11,3,1,64.9,320.5,18,0
2011100028A,20,111,00028A,97.1,210.3,14,5.7,1,69.6,240.1,16.4,0
2011100028B,20,111,00028B,0,0,0,0,0,0,0,0,0
2011100028C,20,111,00028C,2.9,3.2,0.4,0.3,0.1,2.5,3.8,0.4,0
20111000290,20,111,000290,37.1,95.4,5.2,1.8,0.9,24.3,112.8,4.3,0
2011100029A,20,111,00029A,0,0,0,0,0,0,0,0,0
20111000300,20,111,000300,120.2,327.4,21,7,9,99.1,363.5,23,0
20111000310,20,111,000310,129.9,424.6,26,12,2,99.9,480.6,21,0
20111000320,20,111,000320,78.3,246.9,14.1,11,4,77.2,252,22.1,0
20111300010,20,111,300010,0.3,0.9,0,0,0,0.2,1,0,0
20111400010,20,111,400010,0,0.4,0,0,0,0,0.4,0,0
20111400020,20,111,400020,3,0,0,0,0,1,2,0,0
20111400030,20,111,400030,3,1.7,0,0,0,2.4,2.3,0,0
20111900010,20,111,900010,0,0,0,0,0,0,0,0,0
20111900030,20,111,900030,1.4,1.9,0.1,0.1,0,0.9,2.6,0.1,0
20111900040,20,111,900040,0,0,0,0,0,0,0,0,0
20111900060,20,111,900060,0,0,0,0,0,0,0,0,0
20111900070,20,111,900070,1.9,4.2,0.3,0.1,0,1.3,4.8,0.3,0
20113000010,20,113,000010,14.1,37.6,0,0,0,10.1,38.7,3,0
20113000020,20,113,000020,6.1,44.9,0.4,0.4,1.2,4.3,44.5,2.3,0
20113000030,20,113,000030,70,296,13,4,1,59,304,18,0
20113000040,20,113,000040,18.9,54.6,5,2,0,17.9,56.6,6,0
20113000050,20,113,000050,10.6,56.5,3.5,3.5,1.8,11.4,60.9,3.5,0
20113000060,20,113,000060,74,409,27,7,0,62,422,29,0
20113000070,20,113,000070,18,73,2,4,0,15,79,3,0
20113000080,20,113,000080,16,70.4,4,2,2,12,79.4,3,0
20113000090,20,113,000090,9.9,63.5,4.9,1,0,7.9,63.6,6.8,0
20113000100,20,113,000100,20,95,1,3,0,14,98,6,0
20113000110,20,113,000110,22.8,70.4,6,0,0,17.9,80.3,3,0
20113000120,20,113,000120,56,197,16,9,0,42,224,15,0
20113000130,20,113,000130,115.4,147.6,10,8.2,2.5,93.2,184.8,8.3,0
20113000140,20,113,000140,201.2,232,26,11.6,0,155,302.3,18.3,0
20113000150,20,113,000150,201,240.7,21,8.1,4.4,146.3,312.3,28.6,0
20113000160,20,113,000160,145.6,194.7,17,8,2.1,125.9,221.4,23.8,0
20113000170,20,113,000170,30,171,9,1,0,21,185,7,0
20113000180,20,113,000180,27,64,5,2,0,21,76,4,0
20113000190,20,113,000190,83,250,18,9,3,83,260,18,0
20113000200,20,113,000200,61.4,189.7,8.4,2.8,0,45.6,204.6,18.6,0
20113000290,20,113,000290,29,81,11,4,0,18,106,5,0
20113000300,20,113,000300,238,533,36,35,0,185,625,41,0
20113000310,20,113,000310,44,209,6,3,0,29,219,13,0
20113000320,20,113,000320,42.9,125.6,9,2.1,1,35.7,143.8,6.1,0
20113000330,20,113,000330,4,41,1,0,0,5,37,4,0
20113000340,20,113,000340,22,113,7,4,0,11,130,7,0
20113000350,20,113,000350,110,577,30,16,2,91,620,34,0
20113000360,20,113,000360,30,105,5,3,0,26,112,3,0
20113000370,20,113,000370,17.4,73.5,7.2,1,0,10.3,82.5,5.3,0
2011309004A,20,113,09004A,0,0,0,0,0,0,0,0,0
20113190010,20,113,190010,0,0,0,0,0,0,0,0,0
20113900010,20,113,900010,860.6,1915.1,128.2,71.1,24,656.2,2233.5,124.5,0
20113900020,20,113,900020,234,647.1,39.4,18.1,13,180.2,722.9,44.9,0
20113900030,20,113,900030,120.9,363.6,26,17,26,100.9,402.5,32,0
20113900040,20,113,900040,272.2,807.5,71,34,14,214.1,905.5,68,0
2011390004B,20,113,90004B,0,0,0,0,0,0,0,0,0
20113900050,20,113,900050,0,0,0,0,0,0,0,0,0
20115000010,20,115,000010,17,65,1,1,2,12,71,4,0
20115000020,20,115,000020,23,75,3,6,1,20,82,5,0
20115000030,20,115,000030,57.5,230.2,11.1,4,1,40.4,249.4,16.1,0
20115000040,20,115,000040,10,61,3,3,1,8,66,3,0
20115000050,20,115,000050,31,196,6,6,0,24,201,13,0
20115000060,20,115,000060,21,54,6,5,0,16,60,10,0
20115000070,20,115,000070,4.6,19.7,0.1,0.1,3.9,3.5,22.8,0.2,0
20115000080,20,115,000080,30,67,4,3,0,19,86,3,0
20115000090,20,115,000090,30,71,2,3,1,23,79,5,0
20115000100,20,115,000100,8,58,2,0,1,4,63,2,0
2011500011A,20,115,00011A,18.9,55.9,4.7,0.9,0,13.2,62.5,3.8,0
20115000120,20,115,000120,19.5,67.4,3.1,4,0,24.2,66.8,7,0
20115000130,20,115,000130,21,107,5,4,2,20,109,9,0
20115000140,20,115,000140,20,57,1,2,0,13,67,3,0
20115000150,20,115,000150,113.3,393.5,31.4,13.1,6.1,85.9,454.5,17.2,0
2011500016C,20,115,00016C,0,0,0,0,0,0,0,0,0
20115000170,20,115,000170,25,96,3,3,1,21,99,8,0
20115000180,20,115,000180,35.7,139.8,6.7,6.2,2.3,25.8,161.8,5.3,0
20115000190,20,115,000190,4,23,0,1,0,3,25,0,0
20115000200,20,115,000200,11,81,1,0,0,5,85,4,0
20115000210,20,115,000210,116.7,330.2,18,11,2,95.7,363.1,23,0
2011500022A,20,115,00022A,91.9,313.5,23,11,0,69.9,344.5,22,0
2011500022B,20,115,00022B,0,0,0,0,0,0,0,0,0
20115000230,20,115,000230,43,116,6,5,3,20,149,8,0
20115000240,20,115,000240,15,83,2,2,2,18,83,4,0
20115000250,20,115,000250,6,24,3,0,0,6,27,0,0
20115000260,20,115,000260,60,120,6,8,1,47,135,11,0
20115000270,20,115,000270,60,181,16,9,0,55,187,23,0
20115000280,20,115,000280,18.8,103.7,5.9,2,2,10.9,118.5,2,0
20115000290,20,115,000290,12,26,0,1,0,9,29,2,0
20115000300,20,115,000300,151,263,22,16,2,108,329,18,0
20115000310,20,115,000310,11,89,2,2,1,13,88,3,0
20115900010,20,115,900010,118.2,436,29.1,10.7,11.6,79.4,526.1,14.5,0
20115900020,20,115,900020,0,0,0,0,0,0,0,0,0
20117000010,20,117,000010,2,36,1,1,3,3,37,0,0
20117000020,20,117,000020,6,14,0,1,0,3,17,1,0
20117000030,20,117,000030,73,269,36,10,2,70,291,21,0
20117000040,20,117,000040,7,29,0,1,0,4,29,4,0
20117000050,20,117,000050,9,43,4,2,3,6,54,4,0
20117000060,20,117,000060,4,12,1,0,0,4,13,0,0
20117000070,20,117,000070,18,34,1,0,0,14,39,0,0
20117000080,20,117,000080,4,53.4,5.1,1,1,4,60.4,1.1,0
20117000090,20,117,000090,77,148,13,5,1,49,190,10,0
20117000100,20,117,000100,19,62,8,2,0,15,68,7,0
20117000130,20,117,000130,17,99,6,1,1,13,103,5,0
20117000140,20,117,000140,7,62,2,0,1,4,73,1,0
20117000150,20,117,000150,33,106.9,7,1,0,24,116.9,8,0
20117000160,20,117,000160,119.3,299,12.8,2,1,104.4,308.9,16.9,0
2011700017A,20,117,00017A,94,237,15,7,0,74,261,13,0
2011700018A,20,117,00018A,59.5,171.2,11.1,5,1,47.7,181.3,12.5,0
2011700018B,20,117,00018B,3,8.8,0.1,0,0,2.4,8.8,0.3,0
2011700019A,20,117,00019A,118.4,252.2,17,8,0,82.3,290.2,21,0
2011700019B,20,117,00019B,2.2,6.5,0.1,0,0,1.8,6.6,0.2,0
2011700019C,20,117,00019C,0.4,1.2,0,0,0,0.3,1.2,0,0
20117000200,20,117,000200,25.2,73.9,0.9,0,0,21,74.7,2.9,0
20117000210,20,117,000210,46,227,14,10,2,42,240,13,0
20117000220,20,117,000220,18,84,2,1,0,16,85,2,0
20117000230,20,117,000230,34,70,1,0,0,29,73,2,0
20117000240,20,117,000240,18,72,0,0,0,12,71,1,0
20117000250,20,117,000250,16,56,2,0,0,7,65,2,0
20117000260,20,117,000260,17,67,2,1,0,17,64,5,0
20117000270,20,117,000270,11,49,2,2,0,9,53,4,0
20117000280,20,117,000280,70,249,10,4,1,64,258,8,0
20117000290,20,117,000290,21,41,7,1,0,15,53,4,0
20117000300,20,117,000300,54,129,7,7,0,43,151,5,0
20117120020,20,117,120020,14,75,6,0,0,10,47,3,0
20117120030,20,117,120030,12,45,2,0,0,17,70,6,0
20117120040,20,117,120040,0,2,0,0,0,0,2,0,0
20117120050,20,117,120050,43,124,8,0,0,39,136,7,0
20117190010,20,117,190010,0.1,0.2,0,0,0,0.1,0.2,0,0
20119000010,20,119,000010,6,24,0,0,0,3,25,1,0
20119000020,20,119,000020,4,44,2,0,3,3,49,1,0
20119000030,20,119,000030,38,221,4,2,1,28,225,9,0
20119000040,20,119,000040,6,47.6,4,0,0,6,50.6,2,0
20119000050,20,119,000050,90,716.4,31,9,8,65,753.4,37,0
20119000060,20,119,000060,8,38,2,2,0,3,45,1,0
20119000070,20,119,000070,1,14,0,1,0,0,15,0,0
20119000080,20,119,000080,0,20,0,0,0,0,20,0,0
20119000090,20,119,000090,57,290,19,4,3,50,308,12,0
20121000020,20,121,000020,62.2,154.5,8.2,8,2,55.2,159.6,14.2,1
2012100003B,20,121,00003B,24.5,98.7,3.9,1.2,1,20.8,103.1,4.7,0
2012100004B,20,121,00004B,0,0,0,0,0,0,0,0,0
2012100004C,20,121,00004C,0,0,0,0,0,0,0,0,0
2012100004D,20,121,00004D,8.5,27.5,1,0.8,0.7,8.1,28.6,1.3,0
20121000050,20,121,000050,78.7,181.8,12,4.9,3.9,71.9,186.7,17.8,0
20121000060,20,121,000060,97,210,20,8,6,104,218,13,0
2012100007B,20,121,00007B,0,0,0,0,0,0,0,0,0
20121000080,20,121,000080,90,254,14,5,2,81,276,11,0
20121000090,20,121,000090,92.9,193,15.5,2.5,1.2,91.5,198.3,17.2,0
20121000100,20,121,000100,84.2,226.4,13.1,3.3,0,83.7,223.1,13.1,0
2012100011B,20,121,00011B,0,0,0,0,0,0,0,0,0
2012100012A,20,121,00012A,119,220.3,19.5,9.8,1,116,235,16.6,0
2012100012B,20,121,00012B,3.4,9.8,0.7,0.2,0,3.1,10.3,0.7,0
2012100013A,20,121,00013A,61.5,107,9.5,5,0,59.5,111.5,10,0
2012100013B,20,121,00013B,0,0,0,0,0,0,0,0,0
2012100013C,20,121,00013C,7,18.9,1,0.2,0,7,18.5,1,0
20121000140,20,121,000140,129.6,258.4,23.8,14.9,1,129.6,262.7,31.1,0
2012100016A,20,121,00016A,139.8,271.2,17.9,10.1,4.7,135.3,287.1,19.8,0
2012100016B,20,121,00016B,0,0,0,0,0,0,0,0,0
20121000170,20,121,000170,269.3,511.7,52.7,16.2,3.3,243.8,540.5,59.5,0
2012100018A,20,121,00018A,120.1,214.8,19.8,6.1,2.7,111.2,229.1,17,0
2012100018B,20,121,00018B,12.1,23.9,2.7,0.4,0,10.1,26.2,2.3,0
2012100018C,20,121,00018C,0,0,0,0,0,0,0,0,0
2012100019A,20,121,00019A,196.7,352.9,19.4,13.2,6.2,175.4,392.5,18.7,0
2012100019B,20,121,00019B,1,3.1,0.1,0.1,0,0.7,3,0.5,0
20121000200,20,121,000200,238.3,800.2,38.1,17,6,235.3,817.3,42.1,0
20121000220,20,121,000220,129,505.7,20.9,6.3,5.1,110.9,527.7,24.7,0
2012100023A,20,121,00023A,246.8,594,63.1,17.5,5.6,46.8,134.4,12.9,0
2012100023B,20,121,00023B,0,0,0,0,0,193,541,48,0
2012100023C,20,121,00023C,0,0,0,0,0,0,0,0,0
2012100023D,20,121,00023D,13.1,30,3.8,1.5,0.8,11.6,36,1.5,0
20121000240,20,121,000240,98.6,283,20.3,4.6,0,90.3,296.8,19.4,0
20121000250,20,121,000250,32,194,12,3,0,36,197,9,0
20121000260,20,121,000260,185.5,556.6,21.6,9.8,7.8,168.8,589.9,22.6,0
20121000270,20,121,000270,89.3,283.8,16,7,3,87.2,314.9,9,0
20121020030,20,121,020030,1,2.1,0.2,0,0,1,2.3,0.1,0
20121120020,20,121,120020,33,85,11,4,2,36,89,10,0
20121120030,20,121,120030,94.7,305.4,11.6,8.9,8,89.3,317,14.3,0
20121120040,20,121,120040,29,111,4,1,2,22,121,6,0
20121120050,20,121,120050,149.3,335.3,18.1,7.1,9.7,121.8,312,13.5,0
20121120060,20,121,120060,81.5,139.2,7.3,4,2.9,76.8,138.3,14,0
20121120070,20,121,120070,2.5,5.2,0.5,0.1,0,2.5,5.6,0.4,0
20121120080,20,121,120080,164.2,478.7,35.1,10.8,4.9,164.2,497.2,34.2,0
20121120090,20,121,120090,9,18.3,0.4,2.1,0.1,6.8,21.8,0.4,0
20121120100,20,121,120100,29.4,94.9,6.2,5.1,0.1,36.2,94.9,5.4,0
20121120110,20,121,120110,35.8,73.3,7,1.8,0,34.9,79.4,5.2,0
20121180010,20,121,180010,115.8,360,27.3,9.3,4.2,119.6,357.3,31.4,0
20121180020,20,121,180020,157,366,16,3,8,132,378,27,0
20121180030,20,121,180030,126.2,319,26.1,7.2,1.8,126.2,327.1,21.6,0
20121200010,20,121,200010,67.4,154.7,17.4,3.3,0.1,67.4,155.1,18.5,0
20121200020,20,121,200020,42.2,103.2,4,0.4,0.1,35.2,108.7,3.9,0
20121300010,20,121,300010,126.8,225.2,17.1,8,1,121.7,230.4,24.2,0
20121900010,20,121,900010,0,0,0,0,0,0,0,0,0
20121900020,20,121,900020,0,0,0,0,0,0,0,0,0
20121900030,20,121,900030,0.2,0.4,0,0,0,0.2,0.4,0,0
20121900040,20,121,900040,0,0,0,0,0,0,0,0,0
20121900050,20,121,900050,0.2,0.4,0,0,0,0.2,0.4,0,0
20121900070,20,121,900070,0.1,0.3,0,0,0,0.1,0.3,0,0
20121900080,20,121,900080,0,0,0,0,0,0,0,0,0
20121900090,20,121,900090,4.5,11.4,0.9,0.3,0.1,4.5,11.7,0.8,0
20121900100,20,121,900100,0,0,0,0,0,0,0,0,0
20121900110,20,121,900110,0,0,0,0,0,0,0,0,0
20121900120,20,121,900120,52.1,129,14.2,3.5,0.9,56.3,132.8,11.6,0
20121900130,20,121,900130,0,0,0,0,0,0,0,0,0
20121900140,20,121,900140,0.8,2.2,0.6,0,0,0.3,3,0.3,0
20121900150,20,121,900150,19,59.9,2.9,1.9,0,14.3,58,9.5,0
20121900160,20,121,900160,0,0,0,0,0,0,0,0,0
20121900180,20,121,900180,18.9,37.1,4.3,0.6,0,15.8,40.8,3.6,0
20121900190,20,121,900190,0.2,0.4,0.1,0,0,0,0.6,0,0
20123000010,20,123,000010,10,36,0,2,0,7,37,6,0
20123000020,20,123,000020,49.2,195.8,12.5,3.8,1.9,29.9,217.9,13.4,0
20123000030,20,123,000030,106.2,343,15.1,4,1,74.1,384.1,13,0
20123000040,20,123,000040,71.9,350.6,16,7,5,64.9,368.6,21,0
20123000050,20,123,000050,84.7,281.8,10.8,8.9,1,48.3,321.2,13.8,0
2012300006A,20,123,00006A,24.6,97.6,5.4,1.1,0.1,14.1,108.3,3.5,0
2012300006B,20,123,00006B,0,0,0,0,0,0,0,0,0
2012300006C,20,123,00006C,0,0.1,0,0,0,0,0.1,0,0
2012300006D,20,123,00006D,0,0,0,0,0,0,0,0,0
20123000070,20,123,000070,6,34,0,0,1,3,36,1,0
20123000080,20,123,000080,0,18,2,0,0,0,20,2,0
20123000090,20,123,000090,0,12,0,0,0,0,13,0,0
20123000100,20,123,000100,0,0,0,0,0,0,0,0,0
20123000110,20,123,000110,24,206,7,6,0,27,204,10,0
20123000120,20,123,000120,0,13,2,0,1,0,16,0,0
20123000130,20,123,000130,8.9,89.4,1,2,0,8,55.6,3,0
20123000140,20,123,000140,7,7,0,0,1,2,13,0,0
20123000150,20,123,000150,10.5,61.8,2.5,2.2,0.3,6.8,68.2,3.4,0
20123000160,20,123,000160,23.5,138.2,5.5,4.8,0.7,15.2,152.8,7.6,0
20123000170,20,123,000170,1,15,0,1,0,1,15,1,0
20123000180,20,123,000180,0.1,0.6,0,0,0,0,0.4,0,0
20123000190,20,123,000190,7,38,2,0,0,5,40,1,0
20123000200,20,123,000200,2,36,1,1,0,1,38,1,0
20123000210,20,123,000210,13,134,2,3,0,8,141,5,0
20123000220,20,123,000220,6.2,65,0.2,0.1,0,3.7,66.6,3.2,0
20123000230,20,123,000230,0,15,1,0,0,1,14,0,0
20123000240,20,123,000240,2,14,0,1,0,0,17,1,0
20123000250,20,123,000250,0,0,0,0,0,0,0,0,0
20123000260,20,123,000260,0,0,0,0,0,0,0,0,0
20123000270,20,123,000270,8,28,1,3,0,9,27,2,0
20123000280,20,123,000280,0,0,0,0,0,0,0,0,0
20123000290,20,123,000290,8,59,1,2,0,3,68,1,0
20123000300,20,123,000300,3,19,1,2,0,4,20,1,0
2012500001A,20,125,00001A,26,139.1,5,1,0,29,130.1,12,0
2012500001B,20,125,00001B,0,0,0,0,0,0,0,0,0
2012500001C,20,125,00001C,0.1,0.4,0,0,0,0.1,0.4,0,0
